Team,3rd Att,3rd Md,4th Att,4th Md,Rec 1st,Rec 1st%,Rush 1st,Rush 1st%,Scrm Plys
Falcons,0,0,0,0,133,60.2,90,16.9,0
Bills,0,0,0,0,113,55.7,132,23.7,0
Bears,0,0,0,0,99,53.2,136,21.4,0
Bengals,0,0,0,0,141,56.4,105,20,0
Browns,0,0,0,0,130,55.1,133,23.8,0
Cowboys,0,0,0,0,167,66.5,146,23.4,0
Broncos,0,0,0,0,137,63.1,129,21.5,0
Lions,0,0,0,0,141,57.1,105,20,0
Packers,0,0,0,0,101,56.1,105,19.1,0
Oilers,0,0,0,0,119,59.2,135,22.4,0
Colts,0,0,0,0,124,61.4,95,17.9,0
Chiefs,0,0,0,0,98,48,160,24.1,0
Rams,0,0,0,0,148,62.7,128,21,0
Raiders,0,0,0,0,164,65.3,116,20.1,0
Dolphins,0,0,0,0,135,59.7,119,21.7,0
Vikings,0,0,0,0,176,50,102,20.2,0
Patriots,0,0,0,0,125,63.8,181,27,0
Saints,0,0,0,0,154,52.4,119,23.2,0
Giants,0,0,0,0,101,57.4,125,21.6,0
Jets,0,0,0,0,128,66.3,131,23.3,0
Eagles,0,0,0,0,112,54.1,143,24.4,0
Cardinals,0,0,0,0,158,62.7,103,18.6,0
Steelers,0,0,0,0,149,70.3,133,20.8,0
Chargers,0,0,0,0,171,63.1,116,19.7,0
49ers,0,0,0,0,106,55.8,117,20,0
Seahawks,0,0,0,0,156,59.8,150,26.7,0
Buccaneers,0,0,0,0,101,66.9,111,20.2,0
Redskins,0,0,0,0,134,63.2,99,18.4,0
