Team,KO,Yds,TB,TB %,Ret,Ret Avg,OSK,OSK Rec,OOB,TD
Panthers,103,6757,69,67,34,26.6,0,0,0,1
Patriots,101,6284,69,68.3,29,18.1,3,2,1,0
Cardinals,99,6445,50,50.5,49,24.3,0,0,0,0
Steelers,94,5964,38,40.4,54,22.2,1,0,1,0
Giants,93,5727,37,39.8,54,20.3,2,0,1,1
Seahawks,92,5930,47,51.1,42,25.6,3,0,1,1
Chiefs,90,5746,40,44.4,46,24.7,3,1,1,0
Bengals,89,5786,42,47.2,46,22.6,1,0,0,0
Vikings,87,5695,47,54,40,26.1,0,0,0,0
Jets,86,5584,34,39.5,49,23.8,2,1,1,0
Redskins,85,5288,53,62.4,29,20.1,4,1,1,0
Bills,84,5235,42,50,40,17.2,2,0,1,0
Jaguars,84,5247,55,65.5,23,24,5,0,4,0
Bears,83,5036,39,47,39,25.2,4,1,1,2
Broncos,82,5109,55,67.1,25,20.3,3,0,0,0
Saints,82,5311,44,53.7,37,26.5,1,0,0,0
Buccaneers,82,5193,44,53.7,35,25.2,3,0,0,0
Packers,81,5125,41,50.6,37,26.7,2,1,1,0
Raiders,81,5113,44,54.3,35,22.7,2,0,1,1
Eagles,81,5000,42,51.8,34,20.7,3,0,2,0
Lions,77,4826,40,52,32,25.4,4,1,1,0
Colts,77,4836,67,87,8,19.5,3,0,0,0
Falcons,76,4875,52,68.4,22,27.2,2,0,0,0
Texans,76,4881,33,43.4,40,24.4,2,0,0,0
Chargers,76,4839,41,54,32,27.5,3,0,0,0
Ravens,74,4753,63,85.1,9,25.4,1,0,0,0
Cowboys,73,4620,49,67.1,23,23.9,2,0,0,1
Dolphins,72,4396,44,61.1,23,22.1,4,1,1,0
Browns,70,4459,27,38.6,42,21.3,0,0,1,0
Rams,68,4431,41,60.3,27,22.4,0,0,0,0
Titans,66,4272,43,65.2,22,27.2,1,0,1,0
Niners,63,3975,38,60.3,23,25.7,2,1,0,0
