Player,INT,INT TD,INT Yds,Lng
Bill Bradley,9,0,73,21
Mike Sensibaugh,8,0,65,35
Charlie Ford,7,0,104,43
Jack Ham,7,1,83,32
Bryant Salter,7,0,111,31
Steve Tannen,7,0,125,32
Joe Beauchamp,6,1,96,47
Paul Krause,6,1,109,35
Ken Lee,6,1,155,61
Jim Nettles,6,0,168,43
Mike Wagner,6,0,77,35
Charlie Waters,6,1,132,56
Tommy Casanova,5,0,108,33
Lenny Dunlap,5,0,67,25
Tom Hayes,5,0,10,8
Jim Kearney,5,4,192,65
Lemar Parrish,5,2,90,33
Jake Scott,5,0,73,31
Charlie Stukes,5,0,23,11
Pete Athas,4,0,11,9
George Atkinson,4,0,37,23
Willie Brown,4,0,26,13
Bobby Bryant,4,0,82,34
Willie Buchanon,4,0,62,26
Mike Curtis,4,1,74,33
Ken Ellis,4,1,106,40
Pat Fischer,4,0,61,35
Richmond Flowers,4,0,30,20
Chris Hanburger,4,1,98,41
Jim Hill,4,0,37,21
Honor Jackson,4,0,133,55
Jimmy Johnson,4,0,18,15
Bivian Lee,4,0,65,32
Carl Lockhart,4,1,56,29
Jerry Logan,4,0,47,20
Lloyd Mumphord,4,1,50,28
John Rowser,4,0,30,23
Jack Tatum,4,0,91,56
Joe Taylor,4,0,0,0
Maurice Tyler,4,0,61,27
Rick Volk,4,0,86,23
Willie Williams,4,0,42,18
Nemiah Wilson,4,0,48,32
Alvin Wyatt,4,1,52,49
Doug Adams,3,0,44,19
Ralph Anderson,3,0,68,41
Dick Anderson,3,0,34,22
Lem Barney,3,0,88,64
Mike Bass,3,0,53,29
Bobby Bell,3,1,56,61
Mel Blount,3,0,75,34
Thom Darden,3,0,64,20
Ben Davis,3,0,10,10
Clarence Ellis,3,0,13,13
Dave Elmendorf,3,0,29,15
Miller Farr,3,0,21,21
Tim Foley,3,0,25,15
Tony Greene,3,1,45,39
Cliff Harris,3,0,40,23
Rickie Harris,3,0,45,32
Gene Howard,3,1,26,24
Ernie Jackson,3,0,41,31
Curtis Johnson,3,0,20,13
Leroy Mitchell,3,0,27,27
Tom Myers,3,0,0,0
Tommy Nobis,3,1,74,37
Nate Ramsey,3,0,14,10
Ken Reaves,3,0,59,28
Ken Riley,3,0,0,0
Doug Swift,3,0,5,4
Phil Villapiano,3,1,97,82
Charlie West,3,0,7,8
Dave Wilcox,3,0,12,9
Larry Wilson,3,0,35,24
Roy Winston,3,0,55,23
Jeff Wright,3,0,31,31
Bob Atkins,2,0,37,34
Bob Babich,2,0,9,9
Ralph Baker,2,0,0,0
Chuck Beatty,2,0,16,16
Ray Brown,2,0,46,46
Nick Buoniconti,2,0,17,10
Dick Butkus,2,0,19,14
John Charles,2,0,6,6
Neal Craig,2,1,76,63
Henry Davis,2,0,32,28
Chris Farasopoulos,2,0,48,25
Jim Files,2,1,46,37
Tom Graham,2,0,10,7
Cornell Green,2,0,1,1
Charlie Greer,2,0,18,17
Ted Hendricks,2,0,13,13
Pat Hughes,2,0,4,3
Gerald Irons,2,0,18,11
Bob Jeter,2,0,0,0
Lee Roy Jordan,2,0,18,12
Karl Kassulke,2,0,25,22
Leroy Keyes,2,0,0,0
Willie Lanier,2,0,2,2
Mike Lucci,2,0,0,0
Garry Lyle,2,0,52,35
Jim Marsalis,2,0,20,19
Al Matthews,2,0,8,8
Ray May,2,0,43,37
Mike McGill,2,0,28,26
Marlin McKeever,2,0,8,8
Harold McLinton,2,0,22,19
Ron Porter,2,0,10,7
Wayne Rasmussen,2,0,1,1
Rudy Redmond,2,1,91,88
Dave Robinson,2,0,10,7
Tom Roussel,2,0,15,11
Jeff Siemon,2,0,23,23
Mike Simpson,2,1,32,32
Rich Sowells,2,0,14,14
Bruce Taylor,2,0,4,2
Emmitt Thomas,2,0,46,26
Skip Vanderbundt,2,2,58,37
Dick Absher,1,0,7,7
Willie Alexander,1,0,16,16
Chuck Allen,1,0,15,15
Nate Allen,1,0,4,4
Billy Andrews,1,0,4,4
Al Atkinson,1,0,7,7
Charlie Babb,1,0,24,24
Pete Barnes,1,0,9,9
Ed Beard,1,0,10,10
Al Beauchamp,1,0,8,8
Dick Blanchard,1,0,20,20
Bob Briggs,1,0,16,16
Otto Brown,1,0,2,2
Ross Brupbacher,1,0,11,11
Doug Buffone,1,0,0,0
John Bunting,1,0,45,45
Lee Roy Caffey,1,0,4,4
Jim Carter,1,0,0,0
Larry Carwell,1,0,0,0
Al Clark,1,0,18,18
Tony Cline,1,0,11,11
Dan Conners,1,0,0,0
Paul Crane,1,0,4,4
Chuck Crist,1,0,14,14
Vern Den Herder,1,0,24,24
John Douglas,1,0,0,0
Speedy Duncan,1,0,8,8
Glen Edwards,1,0,14,14
Dale Farley,1,0,42,42
Johnny Fuller,1,0,0,0
John Garlington,1,0,10,10
Paul Guidry,1,0,0,0
Dale Hackbart,1,0,22,22
Charlie Hall,1,0,12,12
Windlan Hall,1,0,0,0
Don Hansen,1,0,0,0
Tommy Hart,1,0,0,0
Lonnie Hepburn,1,0,14,14
W.K. Hicks,1,0,43,43
Wally Hilgenberg,1,1,17,14
George Hoey,1,0,25,25
Hugo Hollas,1,0,14,14
Gus Hollomon,1,0,25,25
Delles Howell,1,0,6,6
Mike Howell,1,0,1,1
Chuck Howley,1,0,7,7
Bernard Jackson,1,0,0,0
Robert James,1,0,0,0
Benny Johnson,1,0,34,34
Walter Johnson,1,0,1,1
Mike Kolen,1,0,14,14
Bruce Laird,1,0,31,31
D.D. Lewis,1,0,15,15
Mike Lewis,1,0,3,3
Jim Mitchell,1,0,0,0
Randy Montgomery,1,0,20,20
Jerry Moore,1,0,5,5
Paul Naumoff,1,0,4,4
Frank Nunley,1,0,12,12
Brig Owens,1,0,0,0
Mel Phillips,1,0,0,0
John Pitts,1,0,10,10
Steve Preece,1,0,30,30
Jim Purnell,1,0,2,2
Rick Redman,1,0,14,14
