Player,INT,INT TD,INT Yds,Lng
Mel Renfro,1,0,0,0
Nick Roman,1,1,36,36
Tim Rossovich,1,0,0,0
Otis Sistrunk,1,0,0,0
Ron Smith,1,0,2,2
Jeff Staggs,1,0,7,7
Mike Stratton,1,0,0,0
Mike Taylor,1,0,2,2
Rosey Taylor,1,0,17,17
Earlie Thomas,1,0,14,14
Norm Thompson,1,0,5,5
Bill Thompson,1,0,4,4
Art Thoms,1,0,0,0
Ted Vactor,1,0,28,28
Lonnie Warwick,1,0,6,6
Dave Washington,1,0,4,4
Charlie Weaver,1,0,0,0
Clyde Werner,1,0,11,11
Nate Wright,1,0,10,10
