Player,Avg,Ret,Yds,PRet T,20+,40+,Lng,FC,FUM
Bill Thompson,20.5,4,82,0,0,0,59,1,0
Dave Elmendorf,18.7,3,56,0,0,0,41,9,0
Charlie Greer,16.8,4,67,1,0,0,65,0,0
Jon Staggers,16.4,9,148,1,0,0,85,20,0
Ken Ellis,15.4,14,215,1,0,0,80,1,0
Jim Bertelsen,14.5,16,232,0,0,0,60,3,0
Walt Sumner,14,1,14,0,0,0,14,2,0
Clarence Ellis,13,1,13,0,0,0,13,0,0
Vern Winfield,12,1,12,0,0,0,12,0,0
Pete Athas,11.9,8,95,0,0,0,48,6,0
Frank Lewis,11.2,5,56,0,0,0,26,1,0
Chris Farasopoulos,10.5,17,179,1,0,0,65,17,0
Bobby Duhon,10,2,20,0,0,0,10,2,0
Ralph McGill,10,22,219,0,0,0,33,0,0
Tommy Casanova,9.6,30,289,1,0,0,66,19,0
Charlie Leigh,9.6,22,210,0,0,0,27,5,0
Lenny Dunlap,9.4,19,179,0,0,0,21,11,0
Lemar Parrish,9.4,15,141,1,0,0,51,2,0
Glen Edwards,9.2,22,202,0,0,0,54,19,0
Johnny Fuller,9,1,9,0,0,0,9,1,0
Tony Greene,9,2,18,0,0,0,9,4,0
Bruce Laird,8.9,34,303,0,0,0,42,11,0
Rod Sherman,8.9,10,89,0,0,0,18,5,0
Ray Brown,8.9,8,71,0,0,0,29,10,0
W.K. Hicks,8.3,3,25,0,0,0,20,0,0
Pat Gibbs,8,1,8,0,0,0,8,0,0
Leroy Kelly,8,5,40,0,0,0,14,3,0
Floyd Little,8,8,64,0,0,0,29,2,0
Alvin Wyatt,7.7,11,85,0,0,0,27,5,0
Jake Scott,7.7,13,100,0,0,0,15,3,0
Rocky Turner,7.6,5,38,0,0,0,16,1,0
Craig Clemons,7.5,2,15,0,0,0,10,3,0
Lem Barney,7.2,15,108,0,0,0,26,8,0
Bill Bradley,7,22,155,0,0,0,60,7,0
Charlie West,6.9,16,111,0,0,0,23,6,0
Bruce Taylor,6.9,21,145,0,0,0,41,8,0
Willie Belton,6.5,17,110,0,0,0,34,6,0
Speedy Duncan,6.4,11,70,0,0,0,18,6,0
Ron Smith,6.3,26,163,0,0,0,29,3,0
Charlie Waters,6.2,9,56,0,0,0,17,7,0
Carl Garrett,6,6,36,0,0,0,27,0,0
J.D. Hill,6,4,24,0,0,0,12,1,0
Bobby Majors,6,16,96,0,0,0,41,6,0
Tommy Maxwell,6,2,12,0,0,0,9,2,0
Ken Houston,5.9,25,148,0,0,0,33,7,0
Larry Marshall,5.7,18,103,0,0,0,29,5,0
Ted Vactor,5.2,17,88,0,0,0,28,14,0
Linzy Cole,5,7,35,0,0,0,13,6,0
Mike Garrett,5,2,10,0,0,0,10,1,0
Dick Gordon,5,4,20,0,0,0,12,0,0
Jerry Logan,5,4,20,0,0,0,7,1,0
Mike Simone,5,1,5,0,0,0,5,0,0
Rick Volk,5,5,25,0,0,0,8,7,0
Bobby Bryant,4.8,10,48,0,0,0,10,15,0
Roger Wehrli,4.8,5,24,0,0,0,22,6,0
Tom Myers,4.8,9,43,0,0,0,10,15,0
Larry Willingham,4.6,9,41,0,0,0,13,6,0
Dennis Homan,4.5,2,9,0,0,0,8,0,0
Cliff Harris,4.1,19,78,0,0,0,21,16,0
Thom Darden,4.1,15,61,0,0,0,37,7,0
John Love,3.9,10,39,0,0,0,10,4,0
Dick Anderson,3.8,5,19,0,0,0,17,3,0
Essex Johnson,3.5,2,7,0,0,0,7,0,0
George Atkinson,3.3,10,33,0,0,0,8,1,0
Jim Krieg,3,1,3,0,0,0,3,0,0
Preston Pearson,3,1,3,0,0,0,3,0,0
Kerry Reardon,3,1,3,0,0,0,3,0,0
Zeke Moore,2.1,7,15,0,0,0,19,2,0
Dwight Harrison,2,1,2,0,0,0,2,2,0
Cliff Branch,1.8,12,21,0,0,0,14,5,0
Bob Grim,1.4,7,10,0,0,0,10,14,0
Ed Podolak,1.4,8,11,0,0,0,12,10,0
Billy Walik,1.3,3,4,0,0,0,10,1,0
Rickie Harris,1.2,4,5,0,0,0,5,3,0
Leland Glass,1,1,1,0,0,0,1,0,0
Rocky Bleier,0.5,2,1,0,0,0,1,0,0
Larry Carwell,0.4,5,2,0,0,0,4,1,0
Alvin Haymond,0.2,6,1,0,0,0,6,1,0
Margene Adkins,0,7,0,0,0,0,4,2,0
Bob Hudson,0,1,0,0,0,0,0,2,0
Al Johnson,0,2,0,0,0,0,0,1,0
John Mendenhall,0,1,0,0,0,0,0,0,0
John Small,0,1,0,0,0,0,0,0,0
Jesse Taylor,0,1,0,0,0,0,0,0,0
Mel Gray,-2,2,-4,0,0,0,-4,3,0
Larry Walton,-2.7,3,-8,0,0,0,-1,6,0
Bob Gladieux,-3,2,-6,0,0,0,-6,4,0
Jerry LeVias,-4,1,-4,0,0,0,-4,0,0
