Player,Pass Yds,Yds/Att,Att,Cmp,Cmp %,TD,INT,Rate,1st,1st%,20+,40+,Lng,Sck,SckY
Joe Namath,2816,8.7,324,162,50,19,21,72.5,102,31.5,0,0,83,11,101
Archie Manning,2781,6.2,448,230,51.3,18,21,64.6,123,27.5,0,0,66,43,347
Fran Tarkenton,2651,7,378,215,56.9,18,13,80.2,111,29.4,0,0,76,26,203
John Hadl,2449,6.6,370,190,51.4,15,26,56.7,111,30,0,0,61,19,187
Craig Morton,2396,7.1,339,185,54.6,15,21,66,90,26.6,0,0,46,23,179
Norm Snead,2307,7.1,325,196,60.3,17,12,84,97,29.8,0,0,94,8,66
Jim Plunkett,2196,6.2,355,169,47.6,8,25,45.7,65,18.3,0,0,62,39,385
Bob Berry,2158,7.8,277,154,55.6,13,12,78.5,87,31.4,0,0,57,39,255
Greg Landry,2066,7.7,268,134,50,18,17,71.8,75,28,0,0,82,25,149
Roman Gabriel,2027,6.3,323,165,51.1,12,15,63.8,90,27.9,0,0,57,12,102
Daryle Lamonica,1998,7.1,281,149,53,18,12,79.5,66,23.5,0,0,70,14,136
Mike Phipps,1994,6.5,305,144,47.2,13,16,61,78,25.6,0,0,80,23,183
Steve Spurrier,1983,7.4,269,147,54.6,18,16,75.9,77,28.6,0,0,81,14,114
Ken Anderson,1918,6.4,301,171,56.8,7,7,74,65,21.6,0,0,65,18,155
Terry Bradshaw,1887,6.1,308,147,47.7,12,12,64.1,60,19.5,0,0,78,29,237
Len Dawson,1835,6,305,175,57.4,13,12,72.8,72,23.6,0,0,44,28,255
Charley Johnson,1783,7.5,238,132,55.5,14,14,74.6,42,17.6,0,0,60,12,82
Dan Pastorini,1711,5.7,299,144,48.2,7,12,57.1,49,16.4,0,0,82,37,310
Dennis Shaw,1666,6.5,258,136,52.7,14,17,63.6,40,15.5,0,0,58,38,320
Billy Kilmer,1648,7.3,225,120,53.3,19,11,84.8,71,31.6,0,0,89,9,67
John Reaves,1508,6.7,224,108,48.2,7,12,58.4,46,20.5,0,0,77,38,322
Marty Domres,1392,6.3,222,115,51.8,11,6,76.6,56,25.2,0,0,62,11,96
Earl Morrall,1360,9.1,150,83,55.3,11,7,91,37,24.7,0,0,49,14,114
Scott Hunter,1252,6.3,199,86,43.2,6,9,55.5,52,26.1,0,0,49,13,86
Bobby Douglass,1246,6.3,198,75,37.9,9,12,49.8,47,23.7,0,0,85,32,175
Johnny Unitas,1111,7.1,157,88,56,4,6,70.8,45,28.7,0,0,63,14,114
Steve Ramsey,1050,7.7,137,65,47.4,3,9,53.5,25,18.2,0,0,55,26,184
Pete Liske,973,7,138,71,51.4,3,7,60.4,21,15.2,0,0,67,11,107
John Brodie,905,8.2,110,70,63.6,9,8,86.4,7,6.4,0,0,53,8,39
Gary Cuozzo,897,5.7,158,69,43.7,5,11,43.7,28,17.7,0,0,68,13,89
Jim Hart,857,7.2,119,60,50.4,5,5,70.6,28,23.5,0,0,98,7,56
Bob Griese,638,6.6,97,53,54.6,4,4,71.6,30,30.9,0,0,39,7,45
Sonny Jurgensen,633,10.7,59,39,66.1,2,4,84.9,20,33.9,0,0,36,2,21
Virgil Carter,579,7.1,82,47,57.3,3,4,71.1,4,4.9,0,0,36,6,37
Ken Stabler,524,7.1,74,44,59.5,4,3,82.3,1,1.4,0,0,22,8,75
Mike Livingston,480,6.2,78,41,52.6,7,8,61.9,5,6.4,0,0,36,6,42
Tim Van Galder,434,5.5,79,40,50.6,1,7,34.5,16,20.2,0,0,71,10,76
Brian Dowling,383,7.1,54,29,53.7,2,1,81,0,0,0,0,42,4,63
Kent Nix,287,4.6,63,33,52.4,3,6,41,0,0,0,0,19,6,45
Pete Beathard,255,5.3,48,19,39.6,1,7,24.6,0,0,0,0,33,4,34
Randy Johnson,230,13.5,17,10,58.8,3,3,103.2,0,0,0,0,63,2,10
Bill Munson,194,5.5,35,20,57.1,1,1,70.4,0,0,0,0,29,1,0
Mike Taliaferro,176,5.3,33,16,48.5,1,4,35.2,0,0,0,0,24,6,48
Jim Del Gaizo,165,18.3,9,5,55.6,2,1,100.5,0,0,0,0,51,0,0
Jerry Tagge,154,5.3,29,10,34.5,0,0,53,2,6.9,0,0,31,3,27
Bill Nelsen,141,4.6,31,14,45.2,0,3,19.1,0,0,0,0,26,3,29
Bob Davis,114,5.2,22,10,45.4,2,1,72.9,3,13.6,0,0,35,6,52
O.J. Simpson,113,14.1,8,5,62.5,1,0,145.8,0,0,0,0,34,1,11
Ron Widby,102,51,2,2,100,1,0,158.3,2,100,0,0,68,0,0
Roger Staubach,98,4.9,20,9,45,0,2,20.4,0,0,0,0,21,8,59
George Blanda,77,5.1,15,5,33.3,1,0,73.5,0,0,0,0,26,2,19
Bob Lee,75,12.5,6,3,50,1,0,135.4,0,0,0,0,63,0,0
Marlin Briscoe,72,24,3,3,100,0,0,118.8,2,66.7,0,0,26,0,0
Donny Anderson,71,23.7,3,2,66.7,0,0,109.7,1,33.3,0,0,38,0,0
Wayne Clark,67,11.2,6,2,33.3,0,2,36.8,0,0,0,0,62,2,9
Calvin Hill,55,18.3,3,1,33.3,1,0,121.5,1,33.3,0,0,55,0,0
Leo Hart,53,3.5,15,6,40,0,3,10.6,0,0,0,0,13,4,32
Joe Gilliam,48,4.4,11,7,63.6,0,0,73.3,0,0,0,0,9,2,8
Ed Baker,47,4.7,10,4,40,0,4,15.4,0,0,0,0,18,2,17
Rick Arrington,46,3.5,13,5,38.5,0,1,16.8,0,0,0,0,16,4,28
Pat Sullivan,44,2.3,19,3,15.8,0,3,0,0,0,0,0,18,2,28
Floyd Little,43,21.5,2,2,100,1,0,158.3,1,50,0,0,35,0,0
Mike Montgomery,31,10.3,3,1,33.3,0,0,72.9,1,33.3,0,0,31,0,0
Bobby Joe Green,23,11.5,2,1,50,0,1,52.1,0,0,0,0,23,0,0
Terry Hanratty,23,5.8,4,2,50,0,0,67.7,0,0,0,0,14,1,2
Earl McCullouch,23,23,1,1,100,0,0,118.8,0,0,0,0,23,0,0
Jerrel Wilson,20,20,1,1,100,0,0,118.8,0,0,0,0,20,0,0
MacArthur Lane,19,9.5,2,2,100,0,0,106.2,0,0,0,0,10,0,0
Fred Willis,16,4,4,1,25,0,1,4.2,0,0,0,0,16,0,0
Bobby Anderson,14,4.7,3,1,33.3,1,0,88.9,1,33.3,0,0,14,0,0
John Huarte,14,2.8,5,2,40,0,0,47.9,0,0,0,0,8,0,0
Mike Ernst,10,2.5,4,1,25,0,0,39.6,0,0,0,0,10,0,0
Frank Patrick,9,2.2,4,1,25,0,0,39.6,0,0,0,0,9,1,11
Spike Jones,4,2,2,1,50,0,0,56.2,0,0,0,0,4,0,0
Tom Blanchard,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Carl Garrett,0,0,1,0,0,0,1,0,0,0,0,0,0,1,4
Mike Garrett,0,0,1,0,0,0,0,39.6,0,0,0,0,0,2,16
Bob Gladieux,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Bob Gresham,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Sam Havrilak,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
John Isenbarger,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Ron Jessie,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Ron Johnson,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Leroy Kelly,0,0,1,0,0,0,0,39.6,0,0,0,0,0,1,7
Paul Krause,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Cliff McClain,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Jack Mildren,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Dan Reeves,0,0,2,0,0,0,0,39.6,0,0,0,0,0,0,0
Jackie Smith,0,0,2,0,0,0,0,39.6,0,0,0,0,0,0,0
Jon Staggers,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Pat Studstill,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Bobby Walden,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Larry Wilson,0,0,2,0,0,0,0,39.6,0,0,0,0,0,0,0
