Player,Rush Yds,Att,TD,20+,40+,Lng,Rush 1st,Rush 1st%,Rush FUM
O.J. Simpson,1251,292,6,0,0,94,0,0,0
Larry Brown,1216,285,8,0,0,38,0,0,0
Ron Johnson,1182,298,9,0,0,35,0,0,0
Larry Csonka,1117,213,6,0,0,45,0,0,0
Marv Hubbard,1100,219,4,0,0,39,0,0,0
Franco Harris,1055,188,10,0,0,75,0,0,0
Calvin Hill,1036,245,6,0,0,26,0,0,0
Mike Garrett,1031,272,6,0,0,41,0,0,0
John Brockington,1027,274,8,0,0,30,0,0,0
Mercury Morris,1000,190,12,0,0,33,0,0,0
Dave Hampton,995,230,6,0,0,56,0,0,0
Bobby Douglass,968,141,8,0,0,57,0,0,0
John Riggins,944,207,7,0,0,40,0,0,0
Floyd Little,859,216,9,0,0,55,0,0,0
Essex Johnson,825,212,4,0,0,19,0,0,0
MacArthur Lane,821,177,3,0,0,41,0,0,0
Leroy Kelly,811,224,4,0,0,18,0,0,0
Art Malone,798,180,8,0,0,27,0,0,0
Walt Garrison,784,167,7,0,0,41,0,0,0
Willie Ellison,764,170,5,0,0,37,0,0,0
Charlie Smith,686,170,8,0,0,28,0,0,0
Cid Edwards,679,157,5,0,0,31,0,0,0
Don McCauley,675,178,2,0,0,36,0,0,0
John Fuqua,665,150,4,0,0,47,0,0,0
Altie Taylor,658,154,4,0,0,38,0,0,0
Oscar Reed,639,151,2,0,0,43,0,0,0
Jim Harrison,622,167,2,0,0,19,0,0,0
Ed Podolak,615,171,4,0,0,30,0,0,0
Jim Bertelsen,581,123,5,0,0,42,0,0,0
Bo Scott,571,123,2,0,0,27,0,0,0
Charlie Harraway,567,148,6,0,0,24,0,0,0
Doug Dressler,565,128,6,0,0,43,0,0,0
Po James,565,182,0,0,0,22,0,0,0
Emerson Boozer,549,120,11,0,0,37,0,0,0
Josh Ashton,546,128,3,0,0,35,0,0,0
Donny Anderson,536,153,4,0,0,19,0,0,0
Wendell Hayes,536,128,0,0,0,28,0,0,0
Greg Landry,524,81,9,0,0,38,0,0,0
Jim Kiick,521,137,5,0,0,26,0,0,0
Steve Owens,519,143,4,0,0,18,0,0,0
Carl Garrett,488,131,5,0,0,41,0,0,0
Vic Washington,468,141,3,0,0,33,0,0,0
Don Nottingham,466,123,3,0,0,25,0,0,0
Fred Willis,461,134,0,0,0,43,0,0,0
Jim Braxton,453,116,5,0,0,21,0,0,0
Paul Robinson,449,107,3,0,0,30,0,0,0
Bob Thomas,433,77,3,0,0,49,0,0,0
Larry Schreiber,420,118,2,0,0,20,0,0,0
Johnny Roland,414,105,2,0,0,18,0,0,0
Bob Gresham,381,121,3,0,0,23,0,0,0
Clarence Davis,363,71,6,0,0,45,0,0,0
Archie Manning,351,63,2,0,0,18,0,0,0
Terry Bradshaw,346,58,7,0,0,20,0,0,0
Ken Willard,345,100,4,0,0,23,0,0,0
Don Shy,342,91,1,0,0,22,0,0,0
Tony Baker,322,90,0,0,0,14,0,0,0
Bobby Anderson,319,72,1,0,0,40,0,0,0
Charlie Evans,317,91,4,0,0,24,0,0,0
Cliff McClain,305,59,0,0,0,30,0,0,0
Mike Adamle,303,73,1,0,0,19,0,0,0
Cyril Pinder,300,87,3,0,0,19,0,0,0
Larry Smith,276,60,2,0,0,68,0,0,0
Preston Pearson,264,67,0,0,0,21,0,0,0
Bill Brown,263,82,4,0,0,19,0,0,0
Larry Watkins,262,67,1,0,0,28,0,0,0
Dave Osborn,261,82,2,0,0,14,0,0,0
Mike Phipps,256,60,5,0,0,18,0,0,0
Jimmy Thomas,250,52,1,0,0,22,0,0,0
Joe Dawkins,243,56,2,0,0,19,0,0,0
Bill Butler,233,54,0,0,0,27,0,0,0
Jim Plunkett,230,36,1,0,0,21,0,0,0
Ed Marinaro,223,66,0,0,0,19,0,0,0
Vince Clements,221,46,0,0,0,19,0,0,0
Mel Farr,216,62,3,0,0,22,0,0,0
Lydell Mitchell,215,45,1,0,0,14,0,0,0
Jess Phillips,207,48,1,0,0,20,0,0,0
Dan Pastorini,205,38,2,0,0,17,0,0,0
Willie Rodgers,204,71,2,0,0,14,0,0,0
Fran Tarkenton,180,27,0,0,0,21,0,0,0
Hoyle Granger,175,42,0,0,0,14,0,0,0
Robert Holmes,172,43,0,0,0,18,0,0,0
Clint Jones,164,52,2,0,0,33,0,0,0
Fran Lynch,164,34,2,0,0,28,0,0,0
Herb Mul-key,155,33,1,0,0,35,0,0,0
Hubert Ginn,142,27,1,0,0,22,0,0,0
Perry Williams,139,33,0,0,0,14,0,0,0
Pete Banaszak,138,30,1,0,0,15,0,0,0
Dennis Shaw,138,35,0,0,0,16,0,0,0
Marty Domres,137,30,1,0,0,15,0,0,0
Tom Matte,137,33,0,0,0,18,0,0,0
Mike Livingston,133,14,0,0,0,51,0,0,0
Joe Profit,132,40,0,0,0,14,0,0,0
John Tarver,132,42,1,0,0,21,0,0,0
Wayne Patrick,130,35,0,0,0,9,0,0,0
Steve Harkey,129,45,0,0,0,10,0,0,0
Joe Orduna,129,36,1,0,0,17,0,0,0
Jeff Kinney,122,38,1,0,0,16,0,0,0
Jim Strong,120,37,0,0,0,9,0,0,0
Robert Newhouse,116,28,1,0,0,19,0,0,0
Ken Brown,114,32,2,0,0,14,0,0,0
Norm Bulaich,109,27,1,0,0,18,0,0,0
John Reaves,109,18,1,0,0,16,0,0,0
