Player,Avg,Ret,Yds,KRet TD,20+,40+,Lng,FC,FUM
Eldridge Small,100,1,100,0,0,0,77,0,0
Norm Bulaich,62,1,62,0,0,0,62,0,0
Freddie Hyatt,41,1,41,0,0,0,41,0,0
Dick Gordon,35.2,4,141,0,0,0,53,0,0
Tommy Casanova,34,1,34,0,0,0,34,0,0
Ron Smith,30.8,30,924,1,0,0,94,0,0
Steve Davis,29.6,7,207,0,0,0,82,0,0
Al Nelson,29.1,25,728,0,0,0,78,0,0
Alvin Haymond,29.1,10,291,0,0,0,41,0,0
Bruce Laird,29.1,29,843,0,0,0,73,0,0
Don McCauley,29,13,377,1,0,0,93,0,0
Vic Washington,28.6,27,771,1,0,0,98,0,0
Reggie Rucker,28.4,8,227,0,0,0,43,0,0
Rocky Thompson,28.3,29,821,1,0,0,92,0,0
Larry Marshall,28.3,23,651,0,0,0,48,0,0
Glen Holloway,28,1,28,0,0,0,28,0,0
Clint Jones,27.2,12,327,0,0,0,48,0,0
Ike Thomas,27.2,21,572,0,0,0,89,0,0
Craig Clemons,26.5,2,53,0,0,0,27,0,0
Bob Thomas,26.5,8,212,0,0,0,43,0,0
John Gilliam,26.4,14,369,0,0,0,47,0,0
Herb Mul-key,26.1,8,209,0,0,0,44,0,0
Randy Montgomery,26.1,29,756,1,0,0,94,0,0
Tommy Maxwell,26,1,26,0,0,0,26,0,0
Clarence Davis,25.8,18,464,0,0,0,49,0,0
Carl Garrett,25.6,16,410,0,0,0,49,0,0
Cecil Turner,25.6,16,409,0,0,0,57,0,0
Gene Howard,25.5,2,51,0,0,0,28,0,0
Charlie Leigh,25.5,6,153,0,0,0,45,0,0
Alvin Wyatt,25.4,17,432,0,0,0,43,0,0
Linzy Cole,25.3,18,456,0,0,0,51,0,0
Tony Greene,25.2,15,378,0,0,0,66,0,0
George Atkinson,25,3,75,0,0,0,34,0,0
Hubert Ginn,25,1,25,0,0,0,25,0,0
Bill Thomas,25,2,50,0,0,0,30,0,0
Clem Turner,25,1,25,0,0,0,25,0,0
Henry Matthews,24.7,3,74,0,0,0,29,0,0
Willie Ellison,24.6,14,345,0,0,0,32,0,0
Speedy Duncan,24.3,15,364,0,0,0,41,0,0
Lewis Jolley,24.3,11,267,0,0,0,43,0,0
Ron Jessie,24.3,23,558,0,0,0,62,0,0
Bernard Jackson,24.2,21,509,0,0,0,62,0,0
Chris Farasopoulos,24.1,26,627,0,0,0,51,0,0
Tom Sullivan,24,3,72,0,0,0,34,0,0
Mercury Morris,23.9,14,334,0,0,0,33,0,0
Joe Dawkins,23.8,15,357,0,0,0,31,0,0
Bob Brunet,23.8,8,190,0,0,0,45,0,0
Margene Adkins,23.7,43,1020,0,0,0,61,0,0
Mickey Zofko,23.7,26,616,0,0,0,49,0,0
Ken Brown,23.6,20,473,0,0,0,47,0,0
Cliff Harris,23.6,26,615,0,0,0,44,0,0
Jon Staggers,23.6,11,260,0,0,0,39,0,0
Chuck Detwiler,23.5,4,94,0,0,0,26,0,0
Bobby Duhon,23.5,2,47,0,0,0,26,0,0
Roger Williams,23.5,6,141,0,0,0,29,0,0
Phil Wise,23.4,9,211,0,0,0,33,0,0
Arthur Green,23.4,8,187,0,0,0,58,0,0
George Hoey,23.3,9,210,0,0,0,30,0,0
Lemar Parrish,23.2,15,348,0,0,0,45,0,0
Mike Adamle,23.1,8,185,0,0,0,37,0,0
Bob Kroll,23,1,23,0,0,0,23,0,0
Billy Lefear,23,6,138,0,0,0,29,0,0
Franco Harris,22.9,8,183,0,0,0,32,0,0
Lenny Dunlap,22.6,12,271,0,0,0,35,0,0
Cliff McClain,22.5,2,45,0,0,0,26,0,0
Preston Pearson,22.5,13,292,0,0,0,42,0,0
Bob Hudson,22.4,11,247,0,0,0,55,0,0
Reece Morrison,22.3,3,67,0,0,0,32,0,0
Mel Gray,22.2,17,378,0,0,0,29,0,0
Bobby Majors,22.2,10,222,0,0,0,40,0,0
Billy Walik,22.2,21,466,0,0,0,35,0,0
Jim Bertelsen,22,4,88,0,0,0,25,0,0
Al Johnson,22,7,154,0,0,0,28,0,0
Zeke Moore,22,1,22,0,0,0,22,0,0
John Sykes,22,2,44,0,0,0,24,0,0
Ahmad Rashad,21.8,20,437,0,0,0,37,0,0
Jesse Taylor,21.8,31,676,0,0,0,41,0,0
Charlie West,21.8,9,196,0,0,0,31,0,0
Larry Willingham,21.6,9,194,0,0,0,28,0,0
Hank Bjorklund,21.4,7,150,0,0,0,27,0,0
Dave Hampton,21.4,25,535,0,0,0,52,0,0
Cannonball Butler,21.2,4,85,0,0,0,27,0,0
Cliff Branch,21.2,9,191,0,0,0,31,0,0
Robert Newhouse,21.2,18,382,0,0,0,30,0,0
Willie Belton,21,21,441,0,0,0,41,0,0
Frank Nunley,21,1,21,0,0,0,21,0,0
Tony Plummer,21,1,21,0,0,0,21,0,0
O.J. Simpson,21,1,21,0,0,0,21,0,0
Ted Vactor,21,1,21,0,0,0,21,0,0
John Love,20.9,8,167,0,0,0,27,0,0
Josh Ashton,20.6,15,309,0,0,0,31,0,0
Bobby Bryant,20.5,2,41,0,0,0,22,0,0
Larry Schreiber,20.5,2,41,0,0,0,25,0,0
Pat Gibbs,20.3,3,61,0,0,0,23,0,0
Joe Orduna,20.3,12,244,0,0,0,39,0,0
Warren Bankston,20,1,20,0,0,0,20,0,0
Rocky Bleier,20,2,40,0,0,0,20,0,0
Dave Robinson,20,1,20,0,0,0,20,0,0
Reggie Berry,19.7,7,138,0,0,0,26,0,0
Willie Rodgers,19.7,17,335,0,0,0,32,0,0
Al Clark,19.7,3,59,0,0,0,28,0,0
Robert Holmes,19.5,2,39,0,0,0,21,0,0
Ralph McGill,19.2,10,192,0,0,0,30,0,0
Don Nottingham,19,2,38,0,0,0,19,0,0
Rocky Turner,19,3,57,0,0,0,22,0,0
Art Malone,18.5,2,37,0,0,0,20,0,0
W.K. Hicks,18.2,4,73,0,0,0,23,0,0
Glen Edwards,18,1,18,0,0,0,18,0,0
Jim Krieg,18,1,18,0,0,0,18,0,0
