Player,KO,Yds,Ret Yds,TB,TB %,Ret,Ret Avg,OSK,OSK Rec,OOB,TD
Garo Yepremian,83,0,0,27,32.5,0,0,0,0,0,0
Bobby Howfield,80,0,0,32,40,0,0,0,0,0,0
Roy Gerela,79,0,0,26,32.9,0,0,0,0,0,0
Jerry DePoyster,76,0,0,16,21,0,0,0,0,0,0
Pete Gogolak,74,0,0,11,14.9,0,0,0,0,0,0
Bruce Gossett,74,0,0,9,12.2,0,0,0,0,0,0
Chester Marcol,74,0,0,28,37.8,0,0,0,0,0,0
Errol Mann,72,0,0,6,8.3,0,0,0,0,0,0
Toni Fritsch,71,0,0,19,26.8,0,0,0,0,0,0
Horst Muhlmann,71,0,0,28,39.4,0,0,0,0,0,0
Curt Knight,70,0,0,17,24.3,0,0,0,0,0,0
Fred Cox,69,0,0,7,10.1,0,0,0,0,0,0
Jan Stenerud,67,0,0,24,35.8,0,0,0,0,0,0
David Ray,65,0,0,11,16.9,0,0,0,0,0,0
Jim Turner,64,0,0,17,26.6,0,0,0,0,0,0
Don Cockroft,63,0,0,13,20.6,0,0,0,0,0,0
Bill Bell,61,0,0,13,21.3,0,0,0,0,0,0
John Leypoldt,60,0,0,31,51.7,0,0,0,0,0,0
Mac Percival,53,0,0,12,22.6,0,0,0,0,0,0
Jim Bakken,49,0,0,9,18.4,0,0,0,0,0,0
Tom Dempsey,44,0,0,5,11.4,0,0,0,0,0,0
Skip Butler,42,0,0,14,33.3,0,0,0,0,0,0
Bill McClard,34,0,0,5,14.7,0,0,0,0,0,0
Boris Shlapak,30,0,0,4,13.3,0,0,0,0,0,0
Dennis Partee,27,0,0,3,11.1,0,0,0,0,0,0
Mike Walker,25,0,0,11,44,0,0,0,0,0,0
Happy Feller,24,0,0,1,4.2,0,0,0,0,0,0
Jim O'Brien,24,0,0,0,0,0,0,0,0,0,0
Charlie Gogolak,20,0,0,4,20,0,0,0,0,0,0
Charlie Durkee,18,0,0,0,0,0,0,0,0,0,0
Toni Linhart,9,0,0,1,11.1,0,0,0,0,0,0
Clem Turner,6,0,0,0,0,0,0,0,0,0,0
Mark Moseley,4,0,0,3,75,0,0,0,0,0,0
Pat Studstill,3,0,0,1,33.3,0,0,0,0,0,0
Bill Bradley,2,0,0,0,0,0,0,0,0,0,0
Wayne Walker,2,0,0,0,0,0,0,0,0,0,0
Donny Anderson,1,0,0,0,0,0,0,0,0,0,0
Dave Chapple,1,0,0,0,0,0,0,0,0,0,0
Julian Fagan,1,0,0,0,0,0,0,0,0,0,0
Bobby Joe Green,1,0,0,0,0,0,0,0,0,0,0
Dave Lewis,1,0,0,0,0,0,0,0,0,0,0
Jim McCann,1,0,0,0,0,0,0,0,0,0,0
Billy Van Heusen,1,0,0,0,0,0,0,0,0,0,0
Bobby Walden,1,0,0,0,0,0,0,0,0,0,0
