Team,FF,FR,FR TD
Chiefs,23,12,1
Bills,21,11,0
Texans,20,14,1
Saints,19,12,0
Redskins,19,11,1
Bears,18,9,1
Browns,18,14,0
Seahawks,18,14,1
Colts,15,11,0
Cowboys,14,11,1
Patriots,14,10,1
Panthers,13,9,1
Broncos,13,10,0
Rams,13,12,1
Jets,13,7,0
Cardinals,13,8,2
Steelers,13,7,1
Titans,12,6,0
Eagles,12,7,0
Buccaneers,12,8,1
Dolphins,11,7,0
Giants,11,5,0
49ers,11,5,0
Bengals,10,6,2
Lions,10,7,0
Packers,10,8,0
Ravens,9,5,3
Falcons,8,4,1
Vikings,8,8,2
Jaguars,7,6,0
Chargers,7,7,1
Raiders,5,3,0
