Team,FF,FR,FR TD
Colts,27,0,0
Saints,25,0,0
Bengals,24,0,0
Patriots,23,0,0
Bills,21,0,0
Bears,20,0,0
Cardinals,20,0,0
Steelers,20,0,0
Falcons,19,0,0
Panthers,19,0,0
Eagles,19,0,0
Seahawks,19,0,0
Dolphins,18,0,0
Giants,18,0,0
Jets,18,0,0
49ers,18,0,0
Ravens,17,0,0
Broncos,17,0,0
Lions,17,0,0
Vikings,17,0,0
Buccaneers,16,0,0
Cowboys,15,0,0
Jaguars,14,0,0
Packers,13,0,0
Chiefs,13,0,0
Rams,13,0,0
Redskins,13,0,0
Browns,12,0,0
Chargers,12,0,0
Titans,11,0,0
Texans,11,0,0
Raiders,9,0,0
