Team,FF,FR,FR TD
Vikings,20,9,2
Broncos,17,13,1
Colts,17,9,1
Falcons,15,8,0
Steelers,15,8,1
Eagles,14,8,1
Buccaneers,14,8,0
Bills,13,10,0
Cowboys,13,7,1
Texans,13,8,0
Chiefs,13,8,1
Dolphins,13,9,0
Giants,13,9,0
Ravens,12,10,0
Bears,12,5,0
Jaguars,12,11,0
Raiders,12,8,1
Jets,12,7,1
Browns,11,9,1
Titans,11,8,0
Chargers,11,10,0
Seahawks,11,8,0
49ers,10,6,0
Commanders,10,9,0
Bengals,9,8,0
Lions,9,6,0
Packers,8,10,1
Patriots,8,5,0
Saints,7,8,1
Rams,6,4,0
Cardinals,6,6,1
Panthers,3,3,0
