Player,KO,Yds,Ret Yds,TB,TB %,Ret,Ret Avg,OSK,OSK Rec,OOB,TD
Mike Cofer,92,5861,1165,31,33.7,59,19.8,0,0,2,0
Al Del Greco,85,5283,1062,22,25.9,60,17.7,1,1,2,0
Jason Elam,84,5060,1109,20,23.8,62,17.9,0,0,2,0
Chris Jacke,82,4675,1407,7,8.5,70,20.1,0,0,4,0
John Carney,79,4718,1063,12,15.2,64,16.6,0,0,3,0
Jason Hanson,78,4934,609,46,59,30,20.3,1,0,1,0
Eddie Murray,78,4517,1174,11,14.1,61,19.2,4,2,2,1
Jeff Jaeger,77,4726,731,31,40.3,43,17,1,1,2,0
Pete Stoyanovich,77,4708,1238,13,16.9,61,20.3,1,0,2,0
Morten Andersen,76,4825,773,35,46,39,19.8,2,0,0,0
Gary Anderson,76,4703,1165,19,25,54,21.6,1,1,2,1
Steve Christie,75,4532,850,28,37.3,43,19.8,1,0,2,0
Norm Johnson,74,4259,995,9,12.2,52,19.1,3,0,2,0
Nick Lowery,73,4409,1007,21,28.8,49,20.6,1,0,2,0
Greg Davis,72,4444,994,15,20.8,51,19.5,1,0,5,0
Fuad Reveiz,70,4097,1420,9,12.9,58,24.5,1,0,2,1
John Kasay,69,4242,943,15,21.7,50,18.9,0,0,3,1
Matt Stover,66,4014,785,21,31.8,44,17.8,1,1,0,0
Brad Daluiso,64,4266,565,39,60.9,24,23.5,0,0,1,0
Chris Gardocki,61,3574,868,9,14.8,50,17.4,1,1,1,0
Dean Biasucci,58,3195,537,16,27.6,36,14.9,3,1,3,0
Michael Husted,57,3327,480,25,43.9,27,17.8,5,1,0,0
Tony Zendejas,57,3425,984,10,17.5,47,20.9,0,0,0,0
Chip Lohmiller,56,3483,703,20,35.7,35,20.1,1,0,0,0
Matt Bahr,55,3231,862,8,14.6,44,19.6,0,0,2,0
Louie Aguiar,50,2907,733,8,16,37,19.8,1,0,4,0
Lee Johnson,49,3060,697,16,32.6,33,21.1,0,0,0,0
Scott Sisson,42,2542,552,12,28.6,26,21.2,2,1,1,0
Roger Ruzek,29,1784,621,4,13.8,24,25.9,0,0,1,0
Cary Blanchard,13,758,178,2,15.4,10,17.8,0,0,1,0
Lin Elliott,7,458,42,2,28.6,4,10.5,0,0,1,0
David Treadwell,6,264,81,0,0,5,16.2,1,1,0,0
Doug Pelfrey,5,285,134,0,0,5,26.8,0,0,0,0
Brian Hansen,4,109,29,0,0,2,14.5,2,0,0,0
Harold Alexander,3,176,69,0,0,3,23,0,0,0,0
Kevin Butler,3,181,50,0,0,3,16.7,0,0,0,0
Jeff Feagles,2,67,15,0,0,2,7.5,0,0,0,0
Jeff Gossett,2,117,52,0,0,2,26,0,0,0,0
Rick Tuten,2,94,24,0,0,2,12,0,0,0,0
Klaus Wilmsmeyer,2,114,31,0,0,2,15.5,0,0,0,0
Tommy Barnhardt,1,38,15,0,0,1,15,0,0,0,0
Don Bracken,1,0,0,0,0,0,0,1,1,0,0
Dale Hatcher,1,46,1,0,0,1,1,0,0,0,0
John Jett,1,48,9,0,0,1,9,0,0,0,0
Reggie Roby,1,67,19,0,0,1,19,0,0,0,0
Tom Rouen,1,46,10,0,0,1,10,0,0,0,0
Mike Saxon,1,55,4,0,0,1,4,0,0,0,0
Rohn Stark,1,49,14,0,0,1,14,0,0,0,0
Dan Stryzinski,1,51,19,0,0,1,19,0,0,0,0
