Player,Pass Yds,Yds/Att,Att,Cmp,Cmp %,TD,INT,Rate,1st,1st%,20+,40+,Lng,Sck,SckY
John Elway,4030,7.3,551,348,63.2,25,10,92.8,185,33.6,50,10,63,39,293
Steve Young,4023,8.7,462,314,68,29,16,101.5,188,40.7,56,9,80,31,160
Warren Moon,3485,6.7,520,303,58.3,21,21,75.2,177,34,40,6,80,34,218
Boomer Esiason,3421,7.2,473,288,60.9,16,11,84.5,170,35.9,37,10,77,18,139
Jim Kelly,3382,7.2,470,288,61.3,18,18,79.9,169,36,47,8,65,25,171
Brett Favre,3303,6.3,522,318,60.9,19,24,72.2,165,31.6,37,5,66,30,199
Jeff Hostetler,3242,7.7,419,236,56.3,14,10,82.4,142,33.9,37,10,74,38,206
Neil O'Donnell,3208,6.6,486,270,55.6,14,7,79.5,165,34,32,8,71,41,331
Steve Beuerlein,3164,7.6,418,258,61.7,18,17,82.5,149,35.6,39,8,65,29,206
Troy Aikman,3100,7.9,392,271,69.1,15,6,99,152,38.8,29,7,80,26,153
Craig Erickson,3054,6.7,457,233,51,18,21,66.4,128,28,44,11,67,35,236
Phil Simms,3038,7.6,400,247,61.8,15,9,88.3,147,36.8,39,9,62,37,217
Bobby Hebert,2978,6.9,430,263,61.2,24,17,84,146,34,27,5,98,29,190
Rick Mirer,2833,5.8,486,274,56.4,12,17,67,142,29.2,32,5,53,47,235
Jeff George,2526,6.2,407,234,57.5,8,6,76.3,126,31,27,2,72,26,190
Drew Bledsoe,2494,5.8,429,214,49.9,15,15,65,130,30.3,32,5,54,16,99
Wade Wilson,2457,6.3,388,221,57,12,15,70.1,125,32.2,24,1,42,37,225
Joe Montana,2144,7.2,298,181,60.7,13,7,87.4,110,36.9,28,3,50,12,61
Jim Harbaugh,2002,6.2,325,200,61.5,7,11,72.1,98,30.2,21,2,48,43,210
Stan Humphries,1981,6.1,324,173,53.4,12,10,71.5,102,31.5,21,2,48,18,142
Jim McMahon,1968,6,331,200,60.4,9,8,76.2,111,33.5,20,3,58,23,104
David Klingler,1935,5.6,343,190,55.4,6,9,66.6,86,25.1,26,3,51,40,202
Bubby Brister,1905,6.2,309,181,58.6,14,5,84.9,97,31.4,18,4,58,19,148
Vinny Testaverde,1797,7.8,230,130,56.5,14,9,85.7,85,37,25,8,62,17,101
Scott Mitchell,1773,7.6,233,133,57.1,12,8,84.2,83,35.6,20,4,77,7,49
Steve DeBerg,1707,7.5,227,136,59.9,7,10,75.3,80,35.2,23,4,47,18,143
Rodney Peete,1670,6.6,252,157,62.3,6,14,66.4,78,31,11,4,93,34,174
Jim Everett,1652,6,274,135,49.3,8,12,59.8,82,29.9,22,4,60,18,125
Mark Rypien,1514,4.8,319,166,52,4,10,56.3,80,25.1,15,2,43,16,87
Sean Salisbury,1413,7.2,195,115,59,9,6,84,71,36.4,18,2,55,12,77
John Friesz,1402,5.9,238,128,53.8,6,4,72.8,69,29,17,3,66,14,98
T.J. Rubley,1338,7.1,189,108,57.1,8,6,80.1,64,33.9,22,1,54,13,106
Dave Krieg,1238,6.6,189,105,55.6,7,3,81.4,70,37,13,2,66,22,138
Dan Marino,1218,8.1,150,91,60.7,8,3,95.9,51,34,18,4,80,7,42
Bernie Kosar,1217,6,201,115,57.2,8,3,82,55,27.4,15,1,86,23,132
Erik Kramer,1002,7.3,138,87,63,8,3,95.1,49,35.5,13,3,48,5,35
Jack Trudeau,992,6.1,162,85,52.5,2,7,57.4,49,30.2,12,1,68,2,11
Scott Secules,918,6.8,134,75,56,2,9,54.3,39,29.1,10,2,82,7,28
Randall Cunningham,850,7.7,110,76,69.1,5,5,88.1,42,38.2,8,3,80,7,33
Jay Schroeder,832,5.2,159,78,49.1,5,2,70,45,28.3,10,0,37,13,87
Ken O'Brien,708,5.2,137,71,51.8,4,3,67.4,45,32.8,5,1,41,15,116
Rich Gannon,704,5.6,125,74,59.2,3,7,59.6,36,28.8,4,1,54,16,87
Todd Philcox,699,6.5,108,52,48.2,4,7,54.5,29,26.8,10,2,56,7,60
Vince Evans,640,8.4,76,45,59.2,3,4,77.7,26,34.2,12,3,68,12,87
Cody Carlson,605,6.7,90,51,56.7,2,4,66.2,29,32.2,8,1,47,8,53
Cary Conklin,496,5.7,87,46,52.9,4,3,70.9,26,29.9,4,0,34,8,45
Chris Chandler,471,4.6,103,52,50.5,3,2,64.8,24,23.3,3,0,27,4,25
Billy Joe Tolliver,464,6.1,76,39,51.3,3,5,56,24,31.6,5,1,42,3,15
Mike Buck,448,8.3,54,32,59.3,4,3,87.6,21,38.9,5,2,63,3,17
Steve Bono,416,6.8,61,39,63.9,0,1,77,23,37.7,4,0,33,4,18
