Player,Rec,Yds,TD,20+,40+,LNG,Rec 1st,1st%,Rec FUM,Rec YAC/R,Tgts
Sterling Sharpe,112,1274,11,17,3,54,68,60.7,1,0,0
Jerry Rice,98,1503,15,24,6,80,72,73.5,3,0,0
Michael Irvin,88,1330,7,14,3,61,75,85.2,0,0,0
Cris Carter,86,1071,9,17,3,58,61,70.9,0,0,0
Andre Rison,86,1242,15,17,4,53,62,72.1,2,0,0
Reggie Langhorne,85,1038,3,11,1,72,50,58.8,4,0,0
Anthony Miller,84,1162,7,14,4,66,64,76.2,0,0,0
Shannon Sharpe,81,995,9,12,3,63,49,60.5,1,0,0
Brian Blades,80,945,3,11,1,41,47,58.8,1,0,0
Tim Brown,80,1180,7,15,2,71,57,71.2,0,0,0
Webster Slaughter,77,904,5,12,2,41,46,59.7,4,0,0
Terry Kirby,75,874,3,13,2,47,37,49.3,3,0,0
Herschel Walker,75,610,3,5,1,55,34,45.3,1,0,0
Mike Pritchard,74,736,7,6,0,34,33,44.6,1,0,0
Ronnie Harmon,73,671,2,8,0,37,31,42.5,0,0,0
Michael Haynes,72,778,4,5,1,98,45,62.5,1,0,0
Ernest Givins,68,887,4,10,2,80,43,63.2,2,0,0
Brent Jones,68,735,3,11,0,29,35,51.5,2,0,0
Pete Metzelaars,68,609,4,3,1,51,34,50,1,0,0
Johnny Johnson,67,641,1,7,1,48,32,47.8,3,0,0
Larry Centers,66,603,3,4,0,29,33,50,1,0,0
Haywood Jeffires,66,753,6,8,1,66,39,59.1,5,0,0
Eric Martin,66,950,3,10,1,54,50,75.8,0,0,0
Ricky Proehl,65,877,7,9,2,51,45,69.2,0,0,0
Irving Fryar,64,1010,5,17,3,65,45,70.3,0,0,0
Jessie Hester,64,835,1,8,1,58,41,64.1,1,0,0
Rob Moore,64,843,1,8,4,51,47,73.4,2,0,0
Gary Clark,63,818,4,12,1,55,37,58.7,1,0,0
Eric Green,63,942,5,10,3,71,46,73,3,0,0
Eric Metcalf,63,539,2,7,1,49,21,33.3,1,0,0
Courtney Hawkins,62,933,5,14,4,67,42,67.7,1,0,0
Keith Byars,61,613,3,5,0,27,33,54.1,3,0,0
Henry Ellard,61,945,2,17,2,54,46,75.4,0,0,0
Herman Moore,61,935,6,9,4,93,43,70.5,2,0,0
Bill Brooks,60,714,5,9,0,32,44,73.3,0,0,0
Anthony Carter,60,775,5,9,0,39,45,75,1,0,0
Calvin Williams,60,725,10,7,2,80,41,68.3,0,0,0
Edgar Bennett,59,457,1,5,0,39,19,32.2,0,0,0
Mark Jackson,58,708,4,8,1,40,42,72.4,1,0,0
Ricky Sanders,58,638,4,5,1,50,34,58.6,1,0,0
John L. Williams,58,450,1,5,0,25,16,27.6,0,0,0
Kelvin Martin,57,798,5,9,4,53,41,71.9,1,0,0
Emmitt Smith,57,414,1,2,1,86,13,22.8,0,0,0
Steve Jordan,56,542,1,4,1,53,25,44.6,0,0,0
Jeff Query,56,654,4,8,2,51,36,64.3,1,0,0
John Taylor,56,940,5,13,3,76,46,82.1,1,0,0
Anthony Johnson,55,443,0,2,0,36,21,38.2,1,0,0
Vince Workman,54,411,2,3,1,42,16,29.6,1,0,0
Ben Coates,53,659,8,8,3,54,32,60.4,0,0,0
Willie Davis,52,909,7,14,3,66,39,75,0,0,0
Andre Reed,52,854,6,18,4,65,32,61.5,1,0,0
J.J. Birden,51,721,2,11,1,50,37,72.6,1,0,0
Daryl Johnston,50,372,1,1,0,20,17,34,0,0,0
Brett Perriman,49,496,2,5,0,34,28,57.1,1,0,0
Derrick Fenner,48,427,0,5,1,40,16,33.3,1,0,0
Thurman Thomas,48,387,0,3,0,37,19,39.6,0,0,0
Vincent Brisby,45,626,2,8,0,39,35,77.8,1,0,0
Quinn Early,45,670,6,12,3,63,30,66.7,1,0,0
Rod Bernstine,44,372,0,4,1,41,17,38.6,0,0,0
Mark Ingram,44,707,6,9,2,77,30,68.2,3,0,0
Tony McGee,44,525,0,8,0,37,23,52.3,1,0,0
Jay Novacek,44,445,1,2,0,30,25,56.8,3,0,0
Derek Russell,44,719,3,13,1,43,33,75,1,0,0
Tom Waddle,44,552,1,8,0,38,29,65.9,0,0,0
Mark Bavaro,43,481,6,2,0,27,27,62.8,0,0,0
Mark Carrier,43,746,3,16,2,55,31,72.1,0,0,0
Kerry Cash,43,402,3,4,0,37,25,58.1,2,0,0
Ethan Horton,43,467,1,4,0,32,22,51.2,0,0,0
Carl Pickens,43,565,6,11,0,36,27,62.8,0,0,0
Jackie Harris,42,604,4,7,2,66,28,66.7,0,0,0
Michael Timpson,42,654,2,13,1,48,30,71.4,1,0,0
Victor Bailey,41,545,1,7,3,58,24,58.5,0,0,0
Curtis Duncan,41,456,3,4,1,47,24,58.5,0,0,0
Michael Jackson,41,756,8,11,3,62,33,80.5,1,0,0
Art Monk,41,398,2,4,0,29,23,56.1,0,0,0
Dwight Stone,41,587,2,7,3,44,27,65.8,1,0,0
Kimble Anders,40,326,1,1,0,27,19,47.5,0,0,0
Chris Burkett,40,531,4,5,2,77,25,62.5,1,0,0
Dalton Hilliard,40,296,1,1,0,34,11,27.5,1,0,0
Keith Jackson,39,613,6,9,3,57,25,64.1,2,0,0
Tim McGee,39,500,3,6,2,54,25,64.1,0,0,0
Johnny Mitchell,39,630,6,10,2,65,29,74.4,0,0,0
Kevin Turner,39,333,2,4,0,26,20,51.3,0,0,0
Jeff Graham,38,579,0,7,2,51,28,73.7,0,0,0
Nate Lewis,38,463,4,5,1,47,25,65.8,0,0,0
Dave Meggett,38,319,0,3,1,50,11,29,0,0,0
Glyn Milburn,38,300,3,2,1,50,13,34.2,2,0,0
Leroy Thompson,38,259,0,2,0,28,14,36.8,0,0,0
Flipper Anderson,37,552,4,6,2,56,29,78.4,0,0,0
Marc Logan,37,348,0,3,0,24,15,40.5,0,0,0
Cleveland Gary,36,289,1,2,1,60,11,30.6,1,0,0
Alvin Harper,36,777,5,12,5,80,30,83.3,1,0,0
Vance Johnson,36,517,5,6,3,56,25,69.4,0,0,0
Barry Sanders,36,205,0,0,0,17,6,16.7,1,0,0
Chris Calloway,35,513,3,8,1,47,26,74.3,0,0,0
Randal Hill,35,519,4,7,2,58,23,65.7,0,0,0
Leroy Hoard,35,351,0,4,1,41,16,45.7,1,0,0
Marcus Allen,34,238,3,0,0,18,17,50,0,0,0
Drew Hill,34,384,0,5,0,30,16,47.1,0,0,0
Lorenzo White,34,229,0,1,0,20,6,17.6,0,0,0
Merril Hoge,33,247,4,0,0,18,13,39.4,0,0,0
James Jett,33,771,3,15,7,74,31,93.9,1,0,0
Erric Pegram,33,302,0,2,0,30,12,36.4,1,0,0
Johnny Bailey,32,243,0,2,0,30,14,43.8,0,0,0
Mark Clayton,32,331,3,4,0,32,16,50,0,0,0
Neal Anderson,31,160,0,1,0,35,8,25.8,0,0,0
Don Beebe,31,504,3,7,1,65,24,77.4,1,0,0
Ricky Watters,31,326,1,3,1,48,12,38.7,0,0,0
Gary Wellman,31,430,1,7,1,44,23,74.2,0,0,0
Horace Copeland,30,633,4,13,5,67,25,83.3,0,0,0
Shawn Jefferson,30,391,2,3,0,39,18,60,0,0,0
James Joseph,29,291,1,2,1,48,18,62.1,0,0,0
Brian Kinchen,29,347,2,3,1,40,19,65.5,1,0,0
Ernie Mills,29,386,1,5,0,30,22,75.9,0,0,0
Willie Green,28,462,2,5,4,47,23,82.1,0,0,0
Arthur Marshall,28,360,2,4,1,40,14,50,0,0,0
Earnest Byner,27,194,0,1,0,20,10,37,0,0,0
Troy Drayton,27,319,4,8,0,27,17,63,0,0,0
Barry Foster,27,217,1,2,0,21,11,40.7,1,0,0
Ed McCaffrey,27,335,2,4,0,31,20,74.1,0,0,0
Alexander Wright,27,462,4,6,2,68,19,70.4,0,0,0
Jerome Bettis,26,244,0,3,0,28,9,34.6,1,0,0
Sean Dawkins,26,430,1,8,1,68,21,80.8,0,0,0
Robert Delpino,26,195,0,2,0,25,7,26.9,0,0,0
Raghib Ismail,26,353,1,3,1,43,17,65.4,0,0,0
Terry Obee,26,351,3,4,2,48,20,76.9,0,0,0
Roosevelt Potts,26,189,0,2,0,24,8,30.8,2,0,0
Leonard Russell,26,245,0,2,1,69,9,34.6,2,0,0
Rodney Holman,25,244,2,4,0,28,12,48,1,0,0
Ed West,25,253,0,1,0,24,15,60,0,0,0
Keith Cash,24,242,4,4,0,24,15,62.5,1,0,0
Ferrell Edmunds,24,239,2,4,0,32,14,58.3,1,0,0
Jonathan Hayes,24,331,1,4,1,49,16,66.7,1,0,0
Terance Mathis,24,352,0,2,1,46,17,70.8,1,0,0
Ron Middleton,24,154,2,0,0,18,10,41.7,0,0,0
Mike Sherrard,24,433,2,7,4,55,17,70.8,0,0,0
Robert Smith,24,111,0,0,0,12,4,16.7,0,0,0
Paul Green,23,178,1,1,0,20,11,47.8,0,0,0
Ron Hall,23,268,1,2,0,37,10,43.5,0,0,0
Desmond Howard,23,286,0,4,0,27,17,73.9,0,0,0
Brad Muster,23,195,0,1,0,31,11,47.8,0,0,0
Marv Cook,22,154,1,0,0,17,5,22.7,0,0,0
Harold Green,22,115,0,0,0,16,3,13.6,0,0,0
Greg McMurtry,22,241,1,1,0,20,15,68.2,1,0,0
Reggie Brooks,21,186,0,2,1,43,7,33.3,0,0,0
Derek Brown,21,170,1,0,0,19,7,33.3,0,0,0
Gary Brown,21,240,2,4,0,38,11,52.4,0,0,0
Howard Cross,21,272,5,3,0,32,14,66.7,0,0,0
Kenneth Davis,21,95,0,2,0,28,4,19,0,0,0
Derrick Moore,21,169,1,1,0,20,6,28.6,0,0,0
Derrick Walker,21,212,1,2,0,25,11,52.4,0,0,0
Brad Baxter,20,158,0,1,0,24,5,25,2,0,0
Robert Brooks,20,180,0,2,0,25,8,40,0,0,0
Reggie Johnson,20,243,1,3,0,38,11,55,1,0,0
Tony Martin,20,347,3,4,2,80,14,70,1,0,0
Brian Mitchell,20,157,0,0,0,18,7,35,0,0,0
Kevin R. Williams,20,151,2,2,0,33,6,30,0,0,0
Curtis Conway,19,231,2,3,0,38,11,57.9,0,0,0
Roger Craig,19,169,1,1,0,31,7,36.8,1,0,0
Qadry Ismail,19,212,1,3,0,37,13,68.4,0,0,0
O.J. McDuffie,19,197,0,0,0,18,16,84.2,0,0,0
Tommy Vardell,19,151,1,2,0,28,8,42.1,1,0,0
Rodney Hampton,18,210,0,3,1,62,7,38.9,0,0,0
Tim Lester,18,154,0,1,0,21,6,33.3,0,0,0
Steve Smith,18,187,0,2,0,22,6,33.3,0,0,0
Darrell Thompson,18,129,0,2,0,34,6,33.3,0,0,0
Fred Barnett,17,170,0,1,0,21,12,70.6,1,0,0
Tim Barnett,17,182,1,3,0,25,11,64.7,0,0,0
Craig Thompson,17,87,1,0,0,10,7,41.2,0,0,0
Cedric Tillman,17,193,2,4,0,30,8,47.1,1,0,0
Bob Christian,16,160,0,2,0,36,6,37.5,0,0,0
Ray Crittenden,16,293,1,5,2,44,12,75,0,0,0
Ricky Ervins,16,123,0,1,0,20,4,25,0,0,0
Craig Heyward,16,132,0,1,0,20,6,37.5,0,0,0
Amp Lee,16,115,2,1,0,22,6,37.5,0,0,0
Torrance Small,16,164,1,0,0,17,11,68.8,0,0,0
Irv Smith,16,180,2,1,0,23,12,75,1,0,0
Jamie Williams,16,132,1,0,0,15,7,43.8,0,0,0
Frank Wycheck,16,113,0,1,0,20,6,37.5,1,0,0
Charles Arbuckle,15,90,0,1,0,23,3,20,1,0,0
Marion Butts,15,105,0,1,0,23,2,13.3,0,0,0
Lawrence Dawsey,15,203,0,3,0,24,10,66.7,0,0,0
Greg Robinson,15,142,0,1,1,58,1,6.7,0,0,0
Derek Tennell,15,122,0,0,0,17,9,60,0,0,0
Chris Warren,15,99,0,2,0,21,3,20,0,0,0
Charles Wilson,15,225,0,4,0,24,10,66.7,0,0,0
Pat Carter,14,166,1,2,0,38,6,42.9,0,0,0
Sam Gash,14,93,0,0,0,15,5,35.7,0,0,0
Keith Jennings,14,150,0,1,0,29,7,50,1,0,0
James Lofton,14,183,0,3,0,32,11,78.6,0,0,0
Mike Young,14,186,2,2,1,49,7,50,0,0,0
Jarrod Bunch,13,98,1,0,0,15,4,30.8,1,0,0
Russell Copeland,13,242,0,5,2,60,11,84.6,0,0,0
Anthony Edwards,13,326,1,6,3,65,11,84.6,0,0,0
Robert Green,13,63,0,0,0,9,2,15.4,0,0,0
Eric Lynch,13,82,0,0,0,11,3,23.1,0,0,0
Keenan McCardell,13,234,4,4,2,43,11,84.6,0,0,0
Alfred Pupunu,13,142,0,4,0,28,6,46.2,0,0,0
Wendell Davis,12,132,0,0,0,17,8,66.7,0,0,0
David Mims,12,107,1,0,0,19,8,66.7,0,0,0
Aaron Pierce,12,212,0,4,2,54,6,50,2,0,0
Heath Sherman,12,78,0,1,0,21,5,41.7,2,0,0
Jim Thornton,12,108,2,1,0,22,7,58.3,0,0,0
Floyd Turner,12,163,1,1,1,52,9,75,0,0,0
Gary Anderson,11,89,1,1,0,28,3,27.3,0,0,0
Nick Bell,11,111,0,0,0,18,6,54.6,1,0,0
Hoby Brenner,11,171,1,2,0,27,9,81.8,0,0,0
Rodney Culver,11,112,1,2,0,26,6,54.6,1,0,0
Vaughn Hebron,11,82,0,0,0,12,1,9.1,2,0,0
Aubrey Matthews,11,171,0,2,1,40,8,72.7,0,0,0
Doug Thomas,11,95,0,1,0,20,6,54.6,0,0,0
Tim Worley,11,62,0,0,0,15,3,27.3,1,0,0
Johnnie Barnes,10,137,0,1,0,21,9,90,0,0,0
Chris Gedney,10,98,0,2,0,24,5,50,1,0,0
Mark Higgs,10,72,0,0,0,15,1,10,0,0,0
Maurice Johnson,10,81,0,0,0,17,4,40,1,0,0
Todd McNair,10,74,0,1,0,24,5,50,0,0,0
Natrone Means,10,59,0,0,0,11,3,30,0,0,0
Tyrone Montgomery,10,43,0,0,0,9,1,10,1,0,0
Tom Rathman,10,86,0,0,0,17,4,40,0,0,0
Butch Rolle,10,67,1,1,0,22,3,30,0,0,0
Tyji Armstrong,9,86,1,2,0,29,3,33.3,0,0,0
Reggie Cobb,9,61,1,0,0,19,4,44.4,0,0,0
Pat Coleman,9,129,0,2,0,25,7,77.8,0,0,0
Adrian Cooper,9,112,0,2,0,38,5,55.6,1,0,0
Fred Jones,9,111,0,0,0,19,7,77.8,0,0,0
Derrick Lassic,9,37,0,0,0,9,0,0,0,0,0
Derrick Ned,9,54,0,0,0,14,2,22.2,1,0,0
Walter Reeves,9,67,1,0,0,18,3,33.3,0,0,0
Yancey Thigpen,9,154,3,2,0,39,7,77.8,0,0,0
Ryan Wetnight,9,93,1,1,0,25,4,44.4,0,0,0
Barry Word,9,105,0,1,0,27,4,44.4,1,0,0
Corey Croom,8,92,0,1,0,21,4,50,0,0,0
Willie Gault,8,64,0,0,0,12,4,50,0,0,0
Ty Hallock,8,88,2,2,0,24,7,87.5,0,0,0
Tony Kimbrough,8,79,0,0,0,16,5,62.5,0,0,0
Todd Kinchen,8,137,1,2,0,35,8,100,0,0,0
Mitch Lyons,8,63,0,0,0,14,2,25,0,0,0
Anthony McDowell,8,26,1,0,0,9,1,12.5,1,0,0
Travis McNeal,8,75,1,1,0,22,4,50,0,0,0
Pat Newman,8,121,1,3,0,32,4,50,0,0,0
Reggie Rembert,8,101,0,1,0,21,5,62.5,0,0,0
Patrick Robinson,8,72,0,0,0,14,5,62.5,0,0,0
Nate Singleton,8,126,1,3,0,33,7,87.5,0,0,0
Lamar Thomas,8,186,2,3,1,62,7,87.5,0,0,0
Derek Brown,7,56,0,0,0,14,5,71.4,0,0,0
Jeff Campbell,7,55,0,0,0,12,2,28.6,0,0,0
Mike Dyal,7,83,0,1,0,31,2,28.6,1,0,0
Scottie Graham,7,46,0,0,0,11,2,28.6,0,0,0
Hassan Jones,7,91,0,2,0,22,7,100,0,0,0
Blair Thomas,7,25,0,0,0,7,1,14.3,0,0,0
Robb Thomas,7,67,0,0,0,16,4,57.1,0,0,0
Harvey Williams,7,42,0,0,0,14,2,28.6,0,0,0
Rob Carpenter,6,83,0,0,0,18,3,50,0,0,0
Wesley Carroll,6,81,0,1,0,28,5,83.3,0,0,0
Eric Dickerson,6,58,0,1,0,30,2,33.3,0,0,0
Marcus Dowdell,6,46,1,0,0,11,2,33.3,1,0,0
David Frisch,6,43,0,0,0,12,1,16.7,0,0,0
Derrick Gainer,6,37,0,0,0,8,3,50,0,0,0
Garrison Hearst,6,18,0,0,0,9,1,16.7,0,0,0
Ostell Miles,6,89,0,3,0,27,4,66.7,0,0,0
Reggie Rivers,6,59,1,0,0,17,3,50,0,0,0
Deion Sanders,6,106,1,1,1,70,3,50,0,0,0
Mike Tice,6,39,1,1,0,21,2,33.3,1,0,0
Danta Whitaker,6,53,0,0,0,18,3,50,0,0,0
Duane Young,6,41,2,0,0,12,2,33.3,0,0,0
Greg Baty,5,78,1,2,0,32,3,60,0,0,0
Sanjay Beach,5,59,1,1,0,20,3,60,0,0,0
Eric Blount,5,36,0,0,0,9,1,20,0,0,0
Robert Claiborne,5,61,0,0,0,16,4,80,0,0,0
Ernie Jones,5,56,2,1,0,21,5,100,0,0,0
Adrian Murrell,5,12,0,0,0,8,0,0,0,0,0
Jake Reed,5,65,0,0,0,18,4,80,0,0,0
Mazio Royster,5,18,0,0,0,10,1,20,0,0,0
John Stephens,5,31,0,0,0,10,1,20,0,0,0
Lawyer Tillman,5,68,1,0,0,18,5,100,0,0,0
Ron Wolfley,5,25,1,0,0,9,1,20,0,0,0
Eric Ball,4,39,0,1,0,24,0,0,0,0,0
Pat Chaffey,4,55,1,1,0,20,3,75,0,0,0
Lincoln Coleman,4,24,0,0,0,10,1,25,0,0,0
Aaron Cox,4,59,0,1,0,24,3,75,0,0,0
Charles Davenport,4,51,0,0,0,19,3,75,0,0,0
Chuck Evans,4,39,0,1,0,21,2,50,0,0,0
Carwell Gardner,4,50,1,1,0,22,3,75,0,0,0
Andrew Glover,4,55,1,2,0,26,3,75,0,0,0
Leonard Harris,4,53,1,0,0,17,3,75,0,0,0
Rudy Harris,4,48,0,1,0,25,2,50,0,0,0
Randy Jordan,4,42,0,1,0,33,1,25,1,0,0
David Lang,4,45,0,1,0,21,3,75,0,0,0
Darren Lewis,4,26,0,0,0,18,1,25,0,0,0
Dave Moore,4,47,1,0,0,19,3,75,0,0,0
Rico Smith,4,55,0,0,0,17,3,75,0,0,0
Ernie Thompson,4,33,0,0,0,13,2,50,0,0,0
Olanda Truitt,4,40,0,0,0,13,3,75,0,0,0
Fred Baxter,3,48,1,2,0,25,3,100,0,0,0
Dexter Carter,3,40,0,0,0,14,2,66.7,0,0,0
Andre Hastings,3,44,0,0,0,18,2,66.7,0,0,0
Tracy Johnson,3,15,1,0,0,8,2,66.7,0,0,0
Keith McKeller,3,35,1,0,0,13,3,100,0,0,0
Ronald Moore,3,16,0,0,0,6,0,0,0,0,0
Patrick Rowe,3,37,0,0,0,16,2,66.7,1,0,0
Odessa Turner,3,64,0,2,0,32,3,100,1,0,0
Derek Ware,3,45,0,1,0,27,2,66.7,0,0,0
Rob Awalt,2,19,0,0,0,10,1,50,0,0,0
Fred Banks,2,45,0,1,0,26,2,100,0,0,0
Reggie Brown,2,30,0,1,0,26,2,100,0,0,0
Troy Brown,2,22,0,0,0,14,2,100,0,0,0
Mark Chmura,2,13,0,0,0,7,1,50,0,0,0
Greg Clifton,2,15,0,0,0,10,0,0,0,0,0
Corey Harris,2,11,0,0,0,6,1,50,0,0,0
Jimmie Johnson,2,18,0,0,0,9,0,0,0,0,0
Sean LaChapelle,2,23,0,0,0,14,2,100,0,0,0
Ron Lewis,2,21,0,0,0,17,2,100,0,0,0
Napoleon McCallum,2,5,0,0,0,3,0,0,0,0,0
Scott Miller,2,15,0,0,0,8,0,0,0,0,0
Troy Sadowski,2,14,0,0,0,11,1,50,0,0,0
Jeff Sydner,2,42,0,1,0,31,1,50,1,0,0
Steve Tasker,2,26,0,1,0,22,1,50,0,0,0
Jeff Thomason,2,8,0,0,0,5,0,0,0,0,0
Clarence Verdin,2,20,1,0,0,19,2,100,0,0,0
Marcus Wilson,2,18,0,0,0,11,1,50,0,0,0
Steve Young,2,2,0,0,0,6,0,0,0,0,0
Randy Baldwin,1,5,1,0,0,5,1,100,0,0,0
Michael Bates,1,6,0,0,0,6,0,0,0,0,0
Ryan Benjamin,1,16,0,0,0,16,1,100,0,0,0
Eric Bieniemy,1,0,0,0,0,0,0,0,0,0,0
Steve Broussard,1,4,0,0,0,4,1,100,0,0,0
Keith Crawford,1,6,0,0,0,6,0,0,0,0,0
Randy Cuthbert,1,3,0,0,0,3,0,0,0,0,0
Willie Drewrey,1,3,0,0,0,3,0,0,0,0,0
Boomer Esiason,1,-8,0,0,0,-8,0,0,0,0,0
Bill Fralic,1,-4,0,0,0,-4,0,0,0,0,0
Scott Galbraith,1,1,1,0,0,1,1,100,0,0,0
Eric Guliford,1,45,0,1,1,45,1,100,0,0,0
Jim Harbaugh,1,1,0,0,0,1,0,0,0,0,0
Chris Hinton,1,-8,0,0,0,-8,0,0,0,0,0
Tim Jorden,1,12,0,0,0,12,1,100,0,0,0
Reggie Lawrence,1,5,0,0,0,5,0,0,0,0,0
Le'Shai Maston,1,14,0,0,0,14,1,100,0,0,0
Fred McAfee,1,3,0,0,0,3,0,0,0,0,0
Anthony Morgan,1,8,0,0,0,8,0,0,0,0,0
Erik Norgard,1,13,0,0,0,13,1,100,0,0,0
Bernie Parmalee,1,1,0,0,0,1,0,0,0,0,0
Jason Phillips,1,15,0,0,0,15,1,100,0,0,0
Jim Price,1,4,0,0,0,4,0,0,0,0,0
Kenyon Rasheed,1,3,0,0,0,3,0,0,0,0,0
Ray Roberts,1,4,0,0,0,4,0,0,0,0,0
Phil Simms,1,-6,0,0,0,-6,0,0,0,0,0
Milt Stegall,1,8,0,0,0,8,0,0,0,0,0
Kitrick Taylor,1,28,0,1,0,28,1,100,0,0,0
Marty Thompson,1,15,0,0,0,15,1,100,0,0,0
Lewis Tillman,1,21,0,1,0,21,1,100,0,0,0
