Player,INT,INT TD,INT Yds,Lng
Nate Odomes,9,0,65,25
Eugene Robinson,9,0,80,28
Rod Woodson,8,1,138,63
Darren Carrington,7,0,104,28
Marcus Robertson,7,0,137,69
Deion Sanders,7,0,91,41
Eric Allen,6,4,201,94
LeRoy Butler,6,0,131,39
Tom Carter,6,0,54,29
Cris Dishman,6,0,74,30
Albert Lewis,6,0,61,24
Kevin Smith,6,1,56,32
Brian Washington,6,1,128,62
J.B. Brown,5,0,43,29
Vencie Glenn,5,0,49,23
Steve Jackson,5,1,54,22
Terry McDaniel,5,1,87,36
Mike McGruder,5,1,89,37
Charles Mincy,5,0,44,20
Eric Turner,5,0,25,19
Ray Buchanan,4,0,45,28
Mark Carrier,4,1,94,34
Mark Collins,4,1,77,50
Eric Davis,4,1,45,41
Jack Del Rio,4,0,3,3
Darrell Green,4,0,10,6
Patrick Hunter,4,0,54,34
Maurice Hurst,4,0,53,24
Greg Jackson,4,0,32,29
Dante Jones,4,0,52,22
Carnell Lake,4,0,31,26
Audray McMillian,4,1,45,22
Rich Miano,4,0,26,16
Darren Perry,4,0,61,30
Gene Atkins,3,0,59,37
John Baylor,3,0,11,7
Tyrone Braxton,3,0,37,25
Michael Brim,3,1,74,30
Donald Frank,3,1,119,102
Carlton Gray,3,0,33,16
Don Griffin,3,0,6,3
Merton Hanks,3,1,104,67
D.J. Johnson,3,0,51,26
Selwyn Jones,3,0,0,0
Joe King,3,0,29,28
Carl Lee,3,0,20,19
Jeremy Lincoln,3,1,109,80
Ronnie Lott,3,0,35,29
Lorenzo Lynch,3,0,13,13
Tim McDonald,3,0,23,21
Bubba McDowell,3,0,31,13
Bo Orlando,3,1,68,38
Dennis Smith,3,0,57,36
Pat Swilling,3,0,16,14
Darryl Talley,3,1,74,61
Darnell Walker,3,0,7,7
Darryl Wren,3,0,-7,2
Eddie Anderson,2,0,52,27
Steve Atwater,2,0,81,68
Robert Bailey,2,0,41,41
Bill Bates,2,0,25,22
Martin Bayless,2,0,14,16
Robert Blackmon,2,0,0,0
Anthony Blaylock,2,0,3,3
John Booty,2,0,24,19
Vince Buck,2,0,28,28
Terrell Buckley,2,0,31,31
Vinnie Clark,2,0,59,38
Monte Coleman,2,0,27,14
Harry Colon,2,0,28,27
Ray Crockett,2,0,31,31
Matt Darby,2,0,32,32
Shane Dronett,2,0,13,7
Thomas Everett,2,0,25,17
James Francis,2,0,12,12
Chris Green,2,0,0,0
Myron Guyton,2,0,34,19
James Hasty,2,0,22,22
Johnny Holland,2,0,41,30
Derrick Hoskins,2,0,34,20
George Jamison,2,1,48,35
Carlos Jenkins,2,0,7,4
Gary Jones,2,0,11,11
Henry Jones,2,1,92,85
Le-Lo Lang,2,0,4,4
Mo Lewis,2,0,4,3
Todd Lyght,2,0,0,0
Tim McKyer,2,0,10,10
Mark McMillian,2,0,25,17
Ryan McNeil,2,0,19,16
Corey Miller,2,0,18,11
Louis Oliver,2,1,60,56
Marvcus Patton,2,0,0,0
Gary Plummer,2,0,7,6
Marquez Pope,2,0,14,12
Corey Raymond,2,0,11,11
Henry Rolling,2,0,21,12
Kevin Ross,2,0,49,48
Todd Scott,2,0,26,26
Junior Seau,2,0,58,42
Wayne Simmons,2,0,21,19
Chris Spielman,2,0,-2,-2
Keith Taylor,2,0,32,30
Pat Terrell,2,0,1,1
Eric Thomas,2,0,20,20
William Thomas,2,0,39,21
Sean Vanhorse,2,0,0,0
Troy Vincent,2,0,29,23
Lionel Washington,2,0,0,0
Sheldon White,2,0,19,14
Aeneas Williams,2,1,87,46
Darryl Williams,2,1,126,97
James Williams,2,0,11,6
Donnell Woolford,2,0,18,18
Darren Anderson,1,0,6,6
Jessie Armstead,1,0,0,0
Harlon Barnett,1,0,40,40
Patrick Bates,1,0,0,0
Willie Beamon,1,0,0,0
Jason Belser,1,0,14,11
Cornelius Bennett,1,0,5,5
Blaine Bishop,1,0,1,1
Ronnie Bradford,1,0,0,0
Matt Brock,1,0,0,0
Vincent Brown,1,0,24,24
Jesse Campbell,1,0,0,0
Dale Carter,1,0,0,0
Marty Carter,1,0,0,0
Kyle Clifton,1,0,3,3
Andre Collins,1,0,5,5
Todd F. Collins,1,0,8,8
Shane Conlan,1,0,28,28
Toi Cook,1,0,0,0
Danny Copeland,1,0,0,0
Bryan Cox,1,0,26,26
Mike Croel,1,1,22,22
Eugene Daniel,1,0,17,17
Kenny Davidson,1,0,6,6
Brian Davis,1,0,0,0
Richard Dent,1,0,24,24
Charles Dimry,1,0,0,0
Chris Doleman,1,0,-3,-3
Tracey Eaton,1,0,0,0
Brad Edwards,1,0,17,17
Byron Evans,1,0,8,7
Doug Evans,1,0,0,0
Deon Figures,1,0,78,78
Kenneth Gant,1,0,0,0
Dennis Gibson,1,0,0,0
Darrien Gordon,1,0,3,3
Kurt Gouveia,1,1,59,59
Alan Grant,1,0,17,17
Britt Hager,1,0,19,19
Darryl Hall,1,0,0,0
Dwayne Harper,1,0,0,0
Steve Hendrickson,1,0,16,16
Kevin Henry,1,0,10,10
Jeff Herrod,1,0,29,29
Randy Hilliard,1,0,54,54
Liffort Hobley,1,0,17,17
Thomas Homco,1,0,6,6
Wes Hopkins,1,0,0,0
Bobby Houston,1,0,0,0
James Jefferson,1,0,12,12
A.J. Johnson,1,1,69,69
John Johnson,1,0,0,0
Mike Johnson,1,0,0,0
Reggie Jones,1,0,12,12
Rod Jones,1,0,0,0
Seth Joyner,1,0,6,6
Jeff Lageman,1,0,15,15
Dion Lambert,1,0,0,0
Darryll Lewis,1,1,47,47
Milton Mack,1,1,27,27
John Mangum,1,0,0,0
Brock Marion,1,0,2,2
Lonnie Marts,1,0,20,20
Clay Matthews,1,0,10,10
Chester McGlockton,1,0,19,19
Lamar McGriggs,1,1,63,63
Steve McMichael,1,0,0,0
Roland Mitchell,1,0,0,0
Najee Mustafaa,1,1,97,97
Joe Nash,1,1,13,13
Hardy Nickerson,1,0,6,6
Ken Norton,1,0,25,25
Chris Oldham,1,0,0,0
Dan Owens,1,0,1,1
Anthony Parker,1,0,1,1
Bryce Paup,1,0,8,8
J.C. Pearson,1,0,0,0
Rufus Porter,1,0,4,4
Mike Prior,1,0,1,1
Terry Ray,1,0,0,0
Ricky Reynolds,1,0,3,3
Stanley Richard,1,0,-2,-2
Frank Robinson,1,0,13,13
Dan Saleaumua,1,0,13,13
Tracy Scroggins,1,0,0,0
Ray Seals,1,1,0,0
Clyde Simmons,1,0,0,0
Bruce Smith,1,0,0,0
Neil Smith,1,0,3,3
Otis Smith,1,0,0,0
Del Speer,1,0,22,22
Michael Stewart,1,0,30,30
David Tate,1,0,12,12
Jay Taylor,1,0,0,0
George Teague,1,0,22,22
Doug Terry,1,0,21,21
Reyna Thompson,1,0,4,4
Steve Tovar,1,0,0,0
James Trapp,1,0,7,7
Renaldo Turnbull,1,0,2,2
James Washington,1,0,38,24
Mickey Washington,1,1,27,27
William White,1,0,5,5
David Wyman,1,0,9,9
Lonnie Young,1,0,6,6
Mike Zordich,1,0,0,0
Scott Case,0,0,3,3
Leonard Wheeler,0,0,24,24
