Team,KO,Yds,TB,TB %,Ret,Ret Avg,OSK,OSK Rec,OOB,TD
Cowboys,109,7068,99,90.8,8,24.8,0,0,1,0
Ravens,104,6638,80,76.9,20,23,1,0,1,0
Dolphins,98,6327,83,84.7,15,30.5,0,0,0,1
49ers,97,6131,58,59.8,32,23.3,0,0,2,0
Bills,95,5952,53,55.8,29,22.4,1,0,1,1
Lions,93,5814,60,64.5,27,20.8,3,0,0,0
Colts,93,5960,72,77.4,15,26.1,0,0,0,0
Browns,92,5804,54,58.7,30,21.2,0,0,0,1
Rams,92,5865,80,87,11,26.9,1,0,0,0
Saints,91,5828,76,83.5,12,18.8,1,0,0,0
Eagles,91,5846,73,80.2,17,28.9,1,0,0,0
Bears,89,5624,71,79.8,15,24.7,2,0,0,0
Texans,87,5419,56,64.4,26,21.9,2,1,0,0
Packers,86,5466,37,43,40,23.8,1,0,1,0
Jaguars,86,5421,65,75.6,14,25.4,2,0,0,1
Seahawks,86,5428,55,64,22,22.2,1,0,1,0
Chiefs,85,5565,74,87.1,11,28.3,0,0,0,0
Bengals,82,5162,63,76.8,13,17,2,0,0,0
Broncos,82,5190,71,86.6,8,21.5,3,0,0,0
Buccaneers,82,5124,52,63.4,26,18.9,1,0,0,0
Chargers,81,5168,68,84,11,19.4,1,0,0,0
Vikings,80,5131,61,76.2,17,23.8,1,0,1,0
Falcons,79,5128,66,83.5,11,23.7,0,0,1,0
Cardinals,79,4843,66,83.5,6,22.2,5,1,0,0
Raiders,78,4977,48,61.5,28,22.8,1,0,0,0
Steelers,76,4833,55,72.4,18,26.4,0,0,0,0
Jets,73,4651,62,84.9,8,15.4,1,0,0,0
Titans,72,4508,34,47.2,35,23.3,2,0,0,0
Commanders,72,4520,64,88.9,5,27.8,3,0,1,0
Giants,65,4110,38,58.5,16,23.6,0,0,1,0
Panthers,62,3749,37,59.7,20,23.9,4,0,1,0
Patriots,61,3830,39,63.9,21,20.6,1,0,0,0
