Team,FF,FR,FR TD
Vikings,15,5,2
Eagles,13,7,0
Steelers,13,8,1
Bills,12,8,0
Broncos,12,9,1
Texans,11,7,0
Colts,11,5,1
Chiefs,11,8,1
Jets,11,6,1
Jaguars,10,9,0
Cowboys,9,4,1
Giants,9,7,0
Seahawks,9,7,0
Buccaneers,9,7,0
Ravens,8,5,0
Bears,8,4,0
Browns,8,6,1
Titans,8,4,0
Dolphins,8,5,0
Chargers,8,9,0
Falcons,7,5,0
Bengals,7,6,0
Lions,7,4,0
Raiders,7,4,0
49ers,7,5,0
Commanders,7,7,0
Rams,6,4,0
Patriots,6,4,0
Cardinals,6,5,1
Packers,4,4,0
Saints,4,6,0
Panthers,2,2,0
