Team,FF,FR,FR TD
Colts,27,0,0
Broncos,22,0,0
Dolphins,22,0,0
Eagles,22,0,0
Bears,21,0,0
Steelers,21,0,0
Lions,20,0,0
Texans,20,0,0
Chiefs,20,0,0
Redskins,20,0,0
Ravens,19,0,0
Panthers,19,0,0
Bengals,19,0,0
Giants,19,0,0
Rams,18,0,0
Cardinals,18,0,0
Cowboys,17,0,0
Jaguars,17,0,0
Seahawks,17,0,0
Buccaneers,17,0,0
Bills,16,0,0
Jets,16,0,0
Chargers,16,0,0
Raiders,15,0,0
Falcons,14,0,0
Packers,14,0,0
Titans,13,0,0
49ers,13,0,0
Browns,12,0,0
Vikings,12,0,0
Saints,9,0,0
Patriots,8,0,0
