Team,FF,FR,FR TD
Falcons,0,18,2
Bills,0,11,1
Bears,0,23,2
Bengals,0,12,1
Browns,0,16,1
Cowboys,0,25,1
Broncos,0,20,0
Lions,0,11,2
Packers,0,16,0
Oilers,0,14,2
Colts,0,13,1
Chiefs,0,6,0
Rams,0,7,1
Raiders,0,17,1
Dolphins,0,14,0
Vikings,0,18,1
Patriots,0,14,0
Saints,0,25,0
Giants,0,15,2
Jets,0,14,0
Eagles,0,25,1
Cardinals,0,16,0
Steelers,0,18,0
Chargers,0,10,1
49ers,0,16,2
Redskins,0,12,1
