Player,Rush Yds,Att,TD,20+,40+,Lng,Rush 1st,Rush 1st%,Rush FUM
George Rogers,1674,378,13,8,3,79,91,24.1,13
Tony Dorsett,1646,342,4,9,2,75,70,20.5,9
Billy Sims,1437,296,13,10,2,51,84,28.4,9
Wilbert Montgomery,1402,286,8,6,2,41,75,26.2,6
Ottis Anderson,1376,328,9,7,0,28,75,22.9,11
Earl Campbell,1376,361,10,6,1,43,88,24.4,10
William Andrews,1301,289,10,5,0,29,77,26.6,7
Walter Payton,1222,339,6,2,0,39,57,16.8,6
Chuck Muncie,1144,251,19,4,1,73,72,28.7,7
Joe Delaney,1121,234,3,7,1,82,44,18.8,9
Mike Pruitt,1103,247,7,2,0,21,78,31.6,3
Joe Cribbs,1097,257,3,5,0,35,54,21,12
Pete Johnson,1077,274,12,1,0,39,70,25.6,4
Wendell Tyler,1074,260,12,2,1,69,63,24.2,10
Ted Brown,1063,274,6,5,0,34,60,21.9,3
Franco Harris,987,242,8,3,1,50,58,24,6
Joe Washington,916,210,4,4,0,32,43,20.5,7
Tony Collins,873,204,7,2,0,29,46,22.6,7
Gerry Ellis,860,196,4,3,0,29,45,23,5
Kenny King,828,170,0,6,2,60,37,21.8,9
Rob Carpenter,822,208,5,6,0,35,42,20.2,3
Tony Nathan,782,147,5,5,1,46,41,27.9,1
Curtis Dickey,779,164,7,7,2,67,34,20.7,6
Rick Parros,749,176,2,2,0,25,34,19.3,6
John Riggins,714,195,13,2,0,24,58,29.7,1
Andra Franklin,711,201,7,3,0,29,40,19.9,5
Jerry Eckwood,651,172,2,7,1,59,32,18.6,1
Dave Preston,640,183,3,1,0,23,24,13.1,2
Ron Springs,625,172,10,0,0,16,36,20.9,3
Freeman McNeil,623,137,2,4,1,43,21,15.3,5
Jim Hadnot,603,140,3,3,0,30,41,29.3,4
Randy McMillan,597,149,3,4,1,42,36,24.2,0
Theotis Brown,583,156,8,4,1,43,35,22.4,6
Frank Pollard,570,123,2,3,0,29,26,21.1,4
Ricky Patton,543,152,4,2,0,28,27,17.8,1
Lynn Cain,542,156,4,4,0,35,34,21.8,1
James Brooks,525,109,3,2,0,28,29,26.6,2
Matt Suhey,521,150,3,1,0,26,40,26.7,2
Derrick Jensen,456,117,4,1,0,33,31,26.5,0
Dexter Bussey,446,105,0,1,0,23,21,20,3
Cullen Bryant,436,109,1,1,0,20,33,30.3,0
Mike Guman,433,115,4,0,0,18,33,28.7,2
Wayne Morris,417,109,5,0,0,14,32,29.4,0
James Owens,406,91,3,2,0,35,21,23.1,1
Billy Jackson,398,111,10,2,0,31,39,35.1,1
Bruce Harper,393,81,4,2,0,29,18,22.2,2
Harlan Huckleby,381,139,5,1,0,22,31,22.3,3
James Wilder,370,107,4,1,0,23,23,21.5,2
Roosevelt Leaks,357,91,6,2,0,31,34,37.4,1
Charles White,342,97,1,1,0,26,24,24.7,3
Vagas Ferguson,340,78,3,0,0,19,14,18,1
Mike Augustyniak,339,85,1,0,0,12,17,20,2
Rick Kane,332,77,2,1,0,20,22,28.6,2
Earl Cooper,330,98,1,2,0,23,13,13.3,2
Hubie Oliver,329,75,1,1,0,39,18,24,1
Scott Dierking,328,74,1,0,0,15,22,29.7,1
Ken Anderson,320,46,1,2,0,25,18,39.1,1
Johnny Davis,297,94,7,0,0,14,20,21.3,1
Charles Alexander,292,98,2,0,0,16,22,22.4,0
Zachary Dixon,285,73,0,3,1,41,12,16.4,1
David Woodley,272,63,4,3,0,26,20,31.8,5
Russell Davis,270,47,1,2,0,28,17,36.2,3
Sam Cunningham,269,86,4,0,0,12,19,22.1,2
Kevin Long,269,73,2,0,0,19,28,38.4,2
Leon Perry,257,72,0,1,0,23,14,19.4,3
John Cappelletti,254,68,4,1,0,30,18,26.5,2
Sherman Smith,253,83,3,1,0,21,20,24.1,3
Roland Hooks,250,51,3,0,0,19,12,23.5,1
Tom Newton,244,73,1,0,0,13,8,11,2
Curtis Brown,226,62,0,0,0,13,10,16.1,4
Walt Easley,224,76,1,0,0,9,16,21,2
Art Whittington,220,69,1,0,0,13,6,8.7,0
Vince Evans,218,43,3,2,0,25,20,46.5,6
Vince Thompson,211,35,1,2,0,30,11,31.4,1
Doug Williams,209,48,4,1,0,29,18,37.5,4
Don Calhoun,205,57,2,1,0,33,14,24.6,1
Sidney Thornton,202,56,4,0,0,17,10,17.9,6
Mosi Tatupu,201,38,2,2,1,43,13,34.2,1
Tony Galbreath,198,42,2,1,0,21,13,31,2
Leon Bright,197,51,2,1,0,25,10,19.6,1
Ted McKnight,195,54,5,1,0,26,15,27.8,1
Dan Doornink,194,65,1,0,0,11,16,24.6,3
