Player,Pass Yds,Yds/Att,Att,Cmp,Cmp %,TD,INT,Rate,1st,1st%,20+,40+,Lng,Sck,SckY
Dan Fouts,4802,7.9,609,360,59.1,33,17,90.6,221,36.3,72,11,67,19,134
Tommy Kramer,3912,6.6,593,322,54.3,26,24,72.6,189,31.9,47,12,63,19,149
Brian Sipe,3876,6.8,567,313,55.2,17,25,68.2,173,30.5,55,7,62,34,310
Steve Bartkowski,3829,7.2,533,297,55.7,30,23,79.2,170,31.9,58,10,70,37,287
Ken Anderson,3754,7.8,479,300,62.6,29,10,98.4,183,38.2,49,10,74,25,140
Joe Ferguson,3652,7.3,498,252,50.6,24,20,74.1,163,32.7,59,8,67,15,137
Joe Theismann,3568,7.2,496,293,59.1,19,20,77.2,168,33.9,51,6,79,28,259
Joe Montana,3565,7.3,488,311,63.7,19,12,88.4,173,35.4,47,10,78,26,193
Doug Williams,3563,7.6,471,238,50.5,19,14,76.8,159,33.8,46,13,84,18,135
Richard Todd,3231,6.5,497,279,56.1,25,13,81.8,166,33.4,33,6,49,30,224
Craig Morton,3195,8.5,376,225,59.8,21,14,90.5,145,38.6,45,9,95,54,394
Danny White,3098,7.9,391,223,57,22,13,87.5,146,37.3,50,8,73,30,234
Ron Jaworski,3095,6.7,461,250,54.2,23,20,73.8,146,31.7,48,4,85,21,197
Bert Jones,3094,7.3,426,244,57.3,21,20,77,146,34.3,45,7,67,31,263
Terry Bradshaw,2887,7.8,370,201,54.3,22,14,83.9,126,34,47,8,90,17,155
Jim Zorn,2788,7,397,236,59.4,13,9,82.4,125,31.5,38,4,80,24,201
Lynn Dickey,2593,7.3,354,204,57.6,17,15,79,126,35.6,40,5,75,40,298
David Woodley,2470,6.8,366,191,52.2,12,13,69.8,111,30.3,38,11,69,24,191
Eric Hipple,2358,8.4,279,140,50.2,14,15,73.4,99,35.5,39,10,94,27,208
Vince Evans,2354,5.4,436,195,44.7,11,20,51.2,114,26.2,28,4,85,23,173
Marc Wilson,2311,6.3,366,173,47.3,14,19,58.9,120,32.8,29,5,66,30,241
Phil Simms,2031,6.4,316,172,54.4,11,9,74,94,29.8,29,3,80,38,301
Ken Stabler,1988,7,285,165,57.9,14,18,69.4,80,28.1,27,8,71,29,254
