Player,Pass Yds,Yds/Att,Att,Cmp,Cmp %,TD,INT,Rate,1st,1st%,20+,40+,Lng,Sck,SckY
Bill Kenney,1983,7.2,274,147,53.6,9,16,63.6,93,33.9,28,7,64,20,160
Steve Grogan,1859,8.6,216,117,54.2,7,16,63,82,38,35,5,76,19,137
Pat Haden,1815,6.8,267,138,51.7,9,13,64.4,82,30.7,24,5,67,28,227
Jim Hart,1694,7,241,134,55.6,11,14,68.7,79,32.8,21,4,58,16,119
Matt Cavanaugh,1633,7.5,219,115,52.5,5,13,59.8,71,32.4,23,6,65,24,165
Neil Lomax,1575,6.7,236,119,50.4,4,10,59.9,61,25.8,24,3,75,32,286
Archie Manning,1447,6.2,232,134,57.8,5,11,63.6,63,27.2,16,3,55,21,164
Dave Wilson,1058,6.6,159,82,51.6,1,11,46.1,46,28.9,13,2,50,12,121
Jim Plunkett,1045,5.8,179,94,52.5,4,9,56.7,47,26.3,13,1,42,22,184
Scott Brunner,978,5.2,190,79,41.6,5,11,42.8,46,24.2,14,1,43,9,67
Steve Fuller,934,7,134,77,57.5,3,4,74,39,29.1,11,3,53,17,117
Don Strock,901,6.9,130,79,60.8,6,8,71.4,46,35.4,10,3,52,6,45
Dave Krieg,843,7.5,112,64,57.1,7,5,83.3,37,33,9,4,57,11,85
Steve DeBerg,797,7.4,108,64,59.3,6,6,77.6,36,33.3,11,1,44,7,67
David Whitehurst,792,6.2,128,66,51.6,7,5,72.8,39,30.5,13,2,46,10,78
Gary Danielson,784,8.2,96,56,58.3,3,5,73.4,33,34.4,11,2,45,12,84
Dan Pastorini,719,4.7,152,64,42.1,2,14,22.9,30,19.7,13,1,46,14,149
Gifford Nielsen,709,7.6,93,60,64.5,5,3,92.1,27,29,15,1,44,8,61
Steve Dils,607,6,102,54,52.9,1,2,66.1,28,27.4,6,1,44,8,66
Mark Malone,553,6.3,88,45,51.1,3,5,58.6,28,31.8,12,0,30,10,76
Paul McDonald,463,8.1,57,35,61.4,4,2,95.9,24,42.1,8,1,46,6,43
Jeff Rutledge,442,8.8,50,30,60,3,4,75.6,19,38,6,1,64,6,62
John Reaves,379,6.2,61,31,50.8,2,2,67.6,17,27.9,4,1,51,3,27
Jeff Komlo,290,5.1,57,29,50.9,1,3,49.6,16,28.1,3,1,46,5,45
Jack Thompson,267,5.4,49,21,42.9,1,2,50.3,15,30.6,2,0,21,7,61
Bobby Scott,245,5.3,46,20,43.5,1,5,28.2,12,26.1,5,0,31,7,72
Glenn Carano,235,5.2,45,16,35.6,1,1,51.6,11,24.4,3,1,55,1,11
Tom Owen,218,6.1,36,15,41.7,1,4,31.7,10,27.8,4,0,28,2,19
Greg Landry,195,6.7,29,14,48.3,0,1,56,10,34.5,3,0,34,5,50
Andy Johnson,194,21.6,9,7,77.8,4,1,118.8,6,66.7,3,2,66,0,0
Bob Avellini,185,5.8,32,15,46.9,1,3,36.6,6,18.8,2,1,72,7,52
Guy Benjamin,171,6.6,26,15,57.7,1,1,74.4,9,34.6,4,0,27,3,30
Mike Phipps,171,10.1,17,11,64.7,2,0,137.1,7,41.2,3,1,43,5,41
Rich Campbell,168,5.6,30,15,50,0,4,27.5,9,30,4,0,27,2,11
Turk Schonert,166,8.7,19,10,52.6,0,0,82.4,8,42.1,2,0,36,3,4
Joe Pisarcik,154,10.3,15,8,53.3,2,2,89.3,6,40,4,1,44,1,8
Tom Flick,143,5.3,27,13,48.2,0,2,33.4,5,18.5,2,0,33,2,18
Mike Moroski,132,5.1,26,12,46.2,0,1,45.7,6,23.1,3,0,22,0,0
Sam Adkins,96,7.4,13,7,53.8,1,1,71.3,5,38.5,1,0,31,2,14
David Humm,90,3.8,24,7,29.2,0,2,8,5,20.8,1,0,20,1,8
Drew Pearson,81,40.5,2,2,100,1,0,158.3,2,100,2,1,59,0,0
Ed Luther,68,4.5,15,7,46.7,0,1,32.1,3,20,2,0,25,0,0
Pat Ryan,48,4.8,10,4,40,1,1,49.2,3,30,0,0,18,0,0
Wade Wilson,48,3.7,13,6,46.2,0,2,16.4,1,7.7,1,0,22,2,19
Cliff Parsley,43,21.5,2,2,100,0,0,118.8,2,100,1,0,31,0,0
Tom Skladany,43,14.3,3,3,100,0,0,118.8,3,100,0,0,19,0,0
Joe Washington,32,16,2,1,50,0,0,95.8,1,50,1,0,32,0,0
June Jones,25,8.3,3,2,66.7,0,0,92.4,1,33.3,0,0,14,0,0
Jeff Kemp,25,4.2,6,2,33.3,0,1,7.6,2,33.3,0,0,19,2,13
Freddie Solomon,25,25,1,1,100,0,0,118.8,1,100,1,0,25,0,0
Gerry Ellis,23,11.5,2,1,50,0,0,91.7,1,50,1,0,23,0,0
Guido Merkens,20,10,2,1,50,0,0,85.4,1,50,1,0,20,1,2
Brian Baschnagel,18,18,1,1,100,0,0,118.8,1,100,0,0,18,0,0
Cliff Stoudt,17,5.7,3,1,33.3,0,0,53.5,1,33.3,0,0,17,0,0
Eddie Hill,14,14,1,1,100,0,0,118.8,1,100,0,0,14,0,0
Steve Kreider,13,4.3,3,1,33.3,0,0,47.9,1,33.3,0,0,13,0,0
Joe Cribbs,9,9,1,1,100,1,0,143.8,1,100,0,0,9,0,0
Tom Myers,8,4,2,1,50,1,0,100,1,50,0,0,8,0,0
Mike Guman,7,7,1,1,100,1,0,135.4,1,100,0,0,7,0,0
Walt Easley,5,5,1,1,100,0,0,87.5,0,0,0,0,5,0,0
Chuck Muncie,3,3,1,1,100,1,0,118.8,1,100,0,0,3,0,0
Chuck Fusina,2,2,1,1,100,1,0,118.8,1,100,0,0,2,0,0
Ted Brown,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Wes Chandler,0,0,2,0,0,0,0,39.6,0,0,0,0,0,0,0
Dwight Clark,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Tony Collins,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Frank Corral,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Jerry Eckwood,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Ray Guy,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12
Jim Hadnot,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Kevin House,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Harold Jackson,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
John James,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Steve Largent,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Roosevelt Leaks,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Henry Marshall,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Nick Mike-Mayer,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Tony Nathan,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Bob Parsons,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Walter Payton,0,0,2,0,0,0,0,39.6,0,0,0,0,0,0,0
Tony Reed,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Matt Robinson,0,0,2,0,0,0,0,39.6,0,0,0,0,0,1,9
Freddie Scott,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Ron Springs,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Jeff West,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Kellen Winslow,0,0,2,0,0,0,0,39.6,0,0,0,0,0,0,0
