Player,Avg,Ret,Yds,KRet TD,20+,40+,Lng,FC,FUM
Avon Riley,51,1,51,0,1,1,51,0,0
Mike Kozlowski,40,1,40,0,1,1,40,0,0
Nesby Glasgow,35,1,35,0,1,0,35,0,0
Brooks Williams,35,1,35,0,1,0,35,0,0
Mike Fuller,34,1,34,0,1,0,34,0,0
Doug Beaudoin,31,1,31,0,1,0,31,0,0
Mike Nelms,29.7,37,1099,0,34,6,84,0,0
Carl Roaches,27.5,28,769,1,17,4,96,0,0
Greg Pruitt,27.3,3,82,0,3,0,30,0,0
Wyatt Henderson,26,1,26,0,1,0,26,0,0
Amos Lawrence,25.7,17,437,1,14,1,92,0,2
Paul Coffman,25.7,3,77,0,1,1,52,0,0
Rick Moser,25.3,3,76,0,3,0,29,0,0
John Holt,24.9,11,274,0,8,1,40,0,0
Fulton Walker,24.5,38,932,1,27,2,90,0,3
Willie Tullis,24.3,32,779,1,17,3,95,0,0
Reggie Smith,24.3,47,1143,0,37,3,52,0,3
Beasley Reece,24,1,24,0,1,0,24,0,0
David Verser,23.8,29,691,0,18,3,78,0,2
James Brooks,23.7,40,949,0,26,1,47,0,2
Stump Mitchell,23.5,55,1292,0,40,3,67,0,0
Wayne Wilson,23.3,31,722,0,19,2,57,0,1
Eddie Payton,23,39,898,1,19,4,99,0,2
James Murphy,22.8,20,457,0,13,2,46,0,0
Carlos Carson,22.7,10,227,0,5,1,48,0,0
Dino Hall,22.6,36,813,0,24,1,48,0,2
Art Whittington,22.5,25,563,0,18,1,47,0,3
Cleo Montgomery,22.5,17,382,0,12,0,38,0,0
Larry Anderson,22.3,37,825,0,27,0,35,0,0
Alvin Garrett,22.3,18,401,0,11,0,35,0,0
Jimmy Rogers,22.2,28,621,0,18,1,44,0,2
Paul Dombroski,22,3,66,0,3,0,24,0,0
Nick Giaquinto,22,1,22,0,1,0,22,0,0
Dwight Hicks,22,1,22,0,1,0,22,0,0
Marvin Sims,22,1,22,0,1,0,22,0,0
Aundra Thompson,22,2,44,0,1,0,25,0,0
Bill Ring,21.7,10,217,0,7,0,29,0,0
Scott Stauch,21.7,3,65,0,2,0,29,0,0
Kenny Lewis,21.6,5,108,0,4,0,30,0,0
Clarence Chapman,21.4,8,171,0,5,0,29,0,0
Wally Henry,21.3,25,533,0,12,2,43,0,2
Ron Fellows,21.2,8,170,0,5,0,31,0,0
Dave Williams,21.1,23,486,0,12,2,42,0,0
Alvin Hall,21,25,525,0,13,0,36,0,1
Kenny Hill,21,1,21,0,1,0,21,0,0
Tommy Vigorito,21,4,84,0,3,0,25,0,0
Scott Woerner,21,10,210,0,6,0,27,0,0
Bruce Harper,20.9,23,480,0,11,1,42,0,1
Eric Lane,20.8,10,208,0,6,0,27,0,0
Byron Franklin,20.8,21,436,0,9,0,33,0,1
Emery Moorehead,20.7,23,476,0,11,1,56,0,0
Otis Wonsley,20.7,6,124,0,4,0,27,0,1
Chester Willis,20.6,15,309,0,8,1,43,0,1
Ira Matthews,20.6,7,144,0,3,0,39,0,0
Rick Sanford,20.5,4,82,0,2,0,27,0,0
Zachary Dixon,20.5,36,737,0,16,2,46,0,0
Robbie Martin,20.4,25,509,0,13,0,34,0,0
Kurt Sohn,20.3,26,528,0,17,0,31,0,1
Charles White,20.2,12,243,0,8,0,32,0,2
Terry Metcalf,20.2,14,283,0,8,0,36,0,1
Mike McCoy,20.1,11,221,0,6,0,36,0,1
Curtis Brown,20,7,140,0,5,0,30,0,0
Pete Cronan,20,3,60,0,2,0,21,0,0
Darryl Grant,20,1,20,0,1,0,20,0,0
Duriel Harris,20,1,20,0,1,0,20,0,0
Billy Jackson,20,3,60,0,2,0,23,0,0
Kevin Williams,20,20,399,0,11,0,35,0,4
Archie Griffin,19.8,6,119,0,3,0,28,0,0
Tony Collins,19.8,39,773,0,24,0,30,0,0
Wade Manning,19.8,26,514,0,13,0,31,0,0
Greg Hawthorne,19.7,7,138,0,3,0,30,0,0
James Owens,19.7,24,473,0,12,0,34,0,0
Kim Anderson,19.6,20,393,0,12,0,30,0,0
Roland Hooks,19.6,11,215,0,4,0,36,0,0
Curtis Bledsoe,19.5,6,117,0,3,0,26,0,2
