Player,Avg,Ret,Yds,PRet T,20+,40+,Lng,FC,FUM
Johnnie Johnson,39,1,39,0,1,0,39,2,0
Gregg Johnson,16,1,16,0,0,0,16,0,0
Wes Chandler,15.8,5,79,0,1,0,30,3,0
Willie Tullis,14.5,2,29,0,0,0,16,0,0
LeRoy Irvin,13.4,46,615,3,6,4,84,6,3
James Brooks,13.2,22,290,0,6,1,42,6,1
Danny Pittman,13,1,13,0,0,0,13,1,0
Don Bessillieu,12,1,12,0,0,0,12,1,0
Robb Riddick,12,4,48,0,1,0,22,0,0
Jeff Fisher,11.8,43,509,1,5,2,88,20,2
Jeff Groth,11.8,37,436,0,4,0,36,6,0
John Holt,11.1,9,100,0,1,1,56,3,1
Paul Johns,11.1,16,177,0,3,0,34,4,1
Drew Hill,11,2,22,0,0,0,12,0,0
Terry Jackson,11,2,22,0,1,0,21,0,0
Mike Nelms,10.9,45,492,2,4,3,75,1,2
Stump Mitchell,10.6,42,445,1,3,2,50,0,3
J.T. Smith,10.6,50,528,0,6,1,62,7,2
Tommy Vigorito,10.5,36,379,1,4,1,87,12,1
Larry Anderson,10.4,20,208,0,2,0,33,8,1
Fulton Walker,10,5,50,0,0,0,17,1,0
Mark Lee,9.4,20,187,1,1,1,94,1,0
Wade Manning,9.2,41,378,0,4,0,39,4,3
Byron Franklin,9,5,45,0,0,0,15,3,0
Dwight Hicks,9,19,171,0,1,0,39,4,1
Mike Kozlowski,9,1,9,0,0,0,9,1,0
Robbie Martin,8.6,52,450,1,4,1,45,8,3
Scott Woerner,8.4,33,278,0,3,0,38,16,0
Roland Hooks,8.4,17,142,0,1,0,25,2,0
Reggie Smith,8.2,12,99,0,1,1,53,3,1
Ted Watts,8.1,35,284,1,1,1,52,13,3
Willard Harrell,8,1,8,0,0,0,8,1,0
Roland James,8,7,56,0,0,0,18,2,1
Eddie Payton,8,38,303,0,0,0,18,8,3
Leon Bright,7.9,52,410,0,3,1,55,0,1
Fred Nixon,7.9,15,118,0,0,0,17,4,1
Stanley Morgan,7.7,15,116,0,2,0,26,4,1
Mike Fuller,7.7,23,177,0,1,0,34,13,1
Carl Roaches,7.6,39,296,0,5,1,40,4,0
Bruce Harper,7.6,35,265,0,2,1,46,9,3
Dino Hall,7.5,33,248,0,2,1,40,6,3
Wally Henry,7.3,54,396,0,3,1,52,8,2
Alvin Garrett,7.1,8,57,0,0,0,18,2,1
Cleo Montgomery,7.1,17,121,0,0,0,17,0,2
Hank Bauer,7,1,7,0,0,0,7,0,0
Rick Upchurch,7,9,63,0,0,0,15,1,0
Jim Smith,6.8,30,204,0,1,0,28,1,1
Will Lewis,6.7,15,100,0,1,0,23,2,1
John Sciarra,6.5,4,26,0,0,0,10,0,2
Lou Piccone,6.3,9,57,0,0,0,13,2,0
Ira Matthews,6.1,15,92,0,2,0,26,2,5
Neal Colzie,6,2,12,0,0,0,12,0,0
Len Walterscheid,6,1,6,0,0,0,6,0,0
Freddie Solomon,6,29,173,0,0,0,19,6,3
James Jones,5.7,33,188,0,0,0,17,2,2
Kurt Sohn,5.1,13,66,0,0,0,14,3,4
Tony Collins,5,3,15,0,0,0,15,0,1
Ken Schroy,5,1,5,0,0,0,5,1,0
Dave Shula,5,10,50,0,0,0,11,7,2
Theo Bell,4.9,27,132,0,0,0,13,0,1
John Simmons,4.8,5,24,0,0,0,11,6,1
Glenn Blackwood,4,2,8,0,0,0,6,2,0
Ron Fellows,4,11,44,0,0,0,10,1,0
Bryan Hicks,4,1,4,0,0,0,4,0,0
Terry Metcalf,3.8,4,15,0,0,0,13,0,1
Kim Anderson,3,2,6,0,0,0,6,0,1
Doug Donley,3,1,3,0,0,0,3,0,0
Doug Plank,3,1,3,0,0,0,3,1,0
Mike Haynes,2,6,12,0,0,0,6,1,0
Johnnie Poe,2,1,2,0,0,0,2,0,0
Art Whittington,2,2,4,0,0,0,4,1,0
Kenny Johnson,1.5,4,6,0,0,0,4,0,1
Glen Edwards,1,1,1,0,0,0,1,0,1
Bobby Jones,1,1,1,0,0,0,1,0,0
Pete Shaw,1,1,1,0,0,0,1,0,0
Bill Whitaker,0.5,2,1,0,0,0,1,0,0
Gordon Banks,0,2,0,0,0,0,0,0,2
Ron Cassidy,0,2,0,0,0,0,0,4,1
Johnnie Gray,0,1,0,0,0,0,0,1,0
Aaron Kyle,0,1,0,0,0,0,0,0,0
Irvin Phillips,0,1,0,0,0,0,0,0,1
Tom Pridemore,0,1,0,0,0,0,0,0,0
Beasley Reece,0,1,0,0,0,0,0,2,1
Sammy White,0,1,0,0,0,0,0,0,0
Guido Merkens,-12,1,-12,0,0,0,-12,1,1
