Player,Comb,Asst,Solo,Sck
Tom Moriarty,8,0,7,0
Lou Piccone,8,2,5,0
Ricky Ray,8,1,6,0
Don Reese,8,2,6,0
Randy Scott,8,2,6,0
Mike St. Clair,8,0,7,0
Dave Stief,8,0,8,0
Kenneth Toler,8,0,8,0
Charlie Weaver,8,0,6,0
Bill Whitaker,8,1,6,0
James Wright,8,0,5,0
Mike Zele,8,1,7,0
Adger Armstrong,7,2,3,0
Theotis Brown,7,0,7,0
Howard Carson,7,3,3,0
Elvis Franks,7,4,2,0
Rick Gervais,7,1,5,0
Darryl Grant,7,1,4,0
Ray Griffin,7,2,5,0
Jeff Groth,7,0,7,0
Bruce Hardy,7,1,6,0
Jim Jodat,7,1,5,0
Cliff Lewis,7,0,6,0
Rusty Lisch,7,3,4,0
Dino Mangiero,7,2,5,0
Wade Manning,7,0,6,0
Willie McClendon,7,1,6,0
Tom Newton,7,0,6,0
Steve Potter,7,0,6,0
Kirk Springs,7,1,5,0
John Swain,7,0,7,0
Bruce Thornton,7,3,2,0
Tim Wilson,7,2,4,0
Elmer Bailey,6,0,5,0
Bill Barnett,6,0,5,0
Byron Braggs,6,1,5,0
Frank Case,6,0,5,0
Joe Ehrmann,6,0,6,0
Guy Frazier,6,0,4,0
Mike Fuller,6,1,5,0
John Gillen,6,0,5,0
John Harty,6,3,2,0
James Jones,6,2,3,0
Jim Leonard,6,0,6,0
Frank Marion,6,1,3,0
Robbie Martin,6,1,4,0
James Mayberry,6,0,6,0
McDonald Oden,6,1,4,0
Stan Rome,6,1,3,0
John Sciarra,6,1,5,0
Kurt Sohn,6,0,4,0
Ed Taylor,6,0,6,0
Vince Thompson,6,0,6,0
Zack Valentine,6,0,6,0
Marty Wetzel,6,3,3,0
Mike Wilson,6,2,2,0
Walt Arnold,5,0,4,0
Larry Bethea,5,0,5,0
Mark Brammer,5,0,5,0
John Bunting,5,1,4,0
Gary Burley,5,1,2,0
Todd Christensen,5,0,5,0
Tony Collins,5,0,5,0
Kirk Collins,5,0,5,0
Oliver Davis,5,1,4,0
Jeff Delaney,5,2,3,0
Brian DeRoo,5,0,2,0
Zachary Dixon,5,2,3,0
Leslie Frazier,5,0,5,0
Mike Guman,5,0,4,0
Eddie Hill,5,2,3,0
Tunch Ilkin,5,0,5,0
Darrell Irvin,5,0,5,0
Billy Jackson,5,0,5,0
Jim Jensen,5,1,3,0
Chris Keating,5,1,4,0
Horace King,5,0,5,0
Terry LeCount,5,0,4,0
Randy Love,5,0,3,0
Guido Merkens,5,2,3,0
Vic Minor,5,1,4,0
Aaron Mitchell,5,0,5,0
Emery Moorehead,5,0,4,0
Jim Pietrzak,5,0,4,0
Bruce Radford,5,1,4,0
Jim Ritcher,5,0,4,0
Mike Robinson,5,1,3,0
Donald Schwartz,5,0,5,0
John Skibinski,5,0,5,0
J.T. Smith,5,0,5,0
Jewerl Thomas,5,0,5,0
Todd Thomas,5,1,4,0
Willis Adams,4,2,2,0
Harold Bailey,4,1,2,0
Brian Baschnagel,4,0,4,0
Dave Casper,4,0,4,0
Steven Clark,4,0,4,0
Ronnie Coleman,4,0,2,0
Mike Curcio,4,0,4,0
Lin Dawson,4,1,3,0
Mike Dennis,4,0,4,0
Ron Essink,4,0,2,0
Ricky Feacher,4,0,4,0
Randy Grossman,4,1,3,0
Dino Hall,4,1,3,0
Nat Hudson,4,0,4,0
Jim Jensen,4,1,3,0
Ricky Jones,4,0,3,0
June Jones,4,0,4,0
Willie Jones,4,1,3,0
Greg LaFleur,4,0,4,0
Kevin Long,4,1,3,0
Mark Merrill,4,0,4,0
Stump Mitchell,4,0,4,0
Jairo Penaranda,4,0,3,0
Ray Phillips,4,0,4,0
Greg Pruitt,4,0,4,0
Jeff Schuh,4,0,4,0
Danny Spradlin,4,0,1,0
Leonard Thompson,4,0,4,0
Toussaint Tyler,4,0,4,0
Clarence Williams,4,1,3,0
Jeff Williams,4,0,3,0
Ray Yakavonis,4,0,3,0
Steve Alvers,3,0,2,0
Barry Bennett,3,0,2,0
Dennis Boyd,3,1,0,0
Curtis Brown,3,0,3,0
Jim Burt,3,0,3,0
Steve Busick,3,0,3,0
David Carter,3,2,1,0
Ron Cassidy,3,0,3,0
Ricky Churchman,3,0,2,0
Chris Combs,3,1,2,0
Frank Corral,3,0,2,0
Curley Culp,3,1,2,0
Doak Field,3,0,3,0
Larry Flowers,3,0,3,0
Wally Francis,3,0,3,0
Ray Guy,3,0,3,0
Clarence Harmon,3,0,3,0
Marvin Harvey,3,0,3,0
Frank Hawkins,3,1,2,0
Kenny Hill,3,1,1,0
Roland Hooks,3,0,1,0
Steve Howell,3,0,2,0
Scott Hutchinson,3,0,3,0
John Jefferson,3,0,3,0
Derrick Jensen,3,0,3,0
Ken Jones,3,0,3,0
Bobby Jones,3,0,2,0
Rick Kane,3,0,3,0
Gary Lewis,3,0,3,0
James Lofton,3,0,3,0
Mick Luckhurst,3,0,3,0
Reese McCall,3,0,3,0
Stanley Morgan,3,0,3,0
Calvin Murray,3,0,2,0
Tony Nathan,3,0,3,0
Pat Ogrin,3,0,2,0
Rick Parros,3,0,3,0
Mike Pruitt,3,0,3,0
Tom Rafferty,3,0,3,0
Mike Renfro,3,0,3,0
Howard Richards,3,0,3,0
Reggie Rucker,3,0,3,0
Bob Rush,3,1,1,0
Eric Sanders,3,0,3,0
Ken Sanders,3,0,3,0
Roland Solomon,3,0,3,0
Dwight Stephenson,3,0,3,0
Larry Swider,3,0,3,0
Philip Tabor,3,2,1,0
Sidney Thornton,3,0,3,0
Richard Turner,3,0,3,0
Keith Van Horne,3,0,3,0
David Verser,3,0,2,0
Tim Vogler,3,0,2,0
Rick Walker,3,0,3,0
Joe Washington,3,0,3,0
Wayne Wilson,3,0,3,0
Charles Alexander,2,0,2,0
Larry Anderson,2,0,2,0
Chris Bahr,2,0,2,0
Matt Bahr,2,2,0,0
Karl Baldischwiler,2,0,2,0
Guy Bingham,2,1,1,0
Jeff Bostic,2,1,1,0
Carlos Bradley,2,1,1,0
James Brooks,2,0,2,0
Billy Bryan,2,0,2,0
Randy Burke,2,0,2,0
Ken Burrough,2,0,2,0
Blair Bush,2,1,1,0
Dexter Bussey,2,0,2,0
Billy Campfield,2,1,1,0
Bill Capece,2,0,2,0
Gerald Carter,2,0,2,0
Raymond Chester,2,0,2,0
Mike Clark,2,0,1,0
Ralph Clayton,2,0,2,0
Bob Cobb,2,0,2,0
Tom Condon,2,0,2,0
Randy Cross,2,1,0,0
Preston Dennard,2,1,1,0
Curtis Dickey,2,0,2,0
Dan Dierdorf,2,0,2,0
Conrad Dobler,2,1,1,0
Ray Donaldson,2,1,1,0
Keith Dorney,2,0,2,0
Robin Earl,2,1,1,0
Ron Egloff,2,0,2,0
Scott Fitzkee,2,1,1,0
Chris Foote,2,1,1,0
Dan Fouts,2,0,2,0
Tony Galbreath,2,0,2,0
Mike Garrett,2,0,2,0
Nick Giaquinto,2,0,2,0
Lewis Gilbert,2,0,2,0
Dave Graf,2,0,2,0
Steve Grogan,2,0,2,0
Wes Hamilton,2,0,2,0
Larry Hardy,2,0,2,0
Dennis Harrah,2,0,2,0
Ike Harris,2,0,2,0
Jo Jo Heath,2,0,2,0
Steve Henry,2,0,2,0
Pete Holohan,2,0,2,0
Alfred Jackson,2,1,1,0
Harold Jackson,2,0,2,0
Alfred Jenkins,2,0,2,0
Curtis Jordan,2,0,2,0
Shelby Jordan,2,0,2,0
Mike Kadish,2,0,2,0
Steve Kreider,2,1,1,0
Dave Lafary,2,0,2,0
Steve Largent,2,0,2,0
Kenny Lewis,2,0,2,0
Leo Lewis,2,0,2,0
David Little,2,0,2,0
Don Macek,2,0,2,0
Archie Manning,2,0,2,0
Sam McCullum,2,0,2,0
Ed McGlasson,2,0,1,0
Steve McMichael,2,0,2,0
Greg Meisner,2,0,2,0
Russ Mikeska,2,0,1,0
Leonard Mitchell,2,1,1,0
Art Monk,2,0,2,0
Wilbert Montgomery,2,0,2,0
Rick Moser,2,0,2,0
Haven Moses,2,0,2,0
Neal Musser,2,0,2,0
Dan Neal,2,0,2,0
Kurt Petersen,2,0,2,0
Bob Raba,2,1,1,0
Derrick Ramsey,2,0,2,0
Eason Ramson,2,0,0,0
Matt Robinson,2,1,0,0
George Rogers,2,0,2,0
John Roveto,2,0,2,0
John Sawyer,2,0,2,0
Dwight Scales,2,0,2,0
Brad Shearer,2,0,2,0
Mickey Shuler,2,0,1,0
Eric Sievers,2,0,2,0
Brian Sipe,2,0,2,0
Tom Skladany,2,0,2,0
Mark Slater,2,1,0,0
Doug Smith,2,1,1,0
Ron Smith,2,0,2,0
Scott Stauch,2,0,2,0
Steve Stephens,2,2,0,0
Dave Studdard,2,0,2,0
Matt Suhey,2,0,2,0
Rick Trocano,2,1,1,0
Wendell Tyler,2,0,2,0
Billy Waddy,2,0,2,0
Don Warren,2,0,2,0
Rickey Watts,2,0,1,0
Danny White,2,1,1,0
Dave Williams,2,0,2,0
Doug Williams,2,0,2,0
Mike Wilson,2,0,1,0
David Woodley,2,0,2,0
Ron Yary,2,0,2,0
Bill Acker,1,0,1,0
Ted Albrecht,1,0,1,0
Ottis Anderson,1,0,1,0
Charlie Ane,1,0,1,0
Steve August,1,0,1,0
Bill Bain,1,1,0,0
Jerome Barkum,1,0,1,0
Malcolm Barnwell,1,0,1,0
Doug Beaudoin,1,1,0,0
Rolf Benirschke,1,0,1,0
Jon Borchardt,1,0,1,0
Joe Bostic,1,0,1,0
Cliff Branch,1,0,1,0
Pete Brock,1,0,1,0
Don Calhoun,1,0,1,0
Joe Campbell,1,0,1,0
Rich Campbell,1,0,1,0
John Cappelletti,1,1,0,0
Harold Carmichael,1,0,1,0
Roger Carr,1,0,1,0
M.L. Carter,1,0,1,0
Jimmy Cefalo,1,0,1,0
Mario Celotto,1,0,1,0
Wes Chandler,1,0,1,0
Clarence Chapman,1,0,1,0
John Choma,1,0,1,0
Randy Clark,1,0,1,0
Paul Coffman,1,0,1,0
Craig Colquitt,1,0,1,0
Mike Connell,1,0,1,0
Earl Cooper,1,0,1,0
Doug Cosbie,1,0,1,0
Barney Cotton,1,0,1,0
Bob Cryder,1,0,1,0
Rick Danmeier,1,0,1,0
Bruce Davis,1,0,1,0
Gary Davis,1,0,1,0
Russell Davis,1,0,1,0
Joe DeLamielleure,1,0,1,0
Joe Delaney,1,0,1,0
Joe Devlin,1,0,1,0
Lynn Dickey,1,0,1,0
Scott Dierking,1,0,1,0
Chris Dieterich,1,0,1,0
Pat Donovan,1,0,1,0
Homer Elias,1,0,1,0
Neil Elshire,1,0,1,0
Russell Erxleben,1,0,1,0
Vince Evans,1,0,1,0
