Player,FF,FR,FR TD
Mike Douglass,7,3,0
Michael Jackson,5,1,0
Jacob Green,4,1,0
Manu Tuiasosopo,4,3,0
Harry Carson,3,1,0
Don Goode,3,0,0
Randy Gradishar,3,0,0
Johnnie Johnson,3,5,0
Herb Orvis,3,2,0
Lucius Sanford,3,1,0
Eric Williams,3,2,0
Todd Bell,2,0,0
Gregg Bingham,2,1,0
Jerry Blanton,2,0,0
Greg Brown,2,2,1
Bob Brudzinski,2,0,0
Dan Bunz,2,2,0
Keith Butler,2,0,0
Greg Buttle,2,2,0
Bob Golic,2,1,0
Carl Hairston,2,1,0
Robert Hardy,2,2,0
John Harris,2,3,0
Mike Hartenstine,2,1,0
Jerry Holmes,2,1,0
Rickey Jackson,2,1,0
Ezra Johnson,2,0,0
Jim Kovach,2,1,0
Fulton Kuykendall,2,1,0
D.D. Lewis,2,0,0
David Logan,2,1,1
Ronnie Lott,2,2,0
Dexter Manley,2,0,0
Doug Martin,2,1,0
Odis McKinney,2,1,0
Mat Mendenhall,2,2,0
Tony Peters,2,0,0
Jack Reynolds,2,0,0
Jerry Robinson,2,2,0
Lee Roy Selmon,2,0,0
Art Still,2,1,0
Bob Swenson,2,3,0
Lawrence Taylor,2,1,0
Donnell Thompson,2,1,0
Reggie Williams,2,3,0
Jack Youngblood,2,0,0
Julius Adams,1,0,0
Dave Ahrens,1,0,0
Dick Ambrose,1,2,0
Coy Bacon,1,0,0
Elmer Bailey,1,0,0
Charles Baker,1,0,0
Benny Barnes,1,2,1
Bob Baumhower,1,3,0
Mike Bell,1,1,0
Doug Betters,1,0,0
Richard Bishop,1,0,0
Lyle Blackwood,1,0,0
Mel Blount,1,0,0
Dwaine Board,1,0,0
Luther Bradley,1,1,0
Larry Braziel,1,1,0
Robert Brazile,1,0,0
Larry Brooks,1,0,0
Perry Brooks,1,2,0
Guy Brown,1,0,0
Ross Browner,1,1,0
Billy Bryan,1,0,0
Dave Butz,1,0,0
Brian Cabral,1,0,0
Ken Callicutt,1,1,0
Dave Casper,1,0,0
Mario Clark,1,2,0
Raymond Clayborn,1,2,0
Robin Cole,1,1,0
Jim Collins,1,0,0
George Cumby,1,2,0
Mike Curcio,1,1,0
Bill Currier,1,1,0
Buddy Curry,1,0,0
Thom Darden,1,2,0
Anthony Dickerson,1,2,0
Andy Dorris,1,1,0
Reggie Doss,1,1,0
Don Dufek,1,0,0
A.J. Duhe,1,1,0
Eddie Edwards,1,1,0
Joe Ehrmann,1,0,0
Wilson Faumuina,1,1,0
Calvin Favron,1,1,0
Jeff Fisher,1,1,0
Tim Fox,1,0,0
Mark Gastineau,1,2,0
Bob Glazebrook,1,1,0
Bubba Green,1,1,0
Gary Green,1,1,0
Ken Greene,1,1,0
Curtis Greer,1,4,0
Elois Grooms,1,1,0
Ray Hamilton,1,0,0
Cedrick Hardman,1,1,1
Al Harris,1,3,0
Joe Harris,1,2,1
Marvin Harvey,1,0,0
Maurice Harvey,1,2,0
Don Hasselbeck,1,0,0
Mike Hawkins,1,2,0
Mark Haynes,1,1,0
Ted Hendricks,1,1,0
Dwight Hicks,1,3,1
Mike Humiston,1,0,0
Daryl Hunt,1,0,0
LeRoy Irvin,1,1,0
Charles Jackson,1,3,0
Dave Jacobs,1,0,0
Roland James,1,1,0
Gary Johnson,1,1,0
Too Tall Jones,1,3,0
Rulon Jones,1,1,0
Terry Jones,1,2,0
Brian Kelley,1,2,0
Bobby Kemp,1,0,0
Joe Klecko,1,2,0
Kurt Knoff,1,1,0
Ken Kremer,1,2,0
Pete Kugler,1,0,0
Aaron Kyle,1,4,0
Jim Laughlin,1,1,0
Howie Long,1,0,0
Marty Lyons,1,1,0
Harvey Martin,1,1,0
Robbie Martin,1,0,0
Saladin Martin,1,0,0
Tony McGee,1,1,0
Tyrone McGriff,1,0,0
Lance Mehl,1,1,0
Matt Millen,1,1,0
Tom Moriarty,1,1,0
Haven Moses,1,0,0
Tom Myers,1,0,0
Rob Nairne,1,2,0
Mike Nelms,1,0,0
Steve Nelson,1,0,0
Jeff Nixon,1,0,0
Jim Osborne,1,2,0
Mike Ozdowski,1,0,0
Alan Page,1,1,0
Steve Potter,1,0,0
Dave Pureifory,1,0,0
Beasley Reece,1,2,1
Earnest Rhone,1,1,0
Al Richardson,1,0,0
Mike Robinson,1,1,0
Abdul Salaam,1,1,0
Donald Schwartz,1,0,0
Pete Shaw,1,1,0
Bill Simpson,1,1,0
Daryle Skaugstad,1,2,0
Fred Smerlas,1,1,0
Dennis Smith,1,2,0
Wayne Smith,1,1,0
Kurt Sohn,1,0,0
Mike Spivey,1,0,0
Mike St. Clair,1,1,1
Ray Strong,1,2,0
Scott Studwell,1,3,0
Ivory Sully,1,1,0
Terry Tautolo,1,0,0
Pat Thomas,1,0,0
Bill Thompson,1,2,0
Mike Tice,1,0,0
Ted Watts,1,0,0
Curtis Weathers,1,0,0
James White,1,2,0
Mike White,1,1,0
Randy White,1,0,0
Sherman White,1,1,0
Stan White,1,1,0
Jim Wilks,1,2,0
Ben Williams,1,1,0
Walt Williams,1,0,0
Brenard Wilson,1,0,0
John Woodcock,1,2,0
Dwayne Woodruff,1,1,0
Mike Woods,1,1,0
Eric Wright,1,2,0
Wilbur Young,1,0,0
John Zamberlin,1,1,0
Bill Acker,0,0,0
Willis Adams,0,0,0
Ted Albrecht,0,0,0
Charles Alexander,0,0,0
Jimmy Allen,0,1,0
Carl Allen,0,0,0
Kurt Allerman,0,1,0
Steve Alvers,0,0,0
Lyle Alzado,0,1,0
Fred Anderson,0,0,0
Kim Anderson,0,0,0
Larry Anderson,0,0,0
Ottis Anderson,0,0,0
John Anderson,0,4,0
George Andrews,0,0,0
Charlie Ane,0,1,0
Adger Armstrong,0,0,0
Walt Arnold,0,0,0
Steve August,0,0,0
Chris Bahr,0,0,0
Matt Bahr,0,0,0
Harold Bailey,0,0,0
Bill Bain,0,0,0
Al Baker,0,0,0
Jesse Baker,0,1,0
Karl Baldischwiler,0,0,0
John Banaszak,0,1,0
Gary Barbaro,0,1,0
Jerome Barkum,0,0,0
Jeff Barnes,0,0,0
Mike Barnes,0,0,0
Buster Barnett,0,0,0
Bill Barnett,0,0,0
Malcolm Barnwell,0,0,0
Brian Baschnagel,0,0,0
Hank Bauer,0,0,0
Autry Beamon,0,1,0
Tom Beasley,0,0,0
Doug Beaudoin,0,0,0
Ed Beckman,0,0,0
Terry Beeson,0,0,0
Rolf Benirschke,0,0,0
Barry Bennett,0,0,0
Monte Bennett,0,0,0
Rufus Bess,0,1,0
Don Bessillieu,0,1,0
Elvin Bethea,0,0,0
Larry Bethea,0,0,0
Guy Bingham,0,0,0
Don Blackmon,0,0,0
Richard Blackmore,0,1,0
Glenn Blackwood,0,1,0
Matt Blair,0,2,0
Curtis Bledsoe,0,0,0
Stan Blinka,0,0,0
Kim Bokamper,0,0,0
Ron Bolton,0,2,0
Jon Borchardt,0,0,0
Ken Bordelon,0,0,0
Jeff Bostic,0,0,0
Joe Bostic,0,0,0
Jerry Boyarsky,0,0,0
Dennis Boyd,0,0,0
Greg Boyd,0,0,0
Greg Bracelin,0,0,0
Carlos Bradley,0,0,0
Henry Bradley,0,1,0
Byron Braggs,0,0,0
Mark Brammer,0,0,0
Cliff Branch,0,0,0
Scot Brantley,0,0,0
Louis Breeden,0,1,0
Bob Breunig,0,0,0
Pete Brock,0,0,0
James Brooks,0,0,0
Cedric Brown,0,1,0
Curtis Brown,0,0,0
Dave Brown,0,1,0
Rush Brown,0,0,0
Theotis Brown,0,0,0
Thomas Brown,0,1,0
Dave Browning,0,1,0
Mark Buben,0,1,0
Willie Buchanon,0,4,0
John Bunting,0,1,0
Randy Burke,0,0,0
Gary Burley,0,0,0
Clinton Burrell,0,0,0
Ken Burrough,0,0,0
Lloyd Burruss,0,1,0
Jim Burt,0,0,0
Blair Bush,0,0,0
Steve Busick,0,2,0
Dexter Bussey,0,0,0
Mike Butler,0,0,0
Bobby Butler,0,0,0
Don Calhoun,0,0,0
Glenn Cameron,0,0,0
Gary Campbell,0,1,0
Joe Campbell,0,0,0
Rich Campbell,0,0,0
Billy Campfield,0,0,0
Larry Canada,0,0,0
Phil Cancik,0,1,0
Bill Capece,0,0,0
John Cappelletti,0,0,0
Harold Carmichael,0,0,0
Roger Carr,0,0,0
Howard Carson,0,0,0
David Carter,0,0,0
Gerald Carter,0,0,0
M.L. Carter,0,0,0
Rubin Carter,0,1,0
Frank Case,0,0,0
Ron Cassidy,0,0,0
Jimmy Cefalo,0,0,0
Mario Celotto,0,0,0
Billy Cesare,0,0,0
Wes Chandler,0,0,0
Clarence Chapman,0,0,0
Barney Chavous,0,1,0
Deron Cherry,0,0,0
Al Chesley,0,2,0
Raymond Chester,0,0,0
John Choma,0,0,0
Todd Christensen,0,1,0
Herb Christopher,0,1,0
Ricky Churchman,0,0,0
Rickey Claitt,0,0,0
Mike Clark,0,0,0
Randy Clark,0,0,0
Steven Clark,0,0,0
Ken Clarke,0,0,0
Ralph Clayton,0,0,0
Garry Cobb,0,3,0
Bob Cobb,0,0,0
Paul Coffman,0,1,0
Monte Coleman,0,1,0
