Team,FF,FR,FR TD
Chiefs,25,17,2
Saints,25,20,2
Bills,24,24,1
Steelers,24,14,2
Lions,21,16,2
Jets,21,18,0
Oilers,20,17,3
Eagles,20,15,1
Giants,19,10,0
Cardinals,19,17,2
Vikings,18,10,0
Packers,17,15,1
Seahawks,17,15,2
Redskins,17,14,2
Falcons,15,11,1
Bears,15,12,2
Broncos,15,13,0
Colts,15,11,2
Dolphins,15,14,0
49ers,15,11,1
Browns,14,9,1
Buccaneers,14,13,0
Bengals,13,14,0
Cowboys,11,14,0
Raiders,11,9,0
Patriots,11,9,0
Rams,10,9,1
Chargers,10,12,0
