Player,INT,INT TD,INT Yds,Lng
Ty Law,9,1,133,59
Terrell Buckley,8,1,157,61
Kwamie Lassiter,8,0,80,29
Sam Madison,8,0,114,35
Ray Buchanan,7,0,102,34
Jimmy Hitchcock,7,3,242,79
Shawn Springs,7,2,142,56
Aaron Glenn,6,0,23,26
Greg Jackson,6,0,50,25
Sammy Knight,6,2,171,91
Lawyer Milloy,6,1,54,30
Kurt Schulz,6,0,48,24
Rod Woodson,6,2,108,60
Eric Allen,5,0,59,22
Eric Davis,5,2,81,56
Percy Ellsworth,5,2,92,43
Robert Griffith,5,0,25,17
Ronald McKinnon,5,0,25,17
Deion Sanders,5,1,153,71
Duane Starks,5,0,3,2
Dewayne Washington,5,2,178,78
Tyrone Williams,5,0,40,15
Charles Woodson,5,1,118,46
Jeff Brady,4,0,85,43
Zack Bronson,4,0,34,28
Chad Cota,4,0,16,9
Tyronne Drakeford,4,1,76,32
Corey Fuller,4,0,36,26
Darrien Gordon,4,1,125,55
Victor Green,4,0,99,87
Merton Hanks,4,0,37,37
Walt Harris,4,1,41,26
James Hasty,4,0,42,21
Carnell Lake,4,1,33,27
Darryll Lewis,4,0,40,33
Tim McDonald,4,0,22,18
Charles Mincy,4,1,58,22
Eugene Robinson,4,1,36,25
Phillippi Sparks,4,0,25,12
Brian Walker,4,0,12,7
Darnell Walker,4,0,78,36
Aaron Beasley,3,0,35,34
Jay Bellamy,3,0,40,24
Ronnie Bradford,3,1,11,11
LeRoy Butler,3,0,3,3
Mark Carrier,3,0,33,33
Willie Clay,3,0,19,19
Andre Collins,3,0,29,28
Ray Crockett,3,1,105,80
Charles Dimry,3,0,38,30
Leomont Evans,3,0,77,54
Darrell Green,3,0,36,36
Rodney Harrison,3,0,42,21
Artrell Hawkins,3,0,21,12
Chris Hudson,3,0,10,8
Steve Israel,3,0,13,12
Henry Jones,3,0,0,0
Todd Lyght,3,0,30,17
Keith Lyle,3,0,20,20
Mark McMillian,3,0,48,21
Ray Mickens,3,0,10,10
Ron Rice,3,0,25,25
Sam Shade,3,0,33,32
Darrin Smith,3,2,56,26
Ralph Staten,3,0,25,14
Zach Thomas,3,2,21,17
Eric Turner,3,1,108,94
Bryant Westbrook,3,1,49,34
Darryl Williams,3,0,41,28
Ashley Ambrose,2,0,0,0
Jessie Armstead,2,0,4,4
Ronde Barber,2,0,67,56
Tommy Bennett,2,1,100,70
Glenn Cadrez,2,0,11,6
Dale Carter,2,0,23,23
Tom Carter,2,0,20,19
Corey Chavous,2,0,0,0
Sam Cowart,2,0,23,23
Anthony Davis,2,0,27,27
Travis Davis,2,0,34,34
Brian Dawkins,2,0,39,30
Cris Dishman,2,0,60,49
Doug Evans,2,0,18,18
Kevin Greene,2,0,18,18
Norman Hand,2,0,47,30
Kevin Hardy,2,0,40,24
Raymond Jackson,2,0,27,27
Billy Jenkins,2,0,31,25
Darrius Johnson,2,0,79,45
Mike A. Jones,2,0,13,13
Robert Jones,2,1,14,14
Rob Kelly,2,1,104,79
Albert Lewis,2,1,74,74
Ray Lewis,2,0,25,26
John Lynch,2,0,29,17
Kevin Mathis,2,0,0,0
Dexter McCleon,2,0,29,15
Alex Molden,2,0,35,24
Anthony Newman,2,0,17,11
Darren Perry,2,0,69,40
Bill Romanowski,2,0,22,18
Terrance Shaw,2,0,0,0
Kevin Smith,2,0,31,22
Otis Smith,2,0,34,32
Rod Smith,2,0,43,43
Patrick Surtain,2,0,1,1
Orlando Thomas,2,0,27,27
Troy Vincent,2,0,29,29
Denard Walker,2,0,6,6
Marquis Walker,2,0,28,28
Fred Weary,2,1,64,63
William White,2,0,36,36
Shaun Williams,2,0,6,6
Willie Williams,2,1,36,28
Jerome Woods,2,0,47,28
Mike Zordich,2,0,18,14
Donnie Abraham,1,0,3,3
Sam Adams,1,1,25,25
Ray Agnew,1,0,0,0
Elijah Alexander,1,0,12,12
Steve Atwater,1,0,4,4
Mike Barber,1,0,0,0
Shawn Barber,1,0,0,0
Roy Barker,1,0,-4,-4
Micheal Barrow,1,0,10,10
Jason Belser,1,0,19,19
Blaine Bishop,1,0,13,13
Robert Blackmon,1,0,14,14
Michael Booker,1,0,27,27
Joe Bowden,1,1,1,1
Tyrone Braxton,1,0,72,72
Keith Brooking,1,0,12,12
Derrick Brooks,1,0,25,25
Chad Brown,1,0,11,11
Corwin Brown,1,0,0,0
Marcus Buckley,1,0,0,0
Jeff Burris,1,0,0,0
Mike Caldwell,1,0,33,33
Jesse Campbell,1,0,4,4
Chris Canty,1,0,12,12
Rico Clark,1,0,30,30
Dexter Coakley,1,0,18,18
George Coghill,1,0,20,20
Mark Collins,1,0,0,0
John Copeland,1,0,3,3
Terry Cousin,1,0,0,0
Kevin Devine,1,0,0,0
Carlos Emmons,1,0,2,2
Deon Figures,1,0,0,0
Lee Flowers,1,0,2,2
Rob Fredrickson,1,0,0,0
Daryl Gardener,1,0,-1,-1
Sam Garnes,1,0,13,13
La'Roi Glover,1,0,0,0
Randall Godfrey,1,0,0,0
Dwayne Gordon,1,1,31,31
Carlton Gray,1,0,36,36
Torrian Gray,1,0,11,11
Conrad Hamilton,1,0,17,17
Dwayne Harper,1,0,12,12
Sean Harris,1,0,0,0
Richard Harvey,1,0,2,2
Jerome Henderson,1,0,21,21
Eric Hill,1,0,0,0
Earl Holmes,1,0,36,36
Ken Irvin,1,0,43,43
Steve Jackson,1,0,0,0
George Jamison,1,0,21,21
DeRon Jenkins,1,0,0,0
Pepper Johnson,1,0,0,0
Greg Jones,1,0,9,9
Richard Jordan,1,0,4,4
Brian Kelly,1,0,4,4
Levon Kirkland,1,0,1,1
Antonio Langham,1,0,0,0
Mo Lewis,1,0,11,11
Jeremy Lincoln,1,0,0,0
Greg Lloyd,1,0,3,3
Manny Martin,1,0,23,23
Lonnie Marts,1,1,27,27
J.J. McCleskey,1,0,1,1
Tony McCombs,1,0,14,14
Terry McDaniel,1,1,43,43
Lenny McGill,1,0,6,6
Keith McKenzie,1,1,33,33
Ryan McNeil,1,1,37,37
Tim McTyer,1,0,18,18
Barry Minter,1,0,17,17
Mike Minter,1,0,7,7
John Mobley,1,0,-2,-2
Monty Montgomery,1,0,22,22
Craig Newsome,1,0,26,26
Gabe Northern,1,1,40,40
Chris Oldham,1,0,14,14
Tony Parrish,1,0,8,8
Roman Phifer,1,0,41,41
Tyrone Poole,1,0,0,0
Marquez Pope,1,0,0,0
Mike Prior,1,0,0,0
Trevor Pryce,1,0,1,1
Thomas Randolph,1,0,0,0
Izell Reese,1,0,6,6
Stanley Richard,1,0,0,0
Marcus Robertson,1,0,0,0
Eddie Robinson,1,0,11,11
Adrian Ross,1,0,11,11
Craig Sauer,1,0,0,0
Corey Sawyer,1,1,58,58
Anthony Simmons,1,1,36,36
Brian Simmons,1,0,18,18
Neil Smith,1,0,2,2
Thomas Smith,1,0,0,0
Jimmy Spencer,1,0,0,0
Michael Strahan,1,1,24,24
Pat Terrell,1,0,9,9
John Thierry,1,0,14,14
Dave Thomas,1,0,0,0
Henry Thomas,1,1,24,24
William Thomas,1,0,21,21
Winfred Tubbs,1,0,7,7
Scott Turner,1,0,0,0
Regan Upshaw,1,0,26,26
Tony Veland,1,0,24,24
Ted Washington,1,0,0,0
Dean Wells,1,0,25,25
Kenny Wheaton,1,0,41,41
