Player,FF,FR,FR TD
Michael Sinclair,8,0,0
Lester Archambeau,6,2,0
Chris Doleman,4,2,0
Jeff Gooch,4,1,0
Keith Mitchell,4,3,1
Tony Parrish,4,2,0
Dave Thomas,4,1,0
Reggie White,4,0,0
Jessie Armstead,3,0,0
Roy Barker,3,0,0
Greg Biekert,3,1,0
LeRoy Butler,3,2,1
Phillip Daniels,3,2,0
Lee Flowers,3,2,0
La'Roi Glover,3,0,0
Levon Kirkland,3,0,0
Darryll Lewis,3,0,0
Ed McDaniel,3,2,0
Keith McKenzie,3,3,1
Ronald McKinnon,3,2,0
Leslie O'Neal,3,2,0
John Randle,3,1,0
Darrell Russell,3,1,0
Chuck Smith,3,3,1
Jason Taylor,3,0,0
Zach Thomas,3,0,0
Darryl Williams,3,3,0
Darren Woodson,3,0,0
Kevin Abrams,2,1,0
Elijah Alexander,2,2,0
Ronde Barber,2,0,0
Aaron Beasley,2,1,1
Jay Bellamy,2,2,0
Bertrand Berry,2,0,0
Stephen Boyd,2,3,0
Keith Brooking,2,0,0
Derrick Brooks,2,0,0
Tedy Bruschi,2,0,0
Terrell Buckley,2,1,0
Devin Bush,2,0,0
Mark Carrier,2,0,0
Sam Cowart,2,0,0
Brad Culpepper,2,1,0
Donovin Darius,2,1,1
Hugh Douglas,2,0,0
Shane Dronett,2,1,0
Carlos Emmons,2,1,0
Greg Favors,2,0,0
Mike Fox,2,0,0
James Francis,2,0,0
Scott Galyon,2,1,0
Sean Gilbert,2,0,0
Jason Gildon,2,1,0
Randall Godfrey,2,1,0
Carlton Gray,2,0,0
Robert Griffith,2,0,0
Darren Hambrick,2,0,0
Norman Hand,2,0,0
Tim Hauck,2,0,0
Artrell Hawkins,2,1,0
Ken Irvin,2,0,0
Darrius Johnson,2,0,0
Lance Johnstone,2,1,1
Cedric Jones,2,1,0
Kenard Lang,2,0,0
Kwamie Lassiter,2,1,0
Todd Lyght,2,0,0
Lonnie Marts,2,0,0
Kevin Mathis,2,2,0
Jamir Miller,2,2,0
Barry Minter,2,1,0
Kevin Mitchell,2,0,0
Alex Molden,2,0,0
Mike Morton,2,2,0
Ken Norton,2,3,0
Anthony Pleasant,2,0,0
Tony Richardson,2,0,0
Eugene Robinson,2,2,0
Bill Romanowski,2,3,0
Warren Sapp,2,1,0
Bryan Schwartz,2,4,0
Joel Smeenge,2,1,0
Bruce Smith,2,2,0
Darrin Smith,2,2,0
Duane Starks,2,0,0
Michael Strahan,2,0,0
Eric Swann,2,0,0
John Thierry,2,0,0
Derrick Thomas,2,2,1
Henry Thomas,2,1,0
Ratcliff Thomas,2,0,0
Jared Tomich,2,1,0
Winfred Tubbs,2,1,0
Tony Veland,2,0,0
Al Wallace,2,0,0
Ted Washington,2,0,0
Steve White,2,1,0
Brian Williams,2,0,0
Reinard Wilson,2,0,0
Jerome Woods,2,0,0
Charles Woodson,2,0,0
Bryant Young,2,1,0
Donnie Abraham,1,2,0
Ray Agnew,1,1,0
Allen Aldridge,1,1,0
Brent Alexander,1,0,0
Trace Armstrong,1,1,0
Ray Austin,1,0,0
Jerry Ball,1,1,0
Mike Barber,1,0,0
Shawn Barber,1,0,0
Micheal Barrow,1,2,0
Mario Bates,1,0,0
Jason Belser,1,1,0
Darren Bennett,1,0,0
Vaughn Booker,1,0,0
Dorian Boose,1,0,0
Marc Boutte,1,0,0
Joe Bowden,1,2,1
Tony Brackens,1,3,0
Jeff Brady,1,0,0
Chad Bratzke,1,1,0
Tyrone Braxton,1,0,0
O.J. Brigance,1,0,0
Lorenzo Bromell,1,1,0
Chad Brown,1,1,0
Corwin Brown,1,1,0
Eric Brown,1,1,0
Junior Bryant,1,0,0
Ray Buchanan,1,0,0
Curtis Buckley,1,0,0
Shane Burton,1,1,0
Lewis Bush,1,0,0
Glenn Cadrez,1,0,0
Mike Caldwell,1,0,0
Lamar Campbell,1,0,0
Mark Carrier,1,0,0
Dwayne Carswell,1,0,0
Dale Carter,1,0,0
Larry Chester,1,0,0
Duane Clemons,1,0,0
Doug Colman,1,0,0
Chad Cota,1,1,0
Terry Cousin,1,2,0
Bryan Cox,1,0,0
Keith Crawford,1,0,0
Vernon Crawford,1,0,0
Henri Crockett,1,0,0
Lional Dalton,1,0,0
James Darling,1,0,0
Anthony Davis,1,0,0
Brian Dawkins,1,1,0
Cris Dishman,1,0,0
Santana Dotson,1,1,0
Todd Doxzon,1,0,0
Jamal Duff,1,0,0
Chad Eaton,1,1,0
Antonio Edwards,1,1,1
Dixon Edwards,1,1,0
Donnie Edwards,1,1,0
Greg Ellis,1,1,0
D'Marco Farr,1,1,0
Christian Fauria,1,0,0
Jason Ferguson,1,0,0
Mark Fields,1,1,1
Jason Fisk,1,1,0
Jim Flanigan,1,1,0
Steve Foley,1,0,0
Albert Fontenot,1,1,0
Rob Fredrickson,1,0,0
Randy Fuller,1,2,0
Ron George,1,1,0
Darrien Gordon,1,1,0
Dwayne Gordon,1,0,0
Billy Granville,1,1,0
Victor Green,1,1,0
Travis Hall,1,4,0
Ty Hallock,1,1,0
Ruffin Hamilton,1,0,0
Merton Hanks,1,1,0
Kevin Hardy,1,1,0
James Harris,1,1,0
Robert Harris,1,0,0
Sean Harris,1,0,0
Walt Harris,1,1,0
Rodney Harrison,1,0,0
Nate Hemsley,1,0,0
Eric Hill,1,0,0
Danan Hughes,1,1,0
Grady Jackson,1,1,0
Tyoka Jackson,1,0,0
Billy Jenkins,1,0,0
Charles Johnson,1,0,0
Ellis Johnson,1,0,0
Joe Johnson,1,1,1
Raylee Johnson,1,0,0
Henry Jones,1,0,0
James Jones,1,1,0
Mike A. Jones,1,0,0
Antony Jordan,1,0,0
Kerry Joseph,1,0,0
Tom Knight,1,0,0
Scott Kowalkowski,1,1,0
Matt LaBounty,1,1,0
Shawn Lee,1,1,1
Leon Lett,1,0,0
Albert Lewis,1,0,0
Mo Lewis,1,1,0
Ray Lewis,1,0,0
Jonathan Linton,1,0,0
Greg Lloyd,1,1,0
Ernie Logan,1,0,0
Mike Logan,1,1,0
Derek Loville,1,0,0
Rick Lyle,1,0,0
John Lynch,1,1,0
Anthony Lynn,1,0,0
Mark Maddox,1,1,0
Greg Manusky,1,2,0
Brock Marion,1,1,0
Steve Martin,1,0,0
Kivuusama Mays,1,1,0
Michael McCrary,1,0,0
Ricardo McDonald,1,0,0
Lenny McGill,1,0,0
Willie McGinest,1,0,0
Chester McGlockton,1,1,0
Tom McManus,1,0,0
Mark McMillian,1,0,0
Charles Mincy,1,0,0
Singor Mobley,1,0,0
Monty Montgomery,1,2,0
Harold Morrow,1,1,0
DeShone Myles,1,1,0
Hardy Nickerson,1,1,0
Gabe Northern,1,0,0
Doug Nussmeier,1,0,0
Jerry Olsavsky,1,0,0
Kevin O'Neill,1,0,0
Terrell Owens,1,1,0
Riddick Parker,1,0,0
Jerome Pathon,1,0,0
Tito Paul,1,1,0
Darren Perry,1,1,0
Marlo Perry,1,0,0
Christian Peter,1,0,0
Perry Phenix,1,1,0
Roman Phifer,1,0,0
Joe Phillips,1,0,0
Kavika Pittman,1,2,0
Robert Porcher,1,0,0
Jeff Posey,1,0,0
Shawn Price,1,0,0
Ron Rice,1,0,0
Simeon Rice,1,4,0
Damien Richardson,1,1,0
Andre Rison,1,0,0
Sam Rogers,1,0,0
Samari Rolle,1,0,0
Orpheus Roye,1,0,0
Jon Runyan,1,0,0
Dan Saleaumua,1,0,0
Tarek Saleh,1,0,0
Patrick Sapp,1,0,0
Junior Seau,1,2,0
Kenny Shedd,1,2,0
Kendel Shello,1,1,0
Brian Simmons,1,1,0
Clyde Simmons,1,0,0
Jason Simmons,1,0,0
Carl Simpson,1,0,0
Tony Siragusa,1,1,0
Chris Slade,1,0,0
Derek M. Smith,1,1,0
Kevin Smith,1,0,0
Mark Smith,1,1,0
Neil Smith,1,0,0
Vinson Smith,1,0,0
Shawn Springs,1,1,1
Joel Steed,1,0,0
Ryan Stewart,1,0,0
Ron Stone,1,0,0
Omar Stoutmire,1,1,0
Rashod Swinger,1,0,0
Maa Tanuvasa,1,2,0
Kinnon Tatum,1,0,0
George Teague,1,0,0
Chris Thomas,1,1,0
William Thomas,1,0,0
Reggie Tongue,1,1,0
Jessie Tuggle,1,1,1
Van Tuinei,1,1,0
Tom Tumulty,1,0,0
Scott Turner,1,0,0
Regan Upshaw,1,0,0
Andre Wadsworth,1,3,0
Chris Walsh,1,0,0
Dean Wells,1,0,0
Leonard Wheeler,1,1,0
Jose White,1,0,0
William White,1,1,1
Kevin Williams,1,0,0
Floyd Young,1,0,0
Tom Ackerman,0,0,0
Sam Adams,0,1,0
Louie Aguiar,0,1,0
Chidi Ahanotu,0,0,0
Ethan Albright,0,1,0
Ink Aleaga,0,0,0
Derrick L. Alexander,0,0,0
Derrick Alexander,0,0,0
Patrise Alexander,0,0,0
Stephen Alexander,0,0,0
Eric Allen,0,0,0
James Allen,0,0,0
Taje Allen,0,0,0
Terry Allen,0,0,0
Mike Alstott,0,0,0
Ashley Ambrose,0,0,0
Vince Amey,0,0,0
Kimble Anders,0,0,0
Morten Andersen,0,0,0
