Player,Avg,Ret,Yds,KRet TD,20+,40+,Lng,FC,FUM
Aaron Craver,30.3,7,212,1,3,1,100,0,1
Terry Fair,28,51,1428,2,33,6,105,0,1
Dwight Stone,28,9,252,0,8,1,45,0,0
Corey Harris,27.6,35,965,1,23,6,95,0,2
Tim Dwight,27,36,973,1,31,1,93,1,2
Steve Broussard,26.9,29,781,1,16,4,90,0,1
Tavian Banks,26.6,5,133,0,1,1,65,0,0
Vaughn Hebron,26.4,46,1216,1,33,4,95,0,0
Roell Preston,26.3,57,1497,2,37,5,101,0,2
Jahine Arnold,26,3,78,0,2,0,31,0,0
Tremain Mack,25.9,45,1165,1,29,5,97,0,2
Nate Jacquet,25.8,4,103,0,3,0,37,0,0
Sherman Williams,25.8,4,103,0,2,1,40,0,0
John Avery,25.2,43,1085,0,34,3,55,0,1
Michael Bates,25.1,59,1480,1,41,5,99,0,1
David Dunn,25,21,525,0,14,2,44,0,1
Warrick Dunn,25,1,25,0,1,0,25,0,0
Glyn Milburn,25,62,1550,2,35,6,94,0,1
Pat Johnson,24.9,16,399,1,10,2,97,0,1
Tyrone Hughes,24.9,11,274,0,9,0,36,0,0
Reggie Barlow,24.9,30,747,0,19,2,91,0,0
Kevin Mathis,24.8,25,621,0,17,1,42,0,1
Allen Rossum,24.6,44,1080,0,31,2,54,0,1
Kerry Joseph,24.5,2,49,0,1,0,24,0,0
Aaron Glenn,24.4,24,585,0,17,2,62,0,1
Reidel Anthony,24.3,46,1118,0,30,3,60,0,0
Jermaine Lewis,24.2,6,145,0,5,0,37,0,1
Derrick Cullors,24.1,45,1085,0,29,4,68,0,1
Harold Green,24,1,24,0,1,0,24,0,0
Eric Guliford,23.9,18,431,0,15,0,34,0,1
Terrell Fletcher,23.7,3,71,0,2,0,36,0,0
David Palmer,23.5,50,1176,1,30,3,88,0,1
Tony Horne,23.3,56,1306,1,29,2,102,0,0
Tamarick Vanover,23.3,41,956,0,30,1,62,0,2
Mike Logan,23,18,414,0,10,2,53,0,1
Tommy Vardell,23,1,23,0,1,0,23,0,0
Ahman Green,23,27,620,0,18,1,57,0,0
Jacquez Green,22.9,10,229,0,7,1,44,0,1
Leon Johnson,22.9,16,366,0,9,0,37,0,0
Brian Mitchell,22.7,59,1337,1,25,5,101,0,1
Keith Elias,22.6,14,317,0,9,0,29,0,0
Kevin R. Williams,22.5,47,1059,0,27,1,46,0,0
Aaron Bailey,22.3,34,759,0,19,1,44,0,0
William Floyd,22,1,22,0,1,0,22,0,0
Aaron Hayden,22,1,22,0,1,0,22,0,0
Damon Gibson,21.9,17,372,0,13,0,30,0,0
Tremayne Stephens,21.8,16,349,0,8,0,36,0,0
Mike Archie,21.7,42,913,0,26,1,50,0,1
Jeff Ogden,21.7,3,65,0,2,0,28,0,1
David Patten,21.6,43,928,1,20,3,90,0,0
Winslow Oliver,21.5,2,43,0,1,0,25,0,0
Robert Tate,21.5,2,43,0,2,0,23,0,0
James Thrash,21.5,6,129,0,2,0,39,0,0
Eric Metcalf,21.4,57,1218,0,30,5,59,0,1
Rodney Thomas,21.3,3,64,0,1,0,39,0,0
Desmond Howard,21.2,49,1040,0,28,1,42,0,1
Joe Horn,21.2,11,233,0,5,0,37,1,0
Qadry Ismail,21.1,28,590,0,15,0,39,0,2
Joe Cummings,21,1,21,0,1,0,21,0,0
George Jones,21,1,21,0,1,0,21,0,0
Michael Pittman,21,4,84,0,2,0,22,0,0
Kevin Williams,20.9,11,230,0,6,0,31,0,0
Tommie Boyd,20.4,8,163,0,4,0,26,0,0
Brandon Bennett,20.3,3,61,0,2,0,21,0,0
Brett Bech,20,1,20,0,1,0,20,0,0
Kyle Brady,20,1,20,0,1,0,20,0,0
Darick Holmes,20,1,20,0,1,0,20,0,0
Terry Kirby,20,17,340,0,9,0,33,0,0
James Roe,20,2,40,0,1,0,27,0,0
Dedric Ward,20,3,60,0,2,0,23,0,0
Stepfret Williams,20,1,20,0,1,0,20,0,0
R.W. McQuarters,19.9,17,339,0,9,1,45,0,1
Richard Huntley,19.8,6,119,0,4,0,26,0,1
J.T. Thomas,19.8,4,79,0,3,0,24,0,0
Derrick Mason,19.2,8,154,0,5,0,26,0,0
Will Blackwell,19.1,20,382,0,7,1,43,0,1
Fabien Bownes,19,1,19,0,0,0,19,0,0
Jerry Ellison,19,1,19,0,0,0,19,0,0
Duce Staley,19,1,19,0,0,0,19,0,0
Lamont Warren,19,8,152,0,5,0,26,0,0
Elijah Williams,18.9,7,132,0,4,0,28,0,0
Kaipo McGuire,18.8,4,75,0,2,0,28,0,0
Corey Walker,18.8,8,150,0,2,0,28,0,0
Tony Gaiter,18.4,16,295,0,8,0,33,0,0
Brock Marion,18.2,6,109,0,3,0,28,0,0
Kenny Bynum,18.2,19,345,0,9,0,30,0,2
Chris Canty,18,11,198,0,6,0,29,0,1
Karl Hankton,18,1,18,0,0,0,18,0,0
Rashaan Shehee,18,4,72,0,2,0,20,0,1
Chris Warren,18,5,90,0,2,0,23,0,0
Tiki Barber,17.9,14,250,0,7,0,32,0,0
Derek Loville,17.5,6,105,0,2,0,25,0,0
Irv Smith,17.5,2,35,0,1,0,23,0,0
