Player,Avg,Ret,Yds,KRet TD,20+,40+,Lng,FC,FUM
Latario Rachal,17.4,11,192,0,2,0,25,0,1
Chuck Levy,17.4,22,383,0,8,0,30,0,0
Eric Bieniemy,17.4,5,87,0,1,0,22,0,1
Russell Copeland,17.3,3,52,0,2,0,23,0,0
Jay Graham,17.3,3,52,0,1,0,22,0,0
Keith McKenzie,17,1,17,0,0,0,17,0,0
Detron Smith,17,3,51,0,1,0,21,0,0
Corey Bradford,16.5,2,33,0,1,0,24,0,0
Kenyon Cotton,16.5,2,33,0,0,0,18,0,0
Brian Kinchen,16.5,2,33,0,1,0,21,0,0
Mike Sellers,16.5,2,33,0,0,0,14,0,0
Amani Toomer,16.5,4,66,0,1,0,31,0,0
Kimble Anders,16,1,16,0,0,0,16,0,0
Ronnie Harris,16,1,16,0,0,0,16,0,0
Andre Hastings,16,1,16,0,0,0,16,0,0
Earl Little,16,4,64,0,1,0,20,0,0
Dave Meggett,16,1,16,0,0,0,16,0,0
Deion Sanders,16,1,16,0,0,0,16,0,0
Sedrick Shaw,16,1,16,0,0,0,16,0,0
Kenny Shedd,16,2,32,0,1,0,21,0,0
Tyrone Wheatley,16,1,16,0,0,0,16,0,0
Robert Wilson,16,1,16,0,0,0,16,0,0
Rodney A. Williams,15.8,4,63,0,1,0,21,0,1
Priest Holmes,15,2,30,0,0,0,19,0,0
Keenan McCardell,15,1,15,0,0,0,15,0,0
Kevin Turner,15,1,15,0,0,0,15,0,0
London Fletcher,14.4,5,72,0,1,0,20,0,1
Chris Hetherington,14.2,5,71,0,1,0,20,0,1
Calvin Branch,14,5,70,0,1,0,27,0,1
Ken Dilger,14,1,14,0,0,0,14,0,0
Sam Gash,13.7,3,41,0,0,0,17,0,0
Pete Mitchell,13.5,2,27,0,0,0,14,0,0
Chad Eaton,13,1,13,0,0,0,13,0,0
June Henley,13,1,13,0,0,0,13,0,0
Maa Tanuvasa,13,1,13,0,0,0,13,0,0
Rico Clark,12.7,3,38,0,0,0,15,0,0
Charlie Jones,12.5,2,25,0,0,0,17,0,1
Greg Comella,12,1,12,0,0,0,12,0,0
Brian Kozlowski,12,1,12,0,0,0,12,0,0
David LaFleur,12,1,12,0,0,0,12,0,0
Jerris McPhail,11.8,6,71,0,1,0,20,0,0
Reggie Brown,11,4,44,0,0,0,19,0,0
Frank Hartley,11,1,11,0,0,0,11,0,0
Ty Parten,11,2,22,0,1,0,22,0,0
David Richie,11,1,11,0,0,0,11,1,0
Troy Davis,10.5,2,21,0,0,0,19,0,0
Billy Davis,10,1,10,0,0,0,10,0,1
Fred McAfee,10,1,10,0,1,0,25,0,0
Frank Wycheck,10,1,10,0,0,0,10,0,0
Moe Williams,9.5,2,19,0,0,0,12,0,1
Robert Chancey,9,2,18,0,0,0,18,0,1
Oliver Gibson,9,1,9,0,0,0,9,0,0
Jerry Jensen,9,1,9,0,0,0,9,0,0
Jay Riemersma,9,1,9,0,0,0,9,0,0
Keith Burns,8.5,2,17,0,0,0,17,0,1
Mike Alstott,8,1,8,0,0,0,8,0,0
Jamie Asher,8,1,8,0,0,0,8,0,0
Fred Baxter,8,1,8,0,0,0,8,0,0
Jeff Brady,8,1,8,0,0,0,8,0,0
Tarek Saleh,8,1,8,0,0,0,8,0,0
Casey Wiegmann,8,1,8,0,0,0,8,0,0
Ron Rivers,7.5,2,15,0,0,0,9,0,0
Barrett Brooks,7,1,7,0,0,0,7,0,0
Chris Sullivan,7,2,14,0,0,0,9,0,0
Greg Manusky,6.7,3,20,0,0,0,12,0,0
Chris Gedney,6,2,12,0,0,0,7,0,0
Anthony Johnson,6,2,12,0,0,0,9,0,0
Lonnie Johnson,6,3,18,0,0,0,16,0,1
Marco Battaglia,5,1,5,0,0,0,5,0,0
John Burke,5,1,5,0,0,0,5,0,0
Chester Burnett,5,1,5,0,0,0,5,0,0
Lonnie Palelei,4.7,3,14,0,0,0,13,0,1
Tedy Bruschi,4,1,4,0,0,0,4,0,0
Marcus Pollard,4,1,4,0,0,0,4,0,0
Michael Roan,4,1,4,0,0,0,11,0,1
Jackie Harris,3,1,3,0,0,0,3,0,0
Mike Morton,3,1,3,0,0,0,3,0,0
Roosevelt Potts,3,1,3,0,0,0,3,0,0
Mike D. Jones,2,1,2,0,0,0,2,0,0
Steve Morrison,2,1,2,0,0,0,2,0,0
Vince Amey,0,1,0,0,0,0,0,0,0
Charlie Clemons,0,1,0,0,0,0,0,0,0
Christian Fauria,0,1,0,0,0,0,0,0,0
Todd Fordham,0,1,0,0,0,0,0,0,0
Kendyl Jacox,0,1,0,0,0,0,0,0,0
James Jenkins,0,1,0,0,0,0,0,0,0
Derrick Ransom,0,1,0,0,0,0,0,1,0
Orpheus Roye,0,1,0,0,0,0,0,0,0
Troy Sadowski,0,1,0,0,0,0,0,0,0
Jared Tomich,0,1,0,0,0,0,0,0,0
Larry Whigham,0,1,0,0,0,0,0,0,0
Damon Jones,-0.5,2,-1,0,0,0,-1,0,0
Mitch Lyons,-2,2,-4,0,0,0,6,0,0
