Player,Rush Yds,Att,TD,20+,40+,Lng,Rush 1st,Rush 1st%,Rush FUM
Bubby Brister,102,19,1,1,0,38,7,36.8,1
Ron Rivers,102,19,1,1,0,36,4,21,0
Rodney Thomas,100,24,2,1,0,21,5,20.8,0
Daimon Shelton,95,30,1,0,0,16,6,20,0
Marc Edwards,94,22,1,1,0,32,4,18.2,0
John Elway,94,37,1,0,0,16,10,27,2
Kevin Turner,94,20,0,0,0,19,2,10,0
Michael Pittman,91,29,0,0,0,11,4,13.8,1
Leslie Shepherd,91,6,1,3,0,29,4,66.7,0
Bobby Hoying,84,22,0,0,0,11,4,18.2,3
Ryan Leaf,80,27,0,1,0,20,5,18.5,6
Steve Stenstrom,79,18,2,0,0,14,10,55.6,3
Jonathan Quinn,77,11,1,0,0,17,6,54.6,0
William Floyd,71,28,3,0,0,7,7,25,1
William Henderson,70,23,2,0,0,9,10,43.5,0
Troy Aikman,69,22,2,1,0,23,6,27.3,1
Chuck Evans,67,23,1,0,0,12,5,21.7,0
Jon Kitna,67,20,1,1,0,21,6,30,5
Rod Smith,63,6,0,1,0,37,3,50,0
Peyton Manning,62,15,0,0,0,15,5,33.3,0
Lamont Warren,61,25,1,0,0,14,5,20,0
Keyshawn Johnson,60,2,1,2,0,35,2,100,0
Danny Wuerffel,60,11,0,0,0,18,3,27.3,0
Rashaan Shehee,57,22,0,0,0,10,4,18.2,1
Eric Bieniemy,56,17,0,0,0,9,5,29.4,0
Corey Walker,55,12,0,1,0,20,2,16.7,0
Terrell Owens,53,4,1,1,0,21,3,75,0
David Palmer,52,10,0,0,0,15,5,50,0
Tyrone Wheatley,52,14,0,0,0,15,2,14.3,0
Ken Oxendine,50,18,0,1,0,21,2,11.1,1
Curtis Conway,48,5,0,1,0,29,3,60,0
Derrick Cullors,48,18,0,0,0,15,4,22.2,0
Mack Strong,47,15,0,0,0,9,3,20,1
Irving Fryar,46,3,0,1,0,32,2,66.7,0
Kevin R. Williams,46,5,0,1,0,28,3,60,0
Tony Richardson,45,20,2,0,0,6,10,50,0
Drew Bledsoe,44,28,0,0,0,10,7,25,1
Reidel Anthony,43,4,0,1,0,32,2,50,0
Billy Joe Tolliver,43,11,0,0,0,16,4,36.4,2
Raghib Ismail,42,3,0,1,0,36,1,33.3,0
Ty Hallock,41,13,1,0,0,14,4,30.8,1
Courtney Hawkins,41,10,0,0,0,14,3,30,0
Brian Milne,41,10,1,0,0,10,5,50,0
Charlie Jones,39,4,0,0,0,14,2,50,0
Derrick Harris,38,14,0,0,0,15,5,35.7,1
Craig Whelihan,38,18,0,0,0,13,6,33.3,5
Harold Green,37,20,0,0,0,6,1,5,1
Tommy Vardell,37,18,6,0,0,17,9,50,1
Danny Kanell,36,15,0,0,0,10,3,20,2
Germane Crowell,35,1,0,1,0,35,1,100,0
Keith Byars,34,4,0,0,0,13,3,75,0
Neil O'Donnell,34,13,0,0,0,10,3,23.1,2
Toby Gowin,33,1,0,1,0,33,1,100,0
Sam Gash,32,11,0,0,0,11,3,27.3,0
Andre Hastings,32,3,0,0,0,16,2,66.7,0
Vaughn Hebron,31,9,1,0,0,8,2,22.2,0
Isaac Bruce,30,1,0,1,0,30,1,100,0
Chris Fuamatu-Ma'afala,30,7,2,0,0,10,2,28.6,0
Az-Zahir Hakim,30,2,1,1,0,34,1,50,1
Scott Mitchell,30,7,0,0,0,17,2,28.6,1
Rodney Peete,30,5,1,0,0,19,3,60,0
Elvis Grbac,27,7,0,0,0,10,1,14.3,0
Steve Beuerlein,26,22,0,0,0,13,2,9.1,5
Joey Galloway,26,9,0,0,0,14,1,11.1,0
Lorenzo Neal,25,5,0,0,0,12,1,20,0
Mike Archie,24,6,1,1,0,20,3,50,0
Keith Elias,24,8,0,0,0,8,2,25,0
Jerry Ellison,24,9,0,0,0,10,1,11.1,0
Dave Meggett,24,7,0,0,0,18,1,14.3,0
Wade Wilson,24,7,0,0,0,12,2,28.6,0
Kenny Bynum,23,11,0,0,0,14,1,9.1,1
Ray Lucas,23,5,0,0,0,16,2,40,0
Jon Ritchie,23,9,0,0,0,14,2,22.2,1
Chris Floyd,22,6,0,0,0,10,2,33.3,0
Bob Christian,21,8,2,0,0,6,4,50,0
Tony Graziani,21,4,0,0,0,12,1,25,0
Koy Detmer,20,7,0,0,0,8,1,14.3,0
Gus Frerotte,20,3,0,1,0,20,1,33.3,0
Michael Husted,20,1,0,1,0,20,1,100,0
Jermaine Lewis,20,5,0,0,0,9,2,40,0
Bernie Parmalee,20,8,0,0,0,10,2,25,0
Tim Dwight,19,8,0,0,0,7,0,0,0
Stanley Pritchett,19,6,1,0,0,11,3,50,0
Daryl Johnston,17,8,0,0,0,6,0,0,0
Erik Kramer,17,13,1,0,0,8,5,38.5,0
Mike Pritchard,17,1,0,0,0,17,1,100,0
Cory Schlesinger,17,5,0,0,0,5,1,20,0
Eric Zeier,17,11,0,0,0,7,1,9.1,0
Chris Howard,16,7,0,0,0,5,0,0,0
Billy Davis,15,4,0,0,0,8,1,25,0
Craig Heyward,15,6,0,0,0,8,2,33.3,0
Shawn Jefferson,15,1,0,0,0,15,1,100,0
Brad Johnson,15,12,0,0,0,6,2,16.7,0
Jason Garrett,14,11,0,0,0,5,1,9.1,3
Ricky Proehl,14,1,0,0,0,14,1,100,0
Steve Bono,13,10,0,0,0,7,1,10,0
Howard Griffith,13,4,0,0,0,16,1,25,0
Billy Joe Hobert,13,2,0,0,0,14,1,50,0
Hines Ward,13,1,0,0,0,13,1,100,0
Alvis Whitted,13,3,0,0,0,16,1,33.3,0
Jacquez Green,12,3,0,0,0,18,0,0,0
Ronald Moore,12,4,0,0,0,4,0,0,1
Jeff Ogden,12,1,0,0,0,12,1,100,0
Andre Rison,12,2,0,0,0,11,1,50,0
Bert Emanuel,11,1,0,0,0,11,1,100,0
O.J. McDuffie,11,3,0,0,0,5,0,0,0
Johnnie Morton,11,1,0,0,0,11,1,100,0
Michael Westbrook,11,1,0,0,0,11,1,100,0
Warren Moon,10,16,0,0,0,9,0,0,1
Darnay Scott,10,2,0,0,0,8,1,50,0
Damon Gibson,9,1,0,0,0,9,0,0,0
Dietrich Jells,9,2,0,0,0,13,1,50,0
Eddie Kennison,9,2,0,0,0,9,0,0,0
Ernie Mills,9,3,0,0,0,5,0,0,0
Moses Moreno,9,4,0,0,0,9,0,0,1
Larry Bowie,8,4,0,0,0,4,0,0,0
Kenyon Cotton,8,2,0,0,0,7,0,0,0
Jamie Martin,8,5,0,0,0,6,1,20,0
Glyn Milburn,8,4,0,0,0,3,0,0,0
Eric Bjornson,7,1,1,0,0,7,1,100,0
Michael Blair,7,3,0,0,0,4,0,0,0
Ty Detmer,7,8,0,0,0,10,1,12.5,0
Henry Lusk,7,1,0,0,0,7,0,0,0
Harold Morrow,7,3,0,0,0,8,0,0,0
Dedric Ward,7,2,0,0,0,4,0,0,0
Greg Comella,6,1,0,0,0,6,0,0,0
Todd Doxzon,6,2,0,0,0,3,2,100,0
Zack Crockett,5,2,0,0,0,5,0,0,1
Antonio Freeman,5,3,0,0,0,10,1,33.3,0
John Friesz,5,5,0,0,0,8,0,0,0
Clarence Williams,5,2,0,0,0,3,0,0,0
Steve Broussard,4,5,0,0,0,3,0,0,0
Ki-Jana Carter,4,2,0,0,0,4,0,0,0
Gary Downs,4,1,0,0,0,4,0,0,0
Kevin Dyson,4,1,0,0,0,4,0,0,0
Ike Hilliard,4,1,0,0,0,4,0,0,0
Charles Johnson,4,1,0,0,0,4,0,0,0
Randy Moss,4,1,0,0,0,4,0,0,0
Carl Pickens,4,2,0,0,0,4,0,0,0
Tony Carter,3,2,0,0,0,3,0,0,0
Bobby Engram,3,1,0,0,0,3,0,0,0
James Jett,3,1,0,0,0,3,0,0,0
Frank Reich,3,6,0,0,0,5,0,0,1
Richie Anderson,2,1,0,0,0,2,0,0,0
Robert Brooks,2,1,0,0,0,2,0,0,0
Dave Brown,2,1,0,0,0,2,0,0,0
Reggie Brown,2,1,0,0,0,2,0,0,0
Jeff George,2,8,0,0,0,8,0,0,1
Paul Justin,2,1,0,0,0,2,1,100,0
Torrance Small,2,1,0,0,0,2,0,0,0
Jon Witman,2,1,0,0,0,2,0,0,0
Michael Irvin,1,1,0,0,0,1,0,0,0
Tamarick Vanover,1,2,0,0,0,2,0,0,0
Brad Costello,0,1,0,0,0,0,0,0,0
Ken Dilger,0,0,0,0,0,0,0,0,0
Joe Horn,0,1,0,0,0,0,0,0,1
Kyle Richardson,0,1,0,0,0,0,0,0,0
Wally Richardson,0,1,0,0,0,0,0,0,0
Reggie Roby,0,1,0,0,0,0,0,0,0
Tom Rouen,0,1,0,0,0,0,0,0,0
Frank Sanders,0,4,0,0,0,7,0,0,1
Mark Stepnoski,0,1,0,0,0,0,0,0,1
Adam Vinatieri,0,0,0,0,0,0,0,0,0
Ken Walter,0,3,0,0,0,0,0,0,2
Scott Zolak,0,5,0,0,0,4,0,0,0
Cris Carter,-1,1,0,0,0,-1,0,0,0
Terry Glenn,-1,2,0,0,0,7,0,0,0
Craig Hentrich,-1,1,0,0,0,-1,0,0,0
Eric Kresser,-1,1,0,0,0,-1,0,0,0
Dave Krieg,-1,3,0,0,0,0,0,0,0
Alex Van Pelt,-1,1,0,0,0,-1,0,0,0
Rickey Dudley,-2,1,0,0,0,-2,0,0,0
Jerome Pathon,-2,3,0,0,0,4,0,0,0
Tom Tupa,-2,2,0,0,0,-1,0,0,0
Elijah Williams,-2,2,0,0,0,2,0,0,0
Mike Cherry,-3,3,0,0,0,-1,0,0,0
Dan Marino,-3,21,1,0,0,10,1,4.8,4
Jim Druckenmiller,-4,3,0,0,0,-1,0,0,0
Brian Griese,-4,4,0,0,0,0,0,0,1
Karl Hankton,-4,1,0,0,0,-4,0,0,0
Doug Pederson,-4,8,0,0,0,1,1,12.5,1
Jason Dunn,-5,1,0,0,0,-5,0,0,0
Brad Maynard,-5,1,0,0,0,-5,0,0,0
Jay Fiedler,-6,4,0,0,0,-1,0,0,0
Terance Mathis,-6,1,0,0,0,-6,0,0,0
Mike Quinn,-6,5,0,0,0,-1,0,0,0
Tim Brown,-7,1,0,0,0,-7,0,0,1
Chris Sanders,-9,1,0,0,0,-9,0,0,1
Steve DeBerg,-10,8,0,0,0,2,1,12.5,1
Glenn Foley,-11,5,0,0,0,-1,0,0,0
Leo Araguz,-12,1,0,0,0,-12,0,0,0
Matt Turk,-12,2,0,0,0,-12,0,0,1
