Player,Comb,Asst,Solo,Sck
Albert Lewis,57,6,51,1
Mike Caldwell,56,16,40,1
Chris Canty,56,9,47,1
DeRon Jenkins,56,3,53,0
Monty Montgomery,56,4,52,2
Craig Newsome,56,8,48,0
Duane Starks,56,4,52,0
Rashod Swinger,56,19,37,0
Andre Wadsworth,56,14,42,5
Kevin Abrams,55,8,47,3
Steve Atwater,55,12,43,0
Ellis Johnson,55,17,38,8
James Jones,55,13,42,5.5
Kevin Smith,55,5,50,0
Kenard Lang,54,8,46,7
Jamie Sharper,54,9,45,1
Marcus Buckley,53,15,38,1.5
Mark Carrier,53,12,41,0
Andre Collins,53,12,41,0
Jason Gildon,53,12,41,11
Kevin Greene,53,3,50,15
Lance Johnstone,53,6,47,11
Tony McCombs,53,17,36,0
R.W. McQuarters,53,4,49,0
Darryl Pounds,53,5,48,0.5
Damien Richardson,53,10,43,0
Fred Thomas,53,10,43,0
Darnell Walker,53,3,50,0
Bryant Young,53,11,42,9.5
Brad Culpepper,52,14,38,9
Sean Gilbert,52,14,38,6
Vonnie Holliday,52,18,34,8
Ken Irvin,52,6,46,0
Derrick Rodgers,52,22,30,2.5
Michael Sinclair,52,11,41,16.5
Omar Stoutmire,52,16,36,1
Bertrand Berry,51,12,39,4
Marco Coleman,51,5,46,3.5
Ray Crockett,51,5,46,0.5
Sam Garnes,51,12,39,0
Richard Jordan,51,14,37,0
Tony McCoy,51,10,41,6
Andre Royal,51,14,37,0
Santana Dotson,50,17,33,3
Ernie Logan,50,19,31,2.5
Bruce Smith,50,15,35,10
Jason Taylor,50,16,34,9
Troy Vincent,50,8,42,1
Dean Wells,50,12,38,0
Myron Bell,49,3,46,1
Terrell Buckley,49,7,42,0
Luther Elliss,49,12,37,3
Travis Hall,49,11,38,4.5
Louis Riddick,49,10,39,0
Ted Washington,49,15,34,4.5
Bernard Whittington,49,10,39,4
Rob Burnett,48,12,36,2.5
Aaron Glenn,48,1,47,0
Norman Hand,48,7,41,6
Russell Maryland,48,13,35,2
Ryan McNeil,48,5,43,0
Joel Steed,48,12,36,1
Marquis Walker,48,8,40,0
Phillip Daniels,47,14,33,6.5
Shane Dronett,47,13,34,6.5
Keith Hamilton,47,11,36,7
Merton Hanks,47,6,41,0.5
Chris Hudson,47,8,39,0
Gary Walker,47,16,31,1
Jim Flanigan,46,14,32,8.5
Anthony Newman,46,9,37,0
Leslie O'Neal,46,14,32,4.5
Chuck Smith,46,12,34,8.5
George Teague,46,8,38,2
Reggie White,46,13,33,16
Chris Doleman,45,14,31,15
Hugh Douglas,45,9,36,12.5
Dixon Edwards,45,17,28,0
D'Marco Farr,45,11,34,7
Ken Harvey,45,11,34,2
Wayne Martin,45,8,37,3
Kevin Mitchell,45,22,23,2.5
Orpheus Roye,45,14,31,3.5
Terrance Shaw,45,5,40,0
Pat Terrell,45,12,33,1
Terry Wooden,45,14,31,2
Kurt Gouveia,44,12,32,0.5
Jeff Herrod,44,13,31,0
Sam Madison,44,12,32,1
Anthony Pleasant,44,12,32,6
Warren Sapp,44,16,28,7
Maa Tanuvasa,44,11,33,8.5
Kimo von Oelhoffen,44,9,35,0
Dan Wilkinson,44,6,38,7.5
Tom Barndt,43,16,27,3.5
Je'Rod Cherry,43,6,37,2
Josh Evans,43,13,30,3.5
Al Harris,43,1,42,0
Calvin Jackson,43,11,32,1
Darrius Johnson,43,5,38,1
Ricardo McDonald,43,15,28,1
DeShone Myles,43,11,32,0
Trevor Pryce,43,13,30,8.5
Marcus Robertson,43,8,35,0
Craig Sauer,43,7,36,0
Kurt Schulz,43,15,28,0
Anthony Simmons,43,10,33,0
Junior Bryant,42,11,31,5
Jon Harris,42,14,28,1
Cortez Kennedy,42,13,29,2
Rod Smith,42,7,35,0
Hollis Thomas,42,8,34,5
Gerald Dixon,41,8,33,2.5
Kevin Henry,41,13,28,4
Greg Jefferson,41,15,26,4
Rob Kelly,41,9,32,0
John Randle,41,14,27,10.5
Derrick Thomas,41,9,32,12
Derrick L. Alexander,40,5,35,7.5
Ashley Ambrose,40,4,36,0
Steve Israel,40,6,34,2
Rick Lyle,40,12,28,1.5
Kavika Pittman,40,4,36,6
Tony Siragusa,40,6,34,0
Donnie Abraham,39,6,33,0
Michael Booker,39,3,36,0
Tony Brackens,39,12,27,3.5
Tyrone Braxton,39,6,33,0
Daryl Gardener,39,11,28,1
Grady Jackson,39,10,29,3
Tim McTyer,39,7,32,0.5
Simeon Rice,39,5,34,10
Steve Tovar,39,6,33,1
Larry Whigham,39,8,31,0
Lester Archambeau,38,10,28,10
Roy Barker,38,7,31,12
Eric Brown,38,9,29,0
Dale Carter,38,8,30,0
Jamie Duncan,38,8,30,0
Doug Evans,38,6,32,0
Steve Lofton,38,3,35,0
Gabe Northern,38,6,32,2
Eric Turner,38,5,33,1
Fred Weary,38,6,32,0
Deon Figures,37,3,34,0
James Harris,37,18,19,1
Shawn Lee,37,10,27,2
John Parrella,37,7,30,1.5
Joel Smeenge,37,10,27,7.5
Chris Sullivan,37,9,28,2
Kerwin Waldroup,37,18,19,1.5
Greg Ellis,36,11,25,3
James Francis,36,5,31,0
Bill Johnson,36,11,25,2.5
Leon Lett,36,6,30,4
Ray Mickens,36,5,31,0
Kenny Mixon,36,13,23,2
Anthony Parker,36,8,28,1
Tony Williams,36,10,26,1
Eric Allen,35,2,33,0
J.B. Brown,35,8,27,0
Donta Jones,35,11,24,3
Jimmy Spencer,35,0,35,0
Ronnie Bradford,34,1,33,0
Robert Harris,34,16,18,3.5
Tom Knight,34,3,31,1
Antonio Langham,34,0,34,0
Manny Martin,34,8,26,0
Ryan Phillips,34,8,26,0
Wayne Simmons,34,5,29,0.5
Kevin Williams,34,5,29,0
Shaun Williams,34,5,29,0
Renaldo Wynn,34,11,23,1
Shawn Barber,33,8,25,0
Kenny Holmes,33,11,22,2.5
Kerry Joseph,33,4,29,0
Brian Kelly,33,2,31,0
Dexter McCleon,33,1,32,0
Kelvin Pritchett,33,8,25,3
Thomas Smith,33,3,30,0
Corwin Brown,32,10,22,0
Pratt Lyons,32,10,22,2
Christian Peter,32,10,22,1
Jason Peter,32,9,23,1
Perry Phenix,32,4,28,0
Shelton Quarles,32,6,26,1
Patrick Sapp,32,11,21,1
Dana Stubblefield,32,6,26,1.5
Patrick Surtain,32,7,25,0
Eric Swann,32,7,25,4
Keith Traylor,32,8,24,2
Keith Brooking,31,7,24,0
Carlton Gray,31,3,28,1
Mark Maddox,31,10,21,1
Kevin Mathis,31,4,27,1
Keith McKenzie,31,11,20,8
Mike Prior,31,11,20,0
Bobby Taylor,31,9,22,0
Jerry Ball,30,7,23,0
Tim Bowens,30,9,21,0
John Browning,30,10,20,0
Mike D. Jones,30,7,23,2.5
Tom McManus,30,9,21,0
Lance Schulters,30,4,26,0
Clyde Simmons,30,2,28,5
Kenny Wheaton,30,6,24,0
Sam Adams,29,3,26,2
Chad Cascadden,29,4,25,5
James Farrior,29,11,18,0
Greg Favors,29,2,27,2
Chad Hennings,29,7,22,1
Kim Herring,29,7,22,0
Raylee Johnson,29,6,23,5.5
Tebucky Jones,29,9,20,0
Steve Martin,29,7,22,1
Willie McGinest,29,9,20,3.5
Samari Rolle,29,4,25,2
Eric Smedley,29,7,22,2
Regan Upshaw,29,6,23,7
Charlie Williams,29,3,26,0
Corey Chavous,28,6,22,0
Henri Crockett,28,7,21,1
London Fletcher,28,3,25,0
Randy Fuller,28,2,26,2
Scott Galyon,28,5,23,1
Jerome Henderson,28,5,23,1
Mike Logan,28,6,22,0
Ralph Staten,28,6,22,1
John Thierry,28,10,18,3.5
Keith Burns,27,10,17,0
James Darling,27,6,21,2
Tyoka Jackson,27,6,21,3
Chris Oldham,27,8,19,0.5
Dan Owens,27,12,15,2.5
Tracy Scroggins,27,3,24,6.5
Gilbert Brown,26,17,9,0
Doug Colman,26,7,19,0
Torrian Gray,26,1,25,1
Lamont Hollinquest,26,4,22,0
Greg Jeffries,26,3,23,0
Greg Jones,26,5,21,1
John Jurkovic,26,6,20,0.5
Kelvin Kinney,26,8,18,1
Greg Manusky,26,9,17,0
Chester McGlockton,26,4,22,1
Mike Minter,26,7,19,0
Marty Moore,26,9,17,0
Dainon Sidney,26,2,24,0
Neil Smith,26,6,20,4
Kinnon Tatum,26,6,20,0
Jared Tomich,26,5,21,6
Brian Walker,26,4,22,0
Jose White,26,7,19,3
Robert Bailey,25,6,19,0
Charlie Clemons,25,3,22,2
Duane Clemons,25,8,17,2.5
Ferric Collons,25,7,18,0
Jamal Duff,25,6,19,3
Thomas Randolph,25,1,24,0
Allen Rossum,25,2,23,1
Deion Sanders,25,3,22,0
Tony Veland,25,4,21,0
Al Wallace,25,4,21,6
Brant Boyer,24,2,22,1
Chris Carter,24,6,18,1
Jevon Langford,24,7,17,0.5
Lenny McGill,24,2,22,1
Greg Spires,24,6,18,3
Marcellus Wiley,24,7,17,3.5
Grant Wistrom,24,6,18,3
Lorenzo Bromell,23,7,16,8
Zack Bronson,23,1,22,0
Tory James,23,5,18,0
Antony Jordan,23,5,18,0
Marvin Washington,23,9,14,2
Larry Chester,22,3,19,3
Rico Clark,22,3,19,0
Mark Collins,22,6,16,1.5
Marlon Forbes,22,2,20,0
Henry Ford,22,8,14,1.5
William Fuller,22,4,18,3
Tyrus McCloud,22,4,18,0
Hurvin McCormack,22,4,18,5
Shawn Price,22,6,16,5
Tom Tumulty,22,7,15,0.5
Robert Williams,22,3,19,0.5
Jerry Wilson,22,4,18,0
Trace Armstrong,21,2,19,10.5
Pete Bercich,21,3,18,0
Doug Brown,21,5,16,0
Donovan Greer,21,4,17,0
Bobby Hamilton,21,8,13,0
Harald Hasselbach,21,2,19,3
Chris Hayes,21,6,15,0
James Logan,21,7,14,1
Scott McGarrahan,21,6,15,0
Brandon Mitchell,21,7,14,2
Jeff Posey,21,3,18,0.5
Fernando Smith,21,5,16,2
Keith Washington,21,2,19,1
Vaughn Booker,20,6,14,3
John Burrough,20,11,9,0.5
Mike Fox,20,5,15,1
Billy Granville,20,7,13,0
Bobby Houston,20,4,16,0
J.J. McCleskey,20,4,16,0
Ray McElroy,20,2,18,0
Marquez Pope,20,3,17,0
Adrian Ross,20,2,18,0
James Trapp,20,7,13,0
Mark Wheeler,20,5,15,0
Jesse Campbell,19,5,14,0
Anthony Cook,19,4,15,2
Nolan Harrison,19,7,12,3.5
Matt LaBounty,19,5,14,6
Anthony Marshall,19,2,17,0
Ty Parten,19,6,13,0
Alshermond Singleton,19,5,14,0
Mark Thomas,19,5,14,5.5
Kailee Wong,19,2,17,1.5
Marc Boutte,18,2,16,2
Devin Bush,18,4,14,0
Lewis Bush,18,6,12,1
John Fiala,18,6,12,0
Chris Hewitt,18,3,15,2
Raymond Jackson,18,3,15,0
Les Miller,18,1,17,0
Izell Reese,18,2,16,0
Bryan Robinson,18,7,11,0.5
Leonard Wheeler,18,1,17,0
Brandon Whiting,18,5,13,1.5
Chidi Ahanotu,17,8,9,0
Shane Burton,17,5,12,2
Jerry Ellison,17,2,15,0
James Folston,17,4,13,1
Ron George,17,2,15,0
Paul Grasmanis,17,2,15,1
Lemanski Hall,17,2,15,0
Ruffin Hamilton,17,1,16,0
Randy Hilliard,17,0,17,0
Cedric Jones,17,4,13,4
Joe Phillips,17,4,13,0
Artie Smith,17,6,11,0
Dennis Stallings,17,2,15,0
Pat Swilling,17,5,12,2
Scott Turner,17,0,17,1
Elijah Williams,17,2,15,0
Bucky Brooks,16,1,15,0
Cornell Brown,16,4,12,0
Brentson Buckner,16,6,10,0.5
George Coghill,16,1,15,0
Jason Fisk,16,5,11,1.5
Anthony Lynn,16,6,10,0
Bernie Parmalee,16,4,12,0
Bennie Thompson,16,2,14,0
Hines Ward,16,1,15,0
Steve White,16,3,13,2
Jay Williams,16,4,12,1
Troy Wilson,16,4,12,1
Toby Wright,16,3,13,1
Anthony Dorsett,15,1,14,0
Oliver Gibson,15,5,10,2
Ty Howard,15,2,13,0
Richard Huntley,15,1,14,0
Terry Killens,15,2,13,0
Kivuusama Mays,15,2,13,0
Tim Morabito,15,4,11,0
Michael Myers,15,5,10,3
Tito Paul,15,4,11,0
Mark Pike,15,2,13,0
Michael Pittman,15,2,13,0
Ike Reese,15,2,13,0
James Roberson,15,4,11,0
Detron Smith,15,4,11,0
Lorenzo Styles,15,8,7,0
Brett Bech,14,2,12,0
Calvin Branch,14,2,12,0
O.J. Brigance,14,4,10,0
Steve Foley,14,1,13,2
Albert Fontenot,14,0,14,1
N. D. Kalu,14,5,9,3
Tony Peterson,14,3,11,1
Dan Saleaumua,14,4,10,0
Jim Schwantz,14,4,10,0
Kenny Shedd,14,2,12,0
Matt Stevens,14,5,9,0
Ryan Stewart,14,1,13,0
Rick Terry,14,1,13,2
Corey Walker,14,2,12,0
Ink Aleaga,13,5,8,1
Juran Bolden,13,1,12,0
Tony Bouie,13,3,10,0
Dan Brandenburg,13,1,12,0
Lance Brown,13,3,10,0
Marcus Coleman,13,2,11,0
Zack Crockett,13,2,11,0
Joe Cummings,13,0,13,0
Scott Frost,13,5,8,0
Ed Jasper,13,2,11,0
Pellom McDaniels,13,2,11,0
Damien Robinson,13,6,7,0
Deshea Townsend,13,2,11,0
Alfred Williams,13,3,10,3
Jamel Williams,13,3,10,0
James E. Williams,13,1,12,0
Sherman Williams,13,2,11,0
Donny Brady,12,0,12,1
Curtis Buckley,12,0,12,0
Mike Croel,12,4,8,0
Gary Downs,12,4,8,0
Leon Johnson,12,2,10,0
Earl Little,12,1,11,0
Derek Loville,12,1,11,0
Jerry Olsavsky,12,0,12,0
Brandon Sanders,12,4,8,0
Carl Simpson,12,4,8,0
Brady Smith,12,2,10,0
Robert Thomas,12,6,6,0
Mike Vrabel,12,4,8,2.5
Jermaine Williams,12,3,9,0
John Williams,12,2,10,0
Gerome Williams,12,2,10,0
Pat Williams,12,1,11,3.5
Bernard Wilson,12,4,8,1
Ray Austin,11,3,8,0
Eric Bieniemy,11,0,11,0
Duane Butler,11,1,10,0
Lamar Campbell,11,0,11,0
Stalin Colinet,11,6,5,1
Kerry Cooks,11,3,8,0
Derrick Cullors,11,3,8,0
Mike Dumas,11,3,8,1
Reggie Givens,11,2,9,0
Darren Hambrick,11,0,11,0
Darius Holland,11,0,11,0
Tony Horne,11,0,11,0
Melvin Johnson,11,1,10,1
Scott Kowalkowski,11,2,9,0
Jeremy Lincoln,11,1,10,0
Terry McDaniel,11,0,11,0
Ramos McDonald,11,5,6,0
Mike Morton,11,1,10,0
Seth Payne,11,4,7,0
Carl Reeves,11,4,7,1
Austin Robbins,11,5,6,1
Robert Tate,11,1,10,0
Van Tuinei,11,4,7,2
Eric Vance,11,3,8,0
Bracy Walker,11,5,6,0
Antonio Banks,10,1,9,0
Hillary Butler,10,3,7,0
Dwayne Carswell,10,4,6,0
Marc Edwards,10,1,9,0
Greg Evans,10,0,10,0
Ty Hallock,10,1,9,0
Chris Hetherington,10,2,8,0
Larry Izzo,10,2,8,0
Eddie Mason,10,1,9,0
Terry Mickens,10,3,7,0
Singor Mobley,10,1,9,0
Will Moore,10,0,10,0
Kevin O'Neill,10,0,10,0
Corey Sawyer,10,1,9,0
Cory Schlesinger,10,1,9,0
Harold Shaw,10,4,6,0
Frankie Smith,10,2,8,0
Mack Strong,10,2,8,0
Jeff Thomason,10,0,10,0
Esera Tuaolo,10,4,6,0
Aaron Wallace,10,5,5,0
Chris Walsh,10,1,9,0
Gabe Wilkins,10,0,10,0
Robert Wilson,10,5,5,0
Shawn Wooden,10,0,10,0
James Burgess,9,3,6,0
Tom Carter,9,2,7,0
Vernon Crawford,9,3,6,0
Tyrone Davis,9,1,8,0
Terrell Fletcher,9,0,9,0
Dan Footman,9,5,4,0
Bernard Holsey,9,4,5,0
Terry Irving,9,2,7,0
Nate Jacquet,9,2,7,0
Billy Lyon,9,3,6,1
Patrick Mannelly,9,2,7,0
Tony Richardson,9,0,9,0
Joe Salave'a,9,1,8,1
Marc Spindler,9,6,3,0
Barron Tanner,9,4,5,0
Kevin Turner,9,1,8,0
Jude Waddy,9,1,8,1
Zack Walz,9,3,6,0
Charles Way,9,0,9,0
Larry Webster,9,1,8,0
Floyd Young,9,0,9,0
Marco Battaglia,8,2,6,0
Ron Carpenter,8,1,7,0
Don Davis,8,3,5,0
Antonio Edwards,8,4,4,1
Keith Elias,8,1,7,0
John Hall,8,2,6,0
Michael Hamilton,8,0,8,0
Dwayne Harper,8,3,5,0
Danan Hughes,8,2,6,0
Anthony Johnson,8,1,7,0
Tony Johnson,8,1,7,0
Fred McAfee,8,3,5,0
Gerald McBurrows,8,0,8,0
James McKnight,8,2,6,0
Harold Morrow,8,1,7,0
Eric Ogbogu,8,3,5,0
Bo Orlando,8,1,7,0
Marcus Pollard,8,2,6,0
Michael Roan,8,4,4,0
Jeff Robinson,8,0,8,0
Tawambi Settles,8,0,8,0
Jason Simmons,8,1,7,0
Dwight Stone,8,1,7,0
Ricky Bell,7,0,7,0
Shane Bonham,7,0,7,0
Perry Carter,7,1,6,0
Tim Denton,7,0,7,0
Chris Floyd,7,2,5,0
Ahman Green,7,1,6,0
Dwight Hollier,7,0,7,0
James Jenkins,7,1,6,0
George Jones,7,2,5,0
Seth Joyner,7,2,5,0
Brian Kinchen,7,0,7,0
Tyrone Legette,7,0,7,0
Leonard Little,7,1,6,0.5
Clarence Love,7,2,5,0
Mike Mohring,7,2,5,1
Jeff Ogden,7,0,7,0
Tarek Saleh,7,3,4,0
Bill Schroeder,7,1,6,0
Vinson Smith,7,1,6,0
Glen Steele,7,1,6,0
Tremayne Stephens,7,0,7,0
Rayna Stewart,7,2,5,0
Mike Thompson,7,4,3,0.5
Adam Vinatieri,7,1,6,0
Eric Warfield,7,2,5,0
Barron Wortham,7,1,6,0
Mike Bartrum,6,2,4,0
Michael Bates,6,0,6,0
Roosevelt Blackmon,6,2,4,0
Tony Blevins,6,1,5,0
Tony Carter,6,2,4,0
Byron Chamberlain,6,3,3,0
Jason Chorak,6,1,5,1
Keith Crawford,6,1,5,0
Eric Curry,6,3,3,0
Scott Greene,6,2,4,0
James Hamilton,6,1,5,0
Ernest Jones,6,1,5,1
Randy Jordan,6,1,5,0
Lloyd Lee,6,1,5,0
Mike Lodish,6,1,5,2
Chris Mims,6,3,3,2
Brian Mitchell,6,0,6,0
Pete Monty,6,2,4,0
Riddick Parker,6,2,4,1
Tyrell Peters,6,2,4,0
Andre Purvis,6,2,4,1
Spencer Reid,6,2,4,0
Mikhael Ricks,6,0,6,0
Ron Rivers,6,2,4,0
Mike Scurlock,6,2,4,0
Kendel Shello,6,2,4,1
Robb Thomas,6,2,4,0
Jeremiah Trotter,6,0,6,0
Morris Unutoa,6,2,4,0
Jamal Williams,6,1,5,0
Stephen Alexander,5,1,4,0
Mario Bates,5,1,4,0
Michael Blair,5,2,3,0
Fabien Bownes,5,0,5,0
Corey Bradford,5,1,4,0
Reggie Brown,5,2,3,0
Willie Clark,5,0,5,0
John Copeland,5,0,5,0
Dedrick Dodge,5,1,4,0
Warrick Dunn,5,0,5,0
Chad Fann,5,1,4,0
Joey Galloway,5,0,5,0
Spencer George,5,2,3,0
Jammi German,5,1,4,0
June Henley,5,0,5,0
Rob Holmberg,5,1,4,0
Darick Holmes,5,2,3,0
Joe Horn,5,1,4,0
Freddie Jones,5,0,5,0
Lenoy Jones,5,1,4,0
Jeff Kopp,5,0,5,0
Jason Kyle,5,2,3,0
Jermaine Lewis,5,0,5,0
Jonathan Linton,5,0,5,0
Kevin Lockett,5,0,5,0
Ray Lucas,5,1,4,0
John Mangum,5,0,5,0
Sean Moran,5,1,4,0
Eric Moulds,5,0,5,0
Ed Perry,5,1,4,0
Corey Sears,5,0,5,0
Jerald Sowell,5,2,3,0
Shawn Stuckey,5,0,5,0
Ben Talley,5,3,2,0
Cordell Taylor,5,0,5,0
Chris Thomas,5,0,5,0
Adam Treu,5,1,4,0
Steve Wisniewski,5,1,4,0
James Allen,4,0,4,0
Ronnie Anderson,4,0,4,0
Leo Araguz,4,0,4,0
Brad Banta,4,0,4,0
Chris Bayne,4,0,4,0
Dorian Boose,4,1,3,0
Fred Brock,4,1,3,0
Tim Brown,4,0,4,0
Troy Brown,4,2,2,0
Mike Chalenski,4,2,2,0
Bob Christian,4,1,3,0
Greg Comella,4,1,3,0
Canute Curtis,4,1,3,0
Billy Davis,4,0,4,0
Chris Fuamatu-Ma'afala,4,1,3,0
Tarik Glenn,4,0,4,0
Tony Gonzalez,4,0,4,0
Hunter Goodwin,4,0,4,0
Marvin Harrison,4,0,4,0
Garrison Hearst,4,0,4,0
Jon Hesse,4,0,4,0
Ike Hilliard,4,0,4,0
Priest Holmes,4,2,2,0
Chris Howard,4,0,4,0
Brice Hunter,4,1,3,0
Charles Johnson,4,0,4,0
Marcus Jones,4,1,3,0
John Kasay,4,1,3,0
Tremain Mack,4,0,4,0
Chuck Osborne,4,1,3,0
Ken Oxendine,4,1,3,0
David Patten,4,0,4,0
Mike Pritchard,4,0,4,0
Leonta Rheams,4,1,3,0
Lance Scott,4,0,4,0
Mike Sellers,4,2,2,0
Danny Stubbs,4,2,2,0
Ratcliff Thomas,4,0,4,0
Rodney Thomas,4,1,3,0
Ron Warner,4,2,2,0
Alvis Whitted,4,0,4,0
Moe Williams,4,0,4,0
Derrick Alexander,3,0,3,0
Taje Allen,3,0,3,0
Mike Alstott,3,0,3,0
Kimble Anders,3,0,3,0
Mike Archie,3,1,2,0
Fred Baxter,3,1,2,0
Fred Beasley,3,1,2,0
Darren Bennett,3,0,3,0
Mitch Berger,3,0,3,0
David Binn,3,0,3,0
Kory Blackwell,3,1,2,0
Will Blackwell,3,0,3,0
Steve Broussard,3,0,3,0
Chris Calloway,3,0,3,0
