Player,KO,Yds,Ret Yds,TB,TB %,Ret,Ret Avg,OSK,OSK Rec,OOB,TD
Mitch Berger,112,7858,1979,40,35.7,71,27.9,0,0,1,4
Jason Elam,97,6338,1953,11,11.3,86,22.7,0,0,0,0
Wade Richey,94,6223,1279,27,28.7,66,19.4,1,0,0,0
Morten Andersen,90,6153,1597,20,22.2,68,23.5,1,1,0,1
Steve Christie,88,5582,1560,12,13.6,74,21.1,0,0,2,0
Ryan Longwell,88,5440,1807,7,8,74,24.4,5,3,2,2
Toby Gowin,87,5699,1274,17,19.5,69,18.5,1,0,0,0
John Hall,84,5692,1370,24,28.6,60,22.8,0,0,0,0
Craig Hentrich,84,5605,1097,29,34.5,54,20.3,1,0,0,0
Mike Hollis,82,5316,1858,5,6.1,76,24.4,0,0,1,1
Todd Peterson,79,5058,1311,9,11.4,68,19.3,1,0,1,0
Adam Vinatieri,79,4937,1335,6,7.6,71,18.8,2,0,0,0
John Kasay,75,4731,1439,5,6.7,65,22.1,3,1,2,1
Jason Hanson,73,5035,1161,24,32.9,47,24.7,1,0,1,1
Olindo Mare,72,4617,1227,13,18.1,56,21.9,3,2,0,1
Michael Husted,71,4674,1323,8,11.3,61,21.7,2,0,0,1
Brad Daluiso,67,4283,1222,15,22.4,50,24.4,1,0,1,0
Jeff Wilkins,67,4470,1008,18,26.9,45,22.4,3,1,1,0
Doug Brien,66,4199,1128,11,16.7,52,21.7,4,2,1,0
Matt Stover,65,4004,1168,5,7.7,57,20.5,1,0,2,2
John Carney,64,4185,1484,10,15.6,54,27.5,1,0,0,1
Norm Johnson,64,3721,1111,1,1.6,60,18.5,3,2,0,0
Chris Gardocki,55,3503,1177,5,9.1,48,24.5,3,0,0,1
Jeff Jaeger,54,3246,936,1,1.8,48,19.5,3,2,1,0
Joe Nedney,52,3473,812,12,23.1,37,22,1,0,3,0
Chris Boniol,48,2945,764,5,10.4,40,19.1,1,0,2,0
Lee Johnson,47,3128,886,11,23.4,35,25.3,1,0,0,0
Pete Stoyanovich,47,2817,806,2,4.3,44,18.3,1,0,0,0
Leo Araguz,44,2733,855,4,9.1,39,21.9,1,0,0,0
Louie Aguiar,31,1994,568,6,19.4,25,22.7,1,0,0,0
Cary Blanchard,29,1755,623,3,10.3,23,27.1,2,1,1,1
Brett Conway,29,1820,644,2,6.9,26,24.8,1,1,0,0
Greg Davis,25,1408,533,0,0,21,25.4,2,0,1,0
Mike Vanderjagt,19,1250,511,2,10.5,17,30.1,0,0,0,0
Chris Jacke,17,1078,326,0,0,17,19.2,0,0,0,0
Brad Costello,12,740,313,0,0,11,28.4,0,0,1,0
Todd Sauerbrun,11,707,161,3,27.3,7,23,0,0,1,0
Scott Blanton,8,505,179,0,0,8,22.4,0,0,0,0
Doug Pelfrey,4,178,0,2,50,0,0,2,0,1,0
Tom Rouen,4,216,53,0,0,3,17.7,0,0,1,0
David Akers,3,144,108,0,0,3,36,1,0,0,1
Cole Ford,3,204,78,0,0,3,26,0,0,0,0
Matt George,3,193,82,0,0,3,27.3,0,0,0,0
John Jett,3,215,35,0,0,2,17.5,0,0,1,0
Scott Player,3,182,62,1,33.3,2,31,0,0,0,0
Gary Anderson,2,108,29,0,0,2,14.5,0,0,0,0
Rick Tuten,2,110,12,0,0,2,6,0,0,0,0
Ken Walter,2,70,0,0,0,0,0,0,0,1,0
Tommy Barnhardt,1,59,10,0,0,1,10,0,0,0,0
Al Del Greco,1,67,17,0,0,1,17,0,0,0,0
Brad Maynard,1,67,12,0,0,1,12,0,0,0,0
Josh Miller,1,50,19,0,0,1,19,0,0,0,0
Reggie Roby,1,49,17,0,0,1,17,0,0,0,0
Dan Stryzinski,1,47,16,0,0,1,16,0,0,0,0
Matt Turk,1,66,15,0,0,1,15,0,0,0,0
