Player,Avg,Ret,Yds,PRet T,20+,40+,Lng,FC,FUM
Jason Belser,53,1,53,0,1,1,53,0,0
Bennie Thompson,43,1,43,0,1,1,43,0,0
Ronde Barber,23,1,23,1,1,0,23,0,0
Deion Sanders,15.6,24,375,2,6,4,69,8,1
Jacquez Green,15.1,30,453,1,7,3,95,9,4
Andre Hastings,14,22,307,0,5,1,76,17,0
Troy Brown,13.2,17,225,0,3,0,39,8,0
Mike Logan,13,2,26,0,0,0,17,0,0
Reggie Barlow,12.9,43,555,1,8,2,85,14,1
Jermaine Lewis,12.7,32,405,2,3,2,87,10,1
Terrell Buckley,12.2,29,354,0,5,0,35,3,1
Kerry Joseph,12.1,15,182,0,3,1,66,5,1
Latario Rachal,12.1,32,387,0,4,2,56,8,3
Desmond Howard,12,45,541,2,9,3,75,13,3
Tony Gaiter,11.9,13,155,0,2,1,49,6,1
O.J. McDuffie,11.8,12,141,0,1,0,39,8,0
Courtney Hawkins,11.7,15,175,0,2,1,47,8,1
Glyn Milburn,11.6,25,291,1,2,1,93,15,0
Brian Mitchell,11.5,44,506,0,5,1,47,18,2
Darrien Gordon,11.2,34,379,0,5,1,44,6,1
Kevin Smith,11,1,11,0,0,0,11,0,0
Chris Canty,10.6,16,170,0,3,0,36,7,1
Winslow Oliver,10.6,44,464,0,4,0,35,11,1
Eddie Kennison,10.4,40,415,1,7,1,71,25,3
David Palmer,10.3,28,289,0,4,2,53,18,1
Eric Guliford,10.1,10,101,0,1,1,40,7,0
Joey Galloway,10,25,251,2,3,2,74,5,0
Kevin R. Williams,10,37,369,0,3,1,73,11,2
Tamarick Vanover,9.8,27,264,0,3,0,37,11,0
James Roe,9.7,9,87,0,0,0,19,2,0
Charles Jordan,9.4,5,47,0,1,0,24,4,2
Tyrone Hughes,9.3,10,93,0,1,0,35,3,1
Aaron Bailey,9.3,19,176,0,2,0,33,4,2
Freddie Solomon,9.1,11,100,0,1,1,40,12,0
Roell Preston,9,44,398,1,4,1,71,17,5
Derrick Mayes,9,1,9,0,0,0,9,0,0
Dedric Ward,9,8,72,0,1,0,20,3,0
Tyrone Poole,8.9,12,107,0,0,0,16,6,0
R.W. McQuarters,8.6,47,406,1,5,1,72,10,3
Allen Rossum,8.5,22,187,0,2,0,25,7,3
Tim Dwight,8.5,31,263,0,1,0,23,13,1
Karl Williams,8.3,10,83,0,0,0,18,6,0
Damon Gibson,8.1,27,218,1,1,1,65,19,3
Dave Meggett,8,5,40,0,0,0,18,0,0
Stepfret Williams,8,2,16,0,0,0,10,3,0
Tim Brown,7.7,3,23,0,0,0,8,1,0
Mike Archie,7.4,7,52,0,1,0,22,6,2
Derrick Mason,7.4,31,228,0,3,0,25,11,1
Amani Toomer,7.2,35,252,0,1,0,39,22,0
Leon Johnson,7,29,203,0,1,0,23,12,2
Eric Metcalf,6.9,43,295,0,3,0,24,7,4
George Coghill,6.7,3,20,0,0,0,8,2,0
Todd Kinchen,6.3,6,38,0,0,0,9,5,0
Terry Fair,6.3,30,189,0,2,0,23,15,4
Kevin Abrams,6,2,12,0,0,0,16,1,0
Joe Horn,6,1,6,0,0,0,6,0,0
Pat Johnson,6,1,6,0,0,0,6,0,0
Will Blackwell,5.5,4,22,0,0,0,13,4,0
Chris Warren,5.5,2,11,0,0,0,6,1,0
Andre Coleman,5.3,10,53,0,0,0,12,3,1
Kevin Lockett,5.1,7,36,0,0,0,16,1,2
Danan Hughes,5,2,10,0,0,0,11,0,0
Jahine Arnold,4.8,4,19,0,0,0,8,1,0
Ray Buchanan,4,1,4,0,0,0,4,0,0
Tommie Boyd,2.8,4,11,0,0,0,3,0,0
Bill Schroeder,2.5,2,5,0,0,0,3,0,0
Kaipo McGuire,2,2,4,0,0,0,4,1,0
Kevin Mathis,1.5,2,3,0,0,0,5,1,1
Bucky Brooks,0,1,0,0,0,0,0,0,1
Scott Frost,0,1,0,0,0,0,0,0,1
Tony Horne,0,1,0,0,0,0,0,0,1
Terance Mathis,0,1,0,0,0,0,0,0,0
Randy Moss,0,1,0,0,0,0,0,2,1
Tito Paul,0,1,0,0,0,0,0,0,1
Anthony Prior,0,1,0,0,0,0,0,0,1
Mike Prior,0,1,0,0,0,0,0,4,1
Tony Richardson,0,1,0,0,0,0,0,0,0
Al Harris,-2,1,-2,0,0,0,-2,0,1
Ronnie Harris,-3,2,-6,0,0,0,0,6,2
