Player,Rec,Yds,TD,20+,40+,LNG,Rec 1st,1st%,Rec FUM,Rec YAC/R,Tgts
O.J. McDuffie,90,1050,7,8,2,61,59,65.6,0,0,0
Frank Sanders,89,1145,3,15,3,42,57,64,2,0,0
Marshall Faulk,86,908,4,12,1,78,44,51.2,0,0,0
Rod Smith,86,1222,6,12,2,58,60,69.8,0,0,0
Antonio Freeman,84,1424,14,18,7,84,59,70.2,0,0,0
Keyshawn Johnson,83,1131,10,15,1,41,60,72.3,0,0,0
Herman Moore,82,983,5,16,0,36,50,61,0,0,0
Carl Pickens,82,1023,5,15,4,67,48,58.5,2,0,0
Jerry Rice,82,1157,9,13,4,75,55,67.1,2,0,0
Tim Brown,81,1012,9,12,1,49,52,64.2,2,0,0
Cris Carter,78,1011,12,13,2,54,57,73.1,0,0,0
Jimmy Smith,78,1182,8,17,5,72,50,64.1,2,0,0
Wayne Chrebet,75,1083,8,15,4,63,60,80,0,0,0
Michael Irvin,74,1057,1,13,3,51,48,64.9,1,0,0
Frank Wycheck,70,768,2,10,0,38,37,52.9,2,0,0
Larry Centers,69,559,2,3,1,54,22,31.9,1,0,0
Raghib Ismail,69,1024,8,14,5,62,46,66.7,2,0,0
Johnnie Morton,69,1028,2,15,3,98,48,69.6,0,0,0
Randy Moss,69,1313,17,20,14,61,51,73.9,1,0,0
Muhsin Muhammad,68,941,6,9,3,72,42,61.8,2,0,0
Ben Coates,67,668,6,5,0,33,45,67.2,0,0,0
Rob Moore,67,982,5,15,2,57,43,64.2,0,0,0
Eric Moulds,67,1368,9,22,8,84,54,80.6,0,0,0
Terrell Owens,67,1097,14,17,4,79,52,77.6,1,0,0
Courtney Hawkins,66,751,1,6,2,53,39,59.1,0,0,0
Tony Martin,66,1181,6,16,4,62,56,84.8,0,0,0
Joey Galloway,65,1047,10,13,7,81,46,70.8,1,0,0
Charles Johnson,65,815,7,11,2,55,43,66.2,0,0,0
Kimble Anders,64,462,2,4,0,29,16,25,4,0,0
Bobby Engram,64,987,5,15,4,79,46,71.9,1,0,0
Amp Lee,64,667,2,9,1,44,31,48.4,2,0,0
Terance Mathis,64,1136,11,19,5,78,54,84.4,0,0,0
Ed McCaffrey,64,1053,10,19,5,48,41,64.1,1,0,0
Keenan McCardell,64,892,6,12,3,67,44,68.8,0,0,0
Shannon Sharpe,64,768,10,10,0,38,45,70.3,0,0,0
Andre Reed,63,795,5,8,2,67,49,77.8,0,0,0
J.J. Stokes,63,770,8,10,0,33,49,77.8,0,0,0
Chris Calloway,62,812,6,12,0,36,42,67.7,1,0,0
Ricky Proehl,60,771,3,13,1,47,37,61.7,0,0,0
Tony Gonzalez,59,621,2,6,0,32,33,55.9,3,0,0
Marvin Harrison,59,776,7,9,2,61,40,67.8,0,0,0
Mike Pritchard,58,742,3,8,1,50,34,58.6,1,0,0
Freddie Jones,57,602,3,6,0,28,27,47.4,1,0,0
Duce Staley,57,432,1,5,0,33,18,31.6,1,0,0
Derrick Alexander,54,992,4,20,2,65,40,74.1,0,0,0
Cameron Cleeland,54,684,6,9,1,53,37,68.5,1,0,0
Curtis Conway,54,733,3,8,3,47,36,66.7,1,0,0
Sean Dawkins,53,823,1,8,2,64,40,75.5,2,0,0
Ricky Watters,52,373,0,3,0,24,15,28.8,0,0,0
Reidel Anthony,51,708,7,6,2,79,35,68.6,0,0,0
Ike Hilliard,51,715,2,11,4,50,29,56.9,2,0,0
Darnay Scott,51,817,7,12,4,70,34,66.7,0,0,0
Terry Glenn,50,792,3,13,4,86,37,74,0,0,0
Jerome Pathon,50,511,1,1,1,45,26,52,0,0,0
Wesley Walls,49,506,5,4,0,30,32,65.3,0,0,0
Irving Fryar,48,556,2,6,2,61,32,66.7,0,0,0
Oronde Gadsden,48,713,7,14,2,50,34,70.8,2,0,0
Mark Chmura,47,554,4,5,0,25,30,63.8,1,0,0
Jeff Graham,47,600,2,6,1,45,30,63.8,0,0,0
Charlie Jones,46,699,3,9,3,56,32,69.6,0,0,0
James Jett,45,882,6,14,5,75,31,68.9,0,0,0
Torrance Small,45,681,7,11,3,53,33,73.3,0,0,0
Warrick Dunn,44,344,0,2,0,31,22,50,0,0,0
Brian Mitchell,44,306,0,1,0,24,13,29.6,0,0,0
Fred Taylor,44,421,3,4,2,78,16,36.4,0,0,0
Michael Westbrook,44,736,6,10,2,75,33,75,0,0,0
Jackie Harris,43,412,2,5,0,32,22,51.2,0,0,0
Priest Holmes,43,260,0,1,0,25,10,23.3,0,0,0
Curtis Martin,43,365,1,4,0,23,17,39.5,0,0,0
Leslie Shepherd,43,712,8,9,3,43,39,90.7,0,0,0
Bryan Still,43,605,2,5,3,67,30,69.8,0,0,0
Lamar Thomas,43,603,5,9,1,56,32,74.4,0,0,0
Tiki Barber,42,348,3,3,1,87,13,31,0,0,0
Bert Emanuel,41,636,2,10,2,62,31,75.6,0,0,0
Jermaine Lewis,41,784,6,13,6,73,28,68.3,1,0,0
Andre Rison,40,542,5,7,2,80,22,55,1,0,0
Billy Davis,39,691,3,10,4,80,28,71.8,0,0,0
Garrison Hearst,39,535,2,8,3,81,14,35.9,0,0,0
Michael Jackson,38,477,0,5,2,53,26,68.4,1,0,0
Pete Mitchell,38,363,2,4,0,38,21,55.3,0,0,0
Yancey Thigpen,38,493,3,5,1,55,20,52.6,0,0,0
Stephen Alexander,37,383,4,5,0,33,22,59.5,2,0,0
Christian Fauria,37,377,2,2,0,25,16,43.2,1,0,0
Eddie George,37,310,1,3,0,29,17,46,0,0,0
William Henderson,37,241,1,0,0,15,13,35.1,1,0,0
Barry Sanders,37,289,0,2,1,44,10,27,0,0,0
Rickey Dudley,36,549,5,12,0,32,28,77.8,1,0,0
Robert Edwards,35,331,3,4,1,46,13,37.1,0,0,0
Andrew Glover,35,522,5,10,0,36,26,74.3,0,0,0
Andre Hastings,35,455,3,4,1,89,20,57.1,0,0,0
June Henley,35,252,0,1,1,43,8,22.9,0,0,0
Eric Green,34,422,1,4,1,56,21,61.8,4,0,0
Shawn Jefferson,34,771,2,15,5,61,30,88.2,0,0,0
Jake Reed,34,474,4,6,3,56,21,61.8,0,0,0
Kevin Turner,34,232,0,0,0,18,12,35.3,1,0,0
Aaron Craver,33,214,2,2,1,49,9,27.3,0,0,0
Will Blackwell,32,297,1,3,0,24,16,50,0,0,0
Isaac Bruce,32,457,1,4,1,80,21,65.6,0,0,0
Willie Davis,32,461,3,9,0,38,23,71.9,0,0,0
Floyd Turner,32,512,5,9,3,66,26,81.2,0,0,0
Robert Brooks,31,420,3,5,0,30,26,83.9,0,0,0
Ken Dilger,31,303,1,3,0,27,16,51.6,0,0,0
Eric Metcalf,31,324,0,3,0,29,18,58.1,0,0,0
Chris Penn,31,448,3,6,0,37,24,77.4,1,0,0
Bill Schroeder,31,452,1,6,1,46,21,67.7,1,0,0
Charles Way,31,131,1,0,0,16,4,12.9,0,0,0
Kyle Brady,30,315,5,6,0,35,15,50,1,0,0
Troy Drayton,30,334,3,5,0,35,17,56.7,0,0,0
Terrell Fletcher,30,188,0,1,0,22,9,30,0,0,0
Derrick Mayes,30,394,3,7,0,33,20,66.7,1,0,0
Roosevelt Potts,30,168,2,0,0,18,6,20,1,0,0
Mikhael Ricks,30,450,2,7,0,39,20,66.7,1,0,0
Jon Ritchie,29,225,0,2,0,31,8,27.6,1,0,0
Kevin R. Williams,29,392,1,4,2,55,18,62.1,1,0,0
Jamie Asher,28,294,0,3,0,28,15,53.6,0,0,0
Edgar Bennett,28,209,0,2,0,31,7,25,1,0,0
Albert Connell,28,451,2,6,2,61,19,67.9,0,0,0
Corey Dillon,28,178,1,2,1,41,4,14.3,0,0,0
Ernie Mills,28,479,4,10,2,43,21,75,0,0,0
Robert Smith,28,291,2,3,1,67,12,42.9,0,0,0
Jamal Anderson,27,319,2,7,0,27,13,48.2,0,0,0
Eric Bieniemy,27,153,0,0,0,15,6,22.2,0,0,0
Anthony Johnson,27,242,1,3,0,38,11,40.7,1,0,0
Dorsey Levens,27,162,0,0,0,17,7,25.9,0,0,0
O.J. Santiago,27,428,5,8,1,62,20,74.1,1,0,0
Emmitt Smith,27,175,2,1,0,24,8,29.6,1,0,0
Amani Toomer,27,360,5,5,0,37,19,70.4,0,0,0
Keith Byars,26,258,3,2,0,29,15,57.7,0,0,0
Johnny McWilliams,26,284,4,3,0,26,18,69.2,0,0,0
Brian Milne,26,124,0,0,0,18,5,19.2,0,0,0
Thurman Thomas,26,220,1,5,0,26,10,38.5,0,0,0
Harvey Williams,26,173,0,0,0,15,6,23.1,1,0,0
Germane Crowell,25,464,3,7,3,68,15,60,1,0,0
Terrell Davis,25,217,2,2,0,35,12,48,1,0,0
Ty Hallock,25,166,0,0,0,16,8,32,2,0,0
Napoleon Kaufman,25,191,0,2,0,39,6,24,1,0,0
Derrick Mason,25,333,3,3,1,47,19,76,0,0,0
Ed Perry,25,255,0,3,1,46,13,52,0,0,0
Jay Riemersma,25,288,6,3,0,28,15,60,0,0,0
Irv Smith,25,266,5,3,0,25,17,68,0,0,0
Dedric Ward,25,477,4,8,2,71,22,88,0,0,0
William Floyd,24,123,1,1,0,20,6,25,0,0,0
Terry Mickens,24,346,1,7,0,32,15,62.5,0,0,0
Dave Moore,24,255,4,1,1,44,13,54.2,1,0,0
Marcus Pollard,24,309,4,4,1,44,16,66.7,0,0,0
Keith Poole,24,509,2,10,3,82,20,83.3,0,0,0
Lamar Smith,24,249,2,2,0,35,12,50,1,0,0
Troy Brown,23,346,1,5,1,52,14,60.9,0,0,0
Tony Simmons,23,474,3,8,4,63,17,73.9,0,0,0
Ryan Wetnight,23,168,2,1,0,30,8,34.8,1,0,0
Mike Alstott,22,152,1,2,0,26,7,31.8,1,0,0
Marc Edwards,22,218,2,2,1,47,10,45.4,0,0,0
Chris Gedney,22,271,1,6,0,32,12,54.6,1,0,0
Leroy Hoard,22,198,1,2,0,24,8,36.4,0,0,0
Tony McGee,22,363,1,5,1,40,17,77.3,0,0,0
Abdul-Karim al-Jabbar,21,102,0,0,0,18,3,14.3,0,0,0
Stephen Davis,21,263,2,4,0,30,13,61.9,0,0,0
Kevin Dyson,21,263,2,4,1,45,12,57.1,0,0,0
Alonzo Mayes,21,217,0,1,0,22,9,42.9,2,0,0
James McKnight,21,346,2,5,1,59,16,76.2,0,0,0
Bernie Parmalee,21,221,0,4,0,23,9,42.9,2,0,0
Freddie Solomon,21,193,1,1,0,20,13,61.9,0,0,0
Karl Williams,21,252,1,3,0,29,12,57.1,0,0,0
Russell Copeland,20,232,0,3,0,20,11,55,1,0,0
Az-Zahir Hakim,20,247,1,3,0,22,15,75,0,0,0
Darick Holmes,20,188,0,1,0,24,9,45,0,0,0
David LaFleur,20,176,2,1,0,24,11,55,1,0,0
J.T. Thomas,20,287,0,3,2,42,13,65,0,0,0
Mark Bruener,19,157,2,1,0,20,7,36.8,0,0,0
Mark Carrier,19,301,2,6,1,42,13,68.4,0,0,0
Bob Christian,19,214,1,2,0,39,12,63.2,1,0,0
Quinn Early,19,217,1,3,0,37,8,42.1,0,0,0
Charlie Garner,19,110,0,1,0,21,5,26.3,0,0,0
Sam Gash,19,165,3,1,0,20,12,63.2,0,0,0
Damon Gibson,19,258,3,3,1,76,11,57.9,0,0,0
Kevin Lockett,19,281,0,3,0,38,16,84.2,0,0,0
Tony Carter,18,166,0,1,1,49,7,38.9,0,0,0
Tyrone Davis,18,250,7,5,1,60,12,66.7,1,0,0
Jason Dunn,18,132,0,1,0,21,6,33.3,1,0,0
Patrick Jeffers,18,330,2,4,2,67,12,66.7,0,0,0
Daryl Johnston,18,60,1,0,0,9,2,11.1,0,0,0
Adrian Murrell,18,169,2,3,0,30,7,38.9,0,0,0
David Palmer,18,185,0,2,0,33,15,83.3,0,0,0
Terry Allen,17,128,0,0,0,17,6,35.3,1,0,0
Eddie Kennison,17,234,1,2,2,45,14,82.4,1,0,0
Stanley Pritchett,17,97,0,1,0,24,2,11.8,0,0,0
Donnell Bennett,16,91,1,0,0,14,6,37.5,1,0,0
Jerome Bettis,16,90,0,1,0,26,2,12.5,0,0,0
Troy Davis,16,99,0,0,0,19,3,18.8,0,0,0
Willie Green,16,194,1,2,1,50,8,50,0,0,0
Terry Kirby,16,134,0,2,0,25,7,43.8,0,0,0
Natrone Means,16,91,0,1,0,22,3,18.8,1,0,0
Ryan Thelwell,16,268,1,3,1,55,13,81.2,0,0,0
Eric Bjornson,15,218,1,4,1,43,8,53.3,0,0,0
Brian Blades,15,184,0,1,1,47,8,53.3,1,0,0
Ernie Conwell,15,105,0,0,0,13,6,40,0,0,0
E.G. Green,15,177,1,2,0,25,10,66.7,0,0,0
Howard Griffith,15,97,3,0,0,15,7,46.7,0,0,0
Matt Hatchette,15,216,0,3,0,25,13,86.7,0,0,0
Chuck Levy,15,64,0,0,0,13,4,26.7,0,0,0
Walter Rasby,15,119,1,0,0,17,7,46.7,0,0,0
Hines Ward,15,246,0,3,1,45,12,80,0,0,0
Roland Williams,15,144,1,2,0,33,9,60,0,0,0
Brett Bech,14,264,3,4,1,72,13,92.9,0,0,0
Derrick Cullors,14,146,1,1,1,43,4,28.6,0,0,0
Jacquez Green,14,251,2,3,2,64,10,71.4,0,0,0
Joe Horn,14,198,1,2,1,57,11,78.6,1,0,0
Lonnie Johnson,14,146,2,2,0,27,10,71.4,0,0,0
Chris Thomas,14,173,0,2,0,25,12,85.7,0,0,0
Tommy Vardell,14,143,1,3,0,31,6,42.9,0,0,0
Gary Brown,13,36,0,0,0,12,1,7.7,0,0,0
Howard Cross,13,90,0,1,0,22,5,38.5,2,0,0
Leon Johnson,13,222,2,3,1,82,8,61.5,0,0,0
Brian Kinchen,13,110,0,1,0,24,4,30.8,0,0,0
Ted Popson,13,90,0,0,0,17,4,30.8,0,0,0
Michael Roan,13,93,0,0,0,16,6,46.2,0,0,0
Chris Warren,13,66,1,0,0,15,6,46.2,0,0,0
Jon Witman,13,74,0,0,0,15,3,23.1,0,0,0
Greg Clark,12,124,1,1,0,23,9,75,0,0,0
Chuck Evans,12,84,0,0,0,14,1,8.3,0,0,0
Derrick Harris,12,57,2,0,0,8,3,25,0,0,0
Pat Johnson,12,159,1,2,0,35,8,66.7,0,0,0
Fred Lane,12,85,0,0,0,16,4,33.3,0,0,0
Bam Morris,12,95,0,1,0,29,1,8.3,0,0,0
Lovett Purnell,12,92,2,1,0,22,5,41.7,0,0,0
Reggie Barlow,11,168,0,4,0,31,6,54.6,0,0,0
Robert Chancey,11,102,0,0,0,15,5,45.4,0,0,0
Todd Kinchen,11,157,1,2,0,32,5,45.4,2,0,0
David Patten,11,119,1,1,0,39,8,72.7,0,0,0
Errict Rhett,11,65,0,0,0,16,2,18.2,0,0,0
David Sloan,11,146,1,2,0,33,8,72.7,0,0,0
Lamont Warren,11,44,1,0,0,12,4,36.4,0,0,0
Sherman Williams,11,104,0,1,0,30,4,36.4,0,0,0
John Avery,10,67,1,0,0,19,2,20,0,0,0
Marco Battaglia,10,47,1,0,0,16,2,20,1,0,0
Eric Guliford,10,124,0,2,0,24,6,60,0,0,0
Raymont Harris,10,68,0,0,0,12,3,30,0,0,0
James Hundon,10,112,1,0,0,17,4,40,0,0,0
Brian Kozlowski,10,103,1,1,0,25,6,60,0,0,0
Rashaan Shehee,10,73,0,0,0,14,2,20,0,0,0
Daimon Shelton,10,79,0,0,0,19,3,30,0,0,0
Jerald Sowell,10,59,0,0,0,13,3,30,1,0,0
James Thrash,10,163,1,2,0,28,7,70,0,0,0
Ray Zellars,10,50,0,0,0,14,1,10,0,0,0
David Dunn,9,87,0,1,0,24,4,44.4,0,0,0
Chris Fuamatu-Ma'afala,9,84,1,1,0,26,3,33.3,0,0,0
Travis Jervey,9,33,0,0,0,11,1,11.1,0,0,0
Joe Jurevicius,9,146,0,2,1,59,6,66.7,0,0,0
Tim Lester,9,46,0,0,0,9,0,0,0,0,0
Fred McAfee,9,27,0,0,0,11,1,11.1,0,0,0
Jerald Moore,9,60,0,0,0,14,2,22.2,0,0,0
Jeff Thomason,9,89,0,1,0,22,4,44.4,0,0,0
James Allen,8,77,1,1,0,33,3,37.5,0,0,0
Brandon Bennett,8,153,0,4,1,55,5,62.5,0,0,0
Tim Biakabutuka,8,138,1,3,1,42,5,62.5,0,0,0
Greg DeLong,8,58,0,0,0,17,2,25,0,0,0
Chris Fontenot,8,90,0,0,0,19,6,75,0,0,0
Nate Jacquet,8,122,0,2,0,29,5,62.5,0,0,0
Damon Jones,8,90,4,2,0,31,8,100,1,0,0
Jeff Ogden,8,63,0,0,0,12,1,12.5,0,0,0
James Roe,8,115,1,1,0,27,6,75,0,0,0
Webster Slaughter,8,93,0,1,0,31,6,75,0,0,0
Mack Strong,8,48,2,0,0,11,2,25,1,0,0
Larry Bowie,7,53,1,0,0,17,5,71.4,0,0,0
Vincent Brisby,7,96,2,2,0,27,6,85.7,0,0,0
Derek Brown,7,89,0,1,0,27,5,71.4,0,0,0
Henry Ellard,7,115,0,0,0,19,6,85.7,0,0,0
Willie Jackson,7,165,0,3,1,47,6,85.7,0,0,0
Deion Sanders,7,100,0,1,1,55,4,57.1,0,0,0
Brian Stablein,7,80,0,0,0,15,6,85.7,0,0,0
Tyji Armstrong,6,54,0,1,0,20,2,33.3,0,0,0
Luther Broughton,6,142,1,2,1,68,5,83.3,1,0,0
Isaac Byrd,6,71,0,0,0,18,5,83.3,0,0,0
Ki-Jana Carter,6,25,0,0,0,8,0,0,0,0,0
Carlester Crumpler,6,52,1,0,0,16,4,66.7,0,0,0
Curtis Enis,6,20,0,0,0,7,0,0,0,0,0
Robert Holcombe,6,34,0,0,0,14,2,33.3,0,0,0
Sedrick Shaw,6,30,0,0,0,11,2,33.3,0,0,0
James Stewart,6,42,1,0,0,19,4,66.7,0,0,0
Rodney Thomas,6,55,0,1,0,20,4,66.7,0,0,0
Stepfret Williams,6,81,1,0,0,19,5,83.3,0,0,0
Mike Archie,5,25,0,0,0,7,0,0,0,0,0
Fabien Bownes,5,69,1,1,1,44,3,60,0,0,0
Jay Graham,5,41,0,0,0,14,2,40,0,0,0
Lorenzo Neal,5,14,1,0,0,5,2,40,0,0,0
Chris Sanders,5,136,0,2,2,46,4,80,0,0,0
Antowain Smith,5,11,0,0,0,9,0,0,0,0,0
Alex Van Dyke,5,40,0,0,0,15,1,20,0,0,0
Tavian Banks,4,20,0,0,0,10,0,0,1,0,0
Tommie Boyd,4,52,1,0,0,19,3,75,0,0,0
Steve Broussard,4,21,0,0,0,16,1,25,0,0,0
Steve Bush,4,39,0,0,0,18,0,0,0,0,0
Kenny Bynum,4,27,0,0,0,12,0,0,0,0,0
Rae Carruth,4,59,0,1,1,47,3,75,0,0,0
Dwayne Carswell,4,51,0,0,0,15,3,75,0,0,0
Pete Chryplewicz,4,20,2,0,0,8,2,50,1,0,0
Andre Coleman,4,49,1,0,0,13,3,75,0,0,0
Wendell Davis,4,23,0,0,0,8,1,25,0,0,0
Gary Downs,4,31,0,0,0,11,1,25,0,0,0
Tim Dwight,4,94,1,3,1,44,4,100,0,0,0
Patrick Hape,4,27,0,0,0,11,1,25,1,0,0
Skip Hicks,4,23,0,0,0,9,0,0,0,0,0
Brice Hunter,4,73,1,1,1,45,3,75,0,0,0
Joey Kent,4,62,0,1,0,23,2,50,0,0,0
Glyn Milburn,4,37,0,0,0,13,2,50,0,0,0
Marcus Nash,4,76,0,2,0,31,2,50,0,0,0
Marcus Robinson,4,44,1,1,0,20,3,75,0,0,0
Ryan Yarborough,4,39,0,0,0,18,1,25,0,0,0
Richie Anderson,3,12,0,0,0,7,1,33.3,0,0,0
Fred Baxter,3,50,0,2,0,23,3,100,0,0,0
Michael Blair,3,20,0,0,0,10,2,66.7,1,0,0
Corey Bradford,3,27,0,0,0,18,2,66.7,1,0,0
John Burke,3,32,0,0,0,17,2,66.7,0,0,0
Byron Chamberlain,3,35,0,0,0,16,3,100,0,0,0
Hunter Goodwin,3,16,0,0,0,9,0,0,0,0,0
Ahman Green,3,2,0,0,0,3,0,0,0,0,0
Donald Hayes,3,62,0,1,0,35,3,100,0,0,0
Richard Huntley,3,18,0,0,0,7,0,0,0,0,0
Randy Jordan,3,2,0,0,0,2,0,0,0,0,0
Mitch Lyons,3,19,0,0,0,11,1,33.3,0,0,0
Deems May,3,7,1,0,0,5,1,33.3,0,0,0
Ron Rivers,3,58,0,1,0,38,3,100,0,0,0
Cory Schlesinger,3,16,1,0,0,8,2,66.7,0,0,0
Mike Sellers,3,18,0,0,0,8,0,0,0,0,0
Kenny Shedd,3,50,0,1,0,21,3,100,0,0,0
Kaseem Sinceno,3,42,1,1,0,22,3,100,1,0,0
Detron Smith,3,24,0,0,0,16,1,33.3,0,0,0
Iheanyi Uwaezuoke,3,67,0,2,0,35,3,100,0,0,0
Fred Brock,2,12,0,0,0,7,1,50,0,0,0
Zack Crockett,2,5,0,0,0,4,0,0,0,0,0
John Davis,2,12,1,0,0,11,2,100,0,0,0
Harold Green,2,34,0,1,0,28,1,50,0,0,0
Trent Green,2,-8,0,0,0,-8,0,0,0,0,0
Andy Haase,2,33,0,1,0,27,1,50,0,0,0
Mark Harris,2,67,0,2,1,42,2,100,0,0,0
Frank Hartley,2,28,0,0,0,17,2,100,0,0,0
Vaughn Hebron,2,5,0,0,0,3,0,0,0,0,0
Desmond Howard,2,16,0,0,0,10,2,100,0,0,0
Dietrich Jells,2,53,0,1,0,37,1,50,0,0,0
Jimmie Johnson,2,14,0,0,0,9,1,50,0,0,0
Andrew Jordan,2,9,0,0,0,8,1,50,0,0,0
Charles Jordan,2,17,0,0,0,9,0,0,0,0,0
Derek Loville,2,29,0,0,0,17,2,100,0,0,0
Roell Preston,2,23,0,0,0,13,2,100,0,0,0
Tony Richardson,2,13,0,0,0,15,0,0,0,0,0
Tremayne Stephens,2,9,0,0,0,5,1,50,0,0,0
Robb Thomas,2,63,1,1,1,50,1,50,0,0,0
Corey Walker,2,35,0,1,0,33,1,50,0,0,0
Chris Walsh,2,46,0,2,0,25,2,100,0,0,0
Alvis Whitted,2,61,0,1,1,55,1,50,0,0,0
Brian Alford,1,11,0,0,0,11,0,0,0,0,0
Ronnie Anderson,1,8,0,0,0,8,0,0,0,0,0
Justin Armour,1,23,0,1,0,23,1,100,0,0,0
James Atkins,1,0,0,0,0,0,0,0,0,0,0
Brad Banta,1,7,0,0,0,7,1,100,0,0,0
Mario Bates,1,14,0,0,0,14,1,100,0,0,0
Fred Beasley,1,11,0,0,0,11,1,100,0,0,0
Harold Bishop,1,4,0,0,0,4,0,0,0,0,0
Chris Chandler,1,22,0,1,0,22,1,100,0,0,0
Hayward Clay,1,27,0,1,0,27,1,100,0,0,0
Kerry Collins,1,-11,0,0,0,-11,0,0,0,0,0
Greg Comella,1,3,0,0,0,3,0,0,0,0,0
Randall Cunningham,1,-3,0,0,0,-3,0,0,0,0,0
Keith Elias,1,11,0,0,0,11,0,0,0,0,0
John Elway,1,14,0,0,0,14,1,100,0,0,0
John Farquhar,1,13,0,0,0,13,1,100,0,0,0
John Flannery,1,2,0,0,0,2,0,0,0,0,0
Chris Floyd,1,6,0,0,0,6,0,0,0,0,0
James Folston,1,-1,0,0,0,-1,0,0,0,0,0
Kent Graham,1,16,0,0,0,16,1,100,0,0,0
Scott Greene,1,2,0,0,0,2,0,0,0,0,0
Ronnie Harris,1,14,0,0,0,14,1,100,0,0,0
Craig Heyward,1,9,0,0,0,9,0,0,0,0,0
Greg Hill,1,6,0,0,0,6,0,0,0,0,0
Chris Howard,1,3,0,0,0,3,0,0,0,0,0
Danan Hughes,1,10,0,0,0,10,1,100,0,0,0
Tony Johnson,1,8,0,0,0,8,1,100,0,0,0
George Jones,1,9,0,0,0,9,0,0,0,0,0
Jonathan Linton,1,10,0,0,0,10,0,0,0,0,0
