Team,FF,FR,FR TD
Vikings,18,7,2
Broncos,14,12,1
Steelers,14,8,1
Eagles,13,7,0
Bills,12,9,0
Colts,12,6,1
Ravens,11,8,0
Texans,11,7,0
Chiefs,11,8,1
Giants,11,7,0
Jets,11,7,1
Bears,10,4,0
Jaguars,10,9,0
Seahawks,10,7,0
Falcons,9,6,0
Browns,9,7,1
Cowboys,9,4,1
Titans,9,5,0
Dolphins,9,5,0
Chargers,9,9,0
Buccaneers,9,7,0
Bengals,8,7,0
Commanders,8,7,0
Lions,7,4,0
Packers,7,7,1
Raiders,7,4,0
Patriots,7,5,0
49ers,7,6,0
Rams,6,4,0
Cardinals,6,5,1
Saints,4,6,0
Panthers,2,2,0
