Player,Rush Yds,Att,TD,20+,40+,Lng,Rush 1st,Rush 1st%,Rush FUM
Curtis Martin,1697,371,12,7,0,25,90,24.3,2
Shaun Alexander,1696,353,16,15,2,44,77,21.8,5
Corey Dillon,1635,345,12,8,1,44,81,23.5,4
Edgerrin James,1548,334,9,6,1,40,73,21.9,6
Tiki Barber,1518,322,13,11,3,72,77,23.9,5
Rudi Johnson,1454,361,12,7,1,52,73,20.2,4
LaDainian Tomlinson,1335,339,17,6,1,42,68,20.1,5
Clinton Portis,1315,343,5,5,1,64,65,19,5
Reuben Droughns,1240,275,6,8,2,51,69,25.1,5
Fred Taylor,1224,260,2,9,2,46,48,18.5,3
Domanick Williams,1188,302,13,5,2,44,56,18.5,2
Ahman Green,1163,259,7,6,1,90,55,21.2,6
Kevin Jones,1133,241,5,11,2,74,57,23.6,2
Willis McGahee,1128,284,13,10,1,41,64,22.5,3
Warrick Dunn,1106,265,9,5,1,60,46,17.4,3
Deuce McAllister,1074,269,9,5,1,71,53,19.7,5
Chris Brown,1067,220,6,5,1,52,40,18.2,6
Jamal Lewis,1006,235,7,5,2,75,47,20,2
Thomas Jones,948,240,7,2,1,54,49,20.4,2
Jerome Bettis,941,250,13,3,0,29,50,20,1
Emmitt Smith,937,267,9,4,0,29,41,15.4,4
Michael Pittman,926,219,7,2,2,78,41,18.7,5
Mike Vick,902,120,3,10,3,58,49,40.8,3
Priest Holmes,892,196,14,3,0,33,56,28.6,4
Duce Staley,830,192,1,3,0,38,38,19.8,3
Kevan Barlow,822,244,7,5,1,60,44,18,2
Nick Goings,821,217,6,3,1,57,39,18,1
Julius Jones,819,197,7,4,1,53,44,22.3,3
Brian Westbrook,812,177,3,7,2,50,38,21.5,0
Marshall Faulk,774,195,3,2,1,40,45,23.1,1
Lee Suggs,744,199,2,3,0,39,38,19.1,6
Chester Taylor,714,160,2,3,1,47,35,21.9,1
Steven Jackson,673,134,4,5,2,48,37,27.6,1
William Green,585,163,2,4,1,46,30,18.4,3
Larry Johnson,581,120,9,4,2,46,34,28.3,0
Onterrio Smith,544,124,2,4,0,38,18,14.5,2
Derrick Blaylock,539,118,8,3,0,24,34,28.8,0
Sammy Morris,523,132,6,2,0,35,31,23.5,1
T.J. Duckett,509,104,8,6,0,35,30,28.8,2
Antowain Smith,509,137,4,2,1,43,22,16.1,2
LaMont Jordan,479,93,2,3,0,33,27,29,0
Eddie George,432,132,4,2,0,24,27,20.4,2
Amos Zereoue,425,112,3,1,1,55,20,17.9,1
Dorsey Levens,410,94,4,1,1,45,24,25.5,0
Daunte Culpepper,406,88,2,0,0,16,32,36.4,5
Anthony Thomas,404,122,2,2,1,41,16,13.1,1
Tatum Bell,396,75,3,2,0,29,18,24,0
Jesse Chatman,392,65,3,5,2,52,18,27.7,1
Travis Minor,388,109,3,2,0,34,21,19.3,0
Mewelde Moore,379,65,0,2,0,33,16,24.6,0
Ladell Betts,371,90,1,2,0,27,19,21.1,0
Maurice Hicks,362,96,2,2,0,35,19,19.8,3
Najeh Davenport,359,71,2,3,1,40,16,22.5,0
Tyrone Wheatley,327,85,4,2,1,60,25,29.4,0
Travis Henry,326,94,0,0,0,19,17,18.1,0
Quentin Griffin,311,85,2,2,1,47,13,15.3,2
David Carr,299,73,0,2,0,24,24,32.9,5
Jonathan Wells,299,82,3,0,0,14,16,19.5,1
Troy Hambrick,283,63,1,3,1,62,12,19,0
Michael Bennett,276,70,1,1,0,25,14,20,1
Verron Haynes,272,55,0,0,0,18,17,30.9,0
Shawn Bryson,264,50,0,3,0,28,15,30,0
Kevin Faulk,255,54,2,1,0,20,14,25.9,0
DeShaun Foster,255,59,2,1,1,71,13,22,0
Dominic Rhodes,254,53,1,1,1,55,16,30.2,1
Richie Anderson,246,57,1,2,0,27,11,19.3,1
Brad Hoover,246,68,0,0,0,16,13,19.1,0
Aaron Stecker,244,58,2,3,1,42,10,17.2,1
Zack Crockett,232,48,2,2,1,47,12,25,0
Mike Alstott,230,67,2,1,0,32,20,29.8,1
Tony Fisher,224,65,0,1,0,24,17,26.2,0
Donovan McNabb,220,41,3,2,0,28,12,29.3,2
Jake Plummer,202,62,1,1,0,22,13,21,6
Kyle Boller,189,53,1,0,0,19,9,17,4
Willie Parker,186,32,0,2,1,58,8,25,0
Ron Dayne,179,52,1,0,0,15,10,19.2,0
Joey Harrington,175,48,0,0,0,17,9,18.8,1
Artose Pinner,174,57,2,0,0,14,10,17.5,0
Aaron Brooks,173,58,4,0,0,15,14,24.1,6
Jeff Garcia,169,35,2,1,0,21,15,42.9,3
LaBrandon Toefield,169,51,0,0,0,16,7,13.7,0
Shaud Williams,167,42,2,2,0,27,8,19,0
Greg Jones,162,62,3,0,0,12,14,22.6,1
Kenny Watson,161,26,0,1,0,25,8,30.8,2
Moe Williams,161,30,3,1,1,49,13,43.3,0
Byron Leftwich,148,39,2,0,0,17,7,18,0
Ben Roethlisberger,144,56,1,2,0,20,12,21.4,1
Leonard Henry,141,46,0,1,1,53,5,10.9,1
Patrick Pass,141,39,0,0,0,19,6,15.4,0
Mack Strong,131,36,0,0,0,11,13,36.1,2
ReShard Lee,128,27,1,0,0,14,8,29.6,0
Steve McNair,128,23,1,1,0,23,11,47.8,2
Justin Fargas,126,35,1,0,0,15,9,25.7,0
Maurice Morris,126,30,0,0,0,12,9,30,0
Chad Pennington,126,34,1,0,0,16,12,35.3,2
Obafemi Ayanbadejo,122,30,3,1,0,23,9,30,0
J.R. Redmond,119,21,0,0,0,18,5,23.8,2
Josh McCown,112,36,2,0,0,12,9,25,1
Charlie Garner,111,30,0,1,0,25,3,10,0
Michael Turner,104,20,0,2,0,30,4,20,0
Terry Jackson,101,26,0,0,0,13,4,15.4,2
Stephen Davis,92,24,0,0,0,12,5,20.8,0
Reno Mahe,91,23,0,1,0,22,6,26.1,0
Mike Cloud,90,21,3,1,0,26,8,38.1,0
Matt Hasselbeck,90,27,1,0,0,19,5,18.5,2
Marc Bulger,89,19,3,0,0,19,7,36.8,0
Josh Scobey,89,27,0,0,0,10,7,25.9,0
Drew Brees,85,53,2,1,0,22,18,34,3
Lee Evans,85,5,0,2,1,48,4,80,0
Trent Green,85,25,0,0,0,13,4,16,1
Jamel White,82,27,0,0,0,16,2,7.4,0
Garrison Hearst,81,20,1,0,0,11,8,40,0
James Jackson,81,12,0,1,0,38,2,16.7,0
Chris Chambers,76,9,0,1,0,24,4,44.4,1
Larry Croom,76,29,0,1,0,20,3,10.3,0
David Garrard,76,12,1,0,0,12,5,41.7,0
Bobby Wade,76,12,0,0,0,14,5,41.7,0
Joe Burns,73,20,0,1,0,21,2,10,0
Earnest Graham,73,13,0,0,0,13,2,15.4,0
Jake Delhomme,71,25,1,0,0,13,9,36,3
Jamal Robertson,71,16,1,0,0,16,6,37.5,2
Chris Fuamatu-Ma'afala,69,20,1,0,0,10,7,35,0
Lamar Gordon,64,35,0,0,0,11,1,2.9,1
Arlen Harris,63,20,0,0,0,14,3,15,0
Mark Brunell,62,19,0,1,0,21,2,10.5,2
Robert Holcombe,62,17,0,1,0,20,3,17.6,0
Jay Fiedler,59,12,0,1,0,26,3,25,1
Dante Hall,56,8,0,0,0,17,2,25,0
Tony Richardson,56,12,0,0,0,13,3,25,0
Tim Rattay,55,12,0,0,0,15,4,33.3,1
Tim Dwight,54,4,0,1,1,48,1,25,0
Fred McAfee,54,2,0,1,1,53,1,50,0
Eric McCoo,54,9,0,0,0,12,3,33.3,0
Brock Forsey,53,19,0,0,0,15,2,10.5,1
Joey Harris,53,15,0,0,0,19,3,20,0
Lorenzo Neal,53,16,0,0,0,8,11,68.8,1
Eric Parker,53,4,0,2,0,38,2,50,0
T.J. Houshmandzadeh,51,6,0,0,0,16,2,33.3,0
Cedric Cobbs,50,22,0,0,0,13,3,13.6,1
Billy Volek,50,11,1,0,0,14,5,45.4,0
Nate Burleson,49,6,0,0,0,11,4,66.7,0
Rex Grossman,48,11,1,0,0,8,4,36.4,0
Musa Smith,48,12,0,0,0,13,4,33.3,0
Tony Hollings,47,11,0,0,0,13,2,18.2,0
Carson Palmer,47,18,1,0,0,14,4,22.2,0
Reche Caldwell,45,4,0,1,0,20,2,50,0
Johnnie Morton,43,7,0,0,0,14,3,42.9,1
Jon Kitna,42,10,0,0,0,15,2,20,1
Thomas Tapeh,42,12,0,0,0,10,3,25,0
Walter Williams,42,6,0,1,0,28,1,16.7,0
Craig Krenzel,41,18,0,0,0,12,4,22.2,2
Troy Fleming,40,7,0,0,0,13,2,28.6,0
Doug Flutie,39,5,2,1,0,20,4,80,0
Justin Griffith,39,9,0,0,0,10,2,22.2,0
Chad Johnson,39,4,0,0,0,18,1,25,0
Peyton Manning,38,25,0,0,0,19,4,16,1
Vinny Testaverde,38,21,1,0,0,10,2,9.5,3
Drew Bledsoe,37,22,0,0,0,17,3,13.6,6
Donte' Stallworth,37,6,0,1,0,26,1,16.7,0
Antonio Chatman,36,4,0,0,0,18,1,25,1
Kerry Collins,36,16,0,0,0,8,3,18.8,3
Brett Favre,36,16,0,0,0,17,2,12.5,1
Alan Ricard,36,10,0,0,0,14,3,30,0
Eli Manning,35,6,0,0,0,15,2,33.3,1
Jonathan Quinn,35,3,0,1,0,23,2,66.7,0
Ike Hilliard,34,3,0,0,0,17,2,66.7,0
Peerless Price,34,3,0,0,0,16,1,33.3,0
Antwaan Randle El,34,8,0,0,0,12,1,12.5,0
Dexter Coakley,33,1,0,1,0,33,1,100,0
Rod Smith,33,5,0,0,0,14,2,40,0
Darius Watts,33,5,0,0,0,10,2,40,0
