Player,Avg,Ret,Yds,KRet TD,20+,40+,Lng,FC,FUM
Antonio Brown,66,1,66,0,1,1,66,0,0
Jimmy Wyrick,58,1,58,0,1,1,58,0,0
DeAngelo Hall,48,1,48,0,1,1,48,0,0
Eddie Kennison,36,1,36,0,1,0,36,0,0
Alvis Whitted,36,1,36,0,1,0,36,0,0
Cecil Sapp,34,1,34,0,1,0,34,0,0
Justin Griffith,31,1,31,0,1,0,31,0,0
Jonathan Smith,28,1,28,0,1,0,28,0,0
Jerricho Cotchery,27.8,13,362,1,9,1,94,0,0
Derrick Ward,27.2,16,436,1,12,2,92,0,1
Sammy Morris,27,1,27,0,1,0,27,0,0
Willie Ponder,26.9,36,967,1,27,1,91,0,1
Eddie Drummond,26.6,41,1092,2,23,5,99,0,0
Terrence McGee,26.4,52,1370,3,30,5,104,0,2
Torrie Cox,26.2,33,866,0,24,5,59,0,0
Aaron Stecker,26.1,18,469,1,10,2,98,0,0
Frank Murphy,26,8,208,0,7,1,54,0,0
Nate Burleson,25.5,2,51,0,2,0,29,0,0
Dante Hall,25.3,68,1718,2,40,6,97,0,1
Lamont Brightful,25.2,5,126,0,4,0,32,0,0
Antwaan Randle El,25.1,21,527,0,16,1,41,0,0
Robert Ferguson,25,21,526,0,11,2,71,0,1
Bethel Johnson,24.8,41,1016,1,27,3,93,0,1
Dominic Rhodes,24.8,48,1188,1,32,2,88,0,1
Jamel White,24.8,4,99,0,2,1,44,0,0
Reuben Droughns,24.6,14,344,0,9,1,48,0,0
Tim Dwight,24.4,50,1222,1,38,2,87,0,0
Jamal Robertson,23.9,31,740,0,20,1,49,0,1
Michael L. Lewis,23.8,51,1215,1,29,3,96,0,1
ReShard Lee,23.5,41,964,0,25,3,62,0,0
Wes Welker,23.2,61,1415,1,43,1,95,0,1
Jamall Broussard,23.1,24,555,0,12,2,49,0,1
J.R. Reed,23.1,33,761,0,18,3,66,0,0
Chris Hetherington,23,1,23,0,1,0,23,0,0
Tony Hollings,23,1,23,0,1,0,23,0,0
