Player,Pass Yds,Yds/Att,Att,Cmp,Cmp %,TD,INT,Rate,1st,1st%,20+,40+,Lng,Sck,SckY
Brian Moorman,24,8,3,1,33.3,0,0,63.2,1,33.3,1,0,24,0,0
Emmitt Smith,21,21,1,1,100,1,0,158.3,1,100,1,0,21,0,0
Ahman Green,20,20,1,1,100,1,0,158.3,1,100,1,0,20,0,0
Tony Banks,16,8,2,1,50,0,0,77.1,1,50,0,0,16,0,0
Clinton Portis,15,7.5,2,1,50,1,0,114.6,1,50,0,0,15,0,0
Jerome Bettis,10,10,1,1,100,1,0,147.9,1,100,0,0,10,0,0
Craig Hentrich,10,2.5,4,2,50,0,0,56.2,1,25,0,0,6,0,0
Antwaan Randle El,10,10,1,1,100,1,0,147.9,1,100,0,0,10,0,0
Tony Fisher,8,8,1,1,100,1,0,139.6,1,100,0,0,8,0,0
Adam Vinatieri,4,4,1,1,100,1,0,122.9,1,100,0,0,4,0,0
Rodney Peete,3,3,1,1,100,0,0,79.2,0,0,0,0,3,0,0
Mike Bartrum,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Isaac Bruce,0,0,2,0,0,0,0,39.6,0,0,0,0,0,0,0
Patrick Crayton,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Ronald Curry,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Adimchinobe Echemandu,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Paul Edinger,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Jeff Feagles,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Larry Fitzgerald,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
Gus Frerotte,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Jabar Gaffney,0,0,3,0,0,0,0,39.6,0,0,0,0,0,0,0
Rod Gardner,0,0,3,0,0,0,0,39.6,0,0,0,0,0,0,0
Terry Glenn,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Randy Hymes,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Frisman Jackson,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Keyshawn Johnson,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
LaMont Jordan,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Mat McBriar,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Keenan McCardell,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Mewelde Moore,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Sammy Morris,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9
Ricky Proehl,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Jeff Saturday,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Mike Scifres,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Steve Smith,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Brian St. Pierre,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
LaBrandon Toefield,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
Brian Westbrook,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
Jeff Wilkins,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Roy Williams,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
