Player,FGM,Att,FG %,1-19 > A-M,20-29 > A-M,30-39 > A-M,40-49 > A-M,50-59 > A-M,60+ > A-M,Lng,FG Blk
Adam Vinatieri,31,33,93.9,0/0,13/13,7/7,11/12,0/1,0/0,48,0
Jason Elam,29,34,85.3,0/0,10/10,7/8,9/12,3/4,0/0,52,1
Matt Stover,29,32,90.6,2/2,9/9,7/8,9/10,2/3,0/0,50,1
Jeff Reed,28,33,84.8,1/1,8/9,12/13,5/8,2/2,0/0,51,0
David Akers,27,32,84.4,0/0,4/4,6/7,15/18,2/3,0/0,51,0
Shayne Graham,27,31,87.1,0/0,7/7,10/12,7/8,3/4,0/0,53,0
Sebastian Janikowski,25,28,89.3,1/1,7/7,7/8,8/10,2/2,0/0,52,0
Doug Brien,24,29,82.8,0/0,9/10,4/6,10/11,1/2,0/0,53,1
Phil Dawson,24,29,82.8,0/0,11/11,6/8,6/9,1/1,0/0,50,0
Jason Hanson,24,28,85.7,0/0,9/9,10/11,5/8,0/0,0/0,48,0
Rian Lindell,24,28,85.7,0/0,13/14,10/11,1/3,0/0,0/0,43,0
Ryan Longwell,24,28,85.7,0/0,8/8,8/9,6/8,2/3,0/0,53,0
Josh Scobee,24,31,77.4,0/0,10/10,8/11,5/7,1/2,0/1,53,0
Josh Brown,23,25,92,1/1,7/7,8/9,6/7,1/1,0/0,54,0
John Carney,22,27,81.5,0/0,3/3,12/15,5/6,2/3,0/0,53,1
Steve Christie,22,28,78.6,1/1,8/8,6/8,4/7,3/4,0/0,53,2
Neil Rackers,22,29,75.9,0/0,6/6,5/7,6/7,5/8,0/1,55,0
Billy Cundiff,20,26,76.9,1/1,6/6,4/4,9/13,0/2,0/0,49,0
Nate Kaeding,20,25,80,1/1,9/11,2/2,5/6,3/5,0/0,53,0
Mike Vanderjagt,20,25,80,0/0,6/6,9/11,5/7,0/1,0/0,47,0
John Kasay,19,22,86.4,0/0,11/11,4/4,1/2,3/4,0/1,54,1
Jeff Wilkins,19,24,79.2,0/0,7/7,5/6,3/6,4/5,0/0,53,0
Morten Andersen,18,22,81.8,1/1,8/8,5/7,4/6,0/0,0/0,48,0
Jay Feely,18,23,78.3,1/1,7/7,7/9,3/6,0/0,0/0,47,0
Todd Peterson,18,22,81.8,1/1,3/3,7/8,5/6,2/4,0/0,51,0
Gary Anderson,17,22,77.3,0/0,4/5,4/4,9/12,0/1,0/0,45,3
Kris Brown,17,24,70.8,0/0,7/7,3/5,6/9,1/3,0/0,50,2
Lawrence Tynes,17,23,73.9,0/0,5/5,7/8,3/6,2/4,0/0,50,1
Paul Edinger,15,24,62.5,0/0,6/7,2/5,4/7,3/5,0/0,53,1
Olindo Mare,12,16,75,0/0,1/2,6/7,3/4,2/3,0/0,51,0
Martin Gramatica,11,19,57.9,0/0,6/7,3/6,1/5,1/1,0/0,53,1
John Hall,8,11,72.7,1/1,3/3,3/3,1/3,0/1,0/0,46,0
Ola Kimrin,6,10,60,0/0,3/3,2/3,1/3,0/1,0/0,41,0
Jeff Chandler,5,8,62.5,0/0,4/4,0/2,1/1,0/1,0/0,49,1
Jay Taylor,4,5,80,0/0,0/0,2/3,1/1,1/1,0/0,50,0
Matt Bryant,3,4,75,0/0,1/1,0/0,2/3,0/0,0/0,47,0
Bill Gramatica,3,3,100,0/0,2/2,1/1,0/0,0/0,0/0,30,0
Aaron Elling,1,2,50,0/0,1/1,0/1,0/0,0/0,0/0,22,0
Craig Hentrich,1,3,33.3,0/0,0/0,0/0,0/0,1/3,0/0,50,1
Todd Sauerbrun,1,1,100,0/0,0/0,1/1,0/0,0/0,0/0,34,0
Wes Welker,1,1,100,0/0,1/1,0/0,0/0,0/0,0/0,29,0
