Player,INT,INT TD,INT Yds,Lng
Ed Reed,9,1,358,106
Tory James,8,0,66,23
Nate Clements,6,1,77,35
Andre Dyson,6,0,135,44
Chris Gamble,6,0,15,13
Ken Lucas,6,1,46,25
Dunta Robinson,6,0,146,61
Michael Boulware,5,1,69,63
Jerametrius Butler,5,0,15,10
Donovin Darius,5,0,80,37
Donnie Edwards,5,1,49,30
Aaron Glenn,5,0,40,23
Rashean Mathis,5,0,42,21
Mike McKenzie,5,0,19,14
Troy Polamalu,5,1,58,26
Lito Sheppard,5,2,172,101
Takeo Spikes,5,2,122,62
Shawn Springs,5,0,117,38
Marcus Trufant,5,0,141,58
Nathan Vasher,5,1,177,71
Jerry Azumah,4,1,128,70
Aaron Beasley,4,0,115,85
Dre' Bly,4,1,107,55
Erik Coleman,4,0,43,37
Jason David,4,1,36,34
Brian Dawkins,4,0,40,32
James Farrior,4,1,113,41
Drayton Florence,4,0,54,40
Arturo Freeman,4,0,59,47
Ken Hamlin,4,0,48,24
Anthony Henry,4,0,83,51
Brian Kelly,4,0,101,75
Sammy Knight,4,0,32,32
David Macklin,4,0,18,16
Ricky Manning,4,0,46,30
Terence Newman,4,0,31,21
Deltha O'Neal,4,1,60,31
Tony Parrish,4,0,64,26
Darren Sharper,4,2,97,43
Patrick Surtain,4,0,2,2
Sean Taylor,4,0,85,45
Lamont Thompson,4,1,77,37
Deshea Townsend,4,1,54,39
Eric Warfield,4,1,49,43
Greg Wesley,4,0,92,65
Eugene Wilson,4,0,51,24
Will Witherspoon,4,0,48,25
Brent Alexander,3,0,3,2
Ashley Ambrose,3,0,19,19
Champ Bailey,3,0,0,0
Ronde Barber,3,0,23,23
Colin Branch,3,0,79,76
Keith Brooking,3,0,41,27
Troy Brown,3,0,22,17
Tedy Bruschi,3,0,70,36
Phillip Buchanon,3,1,69,37
Terrell Buckley,3,0,30,18
Andra Davis,3,0,35,30
Demarcus Faggins,3,1,47,43
Nick Harper,3,0,12,12
Brock Marion,3,0,43,24
Terrence McGee,3,0,21,21
Dat Nguyen,3,0,19,19
Deion Sanders,3,1,87,48
Dwight Smith,3,0,13,13
Fred Smoot,3,0,17,17
Duane Starks,3,1,46,41
Jonathan Vilma,3,1,58,38
Chad Williams,3,1,156,94
Madieu Williams,3,1,51,51
Adrian Wilson,3,0,62,27
Gibril Wilson,3,0,39,39
Jerry Wilson,3,0,12,12
Antoine Winfield,3,0,89,56
Kailee Wong,3,0,0,0
Donnie Abraham,2,1,66,66
David Barrett,2,0,14,14
Gary Brackett,2,0,2,2
Fakhir Brown,2,0,0,0
Sheldon Brown,2,0,33,33
Keith Bulluck,2,0,25,25
Marcus Coleman,2,1,116,102
