Player,KO,Yds,Ret Yds,TB,TB %,Ret,Ret Avg,OSK,OSK Rec,OOB,TD
Lawrence Tynes,94,5688,1908,7,7.4,85,22.4,2,1,0,0
Adam Vinatieri,94,5921,2003,6,6.4,86,23.3,0,0,1,1
Nate Kaeding,89,5435,1831,2,2.2,82,22.3,0,0,5,2
David Akers,86,5579,1693,12,14,73,23.2,0,0,0,0
Jeff Reed,84,5218,1595,7,8.3,74,21.6,0,0,3,1
Rian Lindell,83,4835,1406,3,3.6,77,18.3,3,1,1,0
Ryan Longwell,83,4862,1594,2,2.4,79,20.2,3,0,0,0
Josh Brown,82,5037,1659,5,6.1,76,21.8,1,0,1,0
Shayne Graham,82,4961,1546,2,2.4,79,19.6,1,0,0,0
Toby Gowin,76,4790,1499,7,9.2,69,21.7,0,0,0,1
Sebastian Janikowski,76,4871,1458,12,15.8,62,23.5,1,0,0,0
Jay Feely,73,4657,1100,13,17.8,55,20,3,2,3,1
Craig Hentrich,73,4206,1290,3,4.1,65,19.8,4,3,0,0
Steve Christie,71,4094,1278,2,2.8,66,19.4,2,1,1,0
Jason Hanson,71,4568,1021,14,19.7,53,19.3,2,0,2,0
Neil Rackers,70,4722,1017,23,32.9,46,22.1,0,0,1,1
Jeff Wilkins,70,4449,1680,3,4.3,66,25.4,0,0,1,1
Kris Brown,69,4402,1348,9,13,58,23.2,1,0,1,1
Phil Dawson,69,4172,1336,5,7.2,59,22.6,4,1,1,1
Billy Cundiff,67,4134,1083,3,4.5,62,17.5,1,1,1,0
Martin Gramatica,67,4121,1240,7,10.4,57,21.8,1,0,2,0
Josh Scobee,62,4042,995,11,17.7,50,19.9,0,0,1,0
Micah Knorr,61,3928,1049,15,24.6,45,23.3,1,1,0,0
Todd Peterson,61,3441,1119,1,1.6,56,20,3,0,1,0
Jason Baker,57,3526,1192,3,5.3,51,23.4,0,0,3,1
Paul Edinger,56,3285,1149,0,0,53,21.7,2,0,1,0
John Kasay,56,3355,1139,2,3.6,52,21.9,1,0,1,0
Wade Richey,53,3343,1036,7,13.2,43,24.1,0,0,3,2
Olindo Mare,44,2844,751,11,25,32,23.5,0,0,1,1
John Carney,42,2622,862,0,0,40,21.6,2,0,0,0
Aaron Elling,39,2482,897,0,0,38,23.6,1,0,0,0
Jose Cortez,38,2430,892,4,10.5,33,27,0,0,1,1
Mitch Berger,37,2420,848,1,2.7,34,24.9,0,0,2,0
Mike Vanderjagt,32,1858,631,0,0,31,20.4,0,0,1,0
John Hall,30,1823,668,1,3.3,29,23,0,0,0,1
Matt Stover,23,1441,457,2,8.7,21,21.8,0,0,0,0
Todd Sauerbrun,21,1146,338,1,4.8,17,19.9,2,0,1,0
Jay Taylor,21,1198,496,0,0,20,24.8,1,0,0,1
Matt Bryant,18,1121,347,0,0,18,19.3,0,0,0,0
Ola Kimrin,17,906,260,0,0,13,20,2,0,2,0
Jeff Chandler,14,871,280,0,0,14,20,0,0,0,0
Hunter Smith,9,492,146,1,11.1,7,20.9,0,0,1,0
Morten Andersen,8,433,167,0,0,7,23.9,1,0,0,0
Bill Gramatica,6,398,96,1,16.7,5,19.2,0,0,0,0
Doug Brien,3,199,58,0,0,3,19.3,0,0,0,0
Wes Welker,3,158,40,0,0,2,20,0,0,0,0
Mike Scifres,2,72,15,0,0,1,15,1,0,0,0
Chad Stanley,2,104,38,0,0,2,19,0,0,0,0
Darren Bennett,1,62,12,0,0,1,12,0,0,0,0
Jason Elam,1,18,36,0,0,1,36,1,0,0,0
Nick Harris,1,64,37,0,0,1,37,0,0,0,0
Donnie Jones,1,54,18,0,0,1,18,0,0,0,0
Kyle Larson,1,53,27,0,0,1,27,0,0,0,0
Brad Maynard,1,52,11,0,0,1,11,0,0,0,0
Chris Mohr,1,52,17,0,0,1,17,0,0,0,0
Tom Tupa,1,47,15,0,0,1,15,0,0,0,0
Dave Zastudil,1,54,16,0,0,1,16,0,0,0,0
