Player,Rec,Yds,TD,20+,40+,LNG,Rec 1st,1st%,Rec FUM,Rec YAC/R,Tgts
Tony Gonzalez,102,1258,7,19,0,32,69,67.6,0,413,148
Derrick Mason,96,1168,7,12,0,37,67,69.8,0,258,158
Chad Johnson,95,1274,9,17,5,53,63,66.3,1,265,168
Torry Holt,94,1372,10,21,4,75,58,61.7,3,314,137
Joe Horn,94,1399,11,22,4,57,73,77.7,0,192,153
Muhsin Muhammad,93,1405,16,24,3,51,74,79.6,2,293,158
Laveranues Coles,90,950,1,10,1,45,52,57.8,1,331,168
Isaac Bruce,89,1292,6,20,1,56,64,71.9,5,343,147
Javon Walker,89,1382,12,19,7,79,63,70.8,2,331,144
Eric Moulds,88,1043,5,12,2,49,53,60.2,1,316,153
Darrell Jackson,87,1199,7,16,2,56,59,67.8,2,415,156
Jason Witten,87,980,6,13,1,42,44,50.6,2,333,122
Marvin Harrison,86,1113,15,16,3,59,63,73.3,1,228,139
Donald Driver,84,1208,9,16,4,50,59,70.2,1,242,137
Eric Johnson,82,825,2,4,0,25,45,54.9,1,223,117
Antonio Gates,81,964,13,14,1,72,55,67.9,0,326,114
Drew Bennett,80,1247,11,20,5,48,62,77.5,2,279,143
Michael Clayton,80,1193,7,19,4,75,56,70,0,511,122
Hines Ward,80,1004,4,15,2,58,52,65,1,389,109
Andre Johnson,79,1142,6,18,3,54,53,67.1,1,484,138
Rod Smith,79,1144,7,14,3,85,52,65.8,1,408,136
Terrell Owens,77,1200,14,20,9,59,51,66.2,2,391,128
Reggie Wayne,77,1210,12,19,5,71,59,76.6,0,292,115
Jimmy Smith,74,1172,6,19,4,65,52,70.3,2,192,137
T.J. Houshmandzadeh,73,978,4,15,2,62,49,67.1,0,330,109
Randy McMichael,73,791,4,9,1,42,42,57.5,2,372,119
Brian Westbrook,73,703,6,7,3,50,30,41.1,1,629,87
Jermaine Wiggins,71,705,4,9,0,39,33,46.5,1,357,92
Keyshawn Johnson,70,981,6,15,0,39,53,75.7,1,183,124
Chris Chambers,69,898,7,8,3,76,46,66.7,0,255,137
Nate Burleson,68,1006,9,14,4,68,50,73.5,0,455,102
Domanick Williams,68,588,1,1,0,38,27,39.7,2,518,84
Brandon Stokley,68,1077,10,20,2,69,53,77.9,1,403,102
Jerry Porter,64,998,9,17,5,52,47,73.4,2,201,136
Eddie Kennison,62,1086,8,18,6,70,47,75.8,1,297,106
Jeremy Shockey,61,666,6,10,0,38,32,52.5,1,237,97
Antonio Bryant,58,812,4,9,3,55,37,63.8,1,252,99
Larry Fitzgerald,58,780,8,15,1,48,36,62.1,1,180,116
Donte' Stallworth,58,767,5,13,1,45,35,60.3,0,272,106
Anquan Boldin,56,623,1,6,0,31,32,57.1,1,159,103
David Givens,56,874,3,13,3,50,47,83.9,0,175,105
Thomas Jones,56,427,0,4,1,45,16,28.6,0,409,72
Justin McCareins,56,770,4,10,1,43,43,76.8,1,135,90
Johnnie Morton,55,795,3,10,1,52,38,69.1,1,119,79
Dennis Northcutt,55,806,2,12,7,58,25,45.4,0,194,94
Ashley Lelie,54,1084,7,21,5,58,40,74.1,0,194,102
Roy Williams,54,817,8,15,2,46,34,63,1,279,118
LaDainian Tomlinson,53,441,1,3,3,74,16,30.2,1,502,66
Tiki Barber,52,578,2,8,3,62,18,34.6,0,549,79
Rod Gardner,51,650,5,7,3,51,30,58.8,0,134,106
Edgerrin James,51,483,0,3,1,56,20,39.2,0,420,60
Amani Toomer,51,747,0,8,3,48,39,76.5,1,155,107
Marty Booker,50,638,1,8,1,45,30,60,0,172,105
Ronald Curry,50,679,6,11,2,63,32,64,1,299,71
Troy Edwards,50,533,1,5,0,36,25,50,2,145,79
Marshall Faulk,50,310,1,2,0,25,12,24,1,372,65
Ike Hilliard,49,437,0,2,1,43,22,44.9,3,240,82
Bryant Johnson,49,537,1,5,1,40,29,59.2,1,155,102
Randy Moss,49,767,13,11,6,82,43,87.8,1,196,86
Alge Crumpler,48,774,6,17,2,49,32,66.7,1,284,74
Lee Evans,48,843,9,12,6,69,38,79.2,1,190,75
Keary Colbert,47,754,5,14,4,63,31,66,1,176,92
Eric Parker,47,690,4,8,2,79,32,68.1,1,128,71
Marcus Robinson,47,657,8,11,3,50,31,66,1,110,80
Cedrick Wilson,47,641,3,6,0,39,35,74.5,0,137,85
Nick Goings,45,394,1,4,0,37,18,40,0,275,62
Freddie Jones,45,426,2,4,1,40,16,35.6,0,173,75
Santana Moss,45,838,5,13,6,69,35,77.8,0,240,78
Peerless Price,45,575,3,8,2,50,28,62.2,0,93,106
Jerald Sowell,45,342,1,3,0,34,14,31.1,1,308,59
Shawn Bryson,44,322,0,3,0,30,12,27.3,1,278,56
David Patten,44,800,7,15,4,48,37,84.1,0,140,95
Brandon Lloyd,43,565,6,6,1,52,26,60.5,0,84,90
Antwaan Randle El,43,601,3,10,0,39,29,67.4,3,197,63
David Terrell,42,699,1,12,2,63,35,83.3,0,164,90
Bobby Wade,42,481,0,5,1,40,23,54.8,2,147,89
Stephen Alexander,41,377,1,2,0,30,21,51.2,0,130,76
Jabar Gaffney,41,632,2,12,1,69,34,82.9,0,208,68
Curtis Martin,41,245,2,1,0,22,12,29.3,0,292,49
Michael Pittman,41,391,3,5,2,68,12,29.3,1,314,65
Ahman Green,40,275,1,3,1,48,17,42.5,1,318,51
Clinton Portis,40,235,2,0,0,18,10,25,0,167,57
Ken Dilger,39,345,3,3,1,45,15,38.5,0,155,55
Amos Zereoue,39,284,0,0,0,13,11,28.2,0,324,48
Curtis Conway,38,403,3,4,0,37,23,60.5,0,96,75
Tony Fisher,38,277,2,2,0,25,13,34.2,1,239,44
Chris Cooley,37,314,6,3,0,31,23,62.2,0,116,62
Shaun McDonald,37,494,3,9,1,52,23,62.2,1,124,68
Bobby Engram,36,499,2,6,1,60,25,69.4,1,212,53
Todd Pinkston,36,676,1,7,6,80,24,66.7,0,190,63
Jeb Putzier,36,572,2,10,0,39,27,75,0,262,57
Onterrio Smith,36,394,2,4,1,63,22,61.1,0,366,44
Fred Taylor,36,345,1,2,1,64,17,47.2,0,287,58
Kevan Barlow,35,212,0,0,0,15,11,31.4,0,224,45
Deion Branch,35,454,4,6,0,26,27,77.1,0,147,51
Plaxico Burress,35,698,5,13,4,48,31,88.6,1,86,60
Kevin Johnson,35,373,1,6,0,35,19,54.3,1,91,61
Bubba Franks,34,361,7,3,0,29,20,58.8,0,127,50
William Henderson,34,239,3,3,0,38,15,44.1,0,198,40
Kris Mangum,34,323,3,2,0,26,17,50,0,144,58
Deuce McAllister,34,228,0,1,0,20,5,14.7,0,221,48
Jerome Pathon,34,581,1,11,0,38,23,67.6,1,143,67
Ricky Proehl,34,497,0,10,0,34,25,73.5,0,78,70
L.J. Smith,34,377,5,6,0,31,21,61.8,0,186,54
Travis Taylor,34,421,0,7,1,47,21,61.8,1,94,80
Doug Gabriel,33,551,2,8,2,58,26,78.8,0,111,79
Joey Galloway,33,416,5,7,0,36,25,75.8,0,103,53
Ben Troupe,33,329,1,3,0,33,13,39.4,2,166,54
Boo Williams,33,362,2,4,0,22,18,54.6,2,98,75
Kevin Curtis,32,421,2,5,1,41,18,56.2,1,111,50
Reuben Droughns,32,241,2,1,0,23,14,43.8,0,241,44
J.R. Redmond,32,233,0,1,0,22,7,21.9,0,173,50
Wayne Chrebet,31,397,1,6,0,35,20,64.5,0,74,54
Az-Zahir Hakim,31,533,3,9,0,39,24,77.4,0,230,57
Keenan McCardell,31,393,1,6,0,31,19,61.3,0,79,57
Quincy Morgan,31,404,3,4,2,53,19,61.3,1,62,68
Koren Robinson,31,495,2,10,0,33,23,74.2,0,159,67
Jerramy Stevens,31,349,3,5,0,32,19,61.3,0,104,47
Kelley Washington,31,378,3,4,0,28,19,61.3,0,69,51
Darius Watts,31,385,1,3,0,28,19,61.3,1,129,53
Daniel Graham,30,364,7,6,1,48,20,66.7,0,138,48
Jerry Rice,30,429,3,5,1,56,21,70,0,86,63
Chester Taylor,30,184,0,1,0,23,10,33.3,0,191,38
Dez White,30,370,2,4,1,54,15,50,0,75,56
Mike Alstott,29,202,0,1,0,20,11,37.9,1,161,41
Derick Armstrong,29,415,1,7,1,44,21,72.4,0,99,39
Warrick Dunn,29,294,0,2,2,59,9,31,0,325,39
Chad Lewis,29,267,3,1,0,21,16,55.2,0,74,46
Marcus Pollard,29,309,6,3,0,31,17,58.6,0,117,41
Aaron Stecker,29,174,0,1,0,26,8,27.6,0,192,38
Steve Heiden,28,287,5,4,0,30,14,50,1,178,42
Kevin Jones,28,180,1,2,0,34,8,28.6,0,214,41
Patrick Pass,28,215,0,1,0,22,7,25,1,195,32
Tai Streets,28,260,1,3,0,22,13,46.4,0,35,56
LaBrandon Toefield,28,151,1,0,0,16,13,46.4,1,142,34
Corey Bradford,27,399,3,4,1,47,20,74.1,0,85,54
Todd Heap,27,303,3,4,0,37,17,63,0,88,44
Doug Jolley,27,313,2,3,0,34,14,51.8,0,125,49
Joe Jurevicius,27,333,2,5,1,42,15,55.6,0,111,37
Mewelde Moore,27,238,0,4,0,26,8,29.6,0,230,32
Reggie Williams,27,268,1,1,0,26,14,51.8,1,58,54
Richie Anderson,26,207,0,1,0,28,7,26.9,0,159,41
Kevin Faulk,26,248,1,2,0,31,14,53.8,1,171,30
Randy Hymes,26,323,2,4,1,57,17,65.4,0,121,48
Aaron Shea,26,252,4,2,0,35,13,50,0,126,48
Derrick Blaylock,25,246,1,2,0,30,10,40,0,248,36
Dallas Clark,25,423,5,7,3,80,18,72,2,210,39
Dante Hall,25,230,0,1,0,22,15,60,0,94,38
Erron Kinney,25,193,3,1,0,21,14,56,0,70,30
Shad Meier,25,127,2,1,0,29,6,24,1,52,36
Kenny Watson,25,171,1,1,0,21,8,32,0,149,35
Daniel Wilcox,25,219,1,2,0,20,12,48,1,88,35
Tim Brown,24,200,1,1,0,21,8,33.3,2,33,31
Desmond Clark,24,282,1,4,0,31,14,58.3,1,84,49
Robert Ferguson,24,367,1,8,1,48,18,75,0,52,49
Terry Glenn,24,400,2,7,1,48,16,66.7,0,65,37
Clarence Moore,24,293,4,2,1,52,18,75,0,54,58
Shaun Alexander,23,170,4,1,0,24,9,39.1,0,198,38
Brian Finneran,23,258,2,3,0,26,16,69.6,1,75,33
Itula Mili,23,240,1,1,0,20,14,60.9,0,111,36
Derrius Thompson,23,359,4,6,0,36,18,78.3,0,75,49
Dwayne Carswell,22,198,1,1,0,20,10,45.4,0,94,37
Antonio Chatman,22,246,1,1,0,21,15,68.2,0,56,45
Justin Griffith,22,220,1,2,1,62,11,50,0,217,32
Larry Johnson,22,278,2,3,1,40,13,59.1,0,237,29
Willis McGahee,22,169,0,0,0,16,8,36.4,1,202,36
Freddie Mitchell,22,377,2,8,2,60,18,81.8,0,67,44
Sammy Morris,22,124,0,1,0,24,5,22.7,0,132,28
Antowain Smith,22,169,0,1,0,31,7,31.8,0,170,26
Michael Bennett,21,207,1,2,0,38,6,28.6,0,224,23
Brad Hoover,21,161,2,1,0,34,7,33.3,0,111,32
Terry Jackson,21,139,0,1,0,22,5,23.8,1,123,29
Matt Schobel,21,201,4,1,1,76,10,47.6,1,110,33
Mack Strong,21,99,0,0,0,13,8,38.1,0,90,32
Moe Williams,21,233,1,2,0,28,10,47.6,0,162,27
Eddie Berlin,20,278,1,4,0,31,14,70,0,80,41
Chris Brown,20,147,0,1,0,21,6,30,0,152,33
Terry Jones,20,152,1,0,0,19,7,35,0,82,29
Lee Suggs,20,178,1,1,1,59,6,30,0,118,37
Obafemi Ayanbadejo,19,171,1,1,0,21,9,47.4,1,131,25
Kelly Campbell,19,364,1,7,4,61,14,73.7,0,118,32
Troy Fleming,19,164,2,2,0,37,8,42.1,0,124,28
Priest Holmes,19,187,1,3,1,52,7,36.8,0,229,25
Steven Jackson,19,189,0,4,0,28,6,31.6,0,225,24
Tony Richardson,19,118,0,1,0,22,4,21,0,97,26
Ernest Wilford,19,271,2,4,1,46,11,57.9,0,70,35
Chris Baker,18,182,4,1,0,23,12,66.7,1,75,29
Reche Caldwell,18,310,3,4,2,58,8,44.4,1,92,29
Verron Haynes,18,142,2,2,0,26,8,44.4,0,125,23
Josh Scobey,18,191,0,3,1,42,8,44.4,0,197,21
Reggie Swinton,18,213,1,4,0,28,11,61.1,0,92,31
Karl Williams,18,197,0,3,0,33,10,55.6,0,49,30
Troy Brown,17,184,1,2,0,22,11,64.7,0,56,29
Mark Campbell,17,203,5,2,0,27,11,64.7,1,66,30
Jason Dunn,17,120,3,0,0,17,8,47.1,0,62,25
Julius Jones,17,109,0,1,0,37,6,35.3,0,132,26
Greg Lewis,17,183,0,3,0,25,10,58.8,0,46,37
Billy Miller,17,178,1,2,0,27,11,64.7,1,63,33
Daimon Shelton,17,114,0,1,0,24,6,35.3,0,100,24
Anthony Thomas,17,132,0,1,0,30,5,29.4,0,145,23
James Thrash,17,203,0,2,0,31,10,58.8,0,66,21
Zack Crockett,16,87,0,0,0,11,4,25,0,58,20
Andre Davis,16,416,2,7,3,99,14,87.5,0,126,35
Christian Fauria,16,195,2,3,0,25,9,56.2,0,76,20
Maurice Hicks,16,154,0,0,0,19,9,56.2,0,148,25
Taylor Jacobs,16,178,0,2,1,45,9,56.2,0,69,27
Jeremi Johnson,16,53,1,0,0,9,2,12.5,0,38,18
Josh Reed,16,153,0,1,0,20,8,50,0,43,36
Bernard Berrian,15,225,2,3,1,49,8,53.3,0,28,44
Ladell Betts,15,108,0,1,0,20,4,26.7,0,54,25
Corey Dillon,15,103,1,1,0,20,3,20,1,121,21
Jim Finn,15,112,0,0,0,15,5,33.3,0,90,18
Bryan Gilmore,15,206,1,3,0,37,10,66.7,0,48,34
Chris Horn,15,178,1,1,0,30,10,66.7,0,64,27
Rudi Johnson,15,84,0,1,0,30,2,13.3,0,80,28
LaMont Jordan,15,112,0,2,0,25,7,46.7,0,112,16
Reggie Kelly,15,85,0,0,0,14,5,33.3,0,22,22
Charles Lee,15,207,0,3,0,35,10,66.7,1,62,22
Brandon Manumaleuna,15,174,1,4,1,48,7,46.7,0,64,21
Kassim Osgood,15,308,2,6,1,65,13,86.7,0,88,33
Emmitt Smith,15,105,0,0,0,18,3,20,0,86,20
Tyrone Wheatley,15,78,0,1,0,20,3,20,0,90,15
Kyle Brady,14,103,1,1,0,21,6,42.9,0,38,24
William Green,14,84,0,0,0,17,3,21.4,0,119,22
Bryan Johnson,14,55,2,0,0,14,4,28.6,0,36,25
Reno Mahe,14,123,0,2,0,30,2,14.3,0,114,16
Todd Yoder,14,157,0,2,1,56,6,42.9,0,79,22
Courtney Anderson,13,175,1,4,0,28,6,46.2,0,41,21
Anthony Becht,13,100,1,0,0,19,8,61.5,0,59,28
Lamar Gordon,13,74,0,1,0,20,2,15.4,0,49,19
Frisman Jackson,13,168,0,3,0,24,8,61.5,0,36,19
Donald Lee,13,110,1,0,0,15,6,46.2,2,49,20
Dane Looker,13,183,0,1,0,29,7,53.8,1,37,25
Jason McKie,13,70,2,0,0,15,4,30.8,0,40,17
Travis Minor,13,75,0,1,0,20,2,15.4,0,74,27
Lorenzo Neal,13,66,0,0,0,12,1,7.7,0,57,19
Mike Seidman,13,123,2,1,0,27,8,61.5,0,39,13
Tim Carter,12,182,1,3,0,38,10,83.3,0,26,18
Patrick Crayton,12,162,1,2,0,39,7,58.3,0,51,15
Justin Gage,12,156,0,3,0,32,7,58.3,0,23,28
Will Heller,12,98,1,1,0,22,5,41.7,1,51,16
Sam Aiken,11,148,0,2,1,54,6,54.6,0,28,18
