Player,Avg,Ret,Yds,PRet T,20+,40+,Lng,FC,FUM
Aaron Moorehead,34,1,34,0,1,0,34,0,0
Charlie Adams,21,2,42,0,1,0,39,1,0
Lito Sheppard,21,2,42,0,1,0,39,5,0
Jonathan Smith,17.4,9,157,1,3,2,70,0,0
Keenan Howry,16.5,2,33,0,1,0,21,3,0
Eddie Drummond,13.2,24,316,2,7,2,83,8,0
Ricardo Colclough,13,1,13,0,0,0,13,0,0
Allen Rossum,12.4,37,457,1,7,2,75,14,2
Keiwan Ratliff,12.2,17,207,0,2,2,49,5,2
Dennis Northcutt,12,36,432,0,6,1,44,12,2
Bobby Engram,11.8,10,118,0,1,1,48,19,0
Michael L. Lewis,11.2,34,382,0,6,2,53,11,0
Wes Welker,10.8,43,464,0,7,1,71,12,3
Dexter Wynn,10.8,18,194,0,2,1,40,7,1
Cedrick Wilson,10.5,2,21,0,0,0,13,1,0
B.J. Sams,10.4,55,575,2,6,3,78,12,4
Rod Smith,10.1,22,223,0,4,0,30,8,3
Dante Hall,10.1,23,232,0,4,1,46,17,0
P.J. Fleck,10,1,10,0,0,0,10,0,0
Lamont Brightful,9.9,9,89,0,1,0,36,2,3
R.W. McQuarters,9.9,44,435,1,7,1,75,13,4
Jermaine Lewis,9.9,23,227,0,1,1,50,7,1
David Allen,9.6,15,144,0,2,0,32,2,2
Lance Frazier,9.5,24,229,0,2,1,55,9,2
Nate Clements,9.3,35,327,1,5,2,86,10,3
Darren Sharper,9,1,9,0,0,0,9,0,0
Antonio Brown,8.9,10,89,0,1,0,39,2,1
Eric Parker,8.8,27,237,0,2,0,32,10,4
Troy Edwards,8.7,3,26,0,0,0,14,1,0
Arnaz Battle,8.6,31,266,1,2,1,71,20,2
J.J. Moses,8.6,36,309,0,3,0,27,13,1
Nate Burleson,8.6,25,214,1,2,1,91,9,1
James Thrash,8.5,19,162,0,1,1,43,8,0
Patrick Crayton,8.5,4,34,0,0,0,17,1,0
Santana Moss,8.3,27,225,0,3,1,46,7,1
Antwaan Randle El,8.3,42,347,0,6,2,60,13,2
Deion Sanders,8.2,5,41,0,1,0,23,0,0
Dedric Ward,8.1,14,114,0,0,0,13,6,1
Tim Brown,8,6,48,0,0,0,14,12,0
T.J. Houshmandzadeh,8,11,88,0,2,0,28,7,0
Rashean Mathis,8,1,8,0,0,0,8,0,0
Kris Richard,7.8,4,31,0,0,0,14,3,0
Chris Gamble,7.7,9,69,0,0,0,16,2,1
Antonio Chatman,7.7,32,245,0,2,0,28,27,1
Triandos Luke,7.1,19,135,0,1,0,21,8,1
Joey Galloway,7.1,20,142,1,1,1,59,8,3
Mewelde Moore,7,4,28,0,0,0,17,1,0
Josh Reed,7,1,7,0,0,0,7,0,0
Brian Westbrook,7,2,14,0,0,0,14,0,0
Troy Brown,6.9,12,83,0,2,0,23,3,1
Karl Williams,6.8,42,286,0,2,0,38,12,3
Mark Jones,6.7,34,227,0,3,0,29,11,1
Kevin Faulk,6.6,20,133,0,0,0,16,11,1
Ike Hilliard,6.5,4,26,0,0,0,15,0,0
Terence Newman,6.5,2,13,0,0,0,7,0,0
Reggie Swinton,6.5,16,104,0,0,0,18,9,1
Justin McCareins,6.3,14,88,0,1,0,26,6,2
Jason David,6.2,8,50,0,0,0,13,4,0
Chad Morton,6.2,13,80,0,0,0,14,12,0
Duane Starks,6.1,7,43,0,0,0,15,1,0
Eugene Baker,6.1,8,49,0,0,0,18,3,0
Tim Dwight,6,1,6,0,0,0,6,5,0
Ryan Hannam,6,1,6,0,0,0,6,0,0
Julian Peterson,6,1,6,0,0,0,6,0,1
Michael Waddell,6,9,54,0,0,0,18,3,3
Brad Pyatt,5.9,8,47,0,0,0,13,5,0
Phillip Buchanon,5.8,21,121,0,0,0,18,7,2
Reno Mahe,5.7,19,109,0,1,0,25,8,1
Troy Walters,5.7,7,40,0,0,0,14,6,0
Aaron Glenn,5.5,4,22,0,0,0,18,0,2
Bernard Berrian,5,2,10,0,0,0,12,2,0
Verron Haynes,5,1,5,0,0,0,5,0,0
Maurice Morris,5,15,75,0,1,0,22,4,0
Shaun McDonald,4.8,30,143,0,2,0,39,18,3
Deltha O'Neal,4.7,7,33,0,0,0,17,6,0
Jamall Broussard,4.3,10,43,0,0,0,13,8,1
Artrell Hawkins,4,1,4,0,0,0,4,0,0
Charles Woodson,4,1,4,0,0,0,4,0,0
Derrick Mason,3.9,24,93,0,0,0,13,12,2
Eddie Berlin,3.7,7,26,0,0,0,13,1,0
Doug Gabriel,3.5,2,7,0,0,0,7,2,0
Bill Schroeder,3.5,6,21,0,0,0,12,1,2
Tyrone Poole,3,2,6,0,0,0,6,0,1
Michael Clayton,2,1,2,0,0,0,2,1,1
Bethel Johnson,2,4,8,0,0,0,6,1,1
Donte' Stallworth,1,6,6,0,0,0,4,1,0
Deion Branch,0,1,0,0,0,0,0,0,1
Drayton Florence,0,1,0,0,0,0,0,0,1
Randall Gay,0,1,0,0,0,0,0,0,1
Shaunard Harts,0,1,0,0,0,0,0,0,0
Shaud Williams,0,1,0,0,0,0,0,0,1
