Player,Avg,Ret,Yds,KRet TD,20+,40+,Lng,FC,FUM
,34.0,1,34,0,1,0,34,0,0
,31.0,2,62,0,1,1,43,0,0
,30.3,3,91,0,3,0,34,0,0
,27.5,2,55,0,2,0,30,0,0
,27.5,2,55,0,2,0,28,0,0
,23.0,2,46,0,1,0,28,0,0
,23.0,1,23,0,1,0,23,0,0
,22.5,2,45,0,1,0,27,0,0
,22.0,5,110,0,3,0,27,0,1
,21.0,1,21,0,1,0,21,0,0
,21.0,4,84,0,2,0,33,0,0
,20.0,1,20,0,1,0,20,0,0
,19.0,1,19,0,0,0,19,0,0
,18.0,1,18,0,0,0,18,0,0
,16.0,1,16,0,0,0,16,0,0
,15.0,1,15,0,0,0,15,0,0
,11.0,1,11,0,0,0,11,0,0
,8.0,1,8,0,0,0,8,0,0
