Team,FF,FR,FR TD
Vikings,21,15,2
Seahawks,21,16,3
Jaguars,20,15,1
Chiefs,20,13,1
Patriots,20,13,0
Dolphins,19,17,2
Saints,19,15,1
Oilers,18,17,2
Redskins,18,14,1
Lions,17,8,2
Colts,17,13,2
Giants,17,17,0
Jets,17,7,0
Steelers,17,13,1
49ers,17,16,2
Broncos,16,13,2
Bears,15,17,0
Raiders,15,12,2
Falcons,14,10,0
Ravens,14,11,0
Bills,13,7,0
Eagles,13,12,1
Panthers,12,11,0
Cowboys,12,12,2
Rams,12,14,1
Bengals,11,10,1
Buccaneers,11,13,0
Packers,10,11,3
Cardinals,9,5,0
Chargers,9,11,2
