Team,FR TD,SFTY,INT TD
Packers,3,0,3
Seahawks,3,1,1
Cowboys,2,0,1
Broncos,2,0,5
Lions,2,1,3
Oilers,2,0,2
Colts,2,1,2
Raiders,2,1,1
Dolphins,2,0,0
Vikings,2,0,0
Chargers,2,0,3
49ers,2,0,1
Bengals,1,0,0
Jaguars,1,0,0
Chiefs,1,3,4
Rams,1,0,1
Saints,1,0,0
Eagles,1,0,1
Steelers,1,0,0
Redskins,1,0,3
Falcons,0,0,0
Ravens,0,1,1
Bills,0,1,0
Panthers,0,1,0
Bears,0,1,0
Patriots,0,1,4
Giants,0,1,4
Jets,0,0,4
Cardinals,0,0,3
Buccaneers,0,0,0
