Team,3rd Att,3rd Md,4th Att,4th Md,Rec 1st,Rec 1st%,Rush 1st,Rush 1st%,Scrm Plys
Falcons,0,0,0,0,150,59.8,126,25.2,1033
Bills,0,0,0,0,147,61,83,17.5,842
Bears,0,0,0,0,98,50.3,140,22.3,1031
Bengals,0,0,0,0,131,57.5,138,24.6,1050
Browns,0,0,0,0,189,65.4,125,24.8,1024
Cowboys,0,0,0,0,195,67.9,122,21.1,1122
Broncos,0,0,0,0,149,57.3,130,24.8,1045
Lions,0,0,0,0,131,60.1,85,19.3,943
Packers,0,0,0,0,133,55.4,121,25,920
Oilers,0,0,0,0,100,51.3,149,24.2,1036
Colts,0,0,0,0,158,50.5,97,18.8,1118
Chiefs,0,0,0,0,91,47.9,122,21.4,971
Rams,0,0,0,0,138,57,134,22.6,1088
Raiders,0,0,0,0,191,61.4,102,20.8,1040
Dolphins,0,0,0,0,140,59.6,126,22.5,1009
Vikings,0,0,0,0,168,53.3,112,23,1090
Patriots,0,0,0,0,159,67.1,132,21.8,1052
Saints,0,0,0,0,135,52.5,160,29,997
Giants,0,0,0,0,111,58.4,82,16.5,958
Jets,0,0,0,0,126,66.3,153,24.1,1033
Eagles,0,0,0,0,150,71.8,122,21.5,948
Cardinals,0,0,0,0,136,54.8,145,25.6,1099
Steelers,0,0,0,0,179,65.8,141,25.1,1081
Chargers,0,0,0,0,192,56.8,114,23.7,1054
49ers,0,0,0,0,200,55.4,120,25,1099
Seahawks,0,0,0,0,171,58.6,121,24.2,1045
Buccaneers,0,0,0,0,137,74.9,107,17.6,1055
Redskins,0,0,0,0,144,61.3,126,20.7,1044
