Team,Rec,Yds,Yds/Rec,TD,20+,40+,Lng,Rec 1st,Rec 1st%,Rec FUM
Vikings,382,4567,12,27,54,13,63T,342,89.5,8
Chargers,368,4873,13.2,34,74,11,67,420,114.1,9
Browns,348,4339,12.5,21,63,8,62T,385,110.6,8
Bengals,332,4200,12.6,30,53,10,74,417,125.6,10
49ers,328,3766,11.5,20,52,10,78,354,107.9,6
Falcons,311,3986,12.8,30,61,10,70T,353,113.5,11
Seahawks,307,3727,12.1,21,48,8,80,320,104.2,4
Redskins,307,3743,12.2,19,53,6,79T,342,111.4,1
Broncos,289,3992,13.8,27,56,10,95,356,123.2,6
Packers,286,3576,12.5,24,58,7,75,313,109.4,2
Jets,283,3279,11.6,26,32,6,49,322,113.8,3
Dolphins,271,3385,12.5,18,48,14,69,293,108.1,1
Raiders,267,3356,12.6,18,42,6,66,293,109.7,7
Colts,265,3379,12.8,21,49,7,67,319,120.4,3
Oilers,258,3119,12.1,21,47,10,71,242,93.8,6
Eagles,258,3249,12.6,25,52,5,85,302,117,6
Patriots,254,3904,15.4,17,65,13,76,335,131.9,6
Bills,253,3661,14.5,25,59,8,67,315,124.5,7
Cardinals,253,3269,12.9,15,45,7,75,261,103.2,6
Giants,251,3009,12,16,43,4,80,233,92.8,6
Steelers,247,3457,14,25,59,8,90,297,120.2,7
Cowboys,241,3414,14.2,24,55,10,73,317,131.5,6
Buccaneers,239,3565,14.9,20,46,13,84,291,121.8,6
Saints,238,2778,11.7,8,35,5,55,227,95.4,5
Rams,235,3008,12.8,15,43,7,67T,260,110.6,5
Lions,228,3475,15.2,18,53,13,94,265,116.2,2
Chiefs,224,2917,13,12,39,9,64,228,101.8,5
Bears,222,2728,12.3,14,33,6,85,243,109.5,9
