Team,FGM,Att,FG %,1-19 > A-M,20-29 > A-M,30-39 > A-M,40-49 > A-M,50-59 > A-M,60+ > A-M,Lng,FG Blk
Bears,32,36,88.9,0_0,6_6,16_14,14_12,0_0,0_0,49,1
Rams,32,37,86.5,1_1,11_11,6_6,16_11,0_0,0_0,53,0
Lions,29,33,87.9,1_1,12_12,6_6,8_7,1_1,0_0,53,0
49ers,29,35,82.9,2_2,12_11,10_8,9_7,0_0,0_0,51,1
Ravens,28,30,93.3,0_0,13_12,9_9,7_6,0_0,0_0,52,0
Cardinals,28,37,75.7,0_0,11_11,9_9,10_7,0_0,0_0,50,0
Broncos,27,29,93.1,0_0,10_10,10_10,8_6,0_0,0_0,51,0
Packers,26,35,74.3,0_0,12_11,9_6,11_8,0_0,0_0,54,2
Colts,26,29,89.7,1_1,4_4,13_12,10_9,0_0,0_0,48,0
Jaguars,26,32,81.2,0_0,6_5,7_7,18_14,0_0,0_0,48,0
Dolphins,26,36,72.2,0_0,10_10,8_6,12_9,0_0,0_0,52,2
Chargers,26,29,89.7,0_0,7_7,12_11,9_7,0_0,0_0,54,0
Bengals,25,30,83.3,0_0,9_9,9_8,8_6,0_0,0_0,51,0
Seahawks,25,31,80.6,0_0,10_10,7_5,9_7,0_0,0_0,54,3
Panthers,24,27,88.9,2_2,6_6,4_4,8_8,0_0,0_0,54,0
Chiefs,24,31,77.4,1_1,10_10,6_4,10_7,0_0,0_0,53,1
Jets,24,27,88.9,1_1,7_7,12_10,4_4,0_0,0_0,54,0
Falcons,23,32,71.9,0_0,9_8,10_7,9_7,0_0,0_0,51,4
Bills,23,25,92,0_0,8_8,5_5,10_8,0_0,0_0,53,0
Saints,23,26,88.5,1_1,9_9,8_7,6_5,0_0,0_0,51,0
Giants,23,27,85.2,0_0,7_7,11_10,8_6,0_0,0_0,47,0
Titans,22,28,78.6,0_0,11_10,7_7,8_4,0_0,0_0,60,1
Redskins,22,30,73.3,0_0,5_5,12_10,11_6,0_0,0_0,52,0
Browns,21,29,72.4,0_0,6_5,10_9,12_6,0_0,0_0,51,1
Vikings,21,25,84,2_2,7_7,8_8,6_4,0_0,0_0,49,1
Cowboys,20,28,71.4,0_0,8_7,10_8,9_4,0_0,0_0,50,1
Patriots,20,26,76.9,0_0,11_10,10_7,4_2,0_0,0_0,52,2
Steelers,20,27,74.1,1_1,7_6,11_8,7_4,0_0,0_0,50,2
Texans,19,25,76,1_1,4_4,5_3,13_11,0_0,0_0,49,0
Raiders,18,25,72,1_1,3_2,11_9,3_3,1_0,0_0,55,0
Eagles,18,23,78.3,0_0,10_9,5_3,8_6,0_0,0_0,47,0
Buccaneers,17,22,77.3,0_0,8_8,3_3,9_5,0_0,0_0,62,0
