Player,Rec,Yds,TD,20+,40+,LNG,Rec 1st,1st%,Rec FUM,Rec YAC/R,Tgts
Dwight Clark,60,913,5,14,4,51,42,70,1,0,0
Kellen Winslow,54,721,6,14,1,40,35,64.8,1,0,0
James Wilder,53,466,1,4,0,32,24,45.3,2,0,0
Wes Chandler,49,1032,9,28,4,66,44,89.8,0,0,0
Cris Collinsworth,49,700,1,9,2,50,36,73.5,0,0,0
Ozzie Newsome,49,633,3,9,1,54,31,63.3,0,0,0
Dan Ross,47,508,3,3,0,28,28,59.6,1,0,0
William Andrews,42,503,2,6,3,86,19,45.2,1,0,0
Todd Christensen,42,510,4,3,1,50,29,69,2,0,0
Henry Marshall,40,549,3,7,1,44,24,60,0,0,0
Wesley Walker,39,620,6,8,3,56,27,69.2,0,0,0
Marcus Allen,38,401,3,4,1,51,18,47.4,0,0,0
Wendell Tyler,38,375,4,4,1,40,20,52.6,3,0,0
Jeff Moore,37,405,4,4,2,55,17,46,1,0,0
Rick Parros,37,259,2,1,0,24,14,37.8,0,0,0
Dave Casper,36,573,6,11,0,38,27,75,1,0,0
Charlie Joiner,36,545,0,6,1,43,34,94.4,1,0,0
Matt Suhey,36,333,0,2,1,45,14,38.9,2,0,0
Pat Tilley,36,465,2,6,0,34,29,80.6,0,0,0
Steve Watson,36,555,2,9,1,41,28,77.8,1,0,0
Harold Carmichael,35,540,4,10,2,46,28,80,3,0,0
Tony Hill,35,526,1,8,2,47,23,65.7,0,0,0
James Lofton,35,696,4,12,2,80,29,82.9,0,0,0
Art Monk,35,447,1,8,1,43,17,48.6,2,0,0
Steve Largent,34,493,3,6,1,45,23,67.6,0,0,0
Billy Sims,34,342,0,6,1,52,14,41.2,1,0,0
Ron Smith,34,475,1,6,1,41,19,55.9,1,0,0
Charles White,34,283,0,2,0,36,12,35.3,1,0,0
Charlie Brown,32,690,8,11,5,78,22,68.8,1,0,0
Roy Green,32,453,3,9,1,42,18,56.2,0,0,0
Walter Payton,32,311,0,3,1,40,14,43.8,0,0,0
Ted Brown,31,207,2,1,0,29,9,29,0,0,0
Mike Guman,31,310,0,4,1,46,13,41.9,2,0,0
Franco Harris,31,249,0,1,0,20,9,29,0,0,0
Pete Johnson,31,267,0,4,0,25,10,32.3,0,0,0
Cliff Branch,30,575,4,9,3,51,23,76.7,0,0,0
Doug Cosbie,30,441,4,8,2,45,24,80,0,0,0
Jeff Groth,30,383,1,2,0,39,20,66.7,0,0,0
Emery Moorehead,30,363,5,4,2,50,19,63.3,0,0,0
Joe Senser,29,261,1,2,0,22,16,55.2,0,0,0
Sammy White,29,503,5,10,1,65,24,82.8,0,0,0
Ricky Feacher,28,408,3,6,2,46,19,67.9,0,0,0
Jimmie Giles,28,499,3,12,1,48,19,67.9,2,0,0
Kevin House,28,438,2,5,3,62,23,82.1,1,0,0
Frank Lewis,28,443,2,5,0,39,22,78.6,0,0,0
Stanley Morgan,28,584,3,11,4,75,23,82.1,0,0,0
Carlos Carson,27,494,2,12,1,51,19,70.4,1,0,0
John Jefferson,27,452,0,6,2,50,22,81.5,0,0,0
Tom Mullady,27,287,0,4,0,32,11,40.7,1,0,0
John Stallworth,27,441,7,7,2,74,23,85.2,1,0,0
Don Warren,27,310,0,3,0,29,16,59.3,0,0,0
Harold Bailey,26,367,0,3,0,27,18,69.2,0,0,0
Jerry Butler,26,336,4,5,1,47,18,69.2,0,0,0
Alfred Jackson,26,361,1,3,1,40,20,76.9,0,0,0
Drew Pearson,26,382,3,7,2,48,19,73.1,0,0,0
Johnny Perkins,26,430,2,7,0,35,21,80.8,2,0,0
John Spagnola,26,313,2,2,1,57,15,57.7,0,0,0
Rick Upchurch,26,407,3,5,1,51,17,65.4,4,0,0
Gerald Willhite,26,227,0,3,0,27,8,30.8,0,0,0
