Player,Avg,Ret,Yds,KRet TD,20+,40+,Lng,FC,FUM
Harlan Huckleby,17.8,5,89,0,2,0,26,0,0
Alvin Garrett,17.5,2,35,0,0,0,18,0,0
Robert Alexander,17.4,8,139,0,3,0,32,0,2
James Owens,17.3,3,52,0,2,0,27,0,1
Randy Love,17.2,4,69,0,3,0,24,0,1
Michael Morton,17.2,21,361,0,7,0,26,0,1
Curtis Brown,17,1,17,0,0,0,17,0,0
David Hughes,17,1,17,0,0,0,17,0,0
Eric Sievers,17,1,17,0,0,0,17,0,0
Dennis Thurman,17,1,17,0,0,0,17,0,0
Larry Heater,16.8,5,84,0,2,0,26,0,1
Ivory Sully,16.8,5,84,0,1,0,24,0,0
Robbie Martin,16.8,16,268,0,6,0,27,0,2
Lou Piccone,16.7,3,50,0,1,0,23,0,0
Theotis Brown,16.5,2,33,0,0,0,19,0,0
Melvin Hoover,16.1,7,113,0,1,1,43,0,0
Johnny Ray Smith,15.7,3,47,0,1,0,24,0,1
Eric Lane,15.6,11,172,0,3,0,32,0,1
Mike Meade,15.5,2,31,0,0,0,17,0,0
Billy Campfield,15,2,30,0,0,0,16,0,0
Rich Diana,15,1,15,0,0,0,15,0,0
Jim Jodat,15,3,45,0,0,0,16,0,0
Jeff Moore,15,1,15,0,0,0,15,0,0
Mark Slater,15,2,30,0,0,0,16,0,0
Timmy Newsome,14.8,5,74,0,2,0,26,0,1
Jeff Fisher,14.6,7,102,0,1,0,20,0,1
Johnnie Gray,14.5,2,29,0,1,0,25,0,0
Keith Nord,14.3,3,43,0,0,0,19,0,0
Todd Bell,14,1,14,0,0,0,14,0,0
Keith Lee,14,1,14,0,0,0,14,0,0
Larry Lee,14,1,14,0,0,0,14,0,0
Joe McLaughlin,14,1,14,0,0,0,14,0,0
Wayne Morris,14,1,14,0,0,0,14,0,0
Calvin Murray,14,3,42,0,0,0,16,0,0
Otis Wonsley,14,1,14,0,0,0,14,0,0
George Yarno,14,1,14,0,0,0,14,0,0
David Green,13,1,13,0,0,0,13,0,0
Clarence Harmon,13,1,13,0,0,0,13,0,0
Matt Millen,13,1,13,0,0,0,13,0,0
Mike Guman,12.8,8,102,0,2,0,24,0,1
Durwood Roquemore,12.5,2,25,0,0,0,18,0,0
Hank Bauer,12,2,24,0,0,0,15,0,0
Jeff Griffin,12,1,12,0,0,0,12,0,0
Wilbert Montgomery,12,1,12,0,0,0,12,0,0
Jim Obradovich,12,1,12,0,0,0,12,0,0
Keith Uecker,12,1,12,0,0,0,12,0,1
Horace King,11.5,2,23,0,0,0,12,0,0
Ted McKnight,11.3,3,34,0,0,0,17,0,1
Andre Young,11.2,4,45,0,0,0,16,0,0
Chester Willis,11,1,11,0,0,0,11,0,1
Sam Harrell,10.5,2,21,0,0,0,17,0,1
Matt Bouza,10.3,3,31,0,0,0,12,0,0
Ricky Bell,10,1,10,0,0,0,10,0,0
Kenny Hill,10,2,20,0,0,0,17,0,1
Mike Kozlowski,10,1,10,0,0,0,10,0,0
Jim Laughlin,10,1,10,0,0,0,10,0,0
Eason Ramson,10,2,20,0,0,0,13,0,0
Ron Ferrari,9.5,2,19,0,0,0,11,0,0
Mike Fuller,9,1,9,0,0,0,9,0,0
Chris Keating,9,1,9,0,0,0,9,0,0
Rick Donnalley,8,1,8,0,0,0,8,0,0
Cleveland Franklin,8,1,8,0,0,0,8,0,0
Dino Mangiero,8,1,8,0,0,0,8,0,0
Scott Nicolas,8,2,16,0,0,0,10,0,0
Stuart Anderson,7,1,7,0,0,0,7,0,0
Neil Elshire,7,1,7,0,0,0,7,0,0
Blane Gaison,7,2,14,0,0,0,14,0,0
Rich Thomaselli,7,1,7,0,0,0,7,0,0
Dave Ahrens,5,1,5,0,0,0,5,0,0
Roland Harper,5,2,10,0,0,0,10,0,0
Jerry Muckensturm,5,1,5,0,0,0,5,0,0
Doug Cosbie,4,1,4,0,0,0,4,0,0
Cliff Lewis,4,1,4,0,0,0,4,0,0
Greg Williams,2,1,2,0,0,0,2,0,0
Dave Lindstrom,1,1,1,0,0,0,1,0,0
Jeff Davis,0,1,0,0,0,0,0,0,1
Andrew Gissinger,0,1,0,0,0,0,0,0,0
Nathan Poole,0,1,0,0,0,0,0,0,0
Mark Roopenian,0,1,0,0,0,0,0,0,0
John Scully,0,1,0,0,0,0,0,0,0
Pete Shaw,0,1,0,0,0,0,0,0,1
Lynn Swann,0,1,0,0,0,0,0,0,0
