Player,Avg,Ret,Yds,KRet TD,20+,40+,Lng,FC,FUM
Deron Cherry,39,1,39,0,1,0,39,0,0
Wayne Wilson,27.4,7,192,0,4,2,75,0,1
Mike Mosley,27.1,18,487,0,13,3,66,0,1
Derrick Jensen,27,1,27,0,1,0,27,0,0
Avon Riley,27,1,27,0,1,0,27,0,0
Alvin Hall,26.6,16,426,1,6,3,96,0,1
Greg Pruitt,26.5,14,371,0,9,2,55,0,1
Mardye McDole,26,1,26,0,1,0,26,0,0
Vince Heflin,24.5,2,49,0,1,0,31,0,0
Mike Nelms,24.2,23,557,0,15,2,58,0,3
Bill Ring,24.2,6,145,0,4,1,41,0,0
Jimmy Rogers,24,1,24,0,1,0,24,0,0
Jarvis Redwine,23.8,12,286,0,7,1,76,0,1
Ricky Smith,23.6,24,567,1,12,1,98,0,1
Rickey Watts,23.6,14,330,0,10,0,36,0,1
Fred Bohannon,23.5,14,329,0,10,1,57,0,3
Danny Pittman,23.4,5,117,0,3,0,31,0,0
Wade Manning,23.1,15,346,0,12,0,34,0,0
Floyd Hodge,23,1,23,0,1,0,23,0,0
James Jones,23,2,46,0,1,0,27,0,0
Greg Taylor,23,2,46,0,1,0,27,0,0
Barry Redden,22.8,22,502,0,10,2,85,0,1
Stump Mitchell,22.8,16,364,0,10,0,33,0,0
James Brooks,22.7,33,749,0,21,2,47,0,1
Dwight Walker,22.7,13,295,0,7,0,36,0,0
Mike Dennis,22.7,3,68,0,2,0,27,0,0
Eddie Payton,22.6,12,271,0,7,0,32,0,1
Anthony Hancock,22.6,27,609,0,19,1,68,0,0
Wally Henry,22.5,24,541,0,13,2,44,0,2
Ron Fellows,22.4,16,359,0,11,0,35,0,0
Rodney Tate,22.4,14,314,0,8,1,55,0,1
Horace Ivory,22.4,10,224,0,6,0,30,0,0
Robert Holt,22.3,7,156,0,3,0,37,0,0
Dana McLemore,22.1,16,353,0,8,1,45,0,0
Earl Ferrell,22,4,88,0,3,0,27,0,0
Darrin Nelson,22,6,132,0,3,0,33,0,1
Del Rodgers,21.8,20,436,0,7,1,76,0,0
Fulton Walker,21.6,20,433,0,13,0,32,0,0
Butch Woolfolk,21.4,20,428,0,14,0,34,0,1
Amos Lawrence,21.1,9,190,0,5,0,30,0,1
Aundra Thompson,21.1,10,211,0,4,0,35,0,1
Nick Giaquinto,21,1,21,0,1,0,21,0,0
Drew Hill,21,2,42,0,1,0,24,0,0
Carl Roaches,21,21,441,0,11,2,45,0,0
Mel Carver,20.7,3,62,0,1,0,25,0,0
Ken McAlister,20.5,2,41,0,2,0,21,0,0
Del Thompson,20.5,2,41,0,1,0,23,0,0
Steve Wilson,20.5,6,123,0,4,0,30,0,0
Bruce Harper,20.4,18,368,0,10,0,37,0,0
David Verser,20,16,320,0,9,0,33,0,0
Tim Wilson,20,2,40,0,1,0,26,0,0
Kurt Sohn,19.9,15,299,0,8,0,32,0,0
Walter Abercrombie,19.9,7,139,0,2,1,46,0,0
Gerald Willhite,19.8,17,337,0,11,0,26,0,1
Dino Hall,19.6,22,430,0,11,0,32,0,0
Kenny Duckett,19.5,2,39,0,1,0,25,0,0
Art Whittington,19.5,2,39,0,1,0,21,0,1
Gary Allen,19.5,15,292,0,7,0,38,0,0
Reggie Brown,19.4,24,466,0,10,0,33,0,0
Larry Anderson,19.2,27,517,0,10,0,33,0,0
Paul Dombroski,19,1,19,0,0,0,19,0,0
Ernest French,19,2,38,0,1,0,26,0,0
Paul Johns,19,3,57,0,1,0,23,0,1
Rick Kane,19,1,19,0,0,0,19,0,0
Doug Donley,18.9,8,151,0,4,0,33,0,2
Allan Clark,18.8,4,75,0,2,0,30,0,1
Willard Harrell,18.8,8,150,0,3,0,31,0,0
Rich Mauti,18.6,5,93,0,3,0,22,0,0
Willie Sydnor,18.5,2,37,0,1,0,20,0,0
Cleo Montgomery,18.4,17,312,0,6,0,39,0,0
Willie Tullis,18.2,5,91,0,2,0,28,0,0
Leon Bright,18,4,72,0,1,0,20,0,0
Hokie Gajan,18,1,18,0,0,0,18,0,0
Rick Moser,18,1,18,0,0,0,18,0,0
Zachary Dixon,17.9,11,197,0,5,0,27,0,0
Dennis Gentry,17.9,9,161,0,4,0,23,0,0
