Player,Comb,Asst,Solo,Sck
Manu Tuiasosopo,39,5,25,2
Dennis Winston,39,3,34,0.5
John Anderson,38,2,33,0.5
Harry Carson,38,5,29,3
Doug English,38,3,35,4.5
Tim Fox,38,4,30,0
Nesby Glasgow,38,5,26,0
Ted Hendricks,38,8,24,7
Bob Nelson,38,8,23,1
Keith Simpson,38,2,33,0
Willie Teal,38,6,26,0
Stan White,38,0,38,0
Al Baker,37,1,36,8.5
Bruce Clark,37,6,29,5.5
Doug Martin,37,8,24,11.5
Abdul Salaam,37,5,23,2.5
Dennis Thurman,37,7,25,0
Carl Allen,36,3,30,0
Johnie Cooks,36,14,12,1.5
Alvin Hall,36,0,36,0
Jim Haslett,36,6,24,0
Mark Murphy,36,9,23,1
Ken Schroy,36,10,21,0
Gary Barbaro,35,4,27,0
Greg Buttle,35,10,20,0
Jerry Holmes,35,1,29,0
Randy Scott,35,2,31,0
Barney Chavous,34,4,27,5
Mike Douglass,34,4,28,3
John Dutton,34,10,15,2
Larry Gordon,34,5,24,3
Elois Grooms,34,3,27,4.5
Dwight Hicks,34,7,25,0
Kenny Neil,34,7,16,4
Tom Pridemore,34,5,26,0
Jim Ryan,34,2,31,0
Robert Hardy,33,9,18,2
Ron Johnson,33,5,20,0
Lee Roy Selmon,33,8,22,4
Neal Colzie,32,2,28,2
Anthony Dickerson,32,7,21,2.5
Bill Gay,32,0,32,5
Too Tall Jones,32,5,19,6
John Swain,32,4,22,0
Loren Toews,32,8,21,2.5
Joel Williams,32,2,27,3
Eric Wright,32,4,22,0
Lyle Alzado,31,7,18,7
Bob Baumhower,31,4,27,3.5
Cedric Brown,31,5,24,0
Jeff Bryant,31,11,12,3
Jacob Green,31,7,18,3
John Harty,31,7,13,2.5
Mike Hegman,31,12,16,1.5
Dennis Smith,31,0,31,2
Dwayne Woodruff,31,4,24,1
Louis Wright,31,2,27,1
Mike Davis,30,6,22,2.5
Reggie Doss,30,0,25,4
Leslie Frazier,30,0,27,1
Bob Glazebrook,30,3,21,0
Johnnie Gray,30,2,27,0
Gary Green,30,3,24,0
Larry McGrew,30,2,25,1.5
Fred McNeill,30,6,22,0
Lee Nelson,30,5,20,0
Vernon Perry,30,5,23,0
Otis Wilson,30,4,26,2.5
Lyle Blackwood,29,3,26,1
Greg Bracelin,29,4,17,2
Mike Fanning,29,1,28,5
John Harris,29,7,17,0
Dave Lewis,29,5,21,0
Don McNeal,29,1,27,0
Johnnie Poe,29,1,24,0
Avon Riley,29,7,17,1.5
Isiah Robertson,29,6,20,0
Dave Stalls,29,3,22,6.5
Norris Thomas,29,9,19,0
Donnell Thompson,29,7,16,1
Ted Watts,29,4,24,1
Randy White,29,11,12,2.5
Andre Young,29,4,22,0
Jim Youngblood,29,1,26,0
Jesse Baker,28,5,19,7.5
Guy Brown,28,5,15,0
Jeff Delaney,28,5,19,1
Russell Gary,28,3,23,3
Curtis Greer,28,2,23,7.5
Bob Horn,28,4,20,0
Bobby Jackson,28,2,23,0
Kenny Johnson,28,3,23,1
Brian Kelley,28,5,17,0
Lawrence Pillers,28,5,18,3
Charles Romes,28,0,27,0
Brad Van Pelt,28,2,25,2
Ken Clarke,27,4,18,4.5
Garry Cobb,27,0,27,0
Mike Dawson,27,4,20,3.5
Fred Dean,27,4,17,3.5
Steve Freeman,27,3,23,1
Jack Ham,27,2,17,3
Marshall Harris,27,8,9,1.5
Charles Jackson,27,1,25,1
Rulon Jones,27,4,20,2
Mel Kaufman,27,7,15,1.5
Marty Lyons,27,10,10,1.5
Dexter Manley,27,4,20,6.5
Harvey Martin,27,4,20,8
Mark Mullaney,27,8,15,5
Benny Perrin,27,6,19,0
Al Richardson,27,1,23,2
Shelton Robinson,27,7,15,0
Steve Wilson,27,5,21,0
Jeffrey Allen,26,3,22,0
Jeff Griffin,26,4,20,0
Al Harris,26,3,22,3.5
Charlie Johnson,26,5,12,1
Gary Johnson,26,5,19,4
Aaron Kyle,26,3,22,0
Rich Milot,26,0,20,3
Rod Perry,26,0,23,0
Darrol Ray,26,10,13,0
Donnie Shell,26,2,19,1
Lawrence Taylor,26,2,22,7.5
Mike Williams,26,2,20,0
Jack Youngblood,26,1,25,4
Tom Beasley,25,7,15,6
Gary Dunn,25,5,15,6
Mark Gastineau,25,4,17,6
John Goodman,25,5,16,1.5
Jerry Robinson,25,6,16,1
Julius Adams,24,4,18,2
Gary Campbell,24,1,22,1
Jim Collins,24,0,23,0
Keith Ferguson,24,6,12,4.5
Mike Haynes,24,3,20,0
Roland James,24,1,21,2
Lawrence Johnson,24,3,18,0
Leroy Jones,24,6,14,1.5
Tony Peters,24,5,14,0
Sherman White,24,2,22,4
Ben Williams,24,1,22,4
Glenn Blackwood,23,2,20,2
John Bunting,23,3,12,3
Dave Butz,23,4,16,4.5
Raymond Clayborn,23,2,21,0
Bob Golic,23,6,8,4
Mike Harden,23,0,21,0
Ezra Johnson,23,2,20,5.5
Louie Kelcher,23,1,17,2
Rod Kush,23,1,20,0
Don Latimer,23,1,22,1
Mike McCoy,23,1,20,0
Terry Schmidt,23,1,21,0
Mel Blount,22,2,19,0
Henry Bradley,22,9,7,0
Bobby Butler,22,4,18,0
Dennis Harrison,22,6,14,10.5
Joe Nash,22,8,7,1
Dave Pureifory,22,2,20,7
Sanders Shiver,22,5,13,0
Don Smith,22,3,18,3.5
Jim Wilks,22,0,21,2
Rich Wingo,22,1,20,1
Rubin Carter,21,0,18,0
Mario Clark,21,1,19,0
Bob Crable,21,3,17,1
Jeff Davis,21,2,17,0
Maurice Harvey,21,2,18,1
Derrick Hatchett,21,2,14,0
Chris Keating,21,0,19,0
Ken Kremer,21,2,17,1
Pete Kugler,21,5,14,2
Rob Nairne,21,2,18,1
Jim Osborne,21,1,18,4.5
Rick Sanford,21,0,19,0
Curtis Weathers,21,6,13,1
Herb Williams,21,0,19,0
Vernon Dean,20,1,19,0
Eric Harris,20,2,16,0
Randy Holloway,20,3,14,2.5
Terry Jones,20,0,19,3
Reggie Kinlaw,20,4,15,1
Ben Rudolph,20,3,13,2
Mike Stensrud,20,8,7,1.5
Bobby Watkins,20,0,20,0
Dave Waymer,20,0,18,0
Jeris White,20,1,18,0
Leo Wisniewski,20,6,9,2.5
John Woodring,20,6,11,0
Ross Browner,19,3,15,3
Jeff Fisher,19,1,17,0
Mike Hartenstine,19,0,18,3
Kenny Hill,19,4,14,0
Bobby Kemp,19,1,18,1
Dave Klug,19,2,11,0
Whitney Paul,19,1,18,3
Jim Stuckey,19,6,10,0
Willie Tullis,19,1,16,0
Robin Cole,18,5,11,5
Carl Hairston,18,5,9,4
Mark Haynes,18,2,16,0
Ed Judie,18,1,8,0
Kurt Knoff,18,2,14,1
Howie Long,18,6,10,5.5
Gary Padjen,18,5,9,0
Ervin Parker,18,0,15,0
Mike Robinson,18,5,9,3
Gerald Small,18,2,16,0
Fred Smerlas,18,1,16,2
Doug Betters,17,0,14,4
Rush Brown,17,1,13,3
Ron Ferrari,17,1,12,0
Darryl Grant,17,2,13,2.5
Bob Gregor,17,5,11,0
Estus Hood,17,1,16,0
LeRoy Irvin,17,3,12,0
Fletcher Jenkins,17,3,13,0
Mike Kozlowski,17,0,17,1
Milt McColl,17,4,12,0.5
Odis McKinney,17,2,12,1
Cliff Odom,17,3,13,0
Ray Preston,17,1,14,0
Beasley Reece,17,0,16,0
Mike Reinfeldt,17,2,12,0
Mike Bell,16,3,10,0
Rufus Bess,16,4,10,0.5
Mike Butler,16,0,14,2
Carl Ekern,16,2,13,0
Cody Jones,16,3,11,0
Ken Kennard,16,2,10,3
Johnny Lynn,16,2,13,0
Keith Nord,16,3,13,0
Mike Perko,16,0,15,1
Glenn Cameron,15,0,11,0
Al Chesley,15,3,10,0
Paul Dombroski,15,2,11,0
Lester Hayes,15,0,13,0
Monty Hunter,15,2,11,1
Eddie Johnson,15,3,8,0
Frank LeMaster,15,3,8,2
Derland Moore,15,0,15,4
Wayne Smith,15,0,15,1
Greg Stemrick,15,0,12,0
Reggie Williams,15,2,9,4.5
Jeff Yeates,15,0,12,1
Jeff Barnes,14,2,10,1.5
Bill Cowher,14,3,7,0
Bill Currier,14,3,10,2
Bryan Hicks,14,1,10,0
Jesse Johnson,14,0,7,0
Al Latimer,14,0,14,0
Mark Lee,14,0,13,0
Steve McMichael,14,2,12,2.5
Mat Mendenhall,14,5,7,1
Mel Owens,14,2,10,0
Mike Reilly,14,0,13,0
Dewey Selmon,14,5,7,0
Kirk Springs,14,3,10,0
Jimmy Williams,14,0,14,0
Brenard Wilson,14,2,10,0
Richard Wood,14,1,10,0
Larry Anderson,13,2,9,0
Roosevelt Barnes,13,0,13,0
Carlos Bradley,13,3,10,0
Willie Buchanon,13,0,11,0
James Burroughs,13,1,10,0
Don Dufek,13,6,6,0
Ray Griffin,13,2,10,0
George Martin,13,1,10,6
Scott Pelluer,13,1,9,0
Dave Simmons,13,2,10,0
Danny Spradlin,13,5,5,0
Mike Washington,13,1,12,0
James White,13,1,8,3
Lester Williams,13,2,11,2
John Zamberlin,13,4,8,1
Todd Bell,12,1,9,1
Mark Cotney,12,0,12,0
Cleveland Crosby,12,2,5,0
Herman Edwards,12,0,11,0
Ron Fellows,12,2,8,0
Hector Gray,12,0,12,0
Ken Greene,12,1,10,0
James Harrell,12,0,12,0
Carter Hartwig,12,2,10,0
Bryan Hinkle,12,3,7,1
James Hunter,12,0,12,1
Terry Jackson,12,1,10,1
Larry Kubin,12,2,8,0.5
Jim LeClair,12,3,9,2.5
Reggie Lewis,12,0,12,3
Vann McElroy,12,2,10,0
J.T. Thomas,12,1,11,0
Eugene Williams,12,3,6,0
Greg Williams,12,1,10,0
Kim Anderson,11,2,8,0
Bill Barnett,11,1,8,0.5
Dextor Clinkscale,11,3,6,2
Paul Davis,11,0,11,0
Dave Lindstrom,11,3,8,3
Randy Logan,11,3,7,0
Daryle Skaugstad,11,1,10,3
Mike Spivey,11,0,11,0
Malcolm Taylor,11,2,4,0
J.C. Wilson,11,1,9,0
Wilbur Young,11,2,7,1
Kurt Allerman,10,3,7,0
Charles Bowser,10,0,8,2
Perry Brooks,10,1,7,1
Eddie Edwards,10,1,8,6
Tony Elliott,10,0,9,0
Willie Harper,10,4,5,0
James Hunter,10,0,9,1
Jim Laughlin,10,0,10,0
Casey Merrill,10,0,10,4
Jeff Merrow,10,2,7,2.5
Dana Nafziger,10,1,7,0
Nathan Poole,10,0,10,0
Ed Simonini,10,1,9,0
Johnny Ray Smith,10,3,6,0
Ivory Sully,10,1,8,0
Philip Tabor,10,1,7,3.5
Andre Tippett,10,0,8,0
Henry Waechter,10,1,9,0
Anthony Washington,10,1,8,0
Ted Washington,10,2,6,1
Robert Abraham,9,2,5,0
Elvin Bethea,9,3,6,1
Howard Carson,9,1,6,0
Monte Coleman,9,2,6,0
Tim Collier,9,0,9,0
Ron Crosby,9,3,4,0
Curtis Green,9,0,9,1
Joe Harris,9,1,7,0
Reuben Henderson,9,0,9,0
Earl Jones,9,1,8,0
David Little,9,0,7,0
Curtis McGriff,9,1,8,0
Ray Oldham,9,0,9,1
Booker Reese,9,1,7,1
Al Steinfeld,9,1,7,0
Lynn Thomas,9,3,5,0
Steve Trimble,9,0,8,0
Kevin Turner,9,2,5,0
Larry Bethea,8,1,6,2
Dan Bunz,8,1,5,0
James Davis,8,0,7,1
Judson Flint,8,1,3,0
Mike Fuller,8,2,5,0
Bill Hurley,8,0,8,0
Robert Jackson,8,0,7,0
Roger Jackson,8,0,7,0
Derrick Jensen,8,1,6,0
Kerry Justin,8,2,5,0
Bob Kohrs,8,1,6,2
Bobby Leopold,8,2,6,0
Randy Love,8,0,6,0
Brison Manor,8,0,7,2
Tony McGee,8,1,7,6.5
Tom Morris,8,1,6,0
Steve Potter,8,1,7,0
Ken Riley,8,0,8,0
Tim Smith,8,2,5,0
Dave Stief,8,1,5,0
Roger Wehrli,8,1,7,0
Reggie Wilkes,8,1,7,1
Brian Baschnagel,7,0,6,0
Ron Battle,7,1,6,0
Hank Bauer,7,0,5,0
Barry Bennett,7,3,4,1
Richard Blackmore,7,1,6,0
Louis Breeden,7,0,7,1
Greg Brown,7,0,7,4
Dave Browning,7,0,5,1
Ken Callicutt,7,0,7,0
David Galloway,7,0,7,2
William Graham,7,0,7,0
Louis Haynes,7,1,6,0
Ron Hester,7,0,6,1
Rod Hill,7,2,2,0
Henry Johnson,7,2,5,0
John Krimm,7,0,7,0
Eric Lane,7,2,4,0
Keith Lee,7,0,7,0
Mike Merriweather,7,0,7,0
Bill Neill,7,1,6,2
Dwayne O'Steen,7,1,5,0
Archie Reese,7,3,4,1
Johnny Robinson,7,1,5,0
Jeff Siemon,7,1,4,0
Mike Zele,7,0,7,1
Rick Ackerman,6,1,5,3
Greg Boyd,6,1,4,0
Byron Braggs,6,1,5,0
Jim Burt,6,0,5,1
Steve Busick,6,1,5,0
George Crump,6,0,6,1
Tom Dinkel,6,1,5,0
Joe Ehrmann,6,0,6,3
Blane Gaison,6,0,5,0
Rick Gervais,6,0,5,0
Bo Harris,6,1,5,2
Bruce Herron,6,1,5,1
Mike Holston,6,0,6,0
Mike Humiston,6,1,5,0
Byron Hunt,6,1,5,1.5
Billy Johnson,6,0,6,0
Curtis Jordan,6,1,4,0
Mark Kafentzis,6,0,5,0
Joe Klecko,6,0,5,2
Rodney Lewis,6,1,4,0
Kerry Locklin,6,0,6,0
Quentin Lowry,6,1,5,0
Rob Lytle,6,0,6,0
Ken McAlister,6,0,5,0
Greg Meisner,6,0,6,1
Mark Murphy,6,0,6,0
Jim Obradovich,6,1,5,0
Rick Razzano,6,1,3,0
Doug Rogers,6,0,5,2
Jeff Stover,6,3,2,2
Rodell Thomas,6,0,3,0
Ted Thompson,6,2,4,0
Ruben Vaughan,6,0,6,4
Frank Warren,6,0,6,1
Mike White,6,1,1,0
Danny White,6,2,1,0
Otis Wonsley,6,2,3,0
Roynell Young,6,1,4,0
Ron Bolton,5,1,3,0
Larry Brooks,5,0,5,0
Trent Bryant,5,0,5,0
Deron Cherry,5,0,5,0
Kirk Collins,5,0,4,0
Calvin Daniels,5,0,4,0
Earl Ferrell,5,0,5,0
Tim Golden,5,1,3,0
Monte Jackson,5,1,4,0
Robert Jackson,5,1,4,0
Ricky Jones,5,0,5,0
Angelo King,5,2,3,0
Dino Mangiero,5,1,3,1
Fred Marion,5,0,5,0
Clay Matthews,5,0,4,0
Dennis McKnight,5,1,4,0
Bruce McNorton,5,0,5,0
Wayne Morris,5,0,4,0
Ed Nelson,5,1,3,0
Jeff Nixon,5,0,4,0
Don Parrish,5,1,3,1
Bo Robinson,5,1,4,0
Jimmy Rogers,5,0,5,0
Robin Sendlein,5,0,4,0
Ricky Smith,5,0,5,0
Jack Squirek,5,2,2,0
Bob Swenson,5,1,2,0
Mosi Tatupu,5,0,5,0
Chris Williams,5,1,4,0
Chester Willis,5,0,4,0
Keith Willis,5,1,4,1
James Wright,5,0,5,0
Steve Wright,5,2,3,0
Keith Baldwin,4,2,2,1
Marion Barber,4,1,2,0
Terry Beeson,4,1,1,0
Dwaine Board,4,1,2,0.5
Dexter Bussey,4,0,4,0
Brian Cabral,4,1,3,0
Herb Christopher,4,0,3,0
Pete Cronan,4,0,4,0
Steve Doig,4,0,4,0
Elvis Franks,4,2,1,2
Dennis Gentry,4,1,3,0
Anthony Griggs,4,0,2,0
Rusty Guilbeau,4,0,3,0
Luther Henson,4,0,4,1
Pete Holohan,4,1,3,0
John Holt,4,0,4,0
Bruce Huther,4,0,4,0
Jim Jodat,4,1,2,0
Steve Jordan,4,1,3,0
Bill Kay,4,2,2,0
Paul Lankford,4,0,4,0
Joe Lavender,4,0,4,0
Rich Mauti,4,0,4,0
LeCharls McDaniel,4,0,3,0
Miles McPherson,4,1,1,0
Shane Nelson,4,0,2,0
Bill Ring,4,0,4,0
Jeff Rohrer,4,1,0,0
Mark Roopenian,4,1,3,0
Steve Shull,4,1,3,0
Don Smerek,4,1,3,1
Kurt Sohn,4,1,2,0
Ray Strong,4,0,3,0
Rich Thomaselli,4,0,4,0
Leonard Thompson,4,0,4,0
Richard Turner,4,0,3,0
Fulton Walker,4,0,4,0
Rickey Watts,4,0,4,0
Bill Whitaker,4,0,4,0
Wilson Whitley,4,1,3,1
Mike Whitwell,4,1,3,0
Tim Wilson,4,1,2,0
Robert Alexander,3,0,3,0
Doug Barnett,3,1,2,0
Dave Barrett,3,0,2,0
Ed Beckman,3,1,2,0
Mark Bell,3,2,1,1
Ken Bordelon,3,0,3,1
Robert Brown,3,0,3,0
Dave Casper,3,0,3,0
Todd Christensen,3,0,2,0
Allan Clark,3,0,3,0
Donnie Craft,3,0,2,0
Fred Dean,3,0,2,0
Steve Durham,3,0,3,0
Guy Frazier,3,0,2,0
Alvin Garrett,3,0,3,0
Nick Giaquinto,3,1,1,0
Jim Hough,3,0,3,0
Harlan Huckleby,3,0,3,0
Brian Ingram,3,0,3,0
Darrell Irvin,3,0,3,0
Bill Jackson,3,3,0,0
Ken Johnson,3,2,1,0
Mike Jolly,3,0,3,0
James Jones,3,0,1,0
William Judson,3,1,2,0
Horace King,3,0,3,0
Mike Lansford,3,0,2,0
Roosevelt Leaks,3,0,3,0
Cliff Lewis,3,0,3,0
Todd Liebenstein,3,0,3,1
Willie McClendon,3,0,3,0
Eddie McGill,3,1,2,0
Joe McLaughlin,3,0,3,0
Dana McLemore,3,1,2,0
Joe Montana,3,0,3,0
Cleo Montgomery,3,1,2,0
Rick Moser,3,1,2,0
Calvin Muhammad,3,0,1,0
Tony Nathan,3,0,3,0
Tom Newton,3,0,3,0
Lemar Parrish,3,2,1,0
Cal Peterson,3,0,2,0
Lou Piccone,3,0,3,0
Guy Prather,3,0,3,0
Larry Rubens,3,0,3,0
Pete Shaw,3,0,3,0
Harry Stanback,3,0,3,0
Phil Villapiano,3,0,3,0
Mike Webster,3,0,3,0
Brad White,3,0,3,0
Sammy White,3,1,0,0
Brooks Williams,3,0,3,0
Ken Woodard,3,0,3,0
John Woodcock,3,0,2,0
Walt Arnold,2,0,0,0
Don Bessillieu,2,1,1,0
Carl Birdsong,2,0,2,0
Richard Bishop,2,0,1,0
Jeff Bostic,2,0,1,0
Theotis Brown,2,1,1,0
Steve Bryant,2,1,1,0
John Cannon,2,0,2,0
Bill Capece,2,0,2,0
John Cappelletti,2,0,1,0
Mel Carver,2,0,2,0
Wes Chandler,2,0,2,0
Mike Clark,2,0,2,0
Randy Clark,2,1,1,0
Bob Cobb,2,0,2,0
John Corker,2,0,2,1
Oliver Davis,2,0,2,0
Russell Davis,2,1,1,0
Vern Den Herder,2,0,2,0
Robin Earl,2,0,2,0
Ray Ellis,2,0,2,0
Neil Elshire,2,0,2,1
George Farmer,2,1,1,0
Calvin Favron,2,0,2,0
Brian Flones,2,0,2,0
Larry Flowers,2,0,2,0
Clark Gaines,2,0,2,0
Derrel Gofourth,2,0,2,0
Roy Green,2,1,1,0
Clarence Harmon,2,0,1,0
Perry Harrington,2,0,1,0
M.L. Harris,2,0,2,0
Bryan Howard,2,1,1,0
Dave Huffman,2,0,2,0
Alfred Jenkins,2,0,2,0
A.J. Jones,2,0,2,0
Rick Kane,2,0,2,0
Greg LaFleur,2,0,2,0
Steve Largent,2,0,2,0
Jim Laslavic,2,0,2,0
Terry LeCount,2,0,2,0
Jim Leonard,2,1,1,0
Frank Lewis,2,0,2,0
Gary Lewis,2,0,2,0
Mick Luckhurst,2,0,2,0
Joey Lumpkin,2,0,2,0
Robbie Martin,2,0,2,0
Stafford Mays,2,0,1,0
Tyrone McGriff,2,0,2,0
Pete Metzelaars,2,0,2,0
Willie Miller,2,0,2,0
Leonard Mitchell,2,1,1,0
Jeff Moore,2,1,1,0
Stanley Morgan,2,0,2,0
Dan Neal,2,0,2,0
Scott Nicolas,2,0,2,0
Jim Pietrzak,2,0,2,0
Marvin Powell,2,1,1,0
Dean Prater,2,1,1,0
Eason Ramson,2,0,1,0
Tate Randle,2,0,2,0
Durwood Roquemore,2,0,2,0
Rob Rubick,2,0,2,0
Bob Rush,2,0,1,0
Jerome Sally,2,0,2,1
Eric Sanders,2,1,1,0
Art Schlichter,2,0,2,0
Lindsay Scott,2,0,2,0
Virgil Seay,2,0,2,0
Craig Shaffer,2,0,2,0
Tom Skladany,2,0,2,0
Lucious Smith,2,0,2,0
Calvin Thomas,2,0,2,0
Tom Turnure,2,0,2,0
Uwe von Schamann,2,0,1,0
Steve Watson,2,0,2,0
Mike Whittington,2,0,1,0
James Wilder,2,0,2,0
Frank Wilson,2,0,0,0
Mike Wilson,2,0,2,0
Mike Wilson,2,0,2,0
Willis Adams,1,0,1,0
Marcus Allen,1,0,1,0
Ottis Anderson,1,0,1,0
Stuart Anderson,1,0,1,0
Billy Ard,1,0,1,0
Mike Augustyniak,1,0,1,0
Chris Bahr,1,0,1,0
Harold Bailey,1,0,1,0
Bill Bain,1,0,1,0
Mike Barber,1,0,1,0
Malcolm Barnwell,1,0,1,0
Pat Beach,1,1,0,0
Theo Bell,1,0,1,0
Rick Berns,1,0,1,0
Craig Bingham,1,0,1,0
Keith Bishop,1,0,1,0
Curtis Bledsoe,1,0,0,0
Fred Bohannon,1,0,1,0
Dennis Boyd,1,0,0,0
Mark Brammer,1,0,1,0
Cliff Branch,1,0,1,0
Larry Braziel,1,0,1,0
Pete Brock,1,0,1,0
James Brooks,1,0,1,0
Charlie Brown,1,0,1,0
Larry Brown,1,0,1,0
Billy Bryan,1,0,1,0
Maury Buford,1,0,1,0
Jerry Butler,1,0,1,0
Ray Butler,1,0,1,0
Lynn Cain,1,0,1,0
Brian Carpenter,1,0,0,0
Jimmy Cefalo,1,0,1,0
Cliff Chatman,1,0,1,0
John Choma,1,1,0,0
Dwight Clark,1,0,1,0
Kelvin Clark,1,0,1,0
Glen Collins,1,0,1,1
Cris Collinsworth,1,0,1,0
Tom Condon,1,0,1,0
Earl Cooper,1,0,1,0
Larry Cowan,1,0,1,0
Randy Cross,1,0,0,0
Bennie Cunningham,1,0,1,0
Gary Danielson,1,0,1,0
Charles DeJurnett,1,0,1,0
Tom DeLeone,1,0,1,0
Mark Dennard,1,0,1,0
Mike Dennis,1,0,1,0
Rick Dennison,1,0,1,0
Dennis DeVaughn,1,0,1,0
Rich Diana,1,0,1,0
Clint Didier,1,0,1,0
Zachary Dixon,1,0,1,0
Kenny Duckett,1,0,1,0
Brad Edelman,1,0,1,0
Keith Fahnhorst,1,0,1,0
Scott Fitzkee,1,0,1,0
Steve Foley,1,0,1,0
Amos Fowler,1,0,1,0
Ernest French,1,0,1,0
Danny Fulton,1,0,1,0
Tony Galbreath,1,0,1,0
Jimmie Giles,1,0,1,0
Jeff Gossett,1,0,1,0
Kevin Gray,1,0,1,0
Leon Gray,1,0,1,0
Don Greco,1,0,1,0
Archie Griffin,1,0,1,0
Russ Grimm,1,1,0,0
Mike Guman,1,0,1,0
Jim Hadnot,1,0,1,0
Dino Hall,1,1,0,0
Wes Hamilton,1,0,1,0
Bruce Hardy,1,0,1,0
Larry Hardy,1,0,1,0
Bruce Harper,1,1,0,0
Roland Harper,1,0,1,0
Perry Hartnett,1,0,1,0
Frank Hawkins,1,0,1,0
Mike Hawkins,1,1,0,0
Greg Hawthorne,1,0,1,0
Jeff Hayes,1,0,1,0
Larry Heater,1,1,0,0
Darryl Hemphill,1,0,1,0
David Hill,1,0,1,0
Eddie Hill,1,0,1,0
John Hill,1,0,1,0
Floyd Hodge,1,0,1,0
Rodney Holman,1,0,1,0
Kevin House,1,0,1,0
Nat Hudson,1,0,1,0
Tim Huffman,1,0,1,0
David Hughes,1,1,0,0
David Humm,1,0,0,0
Tunch Ilkin,1,0,1,0
Alfred Jackson,1,0,1,0
Noah Jackson,1,0,1,0
Joe Jacoby,1,0,1,0
John Jefferson,1,0,1,0
Jim Jensen,1,0,1,0
Gregg Johnson,1,0,1,0
Ken Jones,1,0,1,0
Bobby Jones,1,0,1,0
Shelby Jordan,1,0,1,0
Sidney Justin,1,1,0,0
Mike Kenn,1,0,1,0
Steve Kreider,1,0,1,0
Ken Lanier,1,0,1,0
Ronnie Lee,1,0,1,0
James Lofton,1,0,1,0
Nick Lowery,1,0,1,0
Archie Manning,1,0,1,0
Wade Manning,1,0,1,0
Ken Margerum,1,0,1,0
Frank Marion,1,1,0,0.5
Doug Marsh,1,0,1,0
Henry Marshall,1,0,1,0
Randy McClanahan,1,0,1,0
Randy McMillan,1,0,1,0
Danny Miller,1,0,1,0
Jim Miller,1,0,1,0
Junior Miller,1,0,1,0
John Misko,1,0,1,0
Stump Mitchell,1,0,1,0
Emery Moorehead,1,0,1,0
Guy Morriss,1,0,1,0
Jerry Muckensturm,1,0,1,0
Neal Musser,1,0,1,0
Mike Nelms,1,0,1,0
Ozzie Newsome,1,0,1,0
Mark Nichols,1,0,1,0
Ulysses Norris,1,0,1,0
McDonald Oden,1,0,1,0
Riley Odoms,1,0,1,0
Bob Parsons,1,0,1,0
George Peoples,1,0,0,0
Danny Pittman,1,0,1,0
Dave Preston,1,0,1,0
Craig Puki,1,0,1,0
Fred Quillan,1,1,0,0
