Player,INT,INT TD,INT Yds,Lng
Everson Walls,7,0,61,37
Herman Edwards,5,0,3,3
Bobby Jackson,5,1,84,77
Ken Riley,5,1,88,56
Donnie Shell,5,0,27,18
Bobby Watkins,5,0,22,20
Dwayne Woodruff,5,0,53,30
Hanford Dixon,4,0,22,22
Kenny Easley,4,0,48,44
Tim Fox,4,0,103,35
John Harris,4,0,33,18
Mike Haynes,4,0,26,26
Terry Jackson,4,0,75,37
Lawrence Johnson,4,0,17,17
Don McNeal,4,1,42,23
Burgess Owens,4,0,56,35
Terry Schmidt,4,0,39,29
Bill Simpson,4,0,45,24
Willie Teal,4,0,15,13
Roynell Young,4,0,0,0
John Anderson,3,0,22,9
Gary Barbaro,3,1,48,43
Cedric Brown,3,0,31,24
Neal Colzie,3,0,64,51
Nolan Cromwell,3,0,33,21
Vernon Dean,3,0,62,26
Jeff Fisher,3,0,19,19
Steve Freeman,3,0,27,14
Eric Harris,3,1,66,56
Dwight Hicks,3,0,5,3
Jerry Holmes,3,0,2,2
Roland James,3,0,12,12
Brian Kelley,3,0,27,14
Aaron Kyle,3,0,26,14
Rod Martin,3,1,60,39
Matt Millen,3,0,77,60
Rod Perry,3,0,57,33
Darrol Ray,3,0,91,44
Jerry Robinson,3,0,19,12
Clarence Scott,3,0,29,24
Pat Thomas,3,0,0,0
Dennis Thurman,3,1,75,60
Fulton Walker,3,0,54,30
Mike Washington,3,0,13,13
Jeris White,3,0,4,4
Stan White,3,0,21,18
Kim Anderson,2,0,25,25
Don Blackmon,2,0,7,7
Glenn Blackwood,2,1,42,35
Lyle Blackwood,2,0,41,21
Louis Breeden,2,0,9,9
Bobby Butler,2,0,0,0
Garry Cobb,2,0,12,12
James Davis,2,1,107,55
Mike Douglass,2,0,55,30
Gary Fencik,2,0,2,2
Leslie Frazier,2,0,0,0
Russell Gary,2,0,25,19
Gary Green,2,1,42,42
Mike Harden,2,0,3,3
Maurice Harvey,2,0,32,17
Lester Hayes,2,0,0,0
Tom Howard,2,0,10,5
James Hunter,2,0,36,36
Michael Jackson,2,0,29,28
Kenny Johnson,2,0,30,30
Ron Johnson,2,0,5,5
Fulton Kuykendall,2,0,22,22
Ronnie Lott,2,1,95,83
Lance Mehl,2,0,38,38
Mark Murphy,2,0,0,0
Rick Sanford,2,1,105,99
Gerald Small,2,0,41,21
John Swain,2,0,20,16
Cliff Thrift,2,0,16,9
John Turner,2,1,43,33
Mike Williams,2,0,12,6
Otis Wilson,2,1,39,39
Steve Wilson,2,0,22,16
Dennis Winston,2,0,-2,-2
Louis Wright,2,0,18,18
Andre Young,2,0,9,9
Jeffrey Allen,1,0,0,0
Carl Allen,1,0,0,0
Dick Ambrose,1,0,0,0
Chip Banks,1,0,14,14
Gregg Bingham,1,0,8,8
Richard Blackmore,1,1,20,20
Mel Blount,1,0,2,2
Kim Bokamper,1,0,1,1
Ron Bolton,1,0,0,0
Greg Bracelin,1,0,31,31
Robert Brazile,1,0,31,31
Bob Breunig,1,0,1,1
Dave Brown,1,0,3,3
Ross Browner,1,0,29,29
Bob Brudzinski,1,0,5,5
John Bunting,1,0,0,0
Clinton Burrell,1,1,14,14
James Burroughs,1,1,94,94
Lloyd Burruss,1,0,25,25
Greg Buttle,1,0,9,9
Harry Carson,1,0,6,6
Raymond Clayborn,1,0,26,26
Dextor Clinkscale,1,0,0,0
Tom Cousineau,1,0,6,6
George Cumby,1,0,4,4
Bill Currier,1,0,0,0
Buddy Curry,1,0,0,0
Mike Davis,1,1,56,56
Mike Dawson,1,0,0,0
Anthony Dickerson,1,0,4,4
Michael Downs,1,0,22,22
Don Dufek,1,0,16,16
A.J. Duhe,1,0,0,0
Carl Ekern,1,0,9,9
Judson Flint,1,0,0,0
Mike Fuller,1,0,0,0
Blane Gaison,1,0,0,0
Bill Gay,1,0,7,7
Bob Glazebrook,1,0,10,10
Larry Gordon,1,0,15,15
Hector Gray,1,0,5,5
Johnnie Gray,1,0,21,21
Hugh Green,1,0,31,31
Ken Greene,1,0,2,2
Bob Gregor,1,0,6,6
