Player,Pass Yds,Yds/Att,Att,Cmp,Cmp %,TD,INT,Rate,1st,1st%,20+,40+,Lng,Sck,SckY
Dan Fouts,2883,8.7,330,204,61.8,17,11,93.3,142,43,59,5,44,12,94
Joe Montana,2613,7.6,346,213,61.6,17,11,88,120,34.7,35,7,55,20,166
Ken Anderson,2495,8.1,309,218,70.6,12,9,95.3,126,40.8,27,5,56,26,154
Danny White,2079,8.4,247,156,63.2,16,12,91.1,96,38.9,32,9,49,25,264
Ron Jaworski,2076,7.3,286,167,58.4,12,12,77.5,99,34.6,25,6,57,31,244
Doug Williams,2071,6.8,307,164,53.4,9,11,69.6,105,34.2,29,4,62,11,128
Tommy Kramer,2037,6.6,308,176,57.1,15,12,77.3,102,33.1,31,1,65,21,130
Jim Plunkett,2035,7.8,261,152,58.2,14,15,77,93,35.6,24,6,52,23,211
Joe Theismann,2033,8.1,252,161,63.9,13,9,91.2,85,33.7,30,6,78,30,223
Scott Brunner,2017,6.8,298,161,54,10,9,73.9,96,32.2,30,5,47,17,130
Richard Todd,1961,7.5,261,153,58.6,14,8,87.4,86,33,25,6,56,23,206
Steve Bartkowski,1905,7.3,262,166,63.4,8,11,77.9,87,33.2,20,5,86,20,177
Lynn Dickey,1790,8.2,218,124,56.9,12,14,75.3,84,38.5,30,6,80,25,196
Terry Bradshaw,1768,7.4,240,127,52.9,17,11,81.4,84,35,25,5,74,18,131
Vince Ferragamo,1609,7.7,209,118,56.5,9,9,77.6,68,32.5,27,6,85,7,65
Joe Ferguson,1597,6,264,144,54.6,7,16,56.3,80,30.3,20,1,47,11,105
Jim Zorn,1540,6.3,245,126,51.4,7,11,62,70,28.6,21,3,50,20,152
Jim McMahon,1501,7.2,210,120,57.1,9,7,79.9,72,34.3,19,6,50,27,196
Steve DeBerg,1405,6.3,223,131,58.7,7,11,67.2,74,33.2,14,2,51,16,130
Neil Lomax,1367,6.7,205,109,53.2,5,6,70.1,69,33.7,20,1,42,31,234
Gary Danielson,1343,6.8,197,100,50.8,10,14,60.1,65,33,21,3,70,19,145
Ken Stabler,1343,7.1,189,117,61.9,6,10,71.8,65,34.4,15,1,48,13,106
Mike Pagel,1281,5.8,221,111,50.2,5,7,62.4,62,28,12,1,53,16,129
Bill Kenney,1192,7,169,95,56.2,7,6,77.3,51,30.2,16,3,51,23,166
David Woodley,1080,6,179,98,54.8,5,8,63.5,51,28.5,13,3,46,10,82
Brian Sipe,1064,5.8,185,101,54.6,4,8,60.7,50,27,11,1,40,13,117
Gifford Nielsen,1005,6.2,161,87,54,6,8,64.8,43,26.7,12,1,46,12,92
Paul McDonald,993,6.7,149,73,49,5,8,59.5,45,30.2,14,4,56,13,95
Steve Grogan,930,7.6,122,66,54.1,7,4,84.4,46,37.7,16,5,62,8,48
