Player,Rush Yds,Att,TD,20+,40+,Lng,Rush 1st,Rush 1st%,Rush FUM
Freeman McNeil,786,151,6,4,1,48,45,29.8,7
Tony Dorsett,745,177,5,1,1,99,41,23.2,6
Andra Franklin,701,177,7,1,0,25,44,24.9,3
Marcus Allen,697,160,11,6,2,53,39,24.4,5
Billy Sims,639,172,4,2,0,29,41,23.8,6
Joe Cribbs,633,134,3,4,2,62,33,24.6,5
Tony Collins,632,164,1,3,1,54,33,20.1,5
Pete Johnson,622,156,7,1,0,21,38,24.4,1
Franco Harris,604,140,2,2,0,21,28,20,1
Walter Payton,596,148,1,1,0,26,33,22.3,3
Ottis Anderson,587,145,3,4,1,64,28,19.3,2
William Andrews,573,139,5,0,0,19,34,24.5,0
Chuck Muncie,569,138,8,1,0,27,38,27.5,2
Wendell Tyler,564,137,9,4,1,54,32,23.4,7
John Riggins,553,177,3,0,0,19,39,22,2
Earl Campbell,538,157,2,1,0,22,39,24.8,2
George Rogers,535,122,3,1,0,38,28,23,3
Mike Pruitt,516,143,3,0,0,17,38,26.6,4
Ted Brown,515,120,1,3,0,30,30,25,0
Wilbert Montgomery,515,114,7,3,1,90,27,23.7,3
Eddie Lee Ivery,453,127,9,2,0,32,25,19.7,1
Butch Woolfolk,439,112,2,0,0,18,23,20.5,4
James Brooks,430,87,6,1,1,48,21,24.1,1
Wayne Wilson,413,103,3,1,0,20,27,26.2,2
Roosevelt Leaks,405,97,5,0,0,17,28,28.9,2
Mark van Eeghen,386,82,0,0,0,17,21,25.6,2
Joe Delaney,380,95,0,1,0,36,19,20,0
Gerald Willhite,347,70,2,1,0,23,14,20,3
James Wilder,324,83,3,1,1,47,10,12,3
Randy McMillan,305,101,1,0,0,13,20,19.8,0
Gerald Riggs,299,78,5,1,0,37,24,30.8,1
Jeff Moore,281,85,4,0,0,19,26,30.6,3
Rick Parros,277,77,1,0,0,14,15,19.5,3
Wayne Morris,274,84,4,0,0,11,17,20.2,1
Mike Guman,266,69,2,0,0,15,16,23.2,0
Kenny King,264,69,2,1,0,21,14,20.3,1
Charles White,259,69,3,0,0,18,19,27.5,1
Sammy Winder,259,67,1,0,0,18,15,22.4,1
Zachary Dixon,249,58,1,1,0,32,11,19,2
Billy Jackson,243,86,3,0,0,18,26,30.2,1
Ron Springs,243,59,2,1,1,46,12,20.3,3
James Owens,238,76,0,0,0,14,11,14.5,1
Frank Pollard,238,62,2,0,0,18,12,19.4,3
Tony Nathan,233,66,1,0,0,15,17,25.8,2
Curtis Dickey,232,66,1,1,0,25,11,16.7,2
Perry Harrington,231,56,1,1,0,37,9,16.1,1
Mel Carver,229,70,1,0,0,13,14,20,2
Gerry Ellis,228,62,1,1,0,29,12,19.4,6
Charles Alexander,207,64,1,0,0,18,15,23.4,1
