Player,KO,Yds,Ret Yds,TB,TB %,Ret,Ret Avg,OSK,OSK Rec,OOB,TD
Nate Kaeding,100,6520,1917,11,11,87,22,0,0,2,0
Robbie Gould,95,6187,1730,11,11.6,83,20.8,0,0,1,0
Shayne Graham,84,5367,1472,13,15.5,70,21,0,0,1,0
Josh Scobee,84,5478,1262,21,25,60,21,1,0,2,0
David Akers,83,5437,1647,11,13.2,71,23.2,1,0,0,0
Jeff Wilkins,83,5245,1698,11,13.2,68,25,4,1,1,2
Stephen Gostkowski,81,5307,1538,12,14.8,67,23,1,0,1,0
Jay Feely,78,5039,1455,12,15.4,65,22.4,1,0,0,0
Lawrence Tynes,78,4850,1646,5,6.4,71,23.2,2,0,1,0
Jason Hanson,76,5085,1444,13,17.1,63,22.9,0,0,0,0
Jeff Reed,76,4695,1570,4,5.3,70,22.4,0,0,0,1
Josh Brown,75,4871,1499,12,16,61,24.6,1,0,1,0
Paul Ernster,75,5090,1480,19,25.3,55,26.9,0,0,1,0
Neil Rackers,75,5058,1446,17,22.7,56,25.8,1,1,1,0
Joe Nedney,74,4495,1373,5,6.8,65,21.1,4,3,1,0
Mike Nugent,74,4478,1462,2,2.7,69,21.2,2,1,1,0
Adam Vinatieri,73,4800,1595,10,13.7,63,25.3,0,0,0,1
Dave Rayner,72,4689,1348,11,15.3,60,22.5,1,1,0,0
Matt Stover,72,4542,1385,6,8.3,65,21.3,1,0,0,0
Rob Bironas,70,4356,1262,10,14.3,57,22.1,1,0,3,0
Michael Koenen,70,4533,1093,13,18.6,53,20.6,3,2,1,0
Rian Lindell,69,4134,1256,5,7.2,59,21.3,2,1,0,0
Olindo Mare,67,4393,981,24,35.8,40,24.5,3,1,1,0
Ryan Longwell,66,3911,1348,3,4.6,58,23.2,4,1,2,1
Kris Brown,64,4153,1215,10,15.6,52,23.4,2,0,1,1
Phil Dawson,61,3887,1053,11,18,48,21.9,2,0,0,1
John Kasay,57,3592,1082,5,8.8,50,21.6,1,0,2,0
Matt Bryant,53,3296,846,4,7.6,46,18.4,0,0,2,0
John Carney,53,3215,944,5,9.4,46,20.5,2,0,0,0
Sebastian Janikowski,50,3238,1175,7,14,41,28.7,1,0,1,0
Mike Vanderjagt,46,2756,757,3,6.5,42,18,1,0,0,0
Shaun Suisham,41,2602,766,4,9.8,36,21.3,1,0,1,1
Martin Gramatica,38,2369,891,1,2.6,37,24.1,0,0,0,1
Billy Cundiff,29,1869,606,3,10.3,24,25.2,1,1,1,0
Nick Novak,20,1202,411,0,0,20,20.6,0,0,0,0
John Hall,16,968,327,0,0,15,21.8,1,0,0,0
Jason Baker,10,653,220,1,10,9,24.4,0,0,0,0
Derrick Frost,10,521,171,1,10,7,24.4,2,0,0,0
Sam Koch,10,632,251,0,0,10,25.1,0,0,0,0
Mat McBriar,3,174,47,0,0,3,15.7,0,0,0,0
Mike Scifres,3,183,43,0,0,3,14.3,0,0,0,0
Steve Weatherford,3,158,48,0,0,2,24,0,0,1,0
Scott Player,2,107,35,0,0,2,17.5,0,0,0,0
Hunter Smith,2,100,31,0,0,2,15.5,0,0,0,0
Craig Hentrich,1,35,1,0,0,1,1,0,0,0,0
Chris Kluwe,1,50,21,0,0,1,21,0,0,0,0
Shane Lechler,1,67,25,0,0,1,25,0,0,0,0
Brian Moorman,1,69,23,0,0,1,23,0,0,0,0
Matt Turk,1,37,3,0,0,1,3,0,0,0,0
Ken Walter,1,46,9,0,0,1,9,0,0,0,0
