Player,Pass Yds,Yds/Att,Att,Cmp,Cmp %,TD,INT,Rate,1st,1st%,20+,40+,Lng,Sck,SckY
Drew Brees,4418,8,554,356,64.3,26,11,96.2,201,36.3,61,18,86,18,105
Peyton Manning,4397,7.9,557,362,65,31,9,101,241,43.3,53,7,68,14,86
Marc Bulger,4301,7.3,588,370,62.9,24,8,92.9,211,35.9,60,10,67,49,366
Jon Kitna,4208,7.1,596,372,62.4,21,22,79.9,208,34.9,59,3,60,63,388
Carson Palmer,4035,7.8,520,324,62.3,28,13,93.9,199,38.3,52,15,74,36,233
Brett Favre,3885,6.3,613,343,56,18,18,72.7,182,29.7,49,8,82,21,134
Tom Brady,3529,6.8,516,319,61.8,24,12,87.9,176,34.1,46,8,62,26,175
Ben Roethlisberger,3513,7.5,469,280,59.7,18,23,75.4,178,38,42,7,67,46,280
Philip Rivers,3388,7.4,460,284,61.7,22,9,92,167,36.3,41,5,57,27,144
Chad Pennington,3352,6.9,485,313,64.5,17,16,82.6,161,33.2,38,9,71,30,172
Eli Manning,3244,6.2,522,301,57.7,24,18,77,163,31.2,33,8,55,25,186
Rex Grossman,3193,6.6,480,262,54.6,23,20,73.9,150,31.2,47,8,62,21,142
J.P. Losman,3051,7.1,429,268,62.5,19,14,84.9,132,30.8,35,10,83,47,332
Steve McNair,3050,6.5,468,295,63,16,12,82.5,159,34,33,3,87,14,84
Tony Romo,2903,8.6,337,220,65.3,19,13,95.1,143,42.4,42,9,56,21,124
Alex Smith,2890,6.5,442,257,58.1,16,16,74.8,132,29.9,34,8,75,35,202
Jake Delhomme,2805,6.5,431,263,61,17,11,82.6,128,29.7,30,7,72,22,167
David Carr,2767,6.3,442,302,68.3,11,12,82.1,141,31.9,25,3,53,41,240
Brad Johnson,2750,6.3,439,270,61.5,9,15,72,132,30.1,36,4,46,29,200
Donovan McNabb,2647,8.4,316,180,57,18,6,95.5,113,35.8,44,14,87,21,140
Matt Leinart,2547,6.8,377,214,56.8,11,12,74,124,32.9,35,6,58,21,158
Mike Vick,2474,6.4,388,204,52.6,20,13,75.7,123,31.7,30,8,55,45,303
Charlie Frye,2454,6.2,393,252,64.1,10,17,72,116,29.5,24,6,75,44,262
Matt Hasselbeck,2442,6.6,371,210,56.6,18,15,76,125,33.7,30,5,72,34,229
Joey Harrington,2236,5.8,388,223,57.5,12,15,68.2,113,29.1,21,5,48,15,116
Vince Young,2199,6.2,357,184,51.5,12,13,66.7,107,30,33,1,53,25,129
Jake Plummer,1994,6.3,317,175,55.2,11,13,68.8,103,32.5,24,4,83,18,111
Damon Huard,1878,7.7,244,148,60.7,11,1,98,106,43.4,23,5,78,16,106
Mark Brunell,1789,6.9,260,162,62.3,8,4,86.5,80,30.8,24,5,74,12,92
David Garrard,1735,7.2,241,145,60.2,10,9,80.5,81,33.6,24,2,49,20,119
Andrew Walter,1677,6.1,276,147,53.3,3,13,55.8,80,29,18,1,51,46,256
Bruce Gradkowski,1661,5.1,328,177,54,9,9,65.9,79,24.1,16,3,53,25,146
Kurt Warner,1377,8.2,168,108,64.3,6,5,89.3,63,37.5,15,5,64,14,104
Trent Green,1342,6.8,198,121,61.1,7,9,74.1,76,38.4,13,0,39,24,127
Jeff Garcia,1309,7,188,116,61.7,10,2,95.8,61,32.4,16,4,65,6,40
Jason Campbell,1297,6.3,207,110,53.1,10,6,76.5,68,32.8,13,3,66,7,55
Drew Bledsoe,1164,6.9,169,90,53.2,7,8,69.2,54,32,14,3,51,16,107
Byron Leftwich,1159,6.3,183,108,59,7,5,79,58,31.7,13,3,51,9,48
Aaron Brooks,1105,5.8,192,110,57.3,3,8,61.6,60,31.2,9,1,57,26,174
Jay Cutler,1001,7.3,137,81,59.1,9,5,88.5,48,35,10,2,71,13,85
Daunte Culpepper,929,6.9,134,81,60.4,2,3,77,44,32.8,11,1,52,21,150
Seneca Wallace,927,6.6,141,82,58.2,8,7,76.2,42,29.8,11,2,49,14,83
Derek Anderson,793,6.8,117,66,56.4,5,8,63.1,37,31.6,8,2,54,8,66
Tim Rattay,748,7.4,101,61,60.4,4,2,88.2,26,25.7,8,3,64,4,18
Chris Weinke,625,6.5,96,56,58.3,2,4,67.4,26,27.1,7,0,38,10,55
Chris Simms,585,5.5,106,58,54.7,1,7,46.3,28,26.4,6,1,55,4,32
Kerry Collins,549,6.1,90,42,46.7,1,6,42.3,26,28.9,9,0,36,4,23
Charlie Batch,492,9.3,53,31,58.5,5,0,121,22,41.5,6,3,87,3,13
Kyle Boller,485,8.8,55,33,60,5,2,104,20,36.4,5,3,77,3,16
Tarvaris Jackson,475,5.9,81,47,58,2,4,62.5,19,23.5,7,1,50,8,37
Cleo Lemon,412,6.1,68,38,55.9,2,1,77.6,23,33.8,5,0,38,5,24
A.J. Feeley,342,9,38,26,68.4,3,0,122.9,15,39.5,3,1,89,1,10
Sage Rosenfels,265,6.8,39,27,69.2,3,1,103,15,38.5,4,0,28,1,5
Brian Griese,220,6.9,32,18,56.2,1,2,62,10,31.2,2,1,75,3,22
Jamie Martin,208,8.7,24,16,66.7,1,1,90.3,6,25,4,2,65,5,18
Matt Schaub,208,7.7,27,18,66.7,1,2,71.2,10,37,3,1,47,2,8
Quinn Gray,166,7.6,22,13,59.1,0,0,82.8,8,36.4,2,0,32,1,11
Brooks Bollinger,146,8.1,18,13,72.2,0,1,72.9,7,38.9,1,1,50,6,42
Antwaan Randle El,88,29.3,3,2,66.7,1,0,149.3,2,66.7,2,2,48,0,0
Marques Tuiasosopo,68,5.2,13,6,46.2,1,2,48.4,4,30.8,1,0,29,0,0
