Player,Pass Yds,Yds/Att,Att,Cmp,Cmp %,TD,INT,Rate,1st,1st%,20+,40+,Lng,Sck,SckY
Brett Basanez,56,5.1,11,6,54.6,0,1,30.9,4,36.4,0,0,18,0,0
Aaron Rodgers,46,3.1,15,6,40,0,0,48.2,2,13.3,0,0,16,3,18
Brad Maynard,37,37,1,1,100,0,0,118.8,1,100,1,0,37,0,0
Matt Cassel,32,4,8,5,62.5,0,0,70.8,3,37.5,0,0,10,3,15
Anthony Wright,31,10.3,3,3,100,0,0,109.7,1,33.3,1,0,22,0,0
Vinny Testaverde,29,9.7,3,2,66.7,1,0,137.5,2,66.7,1,0,23,0,0
Gus Frerotte,27,9,3,1,33.3,0,0,67.4,1,33.3,1,0,27,0,0
Brodie Croyle,23,3.3,7,3,42.9,0,2,11.9,2,28.6,0,0,11,1,10
Cedrick Wilson,21,21,1,1,100,0,0,118.8,1,100,1,0,21,0,0
LaDainian Tomlinson,20,6.7,3,2,66.7,2,0,125,2,66.7,0,0,19,0,0
Ryan Longwell,16,16,1,1,100,1,0,158.3,1,100,0,0,16,0,0
Jon Ryan,16,16,1,1,100,0,0,118.8,1,100,0,0,16,0,0
Mewelde Moore,15,15,1,1,100,1,0,158.3,1,100,0,0,15,0,0
David Akers,11,11,1,1,100,0,0,112.5,0,0,0,0,11,0,0
Billy Volek,4,2,2,1,50,0,0,56.2,0,0,0,0,4,1,6
Joseph Addai,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
Hank Baskett,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Arnaz Battle,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Deion Branch,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
Ronnie Brown,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Isaac Bruce,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Reggie Bush,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Mark Clayton,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Kellen Clemens,0,0,1,0,0,0,0,39.6,0,0,0,0,0,4,27
Josh Cribbs,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Ronald Curry,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
Ken Dorsey,0,0,1,0,0,0,0,39.6,0,0,0,0,0,1,7
Lee Evans,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Jeff Feagles,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Ben Graham,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Carlyle Holiday,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Joe Horn,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Keyshawn Johnson,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Larry Johnson,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Wali Lundy,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9
Brian Moorman,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Jerious Norwood,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Patrick Ramsey,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Michael Robinson,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Mike Scifres,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Kellen Winslow,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14
Thomas Jones,-4,-4,1,1,100,0,0,79.2,0,0,0,0,0,1,1
