Player,Avg,Ret,Yds,KRet TD,20+,40+,Lng,FC,FUM
Ellis Hobbs,36,10,360,1,9,3,93,0,0
T.J. Rushing,33.5,2,67,0,2,1,47,0,0
David Anderson,30,3,90,0,3,0,38,0,0
Antonio Cromartie,29.7,10,297,0,6,2,91,1,1
Mark Jones,29,1,29,0,1,0,29,0,0
Justin Miller,28.4,46,1304,2,34,8,103,0,1
Laurence Maroney,28,28,783,0,21,2,77,0,0
Maurice Jones-Drew,27.7,31,860,1,23,5,93,0,0
Aveion Cason,27.5,4,110,0,4,1,40,0,0
Cletis Gordon,27.5,2,55,0,2,0,32,0,0
Jerome Mathis,27.4,7,192,0,2,1,87,0,0
Dre' Bly,27,1,27,0,1,0,27,0,0
Derrick Lewis,27,1,27,0,1,0,27,0,0
Musa Smith,27,1,27,0,1,0,27,0,0
Michael Turner,26.5,36,954,0,31,6,58,0,0
Devin Hester,26.4,20,528,2,12,2,96,0,2
Terrence McGee,26.1,52,1355,0,36,6,88,0,2
Adam Jones,26,20,521,0,14,3,70,0,0
Ricardo Colclough,26,1,26,0,1,0,26,0,0
Tyson Thompson,26,21,546,0,17,1,41,0,0
Miles Austin,26,29,753,0,23,0,37,0,3
B.J. Sams,25.7,30,772,0,23,2,72,0,0
Chris Carr,25.5,69,1762,0,56,3,50,0,0
Sean Morey,25.2,8,202,0,5,1,76,0,1
Maurice Hicks,25,57,1428,0,44,3,64,0,2
Mewelde Moore,25,1,25,0,1,0,25,0,0
Delanie Walker,25,1,25,0,1,0,25,0,0
Quincy Morgan,24.9,17,423,0,11,2,64,0,0
Nate Burleson,24.7,26,643,0,18,2,50,0,0
Michael L. Lewis,24.7,37,914,0,22,4,51,0,2
Glenn Holt,24.6,17,419,0,13,0,38,0,0
Jerious Norwood,24.6,13,320,0,10,0,37,0,0
Josh Cribbs,24.5,61,1494,1,38,7,92,0,0
Terrence Wilkins,24.5,52,1272,0,33,4,70,0,2
Nick Goings,24.2,9,218,0,7,0,33,0,0
Santonio Holmes,24.2,18,436,0,15,1,42,0,1
Jeff Webb,24.1,7,169,0,3,1,50,0,0
Rock Cartwright,24.1,64,1541,1,46,2,100,0,0
Bobby Wade,23.9,50,1194,0,36,1,48,0,2
Abram Elam,23.8,4,95,0,3,0,26,0,0
Cecil Sapp,23.8,4,95,0,2,1,53,0,0
Brandon Williams,23.8,16,380,0,12,1,44,0,0
Rashied Davis,23.5,32,753,0,21,1,42,0,1
Allen Rossum,23.5,46,1082,0,34,3,51,0,2
Bethel Johnson,23.4,45,1054,0,30,2,65,0,1
Willie Ponder,23.4,51,1192,0,36,2,41,0,1
Antonio Chatman,23.2,4,93,0,2,0,31,0,0
Edell Shepherd,23.2,17,395,0,12,2,42,0,2
Devale Ellis,23.2,6,139,0,6,0,28,0,0
Troy Williamson,23.1,14,324,0,10,1,44,0,0
Mike Furrey,23,1,23,0,1,0,23,0,0
Greg Lewis,23,2,46,0,1,0,28,0,0
Dante Hall,22.8,53,1207,0,36,3,60,0,1
J.J. Arrington,22.7,67,1520,1,38,3,99,0,1
Derrick Wimbush,22.6,8,181,0,5,0,33,0,0
Brian Clark,22.3,23,512,0,18,0,36,0,2
Reno Mahe,22.2,30,667,0,13,2,64,0,2
Michael Pittman,22.2,39,867,0,25,0,37,0,1
Wes Welker,22.2,48,1064,0,29,2,46,0,0
Robert Ferguson,22,5,110,0,4,0,26,0,0
Eddie Drummond,21.8,62,1349,0,33,3,65,0,0
Jamal Jones,21.7,6,130,0,3,0,29,0,0
Vernand Morency,21.6,31,670,0,20,0,35,0,0
Chad Morton,21.6,31,670,0,22,1,51,0,0
Aaron Stecker,21.6,10,216,0,6,0,31,0,0
Cory Ross,21.6,9,194,0,6,0,28,0,0
Torrie Cox,21.5,18,387,0,10,1,44,0,0
Ryan Moats,21.5,2,43,0,2,0,23,0,0
Dexter Wynn,21.5,48,1032,0,29,0,38,0,2
Kevin Faulk,21.4,17,364,0,10,0,31,0,0
Najeh Davenport,21.3,21,448,0,13,1,40,0,1
Phillip Buchanon,21.2,5,106,0,4,0,28,0,0
Koren Robinson,21.1,12,253,0,6,0,31,0,0
Chad Jackson,21,1,21,0,1,0,21,0,0
Benny Sapp,21,1,21,0,1,0,21,0,0
Kevin Curtis,20.9,9,188,0,6,0,28,0,1
Richard Marshall,20.8,14,291,0,9,0,26,0,1
Tony Fisher,20.6,8,165,0,5,0,26,0,0
J.R. Reed,20.4,17,346,0,11,1,40,0,0
Derrick Ward,20.3,23,466,0,16,0,36,0,1
Danieal Manning,20,1,20,0,1,0,20,0,0
Fred McAfee,20,1,20,0,1,0,20,0,0
Kenny Watson,19.8,10,198,0,5,0,34,0,0
Terrance Copper,19.8,4,79,0,2,0,25,0,0
Skyler Green,19.7,3,59,0,2,0,21,0,0
Chris Perry,19.6,21,412,0,10,0,36,0,2
DeAngelo Williams,19.5,32,623,0,14,0,39,0,0
Mike Bell,19.4,5,97,0,3,0,22,0,0
Sinorice Moss,19.4,10,194,0,4,0,33,0,0
Brandon Jacobs,19.3,3,58,0,1,0,28,0,0
Samkon Gado,19,3,57,0,1,0,23,0,0
Kay-Jay Harris,19,4,76,0,1,0,23,0,0
David Kircus,19,2,38,0,1,0,20,0,0
Bruce Perry,19,3,57,0,1,0,24,0,0
Artose Pinner,19,4,76,0,1,0,24,0,0
Willie Reid,19,1,19,0,0,0,19,0,0
Alvin Pearman,18.7,3,56,0,1,0,22,0,0
Josh Scobey,18.5,17,315,0,9,0,33,0,0
Michael Robinson,18.2,4,73,0,0,0,19,0,0
Roc Alexander,18,1,18,0,0,0,18,0,0
Micheal Spurlock,18,3,54,0,1,0,21,0,0
Ike Taylor,18,4,72,0,2,0,23,0,0
Noah Herron,17.9,8,143,0,4,0,23,0,1
Adam Jennings,17.6,7,123,0,3,0,26,0,0
Tab Perry,17.2,4,69,0,1,0,34,0,0
James Hodgins,17,1,17,0,0,0,17,0,0
Travis Johnson,17,1,17,0,0,0,17,0,0
R.W. McQuarters,17,1,17,0,0,0,17,0,0
Shaud Williams,17,1,17,0,0,0,17,0,0
Lawrence Vickers,16.8,5,84,0,1,0,22,0,0
Wali Lundy,16.8,4,67,0,1,0,23,0,0
Andre Davis,16.5,6,99,0,4,0,27,0,0
Adrian Peterson,16.3,3,49,0,1,0,25,0,1
Shaun Bodiford,16.2,5,81,0,1,0,22,0,0
Michael Gaines,16,2,32,0,0,0,17,0,0
Bo Scaife,16,4,64,0,0,0,18,0,0
Lito Sheppard,16,1,16,0,0,0,16,0,0
Darnell Dinkins,14.7,3,44,0,1,0,20,0,1
Bryant Johnson,14.5,2,29,0,0,0,16,0,0
Corey Ivy,14,1,14,0,0,0,14,0,0
Kyle Johnson,14,1,14,0,0,0,14,0,0
Brandon Manumaleuna,14,1,14,0,0,0,14,0,0
Mike Montgomery,14,1,14,0,0,0,14,0,0
LenDale White,14,1,14,0,0,0,14,0,0
Ladell Betts,13.5,2,27,0,1,0,27,0,0
Mike Sellers,13.2,4,53,0,1,0,22,0,0
Leon Washington,13.2,6,79,0,1,0,23,0,0
Matt Chatham,13,2,26,0,1,0,20,0,0
Earnest Graham,13,1,13,0,0,0,13,0,0
Nate Jones,13,1,13,0,0,0,13,0,0
Mike Rosenthal,13,1,13,0,0,0,13,0,0
Tully Banta-Cain,12.5,2,25,0,0,0,16,0,0
Casey Cramer,12.3,3,37,0,1,0,21,0,0
Brad Hoover,12.3,3,37,0,1,0,21,0,1
ReShard Lee,12.2,4,49,0,0,0,17,0,0
Steve Heiden,11,1,11,0,0,0,11,0,0
Jason McKie,11,1,11,0,0,0,11,0,0
Jerald Sowell,11,1,11,0,0,0,11,0,0
Quinn Sypniewski,11,1,11,0,0,0,11,0,0
Cedrick Wilson,11,1,11,0,0,0,11,0,0
David Bowens,10.5,2,21,0,0,0,11,0,0
Ran Carthon,10.5,2,21,0,1,0,21,0,0
William Henderson,10.2,4,41,0,0,0,16,0,0
Mike Karney,10,1,10,0,0,0,10,0,0
Tony Stewart,10,1,10,0,0,0,10,0,0
James Thrash,10,1,10,0,0,0,10,0,0
Charles Woodson,10,1,10,0,0,0,10,0,0
Eric Parker,9.5,2,19,0,0,0,12,0,0
Jarret Johnson,9.3,3,28,0,0,0,14,0,0
Darrell McClover,9,1,9,0,0,0,9,0,0
LaBrandon Toefield,9,1,9,0,0,0,9,0,0
Fred McCrary,8.5,2,17,0,0,0,10,0,0
Travis Minor,8.5,2,17,0,0,0,17,0,0
Mark Bruener,8,1,8,0,0,0,8,0,0
Richard Collier,8,1,8,0,0,0,8,0,0
Aaron Glenn,8,3,24,0,0,0,14,0,0
Antwan Lake,8,1,8,0,0,0,8,0,0
Chris Baker,7.5,2,15,0,0,0,11,0,0
Ronnie Cruz,7,1,7,0,0,0,7,0,0
Fred Wakefield,7,1,7,0,0,0,7,0,1
Matt Schobel,6.5,2,13,0,0,0,11,0,1
Ben Hartsock,5,1,5,0,0,0,5,0,0
Duke Preston,5,2,10,0,0,0,9,0,0
Kyle Brady,4.5,4,18,0,0,0,9,0,0
Reggie Kelly,4,2,8,0,0,0,8,0,0
Montell Owens,4,1,4,0,0,0,4,0,0
Brad Smith,4,1,4,0,0,0,4,0,0
Lorenzo Neal,3.7,3,11,0,0,0,7,0,0
Al Johnson,3,1,3,0,0,0,3,0,0
Muhsin Muhammad,3,1,3,0,0,0,3,0,0
Darrell Reid,3,1,3,0,0,0,3,0,0
Paul Smith,3,1,3,0,0,0,3,0,0
Marquis Weeks,3,1,3,0,0,0,3,0,0
Chase Blackburn,2,1,2,0,0,0,2,0,0
Jameel Cook,2,1,2,0,0,0,2,0,0
Lennie Friedman,2,1,2,0,0,0,2,0,0
Mario Haggan,2,2,4,0,0,0,5,0,0
Chad Mustard,2,1,2,0,0,0,2,0,0
Kelvin Hayden,1,1,1,0,0,0,1,0,0
Moran Norris,1,1,1,0,0,0,1,0,0
Blue Adams,0,1,0,0,0,0,0,0,0
Dee Brown,0,1,0,0,0,0,0,0,0
Cedric Cobbs,0,1,0,0,0,0,0,0,0
Laveranues Coles,0,1,0,0,0,0,0,0,0
Demetric Evans,0,1,0,0,0,0,0,1,0
Kedric Golston,0,1,0,0,0,0,0,0,0
Travis Kirschke,0,1,0,0,0,0,0,0,0
Richard Owens,0,1,0,0,0,0,0,0,0
Bernard Pollard,0,1,0,0,0,0,0,0,0
Jay Ratliff,0,1,0,0,0,0,0,0,0
Kerry Rhodes,0,1,0,0,0,0,0,0,0
Grey Ruegamer,0,1,0,0,0,0,0,0,0
Pat Watkins,0,1,0,0,0,0,0,0,0
Cory Withrow,0,1,0,0,0,0,0,0,1
Steve Smith,-0.5,2,-1,0,0,0,3,0,0
