Player,INT,INT TD,INT Yds,Lng
Ellis Hobbs,2,0,79,70
Kenoy Kennedy,2,0,17,17
Mathias Kiwanuka,2,0,44,32
Keith Lewis,2,0,24,24
Michael Lewis,2,1,105,84
Ray Lewis,2,0,27,27
Sam Madison,2,0,28,24
Danieal Manning,2,0,26,15
Mike McKenzie,2,0,54,54
R.W. McQuarters,2,1,67,27
Kirk Morrison,2,0,32,31
Jermaine Phillips,2,0,45,29
Joey Porter,2,1,49,42
Ronnie Prude,2,1,66,54
Fred Robbins,2,0,12,11
Dunta Robinson,2,1,9,9
Bart Scott,2,0,31,24
Chad Scott,2,0,32,32
Gerald Sensabaugh,2,0,8,8
Brian Simmons,2,0,5,5
Ko Simpson,2,0,76,76
Anthony Smith,2,0,40,20
Eric Smith,2,0,1,1
Omar Stoutmire,2,0,10,10
Ike Taylor,2,0,34,34
Jason Taylor,2,2,71,51
Deshea Townsend,2,0,6,6
Jason Webster,2,0,-2,3
Shaun Williams,2,0,1,1
Gibril Wilson,2,0,25,25
Jared Allen,1,0,3,3
Jason Allen,1,0,7,7
Will Allen,1,0,11,11
Jonathan Babineaux,1,0,6,6
Jordan Babineaux,1,0,20,20
Gary Baxter,1,0,10,10
Monty Beisel,1,0,11,11
Jason Bell,1,0,-7,-7
Antoine Bethea,1,0,38,38
Rocky Boiman,1,0,0,0
Juran Bolden,1,0,27,27
Colin Branch,1,0,0,0
C.C. Brown,1,0,0,0
Sheldon Brown,1,1,70,70
Tedy Bruschi,1,0,8,8
Keith Bulluck,1,0,0,0
Kevin Burnett,1,1,39,39
Chris Carr,1,1,100,100
Luis Castillo,1,0,1,1
Corey Chavous,1,0,17,17
Ryan Clark,1,0,-1,-1
Trent Cole,1,1,19,19
Erik Coleman,1,0,3,3
Sean Considine,1,0,12,12
Terry Cousin,1,0,16,16
Curome Cox,1,0,0,0
Jason Craft,1,0,0,0
Chris Crocker,1,0,28,28
Phillip Daniels,1,0,0,0
Travis Daniels,1,0,-2,-2
Chauncey Davis,1,0,41,41
Darnell Dockett,1,0,-1,-1
Glenn Earl,1,0,2,2
Greg Ellis,1,0,-1,-1
Keith Ellison,1,0,7,7
James Farrior,1,0,1,1
Nick Ferguson,1,0,0,0
Larry Foote,1,0,11,11
Vernon Fox,1,0,-4,-4
Domonique Foxworth,1,0,45,45
Omar Gaither,1,0,16,16
Matt Giordano,1,0,0,0
Aaron Glenn,1,0,7,7
Morlon Greenwood,1,0,0,0
Nick Greisen,1,0,6,6
Clark Haggans,1,0,0,0
Tamba Hali,1,0,-9,-9
Rodney Harrison,1,0,2,2
Artrell Hawkins,1,0,0,0
Kelly Herndon,1,0,0,0
Victor Hobson,1,0,9,9
Clint Ingram,1,0,0,0
Corey Ivy,1,0,0,0
Dexter Jackson,1,0,46,46
Marlin Jackson,1,0,24,24
Bradie James,1,1,15,15
Kelly Jennings,1,0,0,0
Landon Johnson,1,0,2,2
Ethan Kilmer,1,1,52,52
Sammy Knight,1,0,27,27
Clint Kriewaldt,1,0,12,12
Manny Lawson,1,0,0,0
Ben Leber,1,0,0,0
Paris Lenon,1,0,0,0
David Macklin,1,0,56,56
Marquand Manuel,1,1,29,29
Dexter McCleon,1,0,19,19
Marlon McCree,1,0,0,0
Willie McGinest,1,0,0,0
Shawne Merriman,1,0,10,10
Mike Minter,1,0,3,3
Kawika Mitchell,1,0,23,23
Christian Morton,1,0,8,8
Terence Newman,1,0,12,12
Haloti Ngata,1,0,60,60
Deltha O'Neal,1,0,42,42
Julian Peterson,1,0,-4,-4
Mike Peterson,1,0,15,15
Antonio Pierce,1,0,6,6
Brodney Pool,1,0,0,0
Tyrone Poole,1,0,0,0
Brady Poppinga,1,0,21,21
LaJuan Ramsey,1,0,-12,-12
Carlos Rogers,1,0,0,0
Antrel Rolle,1,0,23,23
Mark Roman,1,0,27,27
Stanford Routt,1,0,6,6
Brian Russell,1,0,6,6
DeMeco Ryans,1,0,16,16
Bob Sanders,1,0,0,0
James Sanders,1,0,21,21
Terdell Sands,1,0,5,5
Richard Seymour,1,0,0,0
Jason Simmons,1,0,11,11
Mark Simoneau,1,0,0,0
Peter Sirmon,1,0,13,13
Daryl Smith,1,0,4,4
Fred Smoot,1,1,47,47
Shawntae Spencer,1,0,0,0
Shawn Springs,1,0,4,4
Scott Starks,1,1,55,55
Patrick Surtain,1,0,0,0
Darryl Tapp,1,1,25,25
Lofa Tatupu,1,0,19,19
Sean Taylor,1,0,25,25
Adalius Thomas,1,0,7,7
Fred Thomas,1,0,9,9
Zach Thomas,1,0,-4,-4
Jeremiah Trotter,1,0,17,17
Marcus Trufant,1,0,0,0
Stephen Tulloch,1,0,0,0
Jonathan Vilma,1,0,0,0
Darwin Walker,1,0,6,6
Rian Wallace,1,1,30,30
DeMarcus Ware,1,1,41,41
Anthony Weaver,1,0,21,21
Dee Webb,1,0,1,1
Corey Webster,1,0,0,0
Donte Whitner,1,0,10,10
Brian Williams,1,0,4,4
Chad Williams,1,0,43,43
Demorrio Williams,1,0,9,9
Kenny Wright,1,0,0,0
Gerome Sapp,0,0,1,1
